filename,score_anormal,score_cglaucoma,prediction
RET027OD.jpg,0.696545,0.303455,anormal
RET035OD.jpg,0.725680,0.274320,anormal
RET035OS.jpg,0.713731,0.286269,anormal
RET096OD.jpg,0.712769,0.287231,anormal
RET098OD.jpg,0.674773,0.325227,anormal
RET107OD.jpg,0.712300,0.287700,anormal
RET129OS.jpg,0.697266,0.302734,anormal
RET131OD.jpg,0.700544,0.299456,anormal
RET132OD.jpg,0.695738,0.304262,anormal
RET133OD.jpg,0.711251,0.288749,anormal
RET137OD.jpg,0.606646,0.393354,anormal
RET141OS.jpg,0.657351,0.342649,anormal
RET146OS.jpg,0.636732,0.363268,anormal
RET150OS.jpg,0.662801,0.337199,anormal
RET153OS.jpg,0.740401,0.259599,anormal
RET163OS.jpg,0.759682,0.240318,anormal
RET168OS.jpg,0.648275,0.351725,anormal
RET175OD.jpg,0.637405,0.362595,anormal
RET177OD.jpg,0.709832,0.290168,anormal
RET177OS.jpg,0.670399,0.329602,anormal
RET178OD.jpg,0.680031,0.319970,anormal
RET181OS.jpg,0.695361,0.304639,anormal
RET182OD.jpg,0.704388,0.295612,anormal
RET184OD.jpg,0.734496,0.265504,anormal
RET184OS.jpg,0.648515,0.351485,anormal
RET190OS.jpg,0.719246,0.280754,anormal
RET191OS.jpg,0.698719,0.301281,anormal
RET192OS.jpg,0.701888,0.298112,anormal
RET197OD.jpg,0.720223,0.279777,anormal
RET198OD.jpg,0.703777,0.296223,anormal
RET198OS.jpg,0.723823,0.276177,anormal
RET199OD.jpg,0.723393,0.276607,anormal
RET200OD.jpg,0.712975,0.287025,anormal
RET200OS.jpg,0.725273,0.274727,anormal
RET201OD.jpg,0.799182,0.200818,anormal
RET202OD.jpg,0.760732,0.239268,anormal
RET203OD.jpg,0.756045,0.243955,anormal
RET203OS.jpg,0.742031,0.257969,anormal
RET210OD.jpg,0.780813,0.219187,anormal
RET211OS.jpg,0.724317,0.275683,anormal
RET212OD.jpg,0.728493,0.271507,anormal
RET213OS.jpg,0.712834,0.287166,anormal
RET216OD.jpg,0.728380,0.271620,anormal
RET216OS.jpg,0.682023,0.317977,anormal
RET220OD.jpg,0.651472,0.348528,anormal
RET220OS.jpg,0.710679,0.289321,anormal
RET224OD.jpg,0.677051,0.322949,anormal
RET228OS.jpg,0.737033,0.262967,anormal
RET231OD.jpg,0.725410,0.274590,anormal
RET237OD.jpg,0.716794,0.283206,anormal
RET245OS.jpg,0.717912,0.282088,anormal
RET252OS.jpg,0.722444,0.277556,anormal
RET253OD.jpg,0.740384,0.259616,anormal
RET253OS.jpg,0.728751,0.271249,anormal
RET256OD.jpg,0.615097,0.384903,anormal
RET258OD.jpg,0.676446,0.323554,anormal
RET259OD.jpg,0.656080,0.343920,anormal
RET261OS.jpg,0.780892,0.219108,anormal
RET267OD.jpg,0.606738,0.393262,anormal
RET271OS.jpg,0.685190,0.314810,anormal
RET272OD.jpg,0.616998,0.383002,anormal
RET277OS.jpg,0.722441,0.277559,anormal
RET282OD.jpg,0.745721,0.254279,anormal
RET282OS.jpg,0.684700,0.315299,anormal
RET283OS.jpg,0.710143,0.289857,anormal
RET285OS.jpg,0.744570,0.255430,anormal
RET291OD.jpg,0.708917,0.291083,anormal
RET002OD.jpg,0.714494,0.285506,anormal
RET006OS.jpg,0.694856,0.305144,anormal
RET053OD.jpg,0.533376,0.466624,anormal
RET066OS.jpg,0.607294,0.392706,anormal
RET089OD.jpg,0.747305,0.252695,anormal
RET091OD.jpg,0.610829,0.389171,anormal
RET102OD.jpg,0.705791,0.294209,anormal
RET106OD.jpg,0.596623,0.403377,anormal
RET114OS.jpg,0.625822,0.374178,anormal
RET120OD.jpg,0.672965,0.327035,anormal
RET120OS.jpg,0.658964,0.341036,anormal
RET122OD.jpg,0.706687,0.293313,anormal
RET122OS.jpg,0.678501,0.321499,anormal
RET276OS.jpg,0.704819,0.295181,anormal
