filename,true_label,pred_label,confidence,prob_a_noamd,prob_b_amd
N0001.jpg,a_noamd,a_noamd,0.6579262018203735,0.6579262018203735,0.3420737683773041
N0002.jpg,a_noamd,a_noamd,0.8710078597068787,0.8710078597068787,0.12899209558963776
N0003.jpg,a_noamd,a_noamd,0.7681793570518494,0.7681793570518494,0.23182061314582825
N0004.jpg,a_noamd,a_noamd,0.8770259022712708,0.8770259022712708,0.12297410517930984
N0005.jpg,a_noamd,a_noamd,0.9224693775177002,0.9224693775177002,0.07753061503171921
N0006.jpg,a_noamd,a_noamd,0.9634036421775818,0.9634036421775818,0.036596301943063736
N0007.jpg,a_noamd,a_noamd,0.9869565963745117,0.9869565963745117,0.013043353334069252
N0008.jpg,a_noamd,a_noamd,0.9862494468688965,0.9862494468688965,0.013750550337135792
N0009.jpg,a_noamd,a_noamd,0.8232415914535522,0.8232415914535522,0.17675837874412537
N0010.jpg,a_noamd,a_noamd,0.5611017346382141,0.5611017346382141,0.4388982355594635
N0011.jpg,a_noamd,a_noamd,0.8605130314826965,0.8605130314826965,0.13948695361614227
N0012.jpg,a_noamd,a_noamd,0.9667723178863525,0.9667723178863525,0.03322768211364746
N0013.jpg,a_noamd,a_noamd,0.9797506928443909,0.9797506928443909,0.02024928852915764
N0014.jpg,a_noamd,a_noamd,0.9891373515129089,0.9891373515129089,0.010862637311220169
N0015.jpg,a_noamd,a_noamd,0.798201858997345,0.798201858997345,0.20179811120033264
N0016.jpg,a_noamd,a_noamd,0.5057598352432251,0.5057598352432251,0.4942401647567749
N0017.jpg,a_noamd,a_noamd,0.9767398238182068,0.9767398238182068,0.0232602059841156
N0018.jpg,a_noamd,a_noamd,0.9640799164772034,0.9640799164772034,0.035920023918151855
N0019.jpg,a_noamd,a_noamd,0.9538974165916443,0.9538974165916443,0.04610259085893631
N0020.jpg,a_noamd,a_noamd,0.8597326278686523,0.8597326278686523,0.14026741683483124
N0021.jpg,a_noamd,a_noamd,0.8382701277732849,0.8382701277732849,0.1617298275232315
N0022.jpg,a_noamd,a_noamd,0.9141656756401062,0.9141656756401062,0.08583435416221619
N0023.jpg,a_noamd,b_amd,0.6309899091720581,0.36901015043258667,0.6309899091720581
N0024.jpg,a_noamd,b_amd,0.7132914662361145,0.2867085635662079,0.7132914662361145
N0025.jpg,a_noamd,a_noamd,0.9285615086555481,0.9285615086555481,0.07143852859735489
N0026.jpg,a_noamd,a_noamd,0.8725559711456299,0.8725559711456299,0.1274440437555313
N0027.jpg,a_noamd,a_noamd,0.8940447568893433,0.8940447568893433,0.10595531016588211
N0028.jpg,a_noamd,a_noamd,0.7924419045448303,0.7924419045448303,0.2075580656528473
N0029.jpg,a_noamd,a_noamd,0.9473710656166077,0.9473710656166077,0.05262892693281174
N0030.jpg,a_noamd,a_noamd,0.6829363703727722,0.6829363703727722,0.3170636296272278
N0031.jpg,a_noamd,a_noamd,0.9371449947357178,0.9371449947357178,0.06285504996776581
N0032.jpg,a_noamd,a_noamd,0.9556119441986084,0.9556119441986084,0.044388025999069214
N0033.jpg,a_noamd,a_noamd,0.9333063364028931,0.9333063364028931,0.06669368594884872
N0034.jpg,a_noamd,a_noamd,0.9080936908721924,0.9080936908721924,0.09190626442432404
N0035.jpg,a_noamd,a_noamd,0.5390151739120483,0.5390151739120483,0.46098485589027405
N0036.jpg,a_noamd,b_amd,0.749079704284668,0.2509203255176544,0.749079704284668
N0037.jpg,a_noamd,a_noamd,0.9786502122879028,0.9786502122879028,0.02134975977241993
N0038.jpg,a_noamd,a_noamd,0.8760396838188171,0.8760396838188171,0.12396032363176346
N0039.jpg,a_noamd,b_amd,0.7261027097702026,0.273897260427475,0.7261027097702026
N0040.jpg,a_noamd,b_amd,0.7371475696563721,0.2628524899482727,0.7371475696563721
N0041.jpg,a_noamd,b_amd,0.9282503724098206,0.07174967229366302,0.9282503724098206
N0042.jpg,a_noamd,b_amd,0.9580765962600708,0.04192347452044487,0.9580765962600708
N0043.jpg,a_noamd,b_amd,0.8138646483421326,0.18613533675670624,0.8138646483421326
N0044.jpg,a_noamd,a_noamd,0.7971198558807373,0.7971198558807373,0.2028801143169403
N0045.jpg,a_noamd,a_noamd,0.8533735871315002,0.8533735871315002,0.14662639796733856
N0046.jpg,a_noamd,a_noamd,0.982715368270874,0.982715368270874,0.01728462614119053
N0047.jpg,a_noamd,a_noamd,0.7104056477546692,0.7104056477546692,0.28959429264068604
N0048.jpg,a_noamd,a_noamd,0.9380441308021545,0.9380441308021545,0.06195588782429695
N0049.jpg,a_noamd,a_noamd,0.9501020908355713,0.9501020908355713,0.04989790543913841
N0050.jpg,a_noamd,a_noamd,0.8224112391471863,0.8224112391471863,0.17758873105049133
N0051.jpg,a_noamd,a_noamd,0.9301061630249023,0.9301061630249023,0.06989383697509766
N0052.jpg,a_noamd,b_amd,0.6809931993484497,0.3190067708492279,0.6809931993484497
N0053.jpg,a_noamd,a_noamd,0.7284735441207886,0.7284735441207886,0.2715264856815338
N0054.jpg,a_noamd,a_noamd,0.6293082237243652,0.6293082237243652,0.3706917464733124
N0055.jpg,a_noamd,a_noamd,0.9384817481040955,0.9384817481040955,0.061518263071775436
N0056.jpg,a_noamd,a_noamd,0.822269082069397,0.822269082069397,0.17773091793060303
N0057.jpg,a_noamd,a_noamd,0.9364360570907593,0.9364360570907593,0.0635640025138855
N0058.jpg,a_noamd,a_noamd,0.8915363550186157,0.8915363550186157,0.10846364498138428
N0059.jpg,a_noamd,a_noamd,0.7466830015182495,0.7466830015182495,0.2533169686794281
N0060.jpg,a_noamd,a_noamd,0.9416502118110657,0.9416502118110657,0.05834980681538582
N0061.jpg,a_noamd,a_noamd,0.9471130967140198,0.9471130967140198,0.05288689211010933
N0062.jpg,a_noamd,a_noamd,0.9472981095314026,0.9472981095314026,0.05270187929272652
N0063.jpg,a_noamd,a_noamd,0.9547567367553711,0.9547567367553711,0.0452432744204998
N0064.jpg,a_noamd,a_noamd,0.984505832195282,0.984505832195282,0.015494117513298988
N0065.jpg,a_noamd,a_noamd,0.9570645689964294,0.9570645689964294,0.04293535277247429
N0066.jpg,a_noamd,b_amd,0.9462257027626038,0.05377427116036415,0.9462257027626038
N0067.jpg,a_noamd,b_amd,0.8188787698745728,0.18112124502658844,0.8188787698745728
N0068.jpg,a_noamd,a_noamd,0.9407854080200195,0.9407854080200195,0.059214554727077484
N0069.jpg,a_noamd,a_noamd,0.9812970757484436,0.9812970757484436,0.018702946603298187
N0070.jpg,a_noamd,a_noamd,0.9619596004486084,0.9619596004486084,0.03804043307900429
