filename,true_label,predicted_label,prob_a_noamd,prob_b_amd
N0001.jpg,0,0,0.8642399,0.13576014
N0002.jpg,0,0,0.8638144,0.13618563
N0003.jpg,0,0,0.86510646,0.13489354
N0004.jpg,0,0,0.86176443,0.13823561
N0005.jpg,0,0,0.85817134,0.1418286
N0006.jpg,0,0,0.86556727,0.13443276
N0007.jpg,0,0,0.8645978,0.13540216
N0008.jpg,0,0,0.86872804,0.131272
N0009.jpg,0,0,0.8701404,0.12985969
N0010.jpg,0,0,0.87164474,0.12835528
N0011.jpg,0,0,0.86561614,0.13438387
N0012.jpg,0,0,0.8671206,0.13287935
N0013.jpg,0,0,0.86269116,0.13730882
N0014.jpg,0,0,0.8656682,0.13433182
N0015.jpg,0,0,0.8345346,0.16546538
N0016.jpg,0,0,0.8160337,0.18396631
N0017.jpg,0,0,0.86562926,0.13437076
N0018.jpg,0,0,0.86200935,0.13799068
N0019.jpg,0,0,0.86278826,0.13721177
N0020.jpg,0,0,0.8557913,0.14420879
N0021.jpg,0,0,0.85590154,0.14409849
N0022.jpg,0,0,0.8592461,0.14075398
N0023.jpg,0,0,0.86387765,0.13612235
N0024.jpg,0,0,0.8604969,0.1395031
N0025.jpg,0,0,0.8672342,0.13276584
N0026.jpg,0,0,0.867962,0.13203804
N0027.jpg,0,0,0.85564154,0.14435849
N0028.jpg,0,0,0.8430432,0.15695675
N0029.jpg,0,0,0.8618259,0.13817407
N0030.jpg,0,0,0.85663563,0.14336434
N0031.jpg,0,0,0.8624274,0.13757262
N0032.jpg,0,0,0.8644914,0.13550854
N0033.jpg,0,0,0.8656918,0.13430819
N0034.jpg,0,0,0.8651633,0.1348367
N0035.jpg,0,0,0.8687982,0.13120185
N0036.jpg,0,0,0.8644118,0.1355882
N0037.jpg,0,0,0.86778754,0.13221243
N0038.jpg,0,0,0.8666738,0.13332617
N0039.jpg,0,0,0.8175567,0.18244338
N0040.jpg,0,0,0.72197956,0.27802047
N0041.jpg,0,1,0.06663384,0.9333662
N0042.jpg,0,0,0.8557986,0.14420146
N0043.jpg,0,0,0.85515136,0.14484866
N0044.jpg,0,0,0.86554736,0.1344526
N0045.jpg,0,0,0.86540914,0.1345909
N0046.jpg,0,0,0.86366785,0.1363322
N0047.jpg,0,0,0.86289495,0.13710505
N0048.jpg,0,0,0.86581314,0.13418688
N0049.jpg,0,0,0.8660192,0.13398081
N0050.jpg,0,0,0.8643278,0.13567224
N0051.jpg,0,0,0.86136824,0.1386317
N0052.jpg,0,0,0.86418325,0.13581674
N0053.jpg,0,0,0.8252883,0.17471173
N0054.jpg,0,0,0.8613873,0.13861267
N0055.jpg,0,0,0.8622338,0.13776618
N0056.jpg,0,0,0.86242414,0.1375759
N0057.jpg,0,0,0.8556438,0.14435616
N0058.jpg,0,0,0.8634152,0.1365848
N0059.jpg,0,0,0.8540276,0.14597233
N0060.jpg,0,0,0.8640331,0.1359669
N0061.jpg,0,0,0.8648302,0.1351698
N0062.jpg,0,0,0.8640439,0.13595615
N0063.jpg,0,0,0.8662841,0.13371588
N0064.jpg,0,0,0.8644955,0.13550448
N0065.jpg,0,0,0.86775875,0.13224126
N0066.jpg,0,0,0.7940052,0.20599483
N0067.jpg,0,0,0.6720725,0.32792753
N0068.jpg,0,0,0.8589427,0.14105725
N0069.jpg,0,0,0.85708517,0.14291477
N0070.jpg,0,0,0.8557005,0.14429949
N0071.jpg,0,0,0.86325127,0.13674873
N0072.jpg,0,0,0.86185086,0.13814913
N0073.jpg,0,0,0.86731595,0.13268405
N0074.jpg,0,0,0.86410797,0.13589206
N0075.jpg,0,0,0.8649659,0.13503413
N0076.jpg,0,0,0.8644523,0.1355477
N0077.jpg,0,0,0.86480916,0.13519084
N0078.jpg,0,0,0.85937196,0.14062805
N0079.jpg,0,0,0.86533475,0.1346652
N0080.jpg,0,0,0.86543643,0.13456358
N0081.jpg,0,0,0.8709708,0.12902917
N0082.jpg,0,0,0.86645293,0.13354708
N0083.jpg,0,0,0.8621263,0.1378737
N0084.jpg,0,0,0.8527543,0.14724568
N0085.jpg,0,0,0.86358833,0.13641164
N0086.jpg,0,0,0.82526195,0.17473799
N0087.jpg,0,0,0.82177746,0.17822254
N0088.jpg,0,0,0.8320914,0.16790856
N0089.jpg,0,0,0.86900383,0.13099615
N0090.jpg,0,0,0.86842513,0.13157485
N0091.jpg,0,0,0.8691574,0.13084269
N0092.jpg,0,0,0.8676507,0.13234939
N0093.jpg,0,0,0.867486,0.13251401
N0094.jpg,0,0,0.86682796,0.133172
N0095.jpg,0,0,0.86741674,0.13258325
N0096.jpg,0,0,0.8663268,0.13367319
N0097.jpg,0,0,0.8616622,0.13833778
N0098.jpg,0,0,0.8643343,0.13566566
N0099.jpg,0,0,0.861537,0.13846307
N0100.jpg,0,0,0.86097443,0.13902554
N0101.jpg,0,0,0.8621599,0.13784009
N0102.jpg,0,0,0.8672368,0.13276322
N0103.jpg,0,0,0.86348647,0.13651355
N0104.jpg,0,0,0.8649214,0.13507855
N0105.jpg,0,0,0.8629768,0.13702327
N0106.jpg,0,0,0.8490578,0.15094219
N0107.jpg,0,0,0.85837054,0.14162941
N0108.jpg,0,0,0.83162373,0.16837624
N0109.jpg,0,0,0.8428619,0.15713812
N0110.jpg,0,0,0.8582208,0.14177923
N0111.jpg,0,0,0.8592886,0.1407114
N0112.jpg,0,0,0.859637,0.14036298
N0113.jpg,0,0,0.85953784,0.14046213
N0114.jpg,0,0,0.8659388,0.13406119
N0115.jpg,0,0,0.8632795,0.13672046
N0116.jpg,0,0,0.8654739,0.134526
N0117.jpg,0,0,0.8618751,0.13812494
