filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,prediction
20051020_43808_0100_PP_967.png,0.9240991473197937,0.02064986154437065,0.015928780660033226,0.019430916756391525,0.019891394302248955,anodr
20051020_44261_0100_PP_1191.png,0.9225953817367554,0.02193884551525116,0.01654350385069847,0.019443152472376823,0.01947915554046631,anodr
20051020_44284_0100_PP_502.png,0.9249758720397949,0.02061779424548149,0.01537656132131815,0.01978410966694355,0.019245706498622894,anodr
20051020_44338_0100_PP_547.png,0.8980822563171387,0.028138568624854088,0.03141101077198982,0.020743845030665398,0.021624403074383736,anodr
20051020_44400_0100_PP_920.png,0.9223310351371765,0.022987104952335358,0.018381692469120026,0.018020352348685265,0.0182797834277153,anodr
20051020_44431_0100_PP_514.png,0.9212494492530823,0.02315942384302616,0.018294213339686394,0.018215257674455643,0.01908174902200699,anodr
20051020_44692_0100_PP_419.png,0.9219663739204407,0.021718326956033707,0.01787339150905609,0.018392540514469147,0.020049380138516426,anodr
20051020_44714_0100_PP_1199.png,0.9242370128631592,0.021400926634669304,0.015663249418139458,0.01905878446996212,0.01963992230594158,anodr
20051020_44982_0100_PP_486.png,0.9229931831359863,0.021830657497048378,0.016170209273695946,0.0194658562541008,0.01954001747071743,anodr
20051020_56791_0100_PP_1185.png,0.9245915412902832,0.02193216234445572,0.01578388549387455,0.018863629549741745,0.01882879249751568,anodr
20051020_57157_0100_PP_971.png,0.9209252595901489,0.025826988741755486,0.019041066989302635,0.01705755852162838,0.01714901812374592,anodr
20051020_57967_0100_PP_829.png,0.9253712892532349,0.020540986210107803,0.01530316099524498,0.019046597182750702,0.01973804272711277,anodr
20051020_58065_0100_PP_561.png,0.9249913692474365,0.021796824410557747,0.014850993640720844,0.01913534849882126,0.019225453957915306,anodr
20051020_61757_0100_PP_484.png,0.9272655844688416,0.018811805173754692,0.014493685215711594,0.020191660150885582,0.019237231463193893,anodr
20051020_62461_0100_PP_76.png,0.6666094064712524,0.06594657897949219,0.15931296348571777,0.04908759519457817,0.05904347449541092,anodr
20051020_62510_0100_PP_106.png,0.7500729560852051,0.0464262031018734,0.10856054723262787,0.046373654156923294,0.04856662452220917,anodr
20051020_62577_0100_PP_479.png,0.924954354763031,0.02087482251226902,0.01583106815814972,0.01946776732802391,0.01887200027704239,anodr
20051020_62615_0100_PP_294.png,0.9244685173034668,0.020847395062446594,0.016024885699152946,0.019550161436200142,0.019109012559056282,anodr
20051020_63269_0100_PP_1183.png,0.914945662021637,0.02769213728606701,0.022745050489902496,0.016247529536485672,0.018369726836681366,anodr
20051020_63337_0100_PP_471.png,0.9217240810394287,0.02233375608921051,0.016883915290236473,0.019208576530218124,0.019849665462970734,anodr
20051020_64249_0100_PP_1004.png,0.9237126708030701,0.020527711138129234,0.01625008136034012,0.01992575079202652,0.019583793357014656,anodr
20051020_64388_0100_PP_1194.png,0.9261735677719116,0.02053280733525753,0.015155819244682789,0.01935378648340702,0.018784048035740852,anodr
20051020_64653_0100_PP_124.png,0.9233468770980835,0.021534571424126625,0.015470840968191624,0.01962387003004551,0.02002382092177868,anodr
20051020_64775_0100_PP_480.png,0.9275088310241699,0.01977367326617241,0.014328786171972752,0.019207438454031944,0.01918126456439495,anodr
20051020_64836_0100_PP_1270.png,0.9258394241333008,0.02114277146756649,0.015200513415038586,0.0190088152885437,0.018808450549840927,anodr
20051021_36380_0100_PP_135.png,0.9211692214012146,0.022586409002542496,0.01715056598186493,0.01918233372271061,0.01991148665547371,anodr
20051021_36476_0100_PP_1243.png,0.9230703115463257,0.02220081351697445,0.016338655725121498,0.019099900498986244,0.019290350377559662,anodr
20051021_39845_0100_PP_315.png,0.9254092574119568,0.0208938829600811,0.01467357948422432,0.01904911920428276,0.01997416652739048,anodr
20051021_39914_0100_PP_1352.png,0.9252399206161499,0.020666202530264854,0.01534204836934805,0.019272929057478905,0.019478894770145416,anodr
20051021_51418_0100_PP_18.png,0.9232738018035889,0.021695785224437714,0.01622280851006508,0.01915823481976986,0.01964942179620266,anodr
20051021_51476_0100_PP_150.png,0.9162492156028748,0.024266857653856277,0.021197136491537094,0.018183160573244095,0.02010357566177845,anodr
20051021_51936_0100_PP_1379.png,0.9224692583084106,0.02239983342587948,0.017099667340517044,0.01870054006576538,0.019330797716975212,anodr
20051021_51994_0100_PP_1283.png,0.9223392605781555,0.0227371659129858,0.01670961081981659,0.018745843321084976,0.01946810819208622,anodr
20051021_57798_0100_PP_1322.png,0.9227470755577087,0.022450655698776245,0.017506632953882217,0.018412718549370766,0.018882980570197105,anodr
20051021_57862_0100_PP_372.png,0.9230651259422302,0.02251567132771015,0.01761048659682274,0.017914751544594765,0.01889396272599697,anodr
20051021_57975_0100_PP_517.png,0.8888733386993408,0.03243342414498329,0.03489955514669418,0.020916583016514778,0.02287709340453148,anodr
20051021_58035_0100_PP_1138.png,0.8942040801048279,0.03923004865646362,0.03397059813141823,0.015366686508059502,0.017228631302714348,anodr
20051021_58388_0100_PP_1300.png,0.9269593954086304,0.01925262063741684,0.01480887085199356,0.019376691430807114,0.019602423533797264,anodr
20051021_58522_0100_PP_50.png,0.9269838929176331,0.019679637625813484,0.014907407574355602,0.019001146778464317,0.01942802406847477,anodr
20051109_57843_0400_PP_1109.png,0.9233783483505249,0.021804720163345337,0.01656314916908741,0.019055407494306564,0.01919829100370407,anodr
20051109_59969_0400_PP_1079.png,0.9243596196174622,0.021593254059553146,0.016439352184534073,0.018801096826791763,0.0188065804541111,anodr
20051109_60031_0400_PP_528.png,0.923581063747406,0.022001750767230988,0.016589995473623276,0.01877204142510891,0.019055165350437164,anodr
20051109_60136_0400_PP_905.png,0.9178662300109863,0.02531062811613083,0.02070329152047634,0.017837325111031532,0.01828242838382721,anodr
