filename,true_label,predicted_label,correct,prob_anormal,prob_cglaucoma
image_164_215.jpg,anormal,cglaucoma,False,0.494422,0.505578
image_139_167.jpg,anormal,anormal,True,0.718794,0.281206
image_015_209.jpg,anormal,anormal,True,0.630010,0.369990
image_117_211.jpg,anormal,anormal,True,0.643353,0.356647
image_089_38.jpg,anormal,anormal,True,0.568399,0.431601
image_095_11.jpg,anormal,anormal,True,0.596125,0.403875
image_029_217.jpg,anormal,anormal,True,0.664063,0.335937
image_135_90.jpg,anormal,anormal,True,0.780115,0.219885
image_159_162.jpg,anormal,anormal,True,0.659161,0.340839
image_202_14.jpg,anormal,cglaucoma,False,0.462223,0.537777
image_223_172.jpg,anormal,anormal,True,0.560526,0.439474
image_128_60.jpg,anormal,anormal,True,0.698158,0.301842
image_062_135.jpg,anormal,anormal,True,0.526938,0.473062
image_157_115.jpg,anormal,anormal,True,0.657780,0.342220
image_076_33.jpg,anormal,cglaucoma,False,0.484478,0.515522
image_102_155.jpg,anormal,anormal,True,0.646862,0.353138
image_090_145.jpg,anormal,anormal,True,0.808438,0.191562
image_067_127.jpg,anormal,anormal,True,0.714488,0.285512
image_039_12.jpg,anormal,cglaucoma,False,0.495669,0.504331
image_066_218.jpg,anormal,anormal,True,0.646948,0.353052
image_151_31.jpg,anormal,anormal,True,0.561174,0.438826
image_188_192.jpg,anormal,anormal,True,0.617630,0.382370
image_142_159.jpg,anormal,anormal,True,0.533289,0.466711
image_069_184.jpg,anormal,cglaucoma,False,0.480720,0.519280
image_182_171.jpg,anormal,anormal,True,0.735946,0.264054
image_132_52.jpg,anormal,anormal,True,0.794034,0.205966
image_120_17.jpg,anormal,anormal,True,0.667771,0.332229
image_216_74.jpg,anormal,anormal,True,0.766323,0.233677
image_021_26.jpg,anormal,anormal,True,0.712931,0.287069
image_136_128.jpg,anormal,anormal,True,0.629122,0.370878
image_008_116.jpg,anormal,anormal,True,0.748499,0.251501
image_073_179.jpg,anormal,cglaucoma,False,0.425043,0.574957
image_109_76.jpg,anormal,anormal,True,0.632124,0.367876
image_057_109.jpg,anormal,anormal,True,0.661136,0.338864
image_108_188.jpg,anormal,anormal,True,0.666611,0.333389
image_002_202.jpg,anormal,anormal,True,0.612639,0.387361
image_163_206.jpg,anormal,cglaucoma,False,0.453366,0.546634
image_218_122.jpg,anormal,cglaucoma,False,0.489184,0.510816
image_130_104.jpg,anormal,anormal,True,0.548182,0.451818
image_183_40.jpg,anormal,anormal,True,0.590923,0.409077
image_064_164.jpg,anormal,anormal,True,0.663488,0.336512
image_189_149.jpg,anormal,cglaucoma,False,0.458288,0.541712
image_126_177.jpg,anormal,anormal,True,0.550699,0.449301
