filename,true_label,predicted_label,correct,prob_a_noamd,prob_b_amd
T0161.jpg,a_noamd,a_noamd,True,0.747950,0.252050
T0216.jpg,a_noamd,a_noamd,True,0.587741,0.412259
T0327.jpg,a_noamd,a_noamd,True,0.511089,0.488911
N0232.jpg,a_noamd,b_amd,False,0.358774,0.641226
N0294.jpg,a_noamd,a_noamd,True,0.619204,0.380796
N0132.jpg,a_noamd,a_noamd,True,0.667500,0.332500
N0082.jpg,a_noamd,a_noamd,True,0.805496,0.194504
N0126.jpg,a_noamd,b_amd,False,0.257846,0.742154
V0145.jpg,a_noamd,b_amd,False,0.213882,0.786118
N0181.jpg,a_noamd,b_amd,False,0.076686,0.923314
N0308.jpg,a_noamd,a_noamd,True,0.623397,0.376603
N0093.jpg,a_noamd,a_noamd,True,0.843563,0.156436
N0052.jpg,a_noamd,b_amd,False,0.397478,0.602522
T0088.jpg,a_noamd,a_noamd,True,0.511429,0.488571
T0385.jpg,a_noamd,a_noamd,True,0.664543,0.335457
V0254.jpg,a_noamd,a_noamd,True,0.749595,0.250405
V0238.jpg,a_noamd,b_amd,False,0.328702,0.671298
N0124.jpg,a_noamd,b_amd,False,0.266757,0.733243
T0379.jpg,a_noamd,a_noamd,True,0.534348,0.465652
N0115.jpg,a_noamd,b_amd,False,0.203543,0.796457
N0023.jpg,a_noamd,b_amd,False,0.045835,0.954165
T0296.jpg,a_noamd,a_noamd,True,0.812045,0.187955
N0305.jpg,a_noamd,a_noamd,True,0.703893,0.296107
V0217.jpg,a_noamd,a_noamd,True,0.884476,0.115524
N0270.jpg,a_noamd,a_noamd,True,0.508938,0.491062
N0094.jpg,a_noamd,a_noamd,True,0.691171,0.308829
V0114.jpg,a_noamd,b_amd,False,0.421767,0.578233
T0312.jpg,a_noamd,a_noamd,True,0.607291,0.392709
N0286.jpg,a_noamd,a_noamd,True,0.629775,0.370225
N0055.jpg,a_noamd,a_noamd,True,0.708937,0.291063
N0243.jpg,a_noamd,b_amd,False,0.195115,0.804885
N0250.jpg,a_noamd,b_amd,False,0.418770,0.581230
N0184.jpg,a_noamd,a_noamd,True,0.700504,0.299496
V0230.jpg,a_noamd,a_noamd,True,0.715580,0.284420
V0231.jpg,a_noamd,b_amd,False,0.295320,0.704680
V0221.jpg,a_noamd,b_amd,False,0.481094,0.518906
T0027.jpg,a_noamd,b_amd,False,0.387987,0.612013
N0101.jpg,a_noamd,b_amd,False,0.272720,0.727280
T0101.jpg,a_noamd,b_amd,False,0.472874,0.527126
N0016.jpg,a_noamd,a_noamd,True,0.588513,0.411488
V0002.jpg,a_noamd,a_noamd,True,0.556567,0.443433
T0221.jpg,a_noamd,a_noamd,True,0.760455,0.239545
T0044.jpg,a_noamd,a_noamd,True,0.584630,0.415370
N0043.jpg,a_noamd,b_amd,False,0.055519,0.944481
V0205.jpg,a_noamd,a_noamd,True,0.799983,0.200017
N0178.jpg,a_noamd,a_noamd,True,0.700532,0.299468
V0289.jpg,a_noamd,a_noamd,True,0.533142,0.466858
T0055.jpg,a_noamd,a_noamd,True,0.562170,0.437830
T0162.jpg,a_noamd,b_amd,False,0.173678,0.826322
T0215.jpg,a_noamd,a_noamd,True,0.577549,0.422451
T0344.jpg,a_noamd,a_noamd,True,0.662511,0.337489
N0048.jpg,a_noamd,a_noamd,True,0.509067,0.490933
V0294.jpg,a_noamd,a_noamd,True,0.875634,0.124366
V0377.jpg,a_noamd,b_amd,False,0.486618,0.513382
V0067.jpg,a_noamd,b_amd,False,0.136776,0.863224
T0367.jpg,a_noamd,a_noamd,True,0.585288,0.414712
T0016.jpg,a_noamd,a_noamd,True,0.790262,0.209738
V0121.jpg,a_noamd,a_noamd,True,0.647382,0.352618
V0276.jpg,a_noamd,a_noamd,True,0.753873,0.246127
V0310.jpg,a_noamd,b_amd,False,0.068666,0.931334
V0260.jpg,a_noamd,a_noamd,True,0.772594,0.227406
T0371.jpg,a_noamd,a_noamd,True,0.527701,0.472299
V0333.jpg,a_noamd,b_amd,False,0.296443,0.703557
N0032.jpg,a_noamd,a_noamd,True,0.857694,0.142306
N0210.jpg,a_noamd,a_noamd,True,0.539029,0.460971
V0306.jpg,a_noamd,a_noamd,True,0.806698,0.193302
N0039.jpg,a_noamd,b_amd,False,0.394044,0.605956
V0345.jpg,a_noamd,a_noamd,True,0.714960,0.285040
V0292.jpg,a_noamd,b_amd,False,0.326764,0.673236
V0054.jpg,a_noamd,b_amd,False,0.052513,0.947487
V0305.jpg,a_noamd,a_noamd,True,0.584632,0.415368
N0221.jpg,a_noamd,b_amd,False,0.397397,0.602603
N0083.jpg,a_noamd,a_noamd,True,0.723549,0.276451
N0096.jpg,a_noamd,a_noamd,True,0.739540,0.260460
V0122.jpg,a_noamd,b_amd,False,0.230359,0.769641
V0213.jpg,a_noamd,b_amd,False,0.328742,0.671258
T0235.jpg,a_noamd,a_noamd,True,0.695122,0.304878
V0223.jpg,a_noamd,b_amd,False,0.330984,0.669016
N0173.jpg,a_noamd,a_noamd,True,0.602077,0.397923
N0303.jpg,a_noamd,a_noamd,True,0.615790,0.384210
N0103.jpg,a_noamd,a_noamd,True,0.646676,0.353323
T0290.jpg,a_noamd,a_noamd,True,0.880280,0.119720
T0033.jpg,a_noamd,b_amd,False,0.423023,0.576977
N0300.jpg,a_noamd,b_amd,False,0.401648,0.598352
N0293.jpg,a_noamd,b_amd,False,0.133628,0.866372
V0001.jpg,a_noamd,b_amd,False,0.020769,0.979231
T0151.jpg,a_noamd,b_amd,False,0.113722,0.886278
N0064.jpg,a_noamd,a_noamd,True,0.894228,0.105772
V0389.jpg,a_noamd,a_noamd,True,0.553860,0.446140
N0289.jpg,a_noamd,b_amd,False,0.324783,0.675217
N0297.jpg,a_noamd,a_noamd,True,0.870208,0.129792
V0396.jpg,a_noamd,a_noamd,True,0.595874,0.404126
V0197.jpg,a_noamd,a_noamd,True,0.781396,0.218604
T0062.jpg,a_noamd,b_amd,False,0.495443,0.504557
T0333.jpg,a_noamd,a_noamd,True,0.574357,0.425643
V0139.jpg,a_noamd,a_noamd,True,0.649610,0.350390
V0214.jpg,a_noamd,a_noamd,True,0.541148,0.458852
V0131.jpg,a_noamd,a_noamd,True,0.778349,0.221651
N0142.jpg,a_noamd,a_noamd,True,0.956916,0.043084
V0283.jpg,a_noamd,a_noamd,True,0.542101,0.457899
N0020.jpg,a_noamd,a_noamd,True,0.583529,0.416471
T0146.jpg,a_noamd,b_amd,False,0.241338,0.758662
T0217.jpg,a_noamd,a_noamd,True,0.764209,0.235791
T0370.jpg,a_noamd,b_amd,False,0.466847,0.533153
N0307.jpg,a_noamd,a_noamd,True,0.800220,0.199780
V0098.jpg,a_noamd,b_amd,False,0.470362,0.529638
N0171.jpg,a_noamd,a_noamd,True,0.869741,0.130259
T0058.jpg,a_noamd,b_amd,False,0.231359,0.768641
V0272.jpg,a_noamd,b_amd,False,0.249315,0.750684
V0311.jpg,a_noamd,a_noamd,True,0.560731,0.439269
T0365.jpg,a_noamd,a_noamd,True,0.721410,0.278590
N0254.jpg,a_noamd,b_amd,False,0.213727,0.786273
N0285.jpg,a_noamd,a_noamd,True,0.711112,0.288888
T0203.jpg,a_noamd,a_noamd,True,0.738139,0.261861
V0300.jpg,a_noamd,a_noamd,True,0.796554,0.203446
V0049.jpg,a_noamd,b_amd,False,0.335224,0.664775
T0029.jpg,a_noamd,a_noamd,True,0.566519,0.433481
V0350.jpg,a_noamd,b_amd,False,0.244740,0.755260
T0267.jpg,a_noamd,a_noamd,True,0.521263,0.478737
V0253.jpg,a_noamd,a_noamd,True,0.783697,0.216303
T0320.jpg,a_noamd,b_amd,False,0.352933,0.647067
N0188.jpg,a_noamd,b_amd,False,0.452366,0.547634
T0397.jpg,a_noamd,b_amd,False,0.199752,0.800248
T0251.jpg,a_noamd,b_amd,False,0.438599,0.561401
T0220.jpg,a_noamd,b_amd,False,0.435172,0.564828
N0231.jpg,a_noamd,b_amd,False,0.440022,0.559978
N0134.jpg,a_noamd,a_noamd,True,0.651015,0.348986
N0061.jpg,a_noamd,a_noamd,True,0.727923,0.272077
T0075.jpg,a_noamd,a_noamd,True,0.652185,0.347815
N0031.jpg,a_noamd,a_noamd,True,0.775584,0.224416
N0211.jpg,a_noamd,a_noamd,True,0.778279,0.221721
N0123.jpg,a_noamd,a_noamd,True,0.630423,0.369577
T0342.jpg,a_noamd,a_noamd,True,0.813474,0.186526
T0299.jpg,a_noamd,a_noamd,True,0.924782,0.075218
T0294.jpg,a_noamd,b_amd,False,0.206779,0.793221
T0006.jpg,a_noamd,b_amd,False,0.172527,0.827473
V0153.jpg,a_noamd,a_noamd,True,0.638652,0.361348
V0185.jpg,a_noamd,a_noamd,True,0.541142,0.458858
T0160.jpg,a_noamd,a_noamd,True,0.726434,0.273566
T0046.jpg,a_noamd,a_noamd,True,0.849451,0.150549
V0015.jpg,a_noamd,a_noamd,True,0.517823,0.482177
T0304.jpg,a_noamd,b_amd,False,0.106568,0.893432
V0394.jpg,a_noamd,a_noamd,True,0.841746,0.158254
V0020.jpg,a_noamd,a_noamd,True,0.521049,0.478951
N0160.jpg,a_noamd,a_noamd,True,0.818175,0.181824
V0265.jpg,a_noamd,a_noamd,True,0.632921,0.367079
N0119.jpg,a_noamd,a_noamd,True,0.829945,0.170055
T0308.jpg,a_noamd,b_amd,False,0.493949,0.506051
T0273.jpg,a_noamd,a_noamd,True,0.872164,0.127836
V0270.jpg,a_noamd,a_noamd,True,0.511946,0.488054
V0329.jpg,a_noamd,b_amd,False,0.357639,0.642361
V0206.jpg,a_noamd,b_amd,False,0.146462,0.853538
T0041.jpg,a_noamd,b_amd,False,0.473761,0.526239
T0311.jpg,a_noamd,b_amd,False,0.127470,0.872530
V0215.jpg,a_noamd,b_amd,False,0.476346,0.523654
V0290.jpg,a_noamd,a_noamd,True,0.615340,0.384660
V0113.jpg,a_noamd,a_noamd,True,0.621020,0.378980
T0177.jpg,a_noamd,b_amd,False,0.271294,0.728706
N0004.jpg,a_noamd,a_noamd,True,0.663877,0.336123
V0332.jpg,a_noamd,a_noamd,True,0.767340,0.232660
V0037.jpg,a_noamd,b_amd,False,0.173100,0.826900
V0142.jpg,a_noamd,b_amd,False,0.098553,0.901447
V0167.jpg,a_noamd,a_noamd,True,0.562835,0.437165
V0374.jpg,a_noamd,b_amd,False,0.264837,0.735163
V0149.jpg,a_noamd,b_amd,False,0.458808,0.541192
V0348.jpg,a_noamd,a_noamd,True,0.600043,0.399957
N0172.jpg,a_noamd,a_noamd,True,0.866360,0.133640
T0347.jpg,a_noamd,a_noamd,True,0.656696,0.343303
T0158.jpg,a_noamd,a_noamd,True,0.630229,0.369771
T0195.jpg,a_noamd,b_amd,False,0.406950,0.593050
T0260.jpg,a_noamd,a_noamd,True,0.649143,0.350857
N0191.jpg,a_noamd,b_amd,False,0.099955,0.900045
T0295.jpg,a_noamd,a_noamd,True,0.638006,0.361994
N0161.jpg,a_noamd,a_noamd,True,0.751000,0.249000
T0232.jpg,a_noamd,a_noamd,True,0.694280,0.305720
V0132.jpg,a_noamd,b_amd,False,0.344898,0.655102
V0298.jpg,a_noamd,a_noamd,True,0.740309,0.259690
N0099.jpg,a_noamd,a_noamd,True,0.715364,0.284636
T0223.jpg,a_noamd,b_amd,False,0.368865,0.631135
V0008.jpg,a_noamd,b_amd,False,0.017583,0.982417
N0253.jpg,a_noamd,b_amd,False,0.290412,0.709588
V0328.jpg,a_noamd,b_amd,False,0.396097,0.603903
N0081.jpg,a_noamd,a_noamd,True,0.688629,0.311371
T0144.jpg,a_noamd,b_amd,False,0.385105,0.614896
T0241.jpg,a_noamd,b_amd,False,0.093710,0.906290
N0248.jpg,a_noamd,a_noamd,True,0.615456,0.384544
V0201.jpg,a_noamd,a_noamd,True,0.653327,0.346673
N0183.jpg,a_noamd,a_noamd,True,0.646228,0.353772
N0042.jpg,a_noamd,b_amd,False,0.025765,0.974235
V0123.jpg,a_noamd,a_noamd,True,0.686839,0.313161
V0224.jpg,a_noamd,b_amd,False,0.033848,0.966152
T0246.jpg,a_noamd,a_noamd,True,0.668585,0.331415
N0228.jpg,a_noamd,b_amd,False,0.255668,0.744332
N0201.jpg,a_noamd,b_amd,False,0.069196,0.930804
V0296.jpg,a_noamd,a_noamd,True,0.620419,0.379581
N0175.jpg,a_noamd,a_noamd,True,0.580586,0.419414
V0358.jpg,a_noamd,a_noamd,True,0.537361,0.462639
T0356.jpg,a_noamd,b_amd,False,0.496071,0.503929
N0038.jpg,a_noamd,a_noamd,True,0.645347,0.354653
T0115.jpg,a_noamd,b_amd,False,0.413966,0.586034
N0135.jpg,a_noamd,a_noamd,True,0.721687,0.278313
N0030.jpg,a_noamd,b_amd,False,0.354488,0.645512
T0042.jpg,a_noamd,a_noamd,True,0.877255,0.122745
V0164.jpg,a_noamd,b_amd,False,0.117381,0.882619
T0137.jpg,a_noamd,a_noamd,True,0.878608,0.121392
T0324.jpg,a_noamd,a_noamd,True,0.775686,0.224314
T0008.jpg,a_noamd,a_noamd,True,0.634508,0.365492
N0264.jpg,a_noamd,a_noamd,True,0.784058,0.215942
T0353.jpg,a_noamd,a_noamd,True,0.902655,0.097345
N0140.jpg,a_noamd,a_noamd,True,0.613579,0.386421
N0304.jpg,a_noamd,b_amd,False,0.103335,0.896665
N0003.jpg,a_noamd,a_noamd,True,0.580079,0.419921
V0178.jpg,a_noamd,a_noamd,True,0.783115,0.216885
V0252.jpg,a_noamd,b_amd,False,0.249196,0.750804
N0078.jpg,a_noamd,a_noamd,True,0.675852,0.324148
T0084.jpg,a_noamd,a_noamd,True,0.755878,0.244122
N0105.jpg,a_noamd,a_noamd,True,0.741974,0.258026
T0363.jpg,a_noamd,b_amd,False,0.116976,0.883024
T0262.jpg,a_noamd,b_amd,False,0.165656,0.834344
N0205.jpg,a_noamd,a_noamd,True,0.637808,0.362192
T0200.jpg,a_noamd,a_noamd,True,0.594772,0.405228
T0302.jpg,a_noamd,b_amd,False,0.196482,0.803518
V0249.jpg,a_noamd,a_noamd,True,0.581078,0.418922
N0262.jpg,a_noamd,a_noamd,True,0.831764,0.168236
T0225.jpg,a_noamd,b_amd,False,0.198260,0.801740
V0124.jpg,a_noamd,a_noamd,True,0.743092,0.256908
N0058.jpg,a_noamd,a_noamd,True,0.580935,0.419065
N0287.jpg,a_noamd,a_noamd,True,0.586720,0.413280
T0145.jpg,a_noamd,b_amd,False,0.271539,0.728461
N0125.jpg,a_noamd,b_amd,False,0.448895,0.551105
N0169.jpg,a_noamd,a_noamd,True,0.646330,0.353670
