filename,true_label,predicted_label,correct,prob_a_noamd,prob_b_amd
2438151_21015_0_0.png,a_noamd,a_noamd,True,0.796738,0.203262
2873232_21015_0_0.png,a_noamd,a_noamd,True,0.864610,0.135390
2456355_21015_1_0.png,a_noamd,a_noamd,True,0.936971,0.063029
3837166_21015_1_0.png,a_noamd,a_noamd,True,0.936723,0.063277
2551919_21015_1_0.png,a_noamd,a_noamd,True,0.967237,0.032763
5556812_21016_0_0.png,a_noamd,a_noamd,True,0.965064,0.034936
3004980_21015_0_0.png,a_noamd,a_noamd,True,0.909855,0.090145
3214719_21015_1_0.png,a_noamd,a_noamd,True,0.779286,0.220714
3291607_21015_0_0.png,a_noamd,a_noamd,True,0.754209,0.245791
1973049_21015_1_0.png,a_noamd,a_noamd,True,0.738799,0.261201
4367958_21016_0_0.png,a_noamd,a_noamd,True,0.868115,0.131885
2285374_21016_0_0.png,a_noamd,a_noamd,True,0.861629,0.138371
5262483_21016_0_0.png,a_noamd,a_noamd,True,0.844378,0.155622
3935681_21016_0_0.png,a_noamd,a_noamd,True,0.925630,0.074370
3960725_21016_0_0.png,a_noamd,a_noamd,True,0.861974,0.138025
4314661_21015_0_0.png,a_noamd,a_noamd,True,0.852361,0.147639
2949081_21016_1_0.png,a_noamd,a_noamd,True,0.880313,0.119687
4587312_21016_0_0.png,a_noamd,a_noamd,True,0.972276,0.027724
1465849_21015_0_0.png,a_noamd,a_noamd,True,0.803667,0.196333
3989606_21016_0_0.png,a_noamd,a_noamd,True,0.595464,0.404536
5294080_21015_0_0.png,a_noamd,a_noamd,True,0.907591,0.092409
4274657_21015_0_0.png,a_noamd,a_noamd,True,0.551804,0.448196
1736297_21016_0_0.png,a_noamd,a_noamd,True,0.564241,0.435759
5754655_21016_0_0.png,a_noamd,a_noamd,True,0.898966,0.101034
2071319_21016_0_0.png,a_noamd,a_noamd,True,0.891286,0.108714
2183408_21016_0_0.png,a_noamd,a_noamd,True,0.932787,0.067213
5441934_21015_1_0.png,a_noamd,a_noamd,True,0.609461,0.390539
1330933_21015_0_0.png,a_noamd,b_amd,False,0.268117,0.731883
4248477_21016_0_0.png,a_noamd,a_noamd,True,0.755493,0.244507
3675573_21015_0_0.png,a_noamd,a_noamd,True,0.738342,0.261658
4969707_21016_0_0.png,a_noamd,b_amd,False,0.031469,0.968531
1514959_21015_0_0.png,a_noamd,a_noamd,True,0.841663,0.158337
3393701_21016_0_0.png,a_noamd,a_noamd,True,0.897005,0.102995
2782516_21015_1_0.png,a_noamd,a_noamd,True,0.872866,0.127134
5327176_21016_0_0.png,a_noamd,a_noamd,True,0.816103,0.183897
3500747_21015_0_0.png,a_noamd,a_noamd,True,0.750570,0.249430
5522537_21016_1_0.png,a_noamd,a_noamd,True,0.907782,0.092218
2016718_21015_0_0.png,a_noamd,b_amd,False,0.465684,0.534316
2120628_21016_0_0.png,a_noamd,a_noamd,True,0.563856,0.436144
5544560_21015_0_0.png,a_noamd,b_amd,False,0.363429,0.636571
2815362_21016_0_0.png,a_noamd,a_noamd,True,0.669296,0.330704
2232012_21015_1_0.png,a_noamd,a_noamd,True,0.945829,0.054171
2247731_21015_0_0.png,a_noamd,a_noamd,True,0.824425,0.175575
1897754_21016_0_0.png,a_noamd,b_amd,False,0.148426,0.851574
4505028_21016_0_0.png,a_noamd,a_noamd,True,0.848097,0.151903
2020618_21016_1_0.png,a_noamd,a_noamd,True,0.899558,0.100442
5346101_21015_0_0.png,a_noamd,a_noamd,True,0.917873,0.082127
1552660_21016_0_0.png,a_noamd,a_noamd,True,0.915856,0.084144
1359631_21015_1_0.png,a_noamd,a_noamd,True,0.972882,0.027118
3238640_21015_0_0.png,a_noamd,a_noamd,True,0.856723,0.143277
1220742_21016_0_0.png,a_noamd,a_noamd,True,0.830887,0.169113
4329106_21015_1_0.png,a_noamd,a_noamd,True,0.823673,0.176327
3910674_21015_0_0.png,a_noamd,a_noamd,True,0.749172,0.250828
2822071_21015_0_0.png,a_noamd,a_noamd,True,0.848753,0.151247
2588926_21015_0_0.png,a_noamd,a_noamd,True,0.909739,0.090261
3059488_21016_0_0.png,a_noamd,b_amd,False,0.340725,0.659275
1039702_21015_1_0.png,a_noamd,a_noamd,True,0.714746,0.285254
