image_path,true_label,true_class,predicted_label,predicted_class,correct,confidence,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_APTOS/test/anodr/002c21358ce6.png,0,anodr,0,anodr,True,0.91754484,0.91754484,0.023766177,0.020880345,0.01907952,0.018728985
../../../data/data_APTOS/test/anodr/005b95c28852.png,0,anodr,0,anodr,True,0.9054174,0.9054174,0.02191271,0.026163626,0.022386644,0.02411959
../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,0,anodr,0,anodr,True,0.8765608,0.8765608,0.051124427,0.030541757,0.020367987,0.021404989
../../../data/data_APTOS/test/anodr/0182152c50de.png,0,anodr,0,anodr,True,0.9216576,0.9216576,0.021003779,0.019779474,0.019291367,0.01826777
../../../data/data_APTOS/test/anodr/02cd34a85b24.png,0,anodr,0,anodr,True,0.89355487,0.89355487,0.036916588,0.026682166,0.021999791,0.02084657
../../../data/data_APTOS/test/anodr/03b373718013.png,0,anodr,0,anodr,True,0.91877604,0.91877604,0.024990117,0.019911923,0.018221574,0.018100418
../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,0,anodr,0,anodr,True,0.9099435,0.9099435,0.022082603,0.02465806,0.023614677,0.01970125
../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,0,anodr,0,anodr,True,0.90544075,0.90544075,0.023317987,0.027833723,0.020827115,0.022580456
../../../data/data_APTOS/test/anodr/07596907347b.png,0,anodr,0,anodr,True,0.9226741,0.9226741,0.021589994,0.01936612,0.018785741,0.01758399
../../../data/data_APTOS/test/anodr/07751b94a88a.png,0,anodr,0,anodr,True,0.90326065,0.90326065,0.03544484,0.022196447,0.020098772,0.01899932
../../../data/data_APTOS/test/anodr/0790515cf5af.png,0,anodr,0,anodr,True,0.891488,0.891488,0.03486646,0.02986214,0.023590282,0.020193048
../../../data/data_APTOS/test/anodr/08037e4490e5.png,0,anodr,0,anodr,True,0.909851,0.909851,0.022524806,0.024590572,0.02237808,0.020655518
../../../data/data_APTOS/test/anodr/0851d6a69589.png,0,anodr,0,anodr,True,0.89201033,0.89201033,0.0373078,0.028460268,0.020936616,0.021284953
../../../data/data_APTOS/test/anodr/08b6e3240858.png,0,anodr,0,anodr,True,0.92319125,0.92319125,0.020864371,0.022419527,0.018629162,0.014895694
../../../data/data_APTOS/test/anodr/08bef347f40d.png,0,anodr,0,anodr,True,0.89151955,0.89151955,0.029923728,0.031196699,0.023450484,0.023909556
../../../data/data_APTOS/test/anodr/08ee569d4721.png,0,anodr,0,anodr,True,0.9103509,0.9103509,0.029322855,0.020575162,0.02120612,0.018544963
../../../data/data_APTOS/test/anodr/09237bf783a4.png,0,anodr,0,anodr,True,0.9105636,0.9105636,0.024460385,0.023627086,0.020886008,0.020462805
../../../data/data_APTOS/test/anodr/096436d68d06.png,0,anodr,0,anodr,True,0.9148848,0.9148848,0.0217413,0.023519825,0.019671546,0.020182487
../../../data/data_APTOS/test/anodr/099021fac3c9.png,0,anodr,0,anodr,True,0.91528887,0.91528887,0.023989147,0.020420315,0.018553145,0.021748591
../../../data/data_APTOS/test/anodr/09c8323c612e.png,0,anodr,0,anodr,True,0.9161102,0.9161102,0.024844334,0.020753145,0.019511169,0.01878113
../../../data/data_APTOS/test/anodr/0a38b552372d.png,0,anodr,0,anodr,True,0.920281,0.920281,0.025197675,0.017988682,0.018837612,0.017695041
../../../data/data_APTOS/test/anodr/0a85a1e8f9e9.png,0,anodr,0,anodr,True,0.90805495,0.90805495,0.019570809,0.028283847,0.018518154,0.025572265
../../../data/data_APTOS/test/anodr/0babc12807b2.png,0,anodr,2,cmoderatedr,False,0.4712359,0.033505008,0.33330098,0.4712359,0.02877746,0.13318059
../../../data/data_APTOS/test/anodr/0cbcc7b23613.png,0,anodr,2,cmoderatedr,False,0.5613582,0.2628523,0.12541091,0.5613582,0.028368944,0.02200964
../../../data/data_APTOS/test/anodr/0cd31078cd08.png,0,anodr,0,anodr,True,0.89480615,0.89480615,0.025144797,0.031469177,0.024967695,0.023612183
../../../data/data_APTOS/test/anodr/0ce062f26edc.png,0,anodr,0,anodr,True,0.9165164,0.9165164,0.019530665,0.025297774,0.019674705,0.018980447
../../../data/data_APTOS/test/anodr/0cecc2864b7f.png,0,anodr,0,anodr,True,0.9288365,0.9288365,0.024757171,0.016304249,0.013453808,0.016648183
../../../data/data_APTOS/test/anodr/0d9a9896f801.png,0,anodr,0,anodr,True,0.8739713,0.8739713,0.05282457,0.030138444,0.021004586,0.0220611
../../../data/data_APTOS/test/anodr/0da321efbce6.png,0,anodr,0,anodr,True,0.9167562,0.9167562,0.030555194,0.020096894,0.014832688,0.017759092
../../../data/data_APTOS/test/anodr/0db1d8dcf219.png,0,anodr,0,anodr,True,0.9155766,0.9155766,0.022720398,0.021741116,0.021063814,0.018898075
../../../data/data_APTOS/test/anodr/0e3572b5884a.png,0,anodr,0,anodr,True,0.9160425,0.9160425,0.023274297,0.021439362,0.020566292,0.01867751
../../../data/data_APTOS/test/anodr/0ef4c61dc056.png,0,anodr,0,anodr,True,0.89478034,0.89478034,0.030046696,0.028888382,0.024223471,0.022061149
../../../data/data_APTOS/test/anodr/0fbbd665431f.png,0,anodr,0,anodr,True,0.91248643,0.91248643,0.028575117,0.025025314,0.016053015,0.017860211
../../../data/data_APTOS/test/anodr/0fc6829da85b.png,0,anodr,0,anodr,True,0.91758895,0.91758895,0.021218011,0.022548733,0.019243732,0.01940054
../../../data/data_APTOS/test/anodr/1002b5151b8e.png,0,anodr,0,anodr,True,0.9166868,0.9166868,0.021823283,0.021656586,0.020668905,0.019164445
../../../data/data_APTOS/test/anodr/103f97a2ab15.png,0,anodr,2,cmoderatedr,False,0.8707737,0.054875568,0.06262629,0.8707737,0.0066018174,0.005122623
../../../data/data_APTOS/test/anodr/10a5026eb8e6.png,0,anodr,0,anodr,True,0.9074712,0.9074712,0.021969113,0.03028272,0.021335443,0.018941497
../../../data/data_APTOS/test/anodr/10de500cf0c5.png,0,anodr,0,anodr,True,0.91126925,0.91126925,0.021885447,0.023884607,0.022759862,0.020200836
../../../data/data_APTOS/test/anodr/10f10fd30718.png,0,anodr,0,anodr,True,0.9158051,0.9158051,0.023952032,0.021339389,0.020147288,0.01875619
