filename,predicted_class,score_anormal,score_cglaucoma
anormal/image_001_170.jpg,anormal,0.777215,0.222785
anormal/image_002_202.jpg,anormal,0.820110,0.179890
anormal/image_003_50.jpg,anormal,0.751648,0.248352
anormal/image_004_65.jpg,anormal,0.812049,0.187951
anormal/image_005_13.jpg,anormal,0.785802,0.214198
anormal/image_006_4.jpg,anormal,0.798423,0.201577
anormal/image_007_5.jpg,anormal,0.729038,0.270962
anormal/image_008_116.jpg,anormal,0.769600,0.230400
anormal/image_009_125.jpg,anormal,0.763968,0.236032
anormal/image_010_41.jpg,anormal,0.790692,0.209308
anormal/image_011_214.jpg,anormal,0.795022,0.204978
anormal/image_012_56.jpg,anormal,0.789071,0.210929
anormal/image_013_71.jpg,anormal,0.792865,0.207135
anormal/image_014_59.jpg,anormal,0.796767,0.203233
anormal/image_015_209.jpg,anormal,0.823896,0.176104
anormal/image_016_82.jpg,anormal,0.581481,0.418519
anormal/image_017_93.jpg,anormal,0.804021,0.195978
anormal/image_018_120.jpg,anormal,0.789153,0.210848
anormal/image_019_168.jpg,anormal,0.782829,0.217171
anormal/image_020_10.jpg,anormal,0.765067,0.234933
anormal/image_021_26.jpg,anormal,0.787278,0.212722
anormal/image_022_55.jpg,anormal,0.775945,0.224055
anormal/image_023_103.jpg,anormal,0.550464,0.449536
anormal/image_024_200.jpg,anormal,0.757570,0.242430
anormal/image_025_99.jpg,anormal,0.777553,0.222447
anormal/image_026_146.jpg,anormal,0.786541,0.213459
anormal/image_027_32.jpg,anormal,0.696578,0.303422
anormal/image_028_96.jpg,anormal,0.784814,0.215186
anormal/image_029_217.jpg,anormal,0.792544,0.207455
anormal/image_030_219.jpg,anormal,0.785555,0.214445
anormal/image_031_49.jpg,anormal,0.789315,0.210685
anormal/image_032_39.jpg,anormal,0.774839,0.225161
anormal/image_033_187.jpg,anormal,0.637934,0.362066
anormal/image_034_36.jpg,anormal,0.775095,0.224906
anormal/image_035_160.jpg,anormal,0.773131,0.226869
anormal/image_036_25.jpg,anormal,0.758600,0.241400
anormal/image_037_178.jpg,anormal,0.813238,0.186762
anormal/image_038_95.jpg,anormal,0.795340,0.204660
anormal/image_039_12.jpg,anormal,0.707910,0.292090
anormal/image_040_16.jpg,anormal,0.806091,0.193909
anormal/image_041_108.jpg,anormal,0.709673,0.290327
anormal/image_042_63.jpg,anormal,0.714927,0.285073
anormal/image_043_54.jpg,anormal,0.775392,0.224608
anormal/image_044_70.jpg,anormal,0.810404,0.189596
anormal/image_045_182.jpg,anormal,0.626610,0.373390
anormal/image_046_64.jpg,anormal,0.639061,0.360939
anormal/image_047_143.jpg,anormal,0.735404,0.264596
anormal/image_048_130.jpg,anormal,0.753104,0.246896
anormal/image_049_105.jpg,anormal,0.785391,0.214609
anormal/image_050_163.jpg,anormal,0.769167,0.230833
anormal/image_051_190.jpg,anormal,0.822688,0.177312
anormal/image_052_3.jpg,anormal,0.824250,0.175750
anormal/image_053_136.jpg,anormal,0.800848,0.199152
anormal/image_054_158.jpg,anormal,0.794146,0.205854
anormal/image_055_139.jpg,anormal,0.570810,0.429190
anormal/image_056_142.jpg,anormal,0.732544,0.267456
anormal/image_057_109.jpg,anormal,0.770465,0.229535
anormal/image_058_118.jpg,anormal,0.766862,0.233138
anormal/image_059_220.jpg,anormal,0.804483,0.195517
anormal/image_060_79.jpg,anormal,0.783077,0.216923
anormal/image_061_44.jpg,anormal,0.787032,0.212968
anormal/image_062_135.jpg,anormal,0.801392,0.198608
anormal/image_063_110.jpg,anormal,0.837354,0.162646
anormal/image_064_164.jpg,anormal,0.814717,0.185283
anormal/image_065_92.jpg,anormal,0.792946,0.207054
anormal/image_066_218.jpg,anormal,0.802168,0.197832
anormal/image_067_127.jpg,anormal,0.777300,0.222700
anormal/image_068_173.jpg,anormal,0.762866,0.237134
anormal/image_069_184.jpg,anormal,0.760562,0.239438
anormal/image_070_212.jpg,anormal,0.769340,0.230660
anormal/image_071_154.jpg,anormal,0.769427,0.230573
anormal/image_072_102.jpg,anormal,0.769167,0.230833
anormal/image_073_179.jpg,anormal,0.751876,0.248124
anormal/image_074_37.jpg,anormal,0.737631,0.262369
anormal/image_075_195.jpg,cglaucoma,0.309337,0.690663
anormal/image_076_33.jpg,anormal,0.761450,0.238550
anormal/image_077_201.jpg,anormal,0.777891,0.222109
anormal/image_078_67.jpg,anormal,0.839010,0.160990
anormal/image_079_15.jpg,anormal,0.831622,0.168378
anormal/image_080_157.jpg,anormal,0.807005,0.192995
anormal/image_081_153.jpg,anormal,0.797004,0.202996
anormal/image_082_9.jpg,anormal,0.791096,0.208904
anormal/image_083_30.jpg,anormal,0.817720,0.182280
anormal/image_084_34.jpg,anormal,0.828800,0.171200
anormal/image_085_61.jpg,anormal,0.830525,0.169475
anormal/image_086_24.jpg,anormal,0.808823,0.191177
anormal/image_087_210.jpg,anormal,0.726231,0.273769
anormal/image_088_175.jpg,anormal,0.831622,0.168378
anormal/image_089_38.jpg,anormal,0.796688,0.203312
anormal/image_090_145.jpg,anormal,0.825730,0.174270
anormal/image_091_223.jpg,anormal,0.839076,0.160924
anormal/image_092_1.jpg,anormal,0.834811,0.165189
anormal/image_093_140.jpg,anormal,0.791096,0.208904
anormal/image_094_150.jpg,anormal,0.797951,0.202049
anormal/image_095_11.jpg,anormal,0.827759,0.172241
anormal/image_096_98.jpg,anormal,0.815306,0.184694
anormal/image_097_176.jpg,anormal,0.814717,0.185283
anormal/image_098_205.jpg,anormal,0.804713,0.195287
anormal/image_099_22.jpg,anormal,0.773473,0.226527
anormal/image_100_196.jpg,anormal,0.799051,0.200949
anormal/image_101_222.jpg,anormal,0.838746,0.161254
anormal/image_102_155.jpg,cglaucoma,0.478841,0.521159
anormal/image_103_204.jpg,anormal,0.765944,0.234056
anormal/image_104_2.jpg,anormal,0.787441,0.212559
anormal/image_105_0.jpg,anormal,0.834946,0.165054
anormal/image_106_141.jpg,anormal,0.822759,0.177241
anormal/image_107_166.jpg,anormal,0.759538,0.240462
anormal/image_108_188.jpg,anormal,0.813905,0.186095
anormal/image_109_76.jpg,anormal,0.805709,0.194291
anormal/image_110_199.jpg,anormal,0.565359,0.434641
anormal/image_111_58.jpg,anormal,0.766643,0.233357
anormal/image_112_111.jpg,anormal,0.769254,0.230746
anormal/image_113_224.jpg,anormal,0.788502,0.211498
anormal/image_114_57.jpg,anormal,0.784814,0.215186
anormal/image_115_121.jpg,anormal,0.795102,0.204898
anormal/image_116_69.jpg,anormal,0.785391,0.214609
anormal/image_117_211.jpg,anormal,0.676727,0.323273
anormal/image_118_101.jpg,anormal,0.761361,0.238639
anormal/image_119_194.jpg,anormal,0.803637,0.196363
anormal/image_120_17.jpg,anormal,0.820541,0.179459
anormal/image_121_189.jpg,anormal,0.816626,0.183374
anormal/image_122_6.jpg,anormal,0.745398,0.254602
anormal/image_123_35.jpg,anormal,0.777046,0.222954
