file_name,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,prediction
002c21358ce6.png,0.19839610159397125,0.06013500690460205,0.22029054164886475,0.20858657360076904,0.3125917315483093,eproliferativedr
005b95c28852.png,0.1883477419614792,0.05793919414281845,0.22982189059257507,0.21125675737857819,0.3126343786716461,eproliferativedr
00cc2b75cddd.png,0.19611087441444397,0.05970236286520958,0.22314323484897614,0.2098095566034317,0.3112339973449707,eproliferativedr
0182152c50de.png,0.19313792884349823,0.0590033084154129,0.2270987629890442,0.21301206946372986,0.3077479898929596,eproliferativedr
02cd34a85b24.png,0.19665531814098358,0.06021515280008316,0.22176751494407654,0.20969606935977936,0.31166595220565796,eproliferativedr
03b373718013.png,0.19365285336971283,0.05936630070209503,0.2265208512544632,0.21208570897579193,0.308374285697937,eproliferativedr
04aef84a2cc1.png,0.1937922239303589,0.05921899899840355,0.22350887954235077,0.2110370248556137,0.31244292855262756,eproliferativedr
05b1bb2bdb81.png,0.19718773663043976,0.06163649633526802,0.21735450625419617,0.2059720903635025,0.31784915924072266,eproliferativedr
07596907347b.png,0.1976032555103302,0.06014641746878624,0.22198782861232758,0.20902593433856964,0.31123656034469604,eproliferativedr
07751b94a88a.png,0.19808943569660187,0.060051046311855316,0.22067806124687195,0.20937420427799225,0.311807245016098,eproliferativedr
0790515cf5af.png,0.1910611391067505,0.05818190425634384,0.22868651151657104,0.21224957704544067,0.30982089042663574,eproliferativedr
08037e4490e5.png,0.19557593762874603,0.05982925742864609,0.22271208465099335,0.21009407937526703,0.3117887079715729,eproliferativedr
0851d6a69589.png,0.19400258362293243,0.05918469280004501,0.2238730937242508,0.21104472875595093,0.31189489364624023,eproliferativedr
08b6e3240858.png,0.19222821295261383,0.05964579060673714,0.2232971340417862,0.2075549066066742,0.31727394461631775,eproliferativedr
08bef347f40d.png,0.1880703866481781,0.05784766748547554,0.23074428737163544,0.21244680881500244,0.31089088320732117,eproliferativedr
08ee569d4721.png,0.19638332724571228,0.059842806309461594,0.22301630675792694,0.20981374382972717,0.3109438419342041,eproliferativedr
09237bf783a4.png,0.19800466299057007,0.060219768434762955,0.22028444707393646,0.20883096754550934,0.3126601576805115,eproliferativedr
096436d68d06.png,0.19175483286380768,0.060378752648830414,0.221602663397789,0.2066248059272766,0.3196389377117157,eproliferativedr
099021fac3c9.png,0.19608217477798462,0.06079373136162758,0.2221727818250656,0.21025770902633667,0.3106936514377594,eproliferativedr
