file_name,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,prediction
20051020_43808_0100_PP_967.png,0.4280877411365509,0.10862483829259872,0.2883828580379486,0.08901526033878326,0.08588926494121552,anodr
20051020_44261_0100_PP_1191.png,0.4913531541824341,0.09950640797615051,0.26447203755378723,0.06774850934743881,0.07691989839076996,anodr
20051020_44284_0100_PP_502.png,0.5416467785835266,0.08218114078044891,0.24339216947555542,0.06289836764335632,0.06988149136304855,anodr
20051020_44338_0100_PP_547.png,0.21548309922218323,0.21117337048053741,0.3610445559024811,0.08376184105873108,0.1285371035337448,cmoderatedr
20051020_44400_0100_PP_920.png,0.094162218272686,0.1966007649898529,0.4776504933834076,0.09933304786682129,0.1322534680366516,cmoderatedr
20051020_44431_0100_PP_514.png,0.11045366525650024,0.2279449701309204,0.4268626272678375,0.08896904438734055,0.14576967060565948,cmoderatedr
20051020_44692_0100_PP_419.png,0.05204126983880997,0.16733777523040771,0.5351084470748901,0.11003947257995605,0.13547302782535553,cmoderatedr
20051020_44714_0100_PP_1199.png,0.0894848108291626,0.15983952581882477,0.5103694796562195,0.11018199473619461,0.1301242560148239,cmoderatedr
20051020_44982_0100_PP_486.png,0.3228764533996582,0.12513557076454163,0.35291609168052673,0.1007382720708847,0.09833365678787231,cmoderatedr
20051020_56791_0100_PP_1185.png,0.18052929639816284,0.15917439758777618,0.4363885521888733,0.1130598783493042,0.11084792017936707,cmoderatedr
20051020_57157_0100_PP_971.png,0.3815877437591553,0.12263699620962143,0.31547707319259644,0.09317051619291306,0.08712771534919739,anodr
20051020_57967_0100_PP_829.png,0.5737259984016418,0.0799812376499176,0.20700688660144806,0.07396785914897919,0.06531792879104614,anodr
20051020_58065_0100_PP_561.png,0.0335320383310318,0.19904683530330658,0.5322850942611694,0.09602271020412445,0.13911327719688416,cmoderatedr
20051020_61757_0100_PP_484.png,0.5423347353935242,0.07758842408657074,0.22744205594062805,0.08289267867803574,0.0697421282529831,anodr
20051020_62461_0100_PP_76.png,0.48360246419906616,0.12405999004840851,0.24400188028812408,0.07680970430374146,0.07152599841356277,anodr
20051020_62510_0100_PP_106.png,0.31539660692214966,0.1541537344455719,0.34372419118881226,0.09445636719465256,0.09226911514997482,cmoderatedr
20051020_62577_0100_PP_479.png,0.43802782893180847,0.10545241087675095,0.28363826870918274,0.09040417522192001,0.08247726410627365,anodr
20051020_62615_0100_PP_294.png,0.452852338552475,0.09989704191684723,0.27817684412002563,0.0887344479560852,0.08033930510282516,anodr
20051020_63269_0100_PP_1183.png,0.20136450231075287,0.1359720528125763,0.43926289677619934,0.10569470375776291,0.11770588904619217,cmoderatedr
20051020_63337_0100_PP_471.png,0.19419123232364655,0.14973381161689758,0.43772438168525696,0.09883205592632294,0.11951844394207001,cmoderatedr
20051020_64249_0100_PP_1004.png,0.522428572177887,0.08675606548786163,0.2393256574869156,0.07969549298286438,0.07179424911737442,anodr
20051020_64388_0100_PP_1194.png,0.5334498286247253,0.07985579967498779,0.23821434378623962,0.07872926443815231,0.06975068151950836,anodr
20051020_64653_0100_PP_124.png,0.5445472598075867,0.1054707020521164,0.2145836502313614,0.060733042657375336,0.07466530799865723,anodr
20051020_64775_0100_PP_480.png,0.5977779030799866,0.0778278037905693,0.2054886668920517,0.04887264966964722,0.07003297656774521,anodr
20051020_64836_0100_PP_1270.png,0.6999210119247437,0.05750314146280289,0.15260882675647736,0.039049990475177765,0.05091702193021774,anodr
20051021_36380_0100_PP_135.png,0.06107344105839729,0.1950318068265915,0.5039739608764648,0.11348866671323776,0.1264321357011795,cmoderatedr
20051021_36476_0100_PP_1243.png,0.0563768669962883,0.1923905313014984,0.5109400749206543,0.11403387039899826,0.12625868618488312,cmoderatedr
20051021_39845_0100_PP_315.png,0.3972603678703308,0.10805527865886688,0.31360119581222534,0.09170637279748917,0.08937682211399078,anodr
20051021_39914_0100_PP_1352.png,0.17865443229675293,0.1422591656446457,0.4549119770526886,0.10579371452331543,0.11838066577911377,cmoderatedr
20051021_51418_0100_PP_18.png,0.16998006403446198,0.15908999741077423,0.44515275955200195,0.09498387575149536,0.13079328835010529,cmoderatedr
20051021_51476_0100_PP_150.png,0.6066239476203918,0.0656118392944336,0.20624591410160065,0.055688753724098206,0.06582953780889511,anodr
20051021_51936_0100_PP_1379.png,0.10472355782985687,0.17619988322257996,0.4840739071369171,0.10349574685096741,0.13150687515735626,cmoderatedr
20051021_51994_0100_PP_1283.png,0.10209561139345169,0.20398005843162537,0.4585283398628235,0.0955248475074768,0.13987118005752563,cmoderatedr
20051021_57798_0100_PP_1322.png,0.3259630501270294,0.15579825639724731,0.3296424150466919,0.08746302872896194,0.10113321989774704,cmoderatedr
20051021_57862_0100_PP_372.png,0.4422193467617035,0.13677114248275757,0.2633759677410126,0.0698508471250534,0.08778268843889236,anodr
20051021_57975_0100_PP_517.png,0.4780295491218567,0.07723173499107361,0.28560733795166016,0.0800236314535141,0.07910767197608948,anodr
20051021_58035_0100_PP_1138.png,0.3874427378177643,0.091295026242733,0.3381510078907013,0.09446243941783905,0.08864878863096237,anodr
20051021_58388_0100_PP_1300.png,0.18363431096076965,0.12420660257339478,0.4650537669658661,0.11639375984668732,0.1107114925980568,cmoderatedr
20051021_58522_0100_PP_50.png,0.18580655753612518,0.12398166954517365,0.46650266647338867,0.11238500475883484,0.11132410168647766,cmoderatedr
20051109_57843_0400_PP_1109.png,0.3247639238834381,0.12355878949165344,0.35866692662239075,0.09847632050514221,0.0945340022444725,cmoderatedr
20051109_59969_0400_PP_1079.png,0.3233244717121124,0.12317570298910141,0.36254528164863586,0.09043604880571365,0.10051845014095306,cmoderatedr
20051109_60031_0400_PP_528.png,0.43076610565185547,0.104280024766922,0.2961222529411316,0.08441107720136642,0.08442053943872452,anodr
20051109_60136_0400_PP_905.png,0.6203761696815491,0.07504019886255264,0.18891312181949615,0.05691268667578697,0.058757856488227844,anodr
20051110_33960_0400_PP_35.png,0.5063737630844116,0.09266094118356705,0.25192365050315857,0.07514171302318573,0.07389998435974121,anodr
20051110_34013_0400_PP_151.png,0.10988412797451019,0.1883884072303772,0.4744313657283783,0.11005222797393799,0.11724385619163513,cmoderatedr
20051110_35239_0400_PP_836.png,0.6454379558563232,0.07303287088871002,0.17088179290294647,0.057977717369794846,0.0526697002351284,anodr
20051110_35279_0400_PP_1033.png,0.6150916814804077,0.08284196257591248,0.18271313607692719,0.0627121850848198,0.056641072034835815,anodr
20051110_35332_0400_PP_497.png,0.6201537251472473,0.08936890959739685,0.17914801836013794,0.05948600172996521,0.05184331163764,anodr
20051110_37992_0400_PP_1043.png,0.4236815273761749,0.10895072668790817,0.3034028112888336,0.07699011266231537,0.08697482943534851,anodr
20051110_38111_0400_PP_429.png,0.5483391880989075,0.09716494381427765,0.22458143532276154,0.05813298001885414,0.0717814490199089,anodr
20051110_38156_0400_PP_477.png,0.13970263302326202,0.1755790412425995,0.4654213488101959,0.10595045238733292,0.11334654688835144,cmoderatedr
20051110_38280_0400_PP_83.png,0.7604153156280518,0.047604866325855255,0.11265084147453308,0.04233385622501373,0.03699510544538498,anodr
20051110_38313_0400_PP_1041.png,0.4583887755870819,0.090785451233387,0.28907474875450134,0.07950709760189056,0.08224387466907501,anodr
20051110_38352_0400_PP_934.png,0.512649655342102,0.08286893367767334,0.2510380446910858,0.08053243160247803,0.07291087508201599,anodr
20051110_38472_0400_PP_1127.png,0.2739875912666321,0.1763882040977478,0.36072054505348206,0.09424418956041336,0.09465955197811127,cmoderatedr
20051110_38507_0400_PP_1190.png,0.2912953495979309,0.1671033501625061,0.34581801295280457,0.09657686203718185,0.09920638054609299,cmoderatedr
20051116_43388_0400_PP_344.png,0.52449631690979,0.11783065646886826,0.22831149399280548,0.06556572765111923,0.06379584968090057,anodr
20051116_43585_0400_PP_950.png,0.04832295700907707,0.22057555615901947,0.5224325656890869,0.09386646002531052,0.11480242013931274,cmoderatedr
