filename,predicted_class,prob_anormal,prob_cglaucoma
image_001_170.jpg,anormal,0.8535157442092896,0.14648428559303284
image_002_202.jpg,anormal,0.915127158164978,0.08487284928560257
image_003_50.jpg,anormal,0.9080820679664612,0.0919179767370224
image_004_65.jpg,anormal,0.8218532800674438,0.17814667522907257
image_005_13.jpg,anormal,0.9400720596313477,0.059927891939878464
image_006_4.jpg,anormal,0.9222221374511719,0.0777779221534729
image_007_5.jpg,anormal,0.9433777332305908,0.05662228539586067
image_008_116.jpg,anormal,0.9110475778579712,0.08895239979028702
image_009_125.jpg,anormal,0.9269835948944092,0.0730164423584938
image_010_41.jpg,anormal,0.8382905721664429,0.16170936822891235
image_011_214.jpg,anormal,0.9461657404899597,0.0538342222571373
image_012_56.jpg,anormal,0.9021563529968262,0.09784361720085144
image_013_71.jpg,anormal,0.945818305015564,0.054181668907403946
image_014_59.jpg,anormal,0.9485371112823486,0.051462892442941666
image_015_209.jpg,anormal,0.78531414270401,0.2146858274936676
image_016_82.jpg,anormal,0.9250952005386353,0.07490473240613937
image_017_93.jpg,anormal,0.9456824660301208,0.054317522794008255
image_018_120.jpg,anormal,0.8988003730773926,0.10119964182376862
image_019_168.jpg,anormal,0.9401806592941284,0.05981936678290367
image_020_10.jpg,anormal,0.9036062955856323,0.09639375656843185
image_021_26.jpg,anormal,0.9438776969909668,0.05612238124012947
image_022_55.jpg,anormal,0.9429343342781067,0.05706565082073212
image_023_103.jpg,anormal,0.7272392511367798,0.2727607488632202
image_024_200.jpg,anormal,0.9382606744766235,0.06173928454518318
image_025_99.jpg,anormal,0.8816579580307007,0.11834199726581573
image_026_146.jpg,anormal,0.9244792461395264,0.07552073895931244
image_027_32.jpg,anormal,0.9298399686813354,0.07015999406576157
image_028_96.jpg,anormal,0.918644905090332,0.08135508745908737
image_029_217.jpg,anormal,0.8680425882339478,0.13195741176605225
image_030_219.jpg,anormal,0.729399561882019,0.27060043811798096
image_031_49.jpg,anormal,0.9211452007293701,0.0788547471165657
image_032_39.jpg,anormal,0.9363096356391907,0.06369036436080933
image_033_187.jpg,cglaucoma,0.09295888990163803,0.907041072845459
image_034_36.jpg,anormal,0.9333720207214355,0.06662800163030624
image_035_160.jpg,anormal,0.9344976544380188,0.06550239026546478
image_036_25.jpg,cglaucoma,0.1890849471092224,0.8109150528907776
image_037_178.jpg,anormal,0.9172384738922119,0.0827614963054657
image_038_95.jpg,anormal,0.9226685166358948,0.07733144611120224
image_039_12.jpg,anormal,0.8318339586257935,0.16816608607769012
image_040_16.jpg,anormal,0.8140830993652344,0.18591688573360443
image_041_108.jpg,anormal,0.8525882959365845,0.14741162955760956
image_042_63.jpg,anormal,0.9219873547554016,0.07801257818937302
image_043_54.jpg,anormal,0.9227316379547119,0.0772683322429657
image_044_70.jpg,anormal,0.9204612374305725,0.0795387327671051
image_045_182.jpg,anormal,0.8434147238731384,0.15658529102802277
image_046_64.jpg,cglaucoma,0.08628236502408981,0.9137176871299744
image_047_143.jpg,cglaucoma,0.07928641885519028,0.9207136034965515
image_048_130.jpg,cglaucoma,0.26764073967933655,0.7323592901229858
image_049_105.jpg,anormal,0.926659345626831,0.07334066182374954
image_050_163.jpg,anormal,0.924578070640564,0.07542192935943604
image_051_190.jpg,cglaucoma,0.1779705286026001,0.8220294117927551
image_052_3.jpg,anormal,0.9016788005828857,0.09832119941711426
image_053_136.jpg,anormal,0.6273204684257507,0.37267953157424927
image_054_158.jpg,anormal,0.8972330093383789,0.10276702046394348
image_055_139.jpg,anormal,0.9287235140800476,0.07127650827169418
image_056_142.jpg,anormal,0.9429849982261658,0.05701496824622154
image_057_109.jpg,anormal,0.9115444421768188,0.08845558762550354
image_058_118.jpg,anormal,0.7030898332595825,0.2969101667404175
image_059_220.jpg,anormal,0.9148604273796082,0.08513955771923065
image_060_79.jpg,cglaucoma,0.37008801102638245,0.6299119591712952
