filename,pred_class,pred_index,a_noamd_prob,b_amd_prob
a_noamd/1018113_21015_1_0.png,a_noamd,0,0.755186,0.244814
a_noamd/1020777_21015_1_0.png,a_noamd,0,0.732544,0.267456
a_noamd/1026486_21016_0_0.png,a_noamd,0,0.713781,0.286219
a_noamd/1036537_21016_0_0.png,a_noamd,0,0.756807,0.243193
a_noamd/1039702_21015_1_0.png,a_noamd,0,0.763572,0.236428
a_noamd/1046092_21015_0_0.png,a_noamd,0,0.757256,0.242744
a_noamd/1064334_21016_0_0.png,a_noamd,0,0.755457,0.244543
a_noamd/1103313_21016_0_0.png,a_noamd,0,0.755727,0.244273
a_noamd/1107730_21015_0_0.png,a_noamd,0,0.761272,0.238728
a_noamd/1134266_21015_0_0.png,a_noamd,0,0.754915,0.245085
a_noamd/1167873_21016_0_0.png,a_noamd,0,0.756897,0.243103
a_noamd/1169358_21015_1_0.png,a_noamd,0,0.757705,0.242295
a_noamd/1170584_21016_0_0.png,a_noamd,0,0.756897,0.243103
a_noamd/1175155_21016_0_0.png,a_noamd,0,0.756897,0.243103
a_noamd/1178859_21016_0_0.png,a_noamd,0,0.756717,0.243283
a_noamd/1184375_21016_1_0.png,a_noamd,0,0.756447,0.243552
a_noamd/1186967_21016_0_0.png,a_noamd,0,0.756358,0.243642
a_noamd/1197089_21016_0_0.png,a_noamd,0,0.763924,0.236076
a_noamd/1197343_21015_0_0.png,a_noamd,0,0.756358,0.243642
a_noamd/1220742_21016_0_0.png,a_noamd,0,0.712832,0.287168
a_noamd/1223318_21016_0_0.png,a_noamd,0,0.764100,0.235900
a_noamd/1230171_21016_0_0.png,a_noamd,0,0.757884,0.242116
a_noamd/1250082_21016_0_0.png,a_noamd,0,0.757256,0.242744
a_noamd/1260458_21016_0_0.png,a_noamd,0,0.756537,0.243463
a_noamd/1261685_21016_0_0.png,a_noamd,0,0.757436,0.242564
a_noamd/1267094_21016_0_0.png,a_noamd,0,0.715970,0.284030
a_noamd/1275770_21015_0_0.png,a_noamd,0,0.756627,0.243373
a_noamd/1322575_21016_0_0.png,a_noamd,0,0.755457,0.244543
a_noamd/1330933_21015_0_0.png,a_noamd,0,0.742795,0.257205
a_noamd/1334474_21015_0_0.png,b_amd,1,0.322980,0.677020
a_noamd/1346072_21016_0_0.png,a_noamd,0,0.755907,0.244093
a_noamd/1350271_21016_0_0.png,a_noamd,0,0.751101,0.248899
a_noamd/1359631_21015_1_0.png,a_noamd,0,0.765681,0.234319
a_noamd/1372500_21016_0_0.png,a_noamd,0,0.757256,0.242744
a_noamd/1407787_21015_1_0.png,a_noamd,0,0.765243,0.234757
a_noamd/1412963_21015_0_0.png,a_noamd,0,0.756807,0.243193
