filename,pred_class,pred_index,anormal_prob,cglaucoma_prob
anormal/RET027OD.jpg,anormal,0,0.875468,0.124532
anormal/RET035OD.jpg,anormal,0,0.839800,0.160200
anormal/RET035OS.jpg,anormal,0,0.842669,0.157331
anormal/RET096OD.jpg,anormal,0,0.834002,0.165998
anormal/RET098OD.jpg,anormal,0,0.829146,0.170854
anormal/RET107OD.jpg,anormal,0,0.849535,0.150465
anormal/RET129OS.jpg,anormal,0,0.850531,0.149469
anormal/RET131OD.jpg,anormal,0,0.854035,0.145965
anormal/RET132OD.jpg,anormal,0,0.840783,0.159217
anormal/RET133OD.jpg,anormal,0,0.825097,0.174903
anormal/RET137OD.jpg,anormal,0,0.782122,0.217878
anormal/RET141OS.jpg,anormal,0,0.807992,0.192009
anormal/RET146OS.jpg,anormal,0,0.799521,0.200479
anormal/RET150OS.jpg,anormal,0,0.803097,0.196903
anormal/RET153OS.jpg,anormal,0,0.854095,0.145905
anormal/RET163OS.jpg,anormal,0,0.842669,0.157331
anormal/RET168OS.jpg,anormal,0,0.823470,0.176530
anormal/RET175OD.jpg,anormal,0,0.813164,0.186836
anormal/RET177OD.jpg,anormal,0,0.839603,0.160397
anormal/RET177OS.jpg,anormal,0,0.845942,0.154058
anormal/RET178OD.jpg,anormal,0,0.842410,0.157590
anormal/RET181OS.jpg,anormal,0,0.832169,0.167832
anormal/RET182OD.jpg,anormal,0,0.837421,0.162579
anormal/RET184OD.jpg,anormal,0,0.855127,0.144873
anormal/RET184OS.jpg,anormal,0,0.843057,0.156943
anormal/RET190OS.jpg,anormal,0,0.841761,0.158239
anormal/RET191OS.jpg,anormal,0,0.837021,0.162979
anormal/RET192OS.jpg,anormal,0,0.825590,0.174410
anormal/RET197OD.jpg,anormal,0,0.834474,0.165526
anormal/RET198OD.jpg,anormal,0,0.849410,0.150590
anormal/RET198OS.jpg,anormal,0,0.840783,0.159217
anormal/RET199OD.jpg,anormal,0,0.834069,0.165931
anormal/RET200OD.jpg,anormal,0,0.845433,0.154567
anormal/RET200OS.jpg,anormal,0,0.861945,0.138055
anormal/RET201OD.jpg,anormal,0,0.843766,0.156234
anormal/RET202OD.jpg,anormal,0,0.835484,0.164516
anormal/RET203OD.jpg,anormal,0,0.854642,0.145358
anormal/RET203OS.jpg,anormal,0,0.848345,0.151655
anormal/RET210OD.jpg,anormal,0,0.848094,0.151906
anormal/RET211OS.jpg,anormal,0,0.833866,0.166134
anormal/RET212OD.jpg,anormal,0,0.817574,0.182426
anormal/RET213OS.jpg,anormal,0,0.813461,0.186539
anormal/RET216OD.jpg,anormal,0,0.829837,0.170163
anormal/RET216OS.jpg,anormal,0,0.834002,0.165998
anormal/RET220OD.jpg,anormal,0,0.823683,0.176317
anormal/RET220OS.jpg,anormal,0,0.849222,0.150778
anormal/RET224OD.jpg,anormal,0,0.830181,0.169819
anormal/RET228OS.jpg,anormal,0,0.838151,0.161849
anormal/RET231OD.jpg,anormal,0,0.863794,0.136206
anormal/RET237OD.jpg,anormal,0,0.831827,0.168173
anormal/RET245OS.jpg,anormal,0,0.837554,0.162446
anormal/RET252OS.jpg,anormal,0,0.850655,0.149345
anormal/RET253OD.jpg,anormal,0,0.855127,0.144873
anormal/RET253OS.jpg,anormal,0,0.842215,0.157785
anormal/RET256OD.jpg,anormal,0,0.813090,0.186910
anormal/RET258OD.jpg,anormal,0,0.823470,0.176530
anormal/RET259OD.jpg,anormal,0,0.812942,0.187058
anormal/RET261OS.jpg,anormal,0,0.824108,0.175892
anormal/RET267OD.jpg,anormal,0,0.824462,0.175538
anormal/RET271OS.jpg,anormal,0,0.806319,0.193681
anormal/RET272OD.jpg,anormal,0,0.829146,0.170854
anormal/RET277OS.jpg,anormal,0,0.848596,0.151404
anormal/RET282OD.jpg,anormal,0,0.834542,0.165458
anormal/RET282OS.jpg,anormal,0,0.850407,0.149593
anormal/RET283OS.jpg,anormal,0,0.818447,0.181553
anormal/RET285OS.jpg,anormal,0,0.830319,0.169681
anormal/RET291OD.jpg,anormal,0,0.847716,0.152284
cglaucoma/RET002OD.jpg,anormal,0,0.828176,0.171824
cglaucoma/RET006OS.jpg,anormal,0,0.823896,0.176104
cglaucoma/RET053OD.jpg,anormal,0,0.794704,0.205296
cglaucoma/RET066OS.jpg,anormal,0,0.806319,0.193681
cglaucoma/RET089OD.jpg,anormal,0,0.846070,0.153930
cglaucoma/RET091OD.jpg,anormal,0,0.828037,0.171963
cglaucoma/RET102OD.jpg,anormal,0,0.822759,0.177241
cglaucoma/RET106OD.jpg,anormal,0,0.833663,0.166337
cglaucoma/RET114OS.jpg,anormal,0,0.832100,0.167900
cglaucoma/RET120OD.jpg,anormal,0,0.831964,0.168036
cglaucoma/RET120OS.jpg,anormal,0,0.844281,0.155719
cglaucoma/RET122OD.jpg,anormal,0,0.829561,0.170439
cglaucoma/RET122OS.jpg,anormal,0,0.828106,0.171894
cglaucoma/RET276OS.jpg,anormal,0,0.838680,0.161320
