filename,pred_class,pred_index,anormal_prob,cglaucoma_prob
anormal/image_001_170.jpg,anormal,0,0.853119,0.146881
anormal/image_002_202.jpg,anormal,0,0.828800,0.171200
anormal/image_003_50.jpg,anormal,0,0.845942,0.154058
anormal/image_004_65.jpg,anormal,0,0.821903,0.178097
anormal/image_005_13.jpg,anormal,0,0.816845,0.183155
anormal/image_006_4.jpg,anormal,0,0.854945,0.145055
anormal/image_007_5.jpg,anormal,0,0.824956,0.175044
anormal/image_008_116.jpg,anormal,0,0.844665,0.155335
anormal/image_009_125.jpg,anormal,0,0.852568,0.147432
anormal/image_010_41.jpg,anormal,0,0.834069,0.165931
anormal/image_011_214.jpg,anormal,0,0.853913,0.146087
anormal/image_012_56.jpg,anormal,0,0.827759,0.172241
anormal/image_013_71.jpg,anormal,0,0.821331,0.178669
anormal/image_014_59.jpg,anormal,0,0.866528,0.133472
anormal/image_015_209.jpg,anormal,0,0.845942,0.154058
anormal/image_016_82.jpg,anormal,0,0.855127,0.144873
anormal/image_017_93.jpg,anormal,0,0.825449,0.174551
anormal/image_018_120.jpg,anormal,0,0.839603,0.160397
anormal/image_019_168.jpg,anormal,0,0.816406,0.183594
anormal/image_020_10.jpg,anormal,0,0.831964,0.168036
anormal/image_021_26.jpg,anormal,0,0.844537,0.155463
anormal/image_022_55.jpg,anormal,0,0.878575,0.121425
anormal/image_023_103.jpg,anormal,0,0.875041,0.124959
anormal/image_024_200.jpg,anormal,0,0.842604,0.157396
anormal/image_025_99.jpg,anormal,0,0.848219,0.151781
anormal/image_026_146.jpg,anormal,0,0.849472,0.150528
anormal/image_027_32.jpg,anormal,0,0.844985,0.155015
anormal/image_028_96.jpg,anormal,0,0.831827,0.168173
anormal/image_029_217.jpg,anormal,0,0.836087,0.163913
anormal/image_030_219.jpg,anormal,0,0.843573,0.156427
anormal/image_031_49.jpg,anormal,0,0.849535,0.150465
anormal/image_032_39.jpg,anormal,0,0.853730,0.146270
anormal/image_033_187.jpg,anormal,0,0.826151,0.173849
anormal/image_034_36.jpg,anormal,0,0.860310,0.139690
anormal/image_035_160.jpg,anormal,0,0.819677,0.180323
anormal/image_036_25.jpg,anormal,0,0.863507,0.136493
anormal/image_037_178.jpg,anormal,0,0.839010,0.160990
anormal/image_038_95.jpg,anormal,0,0.823115,0.176885
anormal/image_039_12.jpg,anormal,0,0.848282,0.151718
anormal/image_040_16.jpg,anormal,0,0.845177,0.154823
anormal/image_041_108.jpg,anormal,0,0.844409,0.155591
anormal/image_042_63.jpg,anormal,0,0.840259,0.159741
anormal/image_043_54.jpg,anormal,0,0.838614,0.161386
anormal/image_044_70.jpg,anormal,0,0.841565,0.158435
anormal/image_045_182.jpg,anormal,0,0.836688,0.163312
anormal/image_046_64.jpg,anormal,0,0.833528,0.166472
anormal/image_047_143.jpg,anormal,0,0.835752,0.164248
anormal/image_048_130.jpg,anormal,0,0.839339,0.160661
anormal/image_049_105.jpg,anormal,0,0.824603,0.175397
anormal/image_050_163.jpg,anormal,0,0.847274,0.152726
anormal/image_051_190.jpg,anormal,0,0.846260,0.153740
anormal/image_052_3.jpg,anormal,0,0.848847,0.151153
anormal/image_053_136.jpg,anormal,0,0.849660,0.150340
anormal/image_054_158.jpg,anormal,0,0.863507,0.136493
anormal/image_055_139.jpg,anormal,0,0.854095,0.145905
anormal/image_056_142.jpg,anormal,0,0.844473,0.155527
anormal/image_057_109.jpg,anormal,0,0.872944,0.127056
anormal/image_058_118.jpg,anormal,0,0.852997,0.147003
anormal/image_059_220.jpg,anormal,0,0.871201,0.128799
anormal/image_060_79.jpg,anormal,0,0.822118,0.177882
anormal/image_061_44.jpg,anormal,0,0.831964,0.168036
anormal/image_062_135.jpg,anormal,0,0.841696,0.158304
anormal/image_063_110.jpg,anormal,0,0.843959,0.156041
anormal/image_064_164.jpg,anormal,0,0.856332,0.143668
anormal/image_065_92.jpg,anormal,0,0.840521,0.159479
anormal/image_066_218.jpg,anormal,0,0.845624,0.154376
anormal/image_067_127.jpg,anormal,0,0.840193,0.159807
anormal/image_068_173.jpg,anormal,0,0.856332,0.143668
anormal/image_069_184.jpg,anormal,0,0.842669,0.157331
anormal/image_070_212.jpg,anormal,0,0.845624,0.154376
anormal/image_071_154.jpg,anormal,0,0.838548,0.161452
anormal/image_072_102.jpg,anormal,0,0.847274,0.152726
anormal/image_073_179.jpg,anormal,0,0.848471,0.151529
anormal/image_074_37.jpg,anormal,0,0.812198,0.187802
anormal/image_075_195.jpg,anormal,0,0.805709,0.194291
anormal/image_076_33.jpg,anormal,0,0.845177,0.154823
anormal/image_077_201.jpg,anormal,0,0.852874,0.147126
anormal/image_078_67.jpg,anormal,0,0.863737,0.136263
anormal/image_079_15.jpg,anormal,0,0.869049,0.130951
anormal/image_080_157.jpg,anormal,0,0.842475,0.157525
anormal/image_081_153.jpg,anormal,0,0.876370,0.123630
anormal/image_082_9.jpg,anormal,0,0.846831,0.153169
anormal/image_083_30.jpg,anormal,0,0.831759,0.168241
anormal/image_084_34.jpg,anormal,0,0.844729,0.155271
anormal/image_085_61.jpg,anormal,0,0.845560,0.154440
anormal/image_086_24.jpg,anormal,0,0.846070,0.153930
anormal/image_087_210.jpg,anormal,0,0.862699,0.137301
anormal/image_088_175.jpg,anormal,0,0.869049,0.130951
anormal/image_089_38.jpg,anormal,0,0.855429,0.144571
anormal/image_090_145.jpg,anormal,0,0.864139,0.135861
anormal/image_091_223.jpg,anormal,0,0.855731,0.144269
anormal/image_092_1.jpg,anormal,0,0.847527,0.152473
anormal/image_093_140.jpg,anormal,0,0.846831,0.153169
anormal/image_094_150.jpg,anormal,0,0.862294,0.137706
anormal/image_095_11.jpg,anormal,0,0.851706,0.148294
anormal/image_096_98.jpg,anormal,0,0.844729,0.155271
anormal/image_097_176.jpg,anormal,0,0.839339,0.160661
anormal/image_098_205.jpg,anormal,0,0.842798,0.157202
anormal/image_099_22.jpg,anormal,0,0.842928,0.157072
anormal/image_100_196.jpg,anormal,0,0.853669,0.146331
anormal/image_101_222.jpg,anormal,0,0.852813,0.147187
anormal/image_102_155.jpg,anormal,0,0.862930,0.137070
anormal/image_103_204.jpg,anormal,0,0.850158,0.149842
anormal/image_104_2.jpg,anormal,0,0.841631,0.158369
anormal/image_105_0.jpg,anormal,0,0.851953,0.148047
anormal/image_106_141.jpg,anormal,0,0.854763,0.145237
anormal/image_107_166.jpg,anormal,0,0.834677,0.165323
anormal/image_108_188.jpg,anormal,0,0.842280,0.157720
anormal/image_109_76.jpg,anormal,0,0.865053,0.134947
anormal/image_110_199.jpg,anormal,0,0.842669,0.157331
anormal/image_111_58.jpg,anormal,0,0.836020,0.163980
anormal/image_112_111.jpg,anormal,0,0.841240,0.158760
anormal/image_113_224.jpg,anormal,0,0.842992,0.157008
anormal/image_114_57.jpg,anormal,0,0.886960,0.113040
anormal/image_115_121.jpg,anormal,0,0.840979,0.159021
anormal/image_116_69.jpg,anormal,0,0.835886,0.164114
anormal/image_117_211.jpg,anormal,0,0.827201,0.172799
anormal/image_118_101.jpg,anormal,0,0.860134,0.139866
anormal/image_119_194.jpg,anormal,0,0.846197,0.153803
anormal/image_120_17.jpg,anormal,0,0.878523,0.121477
anormal/image_121_189.jpg,anormal,0,0.843122,0.156878
anormal/image_122_6.jpg,anormal,0,0.870817,0.129183
anormal/image_123_35.jpg,anormal,0,0.873593,0.126407
anormal/image_124_126.jpg,anormal,0,0.828245,0.171755
anormal/image_125_183.jpg,anormal,0,0.849847,0.150153
anormal/image_126_177.jpg,anormal,0,0.831006,0.168994
anormal/image_127_43.jpg,anormal,0,0.839010,0.160990
anormal/image_128_60.jpg,anormal,0,0.861596,0.138404
anormal/image_129_156.jpg,anormal,0,0.838018,0.161982
anormal/image_130_104.jpg,anormal,0,0.855670,0.144330
anormal/image_131_131.jpg,anormal,0,0.832781,0.167219
anormal/image_132_52.jpg,anormal,0,0.838812,0.161188
anormal/image_133_75.jpg,anormal,0,0.871966,0.128034
anormal/image_134_97.jpg,anormal,0,0.858541,0.141459
