image_path,true_label,predicted_label,correct,confidence,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,anormal,True,0.8676018714904785,0.8676018714904785,0.13239818811416626
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,anormal,True,0.6898757219314575,0.6898757219314575,0.3101242780685425
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,anormal,True,0.6981964707374573,0.6981964707374573,0.3018035292625427
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,anormal,True,0.7187935709953308,0.7187935709953308,0.2812064290046692
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,anormal,True,0.69300776720047,0.69300776720047,0.3069922924041748
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,anormal,True,0.7037712931632996,0.7037712931632996,0.29622870683670044
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,anormal,True,0.7538049817085266,0.7538049817085266,0.246194988489151
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,anormal,True,0.7693067193031311,0.7693067193031311,0.2306932657957077
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,anormal,True,0.8282447457313538,0.8282447457313538,0.17175522446632385
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,anormal,True,0.6871451735496521,0.6871451735496521,0.3128548562526703
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,anormal,True,0.7069509029388428,0.7069509029388428,0.29304906725883484
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,anormal,True,0.6872012615203857,0.6872012615203857,0.31279879808425903
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,anormal,True,0.6986161470413208,0.6986161470413208,0.3013838827610016
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,anormal,True,0.7301154732704163,0.7301154732704163,0.26988449692726135
