filename,anodr_prob,bmilddr_prob,cmoderatedr_prob,dseveredr_prob,eproliferativedr_prob,predicted_label
20051020_43808_0100_PP_967.png,0.9186381101608276,0.025979941710829735,0.01704520918428898,0.01886965148150921,0.019467128440737724,anodr
20051020_44261_0100_PP_1191.png,0.9053621888160706,0.03898579254746437,0.014917406253516674,0.021158333867788315,0.019576240330934525,anodr
20051020_44284_0100_PP_502.png,0.911055862903595,0.027100233361124992,0.01929304376244545,0.021570783108472824,0.020979998633265495,anodr
20051020_44338_0100_PP_547.png,0.6120225191116333,0.09704950451850891,0.24295954406261444,0.0307496078312397,0.017218777909874916,anodr
20051020_44400_0100_PP_920.png,0.2952069342136383,0.603797972202301,0.04374414309859276,0.03837517648935318,0.018875805661082268,bmilddr
20051020_44431_0100_PP_514.png,0.8916965126991272,0.04885566979646683,0.02609802968800068,0.018228620290756226,0.015121255069971085,anodr
20051020_44692_0100_PP_419.png,0.9249020218849182,0.018230898305773735,0.019625205546617508,0.018580283969640732,0.018661675974726677,anodr
20051020_44714_0100_PP_1199.png,0.9026985764503479,0.042202454060316086,0.01782437041401863,0.018851181492209435,0.018423354253172874,anodr
20051020_44982_0100_PP_486.png,0.9131333231925964,0.030214989557862282,0.016258733347058296,0.022177694365382195,0.018215222284197807,anodr
20051020_56791_0100_PP_1185.png,0.9172448515892029,0.030176114290952682,0.0163306575268507,0.018284503370523453,0.017963774502277374,anodr
20051020_57157_0100_PP_971.png,0.06513553112745285,0.877162516117096,0.01788942515850067,0.024074237793684006,0.015738263726234436,bmilddr
20051020_57967_0100_PP_829.png,0.9203231334686279,0.022086217999458313,0.01786530204117298,0.01983751356601715,0.019887709990143776,anodr
20051020_58065_0100_PP_561.png,0.9260434508323669,0.02261681668460369,0.01502246130257845,0.017551809549331665,0.018765447661280632,anodr
20051020_61757_0100_PP_484.png,0.9221493005752563,0.019173774868249893,0.017572566866874695,0.021233851090073586,0.01987055130302906,anodr
20051020_62461_0100_PP_76.png,0.8950743079185486,0.04896380007266998,0.02149110659956932,0.017235280945897102,0.01723542995750904,anodr
20051020_62510_0100_PP_106.png,0.04410594701766968,0.22295211255550385,0.7051772475242615,0.01501260045915842,0.01275208406150341,cmoderatedr
20051020_62577_0100_PP_479.png,0.918301522731781,0.025773486122488976,0.017683250829577446,0.01974956877529621,0.01849227212369442,anodr
