filename,anodr_prob,bmilddr_prob,cmoderatedr_prob,dseveredr_prob,eproliferativedr_prob,predicted_label
002c21358ce6.png,0.9272071123123169,0.018524305894970894,0.017401468008756638,0.018160538747906685,0.01870661787688732,anodr
005b95c28852.png,0.9259990453720093,0.016361774876713753,0.018547601997852325,0.020224856212735176,0.018866676837205887,anodr
00cc2b75cddd.png,0.9210595488548279,0.022532008588314056,0.017819885164499283,0.019530542194843292,0.019058046862483025,anodr
0182152c50de.png,0.9267697334289551,0.01594425179064274,0.020318230614066124,0.019199378788471222,0.01776844635605812,anodr
02cd34a85b24.png,0.9221121072769165,0.02082894556224346,0.01934804581105709,0.019328435882925987,0.018382534384727478,anodr
03b373718013.png,0.9289800524711609,0.018321136012673378,0.017997870221734047,0.01781437173485756,0.016886631026864052,anodr
04aef84a2cc1.png,0.9229984879493713,0.017933065071702003,0.019681883975863457,0.01945858635008335,0.019928118214011192,anodr
05b1bb2bdb81.png,0.9216000437736511,0.020479613915085793,0.018032224848866463,0.019218996167182922,0.020669104531407356,anodr
07596907347b.png,0.9253755211830139,0.01770046539604664,0.017346559092402458,0.019740350544452667,0.01983712986111641,anodr
07751b94a88a.png,0.9078824520111084,0.03594664856791496,0.019562872126698494,0.018297595903277397,0.0183104258030653,anodr
0790515cf5af.png,0.9272463917732239,0.019050393253564835,0.019501784816384315,0.017534635961055756,0.016666768118739128,anodr
08037e4490e5.png,0.9184154272079468,0.018851326778531075,0.021644527092576027,0.020233312621712685,0.020855465903878212,anodr
0851d6a69589.png,0.9233565330505371,0.021598199382424355,0.018673712387681007,0.017972830682992935,0.018398752436041832,anodr
08b6e3240858.png,0.9221692681312561,0.02145046927034855,0.020158424973487854,0.016789129003882408,0.019432704895734787,anodr
08bef347f40d.png,0.9272373914718628,0.01638852246105671,0.01859239488840103,0.019512690603733063,0.01826903596520424,anodr
08ee569d4721.png,0.9274816513061523,0.019476832821965218,0.017079496756196022,0.017660904675722122,0.018301039934158325,anodr
09237bf783a4.png,0.9269324541091919,0.017712723463773727,0.017214849591255188,0.01887531392276287,0.019264664500951767,anodr
096436d68d06.png,0.9291595220565796,0.017875825986266136,0.017360862344503403,0.017865914851427078,0.01773795299232006,anodr
099021fac3c9.png,0.9272193312644958,0.01683615893125534,0.017192350700497627,0.01953325793147087,0.01921895332634449,anodr
09c8323c612e.png,0.9257261157035828,0.019225584343075752,0.01671803928911686,0.01891453191637993,0.01941576972603798,anodr
0a38b552372d.png,0.9275968670845032,0.01920546591281891,0.016815295442938805,0.01784023456275463,0.018542220816016197,anodr
0a85a1e8f9e9.png,0.9140524864196777,0.021006116643548012,0.02524474821984768,0.018029794096946716,0.021666819229722023,anodr
0babc12807b2.png,0.01990000531077385,0.14225412905216217,0.759036660194397,0.02198600582778454,0.056823182851076126,cmoderatedr
0cbcc7b23613.png,0.9059740900993347,0.03393738716840744,0.019913310185074806,0.022939305752515793,0.01723589561879635,anodr
