image_name,image_path,true_class,predicted_class,correct,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
002c21358ce6.png,../../../data/data_APTOS/test/anodr/002c21358ce6.png,anodr,anodr,True,0.9018982648849487,0.023847736418247223,0.03491920232772827,0.018736589699983597,0.02059822343289852
005b95c28852.png,../../../data/data_APTOS/test/anodr/005b95c28852.png,anodr,anodr,True,0.8754813075065613,0.027276454493403435,0.048200033605098724,0.02379094623029232,0.025251243263483047
00cc2b75cddd.png,../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,anodr,anodr,True,0.8793886303901672,0.034314725548028946,0.04350515082478523,0.01933359168469906,0.023457810282707214
0182152c50de.png,../../../data/data_APTOS/test/anodr/0182152c50de.png,anodr,anodr,True,0.8931050300598145,0.027649469673633575,0.03831258416175842,0.019049635156989098,0.02188321202993393
02cd34a85b24.png,../../../data/data_APTOS/test/anodr/02cd34a85b24.png,anodr,anodr,True,0.8815947771072388,0.03290572389960289,0.04302205890417099,0.019325396046042442,0.023152068257331848
03b373718013.png,../../../data/data_APTOS/test/anodr/03b373718013.png,anodr,anodr,True,0.8904463052749634,0.030335791409015656,0.038441773504018784,0.01857108063995838,0.02220497839152813
04aef84a2cc1.png,../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,anodr,anodr,True,0.9069658517837524,0.022244548425078392,0.032349828630685806,0.018441379070281982,0.01999838836491108
05b1bb2bdb81.png,../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,anodr,anodr,True,0.8941751718521118,0.025702426210045815,0.03761657327413559,0.020164215937256813,0.022341560572385788
07596907347b.png,../../../data/data_APTOS/test/anodr/07596907347b.png,anodr,anodr,True,0.8993628025054932,0.025625325739383698,0.03557724133133888,0.01844821870326996,0.020986389368772507
07751b94a88a.png,../../../data/data_APTOS/test/anodr/07751b94a88a.png,anodr,anodr,True,0.8982445597648621,0.02674325369298458,0.03602214157581329,0.018192842602729797,0.020797180011868477
0790515cf5af.png,../../../data/data_APTOS/test/anodr/0790515cf5af.png,anodr,anodr,True,0.8833908438682556,0.03231922537088394,0.04213164001703262,0.019251631572842598,0.022906577214598656
08037e4490e5.png,../../../data/data_APTOS/test/anodr/08037e4490e5.png,anodr,anodr,True,0.9064223766326904,0.022515250369906425,0.03266365826129913,0.018412338569760323,0.019986404106020927
0851d6a69589.png,../../../data/data_APTOS/test/anodr/0851d6a69589.png,anodr,anodr,True,0.8729356527328491,0.034870702773332596,0.04736101254820824,0.02042948082089424,0.024403180927038193
08b6e3240858.png,../../../data/data_APTOS/test/anodr/08b6e3240858.png,anodr,anodr,True,0.8831890225410461,0.03454726189374924,0.039473481476306915,0.019022997468709946,0.02376716211438179
08bef347f40d.png,../../../data/data_APTOS/test/anodr/08bef347f40d.png,anodr,anodr,True,0.8039589524269104,0.04935409873723984,0.0849023163318634,0.028633782640099525,0.03315095975995064
08ee569d4721.png,../../../data/data_APTOS/test/anodr/08ee569d4721.png,anodr,anodr,True,0.8984057903289795,0.02562306635081768,0.0361696220934391,0.018755391240119934,0.021046107634902
09237bf783a4.png,../../../data/data_APTOS/test/anodr/09237bf783a4.png,anodr,anodr,True,0.9001729488372803,0.02536197379231453,0.03545314073562622,0.01839284785091877,0.020619139075279236
096436d68d06.png,../../../data/data_APTOS/test/anodr/096436d68d06.png,anodr,anodr,True,0.9092421531677246,0.02153000235557556,0.030675102025270462,0.0185238067060709,0.020029012113809586
099021fac3c9.png,../../../data/data_APTOS/test/anodr/099021fac3c9.png,anodr,anodr,True,0.9019882678985596,0.022580835968255997,0.03449897840619087,0.019656922668218613,0.02127496898174286
09c8323c612e.png,../../../data/data_APTOS/test/anodr/09c8323c612e.png,anodr,anodr,True,0.9004431962966919,0.025147590786218643,0.035463787615299225,0.018380410969257355,0.020564990118145943
0a38b552372d.png,../../../data/data_APTOS/test/anodr/0a38b552372d.png,anodr,anodr,True,0.9033411145210266,0.024788927286863327,0.03375035151839256,0.01790718175470829,0.020212387666106224
0a85a1e8f9e9.png,../../../data/data_APTOS/test/anodr/0a85a1e8f9e9.png,anodr,anodr,True,0.8984261751174927,0.024402547627687454,0.035349808633327484,0.01982944644987583,0.02199210785329342
0babc12807b2.png,../../../data/data_APTOS/test/anodr/0babc12807b2.png,anodr,bmilddr,False,0.09741851687431335,0.6323086619377136,0.20348425209522247,0.016703004017472267,0.05008557811379433
0cbcc7b23613.png,../../../data/data_APTOS/test/anodr/0cbcc7b23613.png,anodr,anodr,True,0.8769143223762512,0.03525269776582718,0.045531369745731354,0.01987176574766636,0.022429872304201126
0cd31078cd08.png,../../../data/data_APTOS/test/anodr/0cd31078cd08.png,anodr,anodr,True,0.9096022844314575,0.021412696689367294,0.031048985198140144,0.018190475180745125,0.01974557340145111
0ce062f26edc.png,../../../data/data_APTOS/test/anodr/0ce062f26edc.png,anodr,anodr,True,0.8760544061660767,0.030598042532801628,0.046930622309446335,0.02197447046637535,0.024442579597234726
0cecc2864b7f.png,../../../data/data_APTOS/test/anodr/0cecc2864b7f.png,anodr,anodr,True,0.8748893737792969,0.03163528814911842,0.047652795910835266,0.021626126021146774,0.024196472018957138
0d9a9896f801.png,../../../data/data_APTOS/test/anodr/0d9a9896f801.png,anodr,anodr,True,0.8685899376869202,0.037644967436790466,0.048859141767024994,0.020169585943222046,0.024736437946558
0da321efbce6.png,../../../data/data_APTOS/test/anodr/0da321efbce6.png,anodr,anodr,True,0.8613252639770508,0.0351884625852108,0.054607510566711426,0.02302088588476181,0.025857815518975258
0db1d8dcf219.png,../../../data/data_APTOS/test/anodr/0db1d8dcf219.png,anodr,anodr,True,0.9072911739349365,0.02192893996834755,0.0320625901222229,0.018574533984065056,0.02014278620481491
0e3572b5884a.png,../../../data/data_APTOS/test/anodr/0e3572b5884a.png,anodr,anodr,True,0.9019030928611755,0.024211587384343147,0.03497057780623436,0.01853649504482746,0.020378248766064644
0ef4c61dc056.png,../../../data/data_APTOS/test/anodr/0ef4c61dc056.png,anodr,anodr,True,0.8793714046478271,0.036473654210567474,0.04312361031770706,0.018340103328227997,0.022691281512379646
0fbbd665431f.png,../../../data/data_APTOS/test/anodr/0fbbd665431f.png,anodr,anodr,True,0.8541735410690308,0.037658266723155975,0.057506170123815536,0.02357744798064232,0.02708452194929123
0fc6829da85b.png,../../../data/data_APTOS/test/anodr/0fc6829da85b.png,anodr,anodr,True,0.8985764384269714,0.02387619949877262,0.03572011739015579,0.02006654255092144,0.021760767325758934
1002b5151b8e.png,../../../data/data_APTOS/test/anodr/1002b5151b8e.png,anodr,anodr,True,0.9030879735946655,0.024927614256739616,0.03349466994404793,0.018024960532784462,0.020464885979890823
103f97a2ab15.png,../../../data/data_APTOS/test/anodr/103f97a2ab15.png,anodr,bmilddr,False,0.22430142760276794,0.6005549430847168,0.12243535369634628,0.012512902729213238,0.04019540175795555
10a5026eb8e6.png,../../../data/data_APTOS/test/anodr/10a5026eb8e6.png,anodr,anodr,True,0.8988945484161377,0.024799752980470657,0.03545469045639038,0.019399132579565048,0.0214519202709198
10de500cf0c5.png,../../../data/data_APTOS/test/anodr/10de500cf0c5.png,anodr,anodr,True,0.9100170135498047,0.02152731642127037,0.03079131990671158,0.01798674650490284,0.01967756077647209
10f10fd30718.png,../../../data/data_APTOS/test/anodr/10f10fd30718.png,anodr,anodr,True,0.9018529653549194,0.024210242554545403,0.0348663404583931,0.01855357363820076,0.020516889169812202
12058bbb8299.png,../../../data/data_APTOS/test/anodr/12058bbb8299.png,anodr,anodr,True,0.9011623859405518,0.024862321093678474,0.03483964130282402,0.018413065001368523,0.02072259411215782
