filename,anormal_score,cglaucoma_score,predicted_class
image_001_170.jpg,0.588040,0.411960,anormal
image_002_202.jpg,0.545024,0.454976,anormal
image_003_50.jpg,0.538858,0.461142,anormal
image_004_65.jpg,0.566849,0.433151,anormal
image_005_13.jpg,0.620436,0.379564,anormal
image_006_4.jpg,0.544569,0.455431,anormal
image_007_5.jpg,0.570273,0.429727,anormal
image_008_116.jpg,0.587110,0.412890,anormal
image_009_125.jpg,0.575305,0.424695,anormal
image_010_41.jpg,0.555655,0.444345,anormal
image_011_214.jpg,0.547738,0.452262,anormal
image_012_56.jpg,0.553965,0.446035,anormal
image_013_71.jpg,0.583035,0.416965,anormal
image_014_59.jpg,0.544945,0.455055,anormal
image_015_209.jpg,0.527450,0.472550,anormal
image_016_82.jpg,0.548099,0.451901,anormal
image_017_93.jpg,0.508204,0.491796,anormal
image_018_120.jpg,0.571440,0.428560,anormal
image_019_168.jpg,0.552372,0.447628,anormal
image_020_10.jpg,0.597744,0.402256,anormal
image_021_26.jpg,0.596188,0.403812,anormal
image_022_55.jpg,0.567066,0.432934,anormal
image_023_103.jpg,0.534681,0.465319,anormal
image_024_200.jpg,0.540980,0.459020,anormal
image_025_99.jpg,0.568425,0.431575,anormal
image_026_146.jpg,0.590934,0.409066,anormal
image_027_32.jpg,0.570063,0.429937,anormal
image_028_96.jpg,0.556626,0.443374,anormal
image_029_217.jpg,0.569974,0.430026,anormal
image_030_219.jpg,0.561033,0.438967,anormal
image_031_49.jpg,0.571324,0.428676,anormal
image_032_39.jpg,0.548464,0.451536,anormal
image_033_187.jpg,0.517588,0.482412,anormal
image_034_36.jpg,0.567561,0.432439,anormal
image_035_160.jpg,0.549897,0.450103,anormal
image_036_25.jpg,0.557319,0.442681,anormal
image_037_178.jpg,0.562433,0.437567,anormal
image_038_95.jpg,0.558231,0.441769,anormal
image_039_12.jpg,0.530509,0.469491,anormal
image_040_16.jpg,0.595872,0.404128,anormal
image_041_108.jpg,0.556709,0.443291,anormal
image_042_63.jpg,0.538092,0.461908,anormal
image_043_54.jpg,0.524421,0.475579,anormal
