filepath,true_label,pred_label,pred_idx,conf,probs_anormal,probs_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,anormal,0,0.9978907704353333,0.9978907704353333,0.002109288237988949
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,anormal,0,0.9920446872711182,0.9920446872711182,0.007955323904752731
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,anormal,0,0.9937452077865601,0.9937452077865601,0.0062547712586820126
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,anormal,0,0.9499893188476562,0.9499893188476562,0.05001072958111763
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,anormal,0,0.9946361184120178,0.9946361184120178,0.0053638252429664135
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,anormal,0,0.9513736963272095,0.9513736963272095,0.04862629622220993
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,anormal,0,0.9763432145118713,0.9763432145118713,0.023656761273741722
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,anormal,0,0.9953373670578003,0.9953373670578003,0.004662578925490379
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,anormal,0,0.9953755140304565,0.9953755140304565,0.004624509252607822
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,anormal,0,0.9771209955215454,0.9771209955215454,0.022878974676132202
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,anormal,0,0.9918089509010315,0.9918089509010315,0.008191066794097424
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,anormal,0,0.9490437507629395,0.9490437507629395,0.05095629021525383
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,anormal,0,0.9880113005638123,0.9880113005638123,0.01198867429047823
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,anormal,0,0.9929417371749878,0.9929417371749878,0.00705829868093133
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,anormal,anormal,0,0.9710482358932495,0.9710482358932495,0.02895173989236355
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,anormal,anormal,0,0.9484321475028992,0.9484321475028992,0.05156783014535904
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,anormal,anormal,0,0.9935587048530579,0.9935587048530579,0.006441311910748482
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,anormal,anormal,0,0.9935050010681152,0.9935050010681152,0.0064949956722557545
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,anormal,anormal,0,0.9820979237556458,0.9820979237556458,0.01790204644203186
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,anormal,anormal,0,0.9939495325088501,0.9939495325088501,0.00605043163523078
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,anormal,anormal,0,0.9962047934532166,0.9962047934532166,0.003795176511630416
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,anormal,anormal,0,0.9285176396369934,0.9285176396369934,0.07148238271474838
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,anormal,anormal,0,0.9913893342018127,0.9913893342018127,0.008610694669187069
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,anormal,anormal,0,0.9631827473640442,0.9631827473640442,0.03681720420718193
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,anormal,anormal,0,0.9375916123390198,0.9375916123390198,0.062408335506916046
../../../data/data_PAPILA/test/anormal/RET190OS.jpg,anormal,cglaucoma,1,0.766144335269928,0.23385566473007202,0.766144335269928
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,anormal,anormal,0,0.9957004189491272,0.9957004189491272,0.004299507942050695
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,anormal,anormal,0,0.7751984000205994,0.7751984000205994,0.22480159997940063
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,anormal,anormal,0,0.9839291572570801,0.9839291572570801,0.016070827841758728
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,anormal,anormal,0,0.9901682138442993,0.9901682138442993,0.009831758216023445
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,anormal,cglaucoma,1,0.5661371350288391,0.4338628947734833,0.5661371350288391
../../../data/data_PAPILA/test/anormal/RET199OD.jpg,anormal,anormal,0,0.9909041523933411,0.9909041523933411,0.009095856919884682
../../../data/data_PAPILA/test/anormal/RET200OD.jpg,anormal,anormal,0,0.9632856249809265,0.9632856249809265,0.03671436756849289
../../../data/data_PAPILA/test/anormal/RET200OS.jpg,anormal,anormal,0,0.9945802092552185,0.9945802092552185,0.005419772118330002
../../../data/data_PAPILA/test/anormal/RET201OD.jpg,anormal,anormal,0,0.9944890737533569,0.9944890737533569,0.0055109360255301
../../../data/data_PAPILA/test/anormal/RET202OD.jpg,anormal,anormal,0,0.9952428936958313,0.9952428936958313,0.004757127724587917
../../../data/data_PAPILA/test/anormal/RET203OD.jpg,anormal,anormal,0,0.9963636994361877,0.9963636994361877,0.0036363271065056324
../../../data/data_PAPILA/test/anormal/RET203OS.jpg,anormal,anormal,0,0.9957467913627625,0.9957467913627625,0.0042531853541731834
../../../data/data_PAPILA/test/anormal/RET210OD.jpg,anormal,anormal,0,0.9884089231491089,0.9884089231491089,0.011591066606342793
../../../data/data_PAPILA/test/anormal/RET211OS.jpg,anormal,anormal,0,0.8839242458343506,0.8839242458343506,0.11607573181390762
../../../data/data_PAPILA/test/anormal/RET212OD.jpg,anormal,anormal,0,0.9956387877464294,0.9956387877464294,0.004361262079328299
../../../data/data_PAPILA/test/anormal/RET213OS.jpg,anormal,anormal,0,0.9910095930099487,0.9910095930099487,0.008990355767309666
../../../data/data_PAPILA/test/anormal/RET216OD.jpg,anormal,anormal,0,0.9883443117141724,0.9883443117141724,0.011655686423182487
../../../data/data_PAPILA/test/anormal/RET216OS.jpg,anormal,anormal,0,0.9913172721862793,0.9913172721862793,0.008682681247591972
../../../data/data_PAPILA/test/anormal/RET220OD.jpg,anormal,cglaucoma,1,0.7348853349685669,0.2651146352291107,0.7348853349685669
../../../data/data_PAPILA/test/anormal/RET220OS.jpg,anormal,anormal,0,0.9972725510597229,0.9972725510597229,0.0027274927124381065
../../../data/data_PAPILA/test/anormal/RET224OD.jpg,anormal,anormal,0,0.7500763535499573,0.7500763535499573,0.24992366135120392
../../../data/data_PAPILA/test/anormal/RET228OS.jpg,anormal,anormal,0,0.989462673664093,0.989462673664093,0.010537290014326572
../../../data/data_PAPILA/test/anormal/RET231OD.jpg,anormal,anormal,0,0.9897630214691162,0.9897630214691162,0.010236921720206738
../../../data/data_PAPILA/test/anormal/RET237OD.jpg,anormal,anormal,0,0.9883348941802979,0.9883348941802979,0.011665082536637783
../../../data/data_PAPILA/test/anormal/RET245OS.jpg,anormal,anormal,0,0.9920927882194519,0.9920927882194519,0.007907180115580559
../../../data/data_PAPILA/test/anormal/RET252OS.jpg,anormal,anormal,0,0.915133535861969,0.915133535861969,0.08486653119325638
../../../data/data_PAPILA/test/anormal/RET253OD.jpg,anormal,anormal,0,0.9929929971694946,0.9929929971694946,0.007007022853940725
../../../data/data_PAPILA/test/anormal/RET253OS.jpg,anormal,anormal,0,0.9960175156593323,0.9960175156593323,0.003982457332313061
../../../data/data_PAPILA/test/anormal/RET256OD.jpg,anormal,anormal,0,0.9837675094604492,0.9837675094604492,0.01623256504535675
../../../data/data_PAPILA/test/anormal/RET258OD.jpg,anormal,anormal,0,0.9670789241790771,0.9670789241790771,0.03292110562324524
../../../data/data_PAPILA/test/anormal/RET259OD.jpg,anormal,anormal,0,0.9777601361274719,0.9777601361274719,0.022239860147237778
../../../data/data_PAPILA/test/anormal/RET261OS.jpg,anormal,anormal,0,0.9947676658630371,0.9947676658630371,0.0052323476411402225
../../../data/data_PAPILA/test/anormal/RET267OD.jpg,anormal,anormal,0,0.9559609293937683,0.9559609293937683,0.044039081782102585
../../../data/data_PAPILA/test/anormal/RET271OS.jpg,anormal,anormal,0,0.9885045886039734,0.9885045886039734,0.011495387181639671
../../../data/data_PAPILA/test/anormal/RET272OD.jpg,anormal,anormal,0,0.9925164580345154,0.9925164580345154,0.00748356943950057
../../../data/data_PAPILA/test/anormal/RET277OS.jpg,anormal,anormal,0,0.9788579344749451,0.9788579344749451,0.02114199846982956
../../../data/data_PAPILA/test/anormal/RET282OD.jpg,anormal,anormal,0,0.9962767958641052,0.9962767958641052,0.003723130328580737
../../../data/data_PAPILA/test/anormal/RET282OS.jpg,anormal,anormal,0,0.9976133108139038,0.9976133108139038,0.002386684762313962
../../../data/data_PAPILA/test/anormal/RET283OS.jpg,anormal,anormal,0,0.9067445993423462,0.9067445993423462,0.0932554379105568
../../../data/data_PAPILA/test/anormal/RET285OS.jpg,anormal,anormal,0,0.9891848564147949,0.9891848564147949,0.010815137065947056
../../../data/data_PAPILA/test/anormal/RET291OD.jpg,anormal,anormal,0,0.9885462522506714,0.9885462522506714,0.011453745886683464
../../../data/data_PAPILA/test/cglaucoma/RET002OD.jpg,cglaucoma,cglaucoma,1,0.9401441216468811,0.059855859726667404,0.9401441216468811
../../../data/data_PAPILA/test/cglaucoma/RET006OS.jpg,cglaucoma,anormal,0,0.986423671245575,0.986423671245575,0.013576318509876728
../../../data/data_PAPILA/test/cglaucoma/RET053OD.jpg,cglaucoma,cglaucoma,1,0.977944552898407,0.022055387496948242,0.977944552898407
../../../data/data_PAPILA/test/cglaucoma/RET066OS.jpg,cglaucoma,cglaucoma,1,0.5638095736503601,0.4361904561519623,0.5638095736503601
../../../data/data_PAPILA/test/cglaucoma/RET089OD.jpg,cglaucoma,anormal,0,0.8227051496505737,0.8227051496505737,0.17729488015174866
../../../data/data_PAPILA/test/cglaucoma/RET091OD.jpg,cglaucoma,cglaucoma,1,0.7749813199043274,0.2250186800956726,0.7749813199043274
../../../data/data_PAPILA/test/cglaucoma/RET102OD.jpg,cglaucoma,anormal,0,0.9946075677871704,0.9946075677871704,0.005392364226281643
../../../data/data_PAPILA/test/cglaucoma/RET106OD.jpg,cglaucoma,cglaucoma,1,0.8860017657279968,0.11399821192026138,0.8860017657279968
../../../data/data_PAPILA/test/cglaucoma/RET114OS.jpg,cglaucoma,anormal,0,0.978019118309021,0.978019118309021,0.02198091149330139
