filename,true_label,predicted_label,true_label_idx,predicted_label_idx,prob_anormal,prob_cglaucoma
anormal/RET027OD.jpg,anormal,anormal,0,0,0.58686584,0.41313416
anormal/RET035OD.jpg,anormal,anormal,0,0,0.5473953,0.45260477
anormal/RET035OS.jpg,anormal,anormal,0,0,0.55208933,0.44791067
anormal/RET096OD.jpg,anormal,anormal,0,0,0.5264149,0.47358516
anormal/RET098OD.jpg,anormal,anormal,0,0,0.5271128,0.47288725
anormal/RET107OD.jpg,anormal,anormal,0,0,0.54292107,0.45707896
anormal/RET129OS.jpg,anormal,anormal,0,0,0.5429834,0.45701662
anormal/RET131OD.jpg,anormal,anormal,0,0,0.5437683,0.4562317
anormal/RET132OD.jpg,anormal,anormal,0,0,0.5664766,0.43352342
anormal/RET133OD.jpg,anormal,anormal,0,0,0.5212131,0.47878686
anormal/RET137OD.jpg,anormal,anormal,0,0,0.5200173,0.47998267
anormal/RET141OS.jpg,anormal,anormal,0,0,0.5184399,0.48156014
anormal/RET146OS.jpg,anormal,anormal,0,0,0.5177011,0.48229894
anormal/RET150OS.jpg,anormal,anormal,0,0,0.51680946,0.48319054
anormal/RET153OS.jpg,anormal,anormal,0,0,0.5252184,0.4747816
anormal/RET163OS.jpg,anormal,anormal,0,0,0.5375919,0.46240813
anormal/RET168OS.jpg,anormal,anormal,0,0,0.51891357,0.4810865
anormal/RET175OD.jpg,anormal,anormal,0,0,0.5160264,0.48397368
anormal/RET177OD.jpg,anormal,anormal,0,0,0.54646564,0.45353433
anormal/RET177OS.jpg,anormal,anormal,0,0,0.54794484,0.45205516
anormal/RET178OD.jpg,anormal,anormal,0,0,0.5445632,0.45543683
anormal/RET181OS.jpg,anormal,anormal,0,0,0.5352785,0.4647215
anormal/RET182OD.jpg,anormal,anormal,0,0,0.5406522,0.45934778
anormal/RET184OD.jpg,anormal,anormal,0,0,0.54112273,0.45887724
anormal/RET184OS.jpg,anormal,anormal,0,0,0.5237494,0.47625065
anormal/RET190OS.jpg,anormal,anormal,0,0,0.567315,0.43268502
anormal/RET191OS.jpg,anormal,anormal,0,0,0.5398684,0.4601316
anormal/RET192OS.jpg,anormal,anormal,0,0,0.53971153,0.46028847
anormal/RET197OD.jpg,anormal,anormal,0,0,0.5482961,0.45170394
anormal/RET198OD.jpg,anormal,anormal,0,0,0.5349407,0.46505928
anormal/RET198OS.jpg,anormal,anormal,0,0,0.53120756,0.46879244
anormal/RET199OD.jpg,anormal,anormal,0,0,0.54703355,0.45296645
anormal/RET200OD.jpg,anormal,anormal,0,0,0.5319751,0.46802494
anormal/RET200OS.jpg,anormal,anormal,0,0,0.577755,0.422245
anormal/RET201OD.jpg,anormal,anormal,0,0,0.56073654,0.43926346
anormal/RET202OD.jpg,anormal,anormal,0,0,0.5284289,0.4715711
anormal/RET203OD.jpg,anormal,anormal,0,0,0.5419162,0.45808384
anormal/RET203OS.jpg,anormal,anormal,0,0,0.5419092,0.45809084
anormal/RET210OD.jpg,anormal,anormal,0,0,0.54107183,0.4589281
anormal/RET211OS.jpg,anormal,anormal,0,0,0.5587049,0.44129506
anormal/RET212OD.jpg,anormal,anormal,0,0,0.5191407,0.4808593
anormal/RET213OS.jpg,anormal,anormal,0,0,0.5181221,0.4818779
anormal/RET216OD.jpg,anormal,anormal,0,0,0.5438057,0.4561943
anormal/RET216OS.jpg,anormal,anormal,0,0,0.5471423,0.45285767
anormal/RET220OD.jpg,anormal,anormal,0,0,0.51933753,0.4806625
anormal/RET220OS.jpg,anormal,anormal,0,0,0.56071925,0.43928075
anormal/RET224OD.jpg,anormal,anormal,0,0,0.5420215,0.45797852
anormal/RET228OS.jpg,anormal,anormal,0,0,0.5326741,0.46732596
anormal/RET231OD.jpg,anormal,anormal,0,0,0.60176206,0.39823788
anormal/RET237OD.jpg,anormal,anormal,0,0,0.5604383,0.43956172
anormal/RET245OS.jpg,anormal,anormal,0,0,0.5437033,0.45629665
anormal/RET252OS.jpg,anormal,anormal,0,0,0.5328549,0.46714506
anormal/RET253OD.jpg,anormal,anormal,0,0,0.55985415,0.44014582
anormal/RET253OS.jpg,anormal,anormal,0,0,0.55657,0.44343
anormal/RET256OD.jpg,anormal,anormal,0,0,0.5178394,0.48216063
anormal/RET258OD.jpg,anormal,anormal,0,0,0.5435737,0.45642638
anormal/RET259OD.jpg,anormal,anormal,0,0,0.522575,0.47742504
anormal/RET261OS.jpg,anormal,anormal,0,0,0.5295798,0.47042015
anormal/RET267OD.jpg,anormal,anormal,0,0,0.5255423,0.47445768
anormal/RET271OS.jpg,anormal,anormal,0,0,0.5248576,0.47514236
anormal/RET272OD.jpg,anormal,anormal,0,0,0.5368789,0.4631211
anormal/RET277OS.jpg,anormal,anormal,0,0,0.5365307,0.46346933
anormal/RET282OD.jpg,anormal,anormal,0,0,0.5397854,0.46021459
anormal/RET282OS.jpg,anormal,anormal,0,0,0.5566038,0.44339618
anormal/RET283OS.jpg,anormal,anormal,0,0,0.53070456,0.4692954
anormal/RET285OS.jpg,anormal,anormal,0,0,0.5437902,0.4562098
anormal/RET291OD.jpg,anormal,anormal,0,0,0.5270907,0.47290924
cglaucoma/RET002OD.jpg,cglaucoma,anormal,1,0,0.5350122,0.46498778
cglaucoma/RET006OS.jpg,cglaucoma,anormal,1,0,0.5168159,0.48318416
cglaucoma/RET053OD.jpg,cglaucoma,anormal,1,0,0.527724,0.47227597
cglaucoma/RET066OS.jpg,cglaucoma,anormal,1,0,0.5220715,0.4779285
cglaucoma/RET089OD.jpg,cglaucoma,anormal,1,0,0.5397287,0.46027127
cglaucoma/RET091OD.jpg,cglaucoma,anormal,1,0,0.5297539,0.47024605
cglaucoma/RET102OD.jpg,cglaucoma,anormal,1,0,0.5431818,0.4568182
cglaucoma/RET106OD.jpg,cglaucoma,anormal,1,0,0.5276898,0.4723102
cglaucoma/RET114OS.jpg,cglaucoma,anormal,1,0,0.5502424,0.44975758
cglaucoma/RET120OD.jpg,cglaucoma,anormal,1,0,0.52860963,0.47139037
cglaucoma/RET120OS.jpg,cglaucoma,anormal,1,0,0.52901185,0.47098815
cglaucoma/RET122OD.jpg,cglaucoma,anormal,1,0,0.52796394,0.47203603
cglaucoma/RET122OS.jpg,cglaucoma,anormal,1,0,0.5245573,0.47544274
cglaucoma/RET276OS.jpg,cglaucoma,anormal,1,0,0.5326193,0.46738073
