filename,true_label,predicted_label,true_label_idx,predicted_label_idx,prob_anormal,prob_cglaucoma
anormal/image_001_170.jpg,anormal,anormal,0,0,0.6066731,0.39332688
anormal/image_002_202.jpg,anormal,anormal,0,0,0.5361078,0.46389222
anormal/image_003_50.jpg,anormal,anormal,0,0,0.6352333,0.36476672
anormal/image_004_65.jpg,anormal,anormal,0,0,0.57488906,0.4251109
anormal/image_005_13.jpg,anormal,anormal,0,0,0.55397666,0.44602337
anormal/image_006_4.jpg,anormal,anormal,0,0,0.6318157,0.36818436
anormal/image_007_5.jpg,anormal,anormal,0,0,0.54759836,0.45240164
anormal/image_008_116.jpg,anormal,anormal,0,0,0.59577376,0.40422624
anormal/image_009_125.jpg,anormal,anormal,0,0,0.6005436,0.3994564
anormal/image_010_41.jpg,anormal,anormal,0,0,0.6287225,0.37127754
anormal/image_011_214.jpg,anormal,anormal,0,0,0.5843427,0.41565722
anormal/image_012_56.jpg,anormal,anormal,0,0,0.61203784,0.38796213
anormal/image_013_71.jpg,anormal,anormal,0,0,0.55619764,0.44380236
anormal/image_014_59.jpg,anormal,anormal,0,0,0.59480435,0.40519562
anormal/image_015_209.jpg,anormal,anormal,0,0,0.58211863,0.4178813
anormal/image_016_82.jpg,anormal,anormal,0,0,0.6200225,0.37997746
anormal/image_017_93.jpg,anormal,anormal,0,0,0.5372158,0.4627842
anormal/image_018_120.jpg,anormal,anormal,0,0,0.61066973,0.3893302
anormal/image_019_168.jpg,anormal,anormal,0,0,0.54058254,0.45941746
anormal/image_020_10.jpg,anormal,anormal,0,0,0.605188,0.39481202
anormal/image_021_26.jpg,anormal,anormal,0,0,0.6040656,0.39593437
anormal/image_022_55.jpg,anormal,anormal,0,0,0.6296431,0.37035695
anormal/image_023_103.jpg,anormal,anormal,0,0,0.62511194,0.3748881
anormal/image_024_200.jpg,anormal,anormal,0,0,0.617828,0.382172
anormal/image_025_99.jpg,anormal,anormal,0,0,0.58505917,0.41494083
anormal/image_026_146.jpg,anormal,anormal,0,0,0.6149474,0.38505265
anormal/image_027_32.jpg,anormal,anormal,0,0,0.59316,0.40684
anormal/image_028_96.jpg,anormal,anormal,0,0,0.57647485,0.4235252
anormal/image_029_217.jpg,anormal,anormal,0,0,0.5862995,0.41370052
anormal/image_030_219.jpg,anormal,anormal,0,0,0.61627984,0.3837202
anormal/image_031_49.jpg,anormal,anormal,0,0,0.58535427,0.41464576
anormal/image_032_39.jpg,anormal,anormal,0,0,0.562158,0.437842
anormal/image_033_187.jpg,anormal,anormal,0,0,0.53580266,0.46419737
anormal/image_034_36.jpg,anormal,anormal,0,0,0.6072115,0.3927885
anormal/image_035_160.jpg,anormal,anormal,0,0,0.5381813,0.4618187
anormal/image_036_25.jpg,anormal,anormal,0,0,0.61776775,0.3822322
anormal/image_037_178.jpg,anormal,anormal,0,0,0.60632163,0.3936784
anormal/image_038_95.jpg,anormal,anormal,0,0,0.54642254,0.45357743
