filename,true_label,predicted_label,true_label_idx,predicted_label_idx,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
anodr/002c21358ce6.png,anodr,anodr,0,0,0.48025674,0.08439619,0.15533772,0.17315322,0.10685619
anodr/005b95c28852.png,anodr,anodr,0,0,0.29238623,0.15144253,0.18568328,0.2111138,0.15937412
anodr/00cc2b75cddd.png,anodr,anodr,0,0,0.33187044,0.1363619,0.18020865,0.20351803,0.14804101
anodr/0182152c50de.png,anodr,anodr,0,0,0.28721943,0.15787505,0.18544267,0.20701557,0.16244721
anodr/02cd34a85b24.png,anodr,anodr,0,0,0.4735627,0.08670812,0.1565375,0.17442252,0.10876926
anodr/03b373718013.png,anodr,anodr,0,0,0.26984456,0.16702072,0.18696423,0.20796819,0.16820234
anodr/04aef84a2cc1.png,anodr,anodr,0,0,0.38399434,0.11303385,0.17293367,0.19837764,0.13166055
anodr/05b1bb2bdb81.png,anodr,anodr,0,0,0.38068506,0.10968796,0.17403787,0.20541431,0.13017477
anodr/07596907347b.png,anodr,anodr,0,0,0.39142212,0.112941064,0.17116494,0.19366033,0.13081151
anodr/07751b94a88a.png,anodr,anodr,0,0,0.3120722,0.14553583,0.1827447,0.20531088,0.15433642
anodr/0790515cf5af.png,anodr,anodr,0,0,0.28192565,0.16100726,0.18588878,0.20684908,0.16432923
anodr/08037e4490e5.png,anodr,anodr,0,0,0.38051575,0.11475879,0.17355713,0.19819734,0.13297105
anodr/0851d6a69589.png,anodr,anodr,0,0,0.3142686,0.14418453,0.18253681,0.20548956,0.15352058
anodr/08b6e3240858.png,anodr,anodr,0,0,0.38386407,0.10833079,0.17351384,0.20512588,0.12916534
anodr/08bef347f40d.png,anodr,anodr,0,0,0.27727187,0.16282709,0.18636681,0.20786454,0.16566968
anodr/08ee569d4721.png,anodr,anodr,0,0,0.34119982,0.13219851,0.17881645,0.20261838,0.14516686
anodr/09237bf783a4.png,anodr,anodr,0,0,0.48630783,0.082689896,0.15401061,0.17173402,0.10525759
anodr/096436d68d06.png,anodr,anodr,0,0,0.39850712,0.10282747,0.17103636,0.20289238,0.1247367
anodr/099021fac3c9.png,anodr,anodr,0,0,0.27797315,0.15924697,0.18696894,0.21151254,0.16429842
anodr/09c8323c612e.png,anodr,anodr,0,0,0.39669025,0.11181661,0.17014107,0.19167778,0.12967432
anodr/0a38b552372d.png,anodr,anodr,0,0,0.39828655,0.11200754,0.17013913,0.18977584,0.12979096
anodr/0a85a1e8f9e9.png,anodr,anodr,0,0,0.42253366,0.0964722,0.16670382,0.1952659,0.11902437
anodr/0babc12807b2.png,anodr,anodr,0,0,0.25324515,0.17512664,0.18837759,0.20984545,0.17340517
anodr/0cbcc7b23613.png,anodr,anodr,0,0,0.38149363,0.10947734,0.1739115,0.2051115,0.13000607
anodr/0cd31078cd08.png,anodr,anodr,0,0,0.46767598,0.08440234,0.15795615,0.18207201,0.10789345
anodr/0ce062f26edc.png,anodr,anodr,0,0,0.4396533,0.08965174,0.16342127,0.19387564,0.11339809
anodr/0cecc2864b7f.png,anodr,anodr,0,0,0.32434663,0.13575882,0.18210275,0.20897871,0.14881304
anodr/0d9a9896f801.png,anodr,anodr,0,0,0.46062896,0.08990527,0.15906084,0.17859957,0.11180533
anodr/0da321efbce6.png,anodr,anodr,0,0,0.290477,0.15242727,0.18586986,0.21121007,0.16001576
anodr/0db1d8dcf219.png,anodr,anodr,0,0,0.26921695,0.16729236,0.1870335,0.20806472,0.16839246
anodr/0e3572b5884a.png,anodr,anodr,0,0,0.47647363,0.08588964,0.15610811,0.17343736,0.10809132
anodr/0ef4c61dc056.png,anodr,anodr,0,0,0.30104613,0.15072538,0.18402588,0.20634909,0.15785348
anodr/0fbbd665431f.png,anodr,anodr,0,0,0.2516842,0.17455459,0.18877187,0.21153326,0.17345609
anodr/0fc6829da85b.png,anodr,anodr,0,0,0.23901205,0.18242072,0.18936399,0.21126913,0.17793417
anodr/1002b5151b8e.png,anodr,anodr,0,0,0.29695332,0.15228099,0.18456043,0.20718443,0.15902084
anodr/103f97a2ab15.png,anodr,anodr,0,0,0.2761921,0.16017476,0.18712339,0.21161962,0.16489014
anodr/10a5026eb8e6.png,anodr,anodr,0,0,0.2359944,0.18475603,0.18942401,0.21071093,0.17911465
anodr/10de500cf0c5.png,anodr,anodr,0,0,0.34075847,0.13011453,0.17931174,0.20544302,0.14437228
anodr/10f10fd30718.png,anodr,anodr,0,0,0.48128334,0.084625974,0.15509395,0.17210428,0.106892385
anodr/12058bbb8299.png,anodr,anodr,0,0,0.3095861,0.14712323,0.18292144,0.2050682,0.15530099
anodr/12bc439d373a.png,anodr,anodr,0,0,0.5365625,0.06816085,0.1433119,0.16018912,0.09177563
anodr/12ef75375322.png,anodr,anodr,0,0,0.34518656,0.13001657,0.1783059,0.20273106,0.14375997
anodr/143db89c11c8.png,anodr,anodr,0,0,0.28555757,0.15862302,0.1855913,0.20726125,0.16296689
anodr/15b21c80cc31.png,anodr,anodr,0,0,0.37780452,0.118517384,0.17320023,0.19555128,0.13492654
anodr/15e24b73d4a7.png,anodr,anodr,0,0,0.43903673,0.0970873,0.16307887,0.18295448,0.11784262
anodr/1633f8291a80.png,anodr,anodr,0,0,0.28570896,0.15806249,0.18566772,0.20780815,0.16275264
anodr/165634a6167e.png,anodr,anodr,0,0,0.42355472,0.09438512,0.16651851,0.19790284,0.11763885
anodr/178412895d5e.png,anodr,anodr,0,0,0.30930948,0.14518875,0.18340188,0.20749557,0.15460438
anodr/186c1835eec5.png,anodr,anodr,0,0,0.44837633,0.09523639,0.16141537,0.17894194,0.11603004
anodr/18b7e34eab8f.png,anodr,anodr,0,0,0.37055093,0.12032499,0.17443989,0.19811325,0.13657098
anodr/18b99159a14f.png,anodr,anodr,0,0,0.4135159,0.10643423,0.16730712,0.18748015,0.1252626
anodr/18ce0cdc473d.png,anodr,anodr,0,0,0.47230208,0.08298452,0.15703164,0.18103571,0.10664597
anodr/1a0dbc6c0cda.png,anodr,anodr,0,0,0.27408403,0.1649242,0.18660548,0.20753333,0.16685294
anodr/1a1e974a7dbf.png,anodr,anodr,0,0,0.5107142,0.07572249,0.14900222,0.16570981,0.0988513
anodr/1c47815f4a6b.png,anodr,anodr,0,0,0.39264017,0.106110625,0.17200202,0.20208585,0.12716134
anodr/1ca62b3e4fd3.png,anodr,anodr,0,0,0.39713404,0.10330435,0.17128426,0.20314324,0.12513414
anodr/1d0b93317aa8.png,anodr,anodr,0,0,0.27935934,0.15845622,0.18685958,0.21151145,0.16381338
anodr/1d3e9b939732.png,anodr,anodr,0,0,0.29572907,0.15359464,0.1845799,0.2064307,0.15966566
anodr/1d74c4713e21.png,anodr,anodr,0,0,0.48048577,0.081428096,0.15539749,0.17766218,0.1050265
anodr/1db0393cdbc1.png,anodr,anodr,0,0,0.46219316,0.085848585,0.15910107,0.18357404,0.109283134
anodr/1df1530b9b8d.png,anodr,anodr,0,0,0.51279217,0.07514271,0.14853172,0.16523848,0.09829494
anodr/1e742358e0b9.png,anodr,anodr,0,0,0.45392233,0.0872344,0.16069748,0.18738887,0.11075694
anodr/1e7ccd4a1c87.png,anodr,anodr,0,0,0.4140647,0.097075924,0.16825594,0.20057252,0.12003094
anodr/1ec95179cdfe.png,anodr,anodr,0,0,0.39731553,0.10347418,0.17121519,0.20278518,0.12520994
anodr/1f31701dd61b.png,anodr,anodr,0,0,0.26852137,0.16781136,0.18706204,0.20793726,0.16866796
anodr/1f5496352859.png,anodr,anodr,0,0,0.35786647,0.12320066,0.17681958,0.20275658,0.1393567
anodr/218c822a3dd9.png,anodr,anodr,0,0,0.49523947,0.0751075,0.15227658,0.1776878,0.09968871
anodr/224c14366e11.png,anodr,anodr,0,0,0.3579139,0.12488892,0.1765034,0.20060785,0.14008594
anodr/226c6ceb9185.png,anodr,anodr,0,0,0.25976133,0.16976492,0.18828738,0.2115493,0.17063707
anodr/237aa50edc34.png,anodr,anodr,0,0,0.39147148,0.10565958,0.17222716,0.20365854,0.12698323
anodr/248dec89b3a2.png,anodr,anodr,0,0,0.47733667,0.08117507,0.15604351,0.1803394,0.10510527
anodr/253e96488cfb.png,anodr,anodr,0,0,0.24492233,0.17931397,0.18899496,0.21074583,0.17602293
anodr/2682e6da9050.png,anodr,anodr,0,0,0.28325924,0.15624057,0.18653323,0.21152176,0.1624452
