filename,pred_label,pred_index,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
002c21358ce6.png,anodr,0,0.891327,0.042624,0.024269,0.021522,0.020258
005b95c28852.png,anodr,0,0.895123,0.038681,0.022884,0.022607,0.020705
00cc2b75cddd.png,anodr,0,0.878847,0.054661,0.026552,0.019741,0.020200
0182152c50de.png,anodr,0,0.882782,0.050270,0.026554,0.020379,0.020015
02cd34a85b24.png,anodr,0,0.882746,0.049935,0.026709,0.020538,0.020072
03b373718013.png,anodr,0,0.882078,0.051741,0.026096,0.020028,0.020057
04aef84a2cc1.png,anodr,0,0.893019,0.040640,0.024126,0.021988,0.020227
05b1bb2bdb81.png,anodr,0,0.893323,0.038982,0.024371,0.022961,0.020363
07596907347b.png,anodr,0,0.888357,0.046097,0.024617,0.020689,0.020239
07751b94a88a.png,anodr,0,0.890734,0.044104,0.023888,0.021010,0.020264
0790515cf5af.png,cmoderatedr,2,0.088222,0.319488,0.535042,0.020766,0.036481
08037e4490e5.png,anodr,0,0.892684,0.041049,0.024093,0.021916,0.020259
0851d6a69589.png,anodr,0,0.879712,0.053760,0.026578,0.019780,0.020170
08b6e3240858.png,anodr,0,0.889283,0.042865,0.025574,0.022046,0.020231
08bef347f40d.png,bmilddr,1,0.345236,0.354979,0.244689,0.019429,0.035666
08ee569d4721.png,anodr,0,0.886816,0.046962,0.025293,0.020775,0.020155
09237bf783a4.png,anodr,0,0.891183,0.043874,0.023691,0.020918,0.020334
096436d68d06.png,anodr,0,0.890057,0.041254,0.025911,0.022677,0.020101
099021fac3c9.png,anodr,0,0.890124,0.043322,0.024787,0.021388,0.020379
09c8323c612e.png,anodr,0,0.889796,0.044954,0.024133,0.020865,0.020252
0a38b552372d.png,anodr,0,0.889104,0.044842,0.024722,0.021115,0.020217
0a85a1e8f9e9.png,anodr,0,0.892024,0.039616,0.025317,0.022839,0.020204
0babc12807b2.png,bmilddr,1,0.065676,0.748147,0.113499,0.024452,0.048226
0cbcc7b23613.png,anodr,0,0.886040,0.045049,0.027045,0.021816,0.020049
0cd31078cd08.png,anodr,0,0.891848,0.041789,0.024414,0.021788,0.020161
0ce062f26edc.png,anodr,0,0.889913,0.044659,0.024313,0.020929,0.020186
0cecc2864b7f.png,anodr,0,0.884509,0.049852,0.025325,0.020122,0.020191
0d9a9896f801.png,anodr,0,0.881158,0.052004,0.026609,0.020085,0.020144
0da321efbce6.png,anodr,0,0.881750,0.053112,0.025382,0.019499,0.020256
0db1d8dcf219.png,anodr,0,0.893023,0.041090,0.023833,0.021817,0.020237
0e3572b5884a.png,anodr,0,0.889742,0.044645,0.024475,0.020945,0.020192
0ef4c61dc056.png,anodr,0,0.882810,0.052141,0.025141,0.019657,0.020251
0fbbd665431f.png,anodr,0,0.870294,0.062036,0.028402,0.019059,0.020209
0fc6829da85b.png,anodr,0,0.894162,0.038734,0.023805,0.022826,0.020471
1002b5151b8e.png,anodr,0,0.893792,0.040055,0.023796,0.022093,0.020264
103f97a2ab15.png,bmilddr,1,0.154458,0.639897,0.156202,0.018474,0.030969
10a5026eb8e6.png,anodr,0,0.893781,0.038888,0.024111,0.022817,0.020403
10de500cf0c5.png,anodr,0,0.894395,0.039896,0.023328,0.022044,0.020337
10f10fd30718.png,anodr,0,0.889980,0.044526,0.024244,0.021012,0.020237
12058bbb8299.png,anodr,0,0.887876,0.046258,0.024797,0.020860,0.020209
12bc439d373a.png,anodr,0,0.890684,0.043700,0.024110,0.021214,0.020292
12ef75375322.png,anodr,0,0.884435,0.049267,0.025810,0.020358,0.020130
143db89c11c8.png,anodr,0,0.882041,0.051379,0.026389,0.020164,0.020027
15b21c80cc31.png,anodr,0,0.886779,0.047476,0.025009,0.020552,0.020184
15e24b73d4a7.png,anodr,0,0.881841,0.051358,0.026422,0.020278,0.020101
1633f8291a80.png,anodr,0,0.891909,0.042053,0.024214,0.021663,0.020162
165634a6167e.png,anodr,0,0.891421,0.040164,0.025312,0.022823,0.020280
178412895d5e.png,anodr,0,0.893058,0.039517,0.024627,0.022511,0.020287
186c1835eec5.png,anodr,0,0.887649,0.046416,0.025046,0.020774,0.020115
18b7e34eab8f.png,anodr,0,0.885749,0.048549,0.025164,0.020388,0.020151
18b99159a14f.png,anodr,0,0.890650,0.044278,0.023805,0.020946,0.020321
18ce0cdc473d.png,anodr,0,0.886188,0.046120,0.026256,0.021335,0.020102
1a0dbc6c0cda.png,bmilddr,1,0.175245,0.613760,0.161522,0.017292,0.032181
1a1e974a7dbf.png,anodr,0,0.891998,0.042278,0.023864,0.021517,0.020342
1c47815f4a6b.png,cmoderatedr,2,0.141395,0.367311,0.431111,0.021696,0.038488
1ca62b3e4fd3.png,anodr,0,0.890189,0.042967,0.024740,0.021833,0.020271
1d0b93317aa8.png,anodr,0,0.890110,0.043332,0.024774,0.021535,0.020250
1d3e9b939732.png,anodr,0,0.888154,0.046149,0.024696,0.020826,0.020176
1d74c4713e21.png,anodr,0,0.893256,0.040463,0.023898,0.022102,0.020282
1db0393cdbc1.png,anodr,0,0.894236,0.039918,0.023392,0.022040,0.020413
1df1530b9b8d.png,anodr,0,0.537126,0.299248,0.115497,0.017797,0.030332
1e742358e0b9.png,anodr,0,0.878050,0.053822,0.027814,0.020112,0.020201
1e7ccd4a1c87.png,anodr,0,0.895607,0.037658,0.022897,0.023020,0.020817
1ec95179cdfe.png,anodr,0,0.882385,0.051871,0.025662,0.019840,0.020241
1f31701dd61b.png,anodr,0,0.887813,0.045627,0.025495,0.021084,0.019982
1f5496352859.png,anodr,0,0.894463,0.039715,0.023410,0.022024,0.020389
218c822a3dd9.png,anodr,0,0.889596,0.041389,0.026050,0.022776,0.020189
224c14366e11.png,anodr,0,0.889200,0.045100,0.024508,0.020953,0.020239
226c6ceb9185.png,anodr,0,0.877295,0.053708,0.028491,0.020233,0.020272
237aa50edc34.png,anodr,0,0.881449,0.051777,0.026423,0.020131,0.020220
248dec89b3a2.png,anodr,0,0.893974,0.040073,0.023592,0.022033,0.020328
253e96488cfb.png,bmilddr,1,0.097024,0.801343,0.047587,0.019349,0.034697
2682e6da9050.png,anodr,0,0.894499,0.038996,0.023491,0.022525,0.020489
27933cdbe0cc.png,bmilddr,1,0.199633,0.508040,0.240099,0.017316,0.034912
283c3aeba594.png,anodr,0,0.893716,0.039745,0.023863,0.022374,0.020302
28503940d10b.png,anodr,0,0.885369,0.048050,0.025699,0.020700,0.020181
28f73575e1f2.png,anodr,0,0.894460,0.039715,0.023410,0.022067,0.020349
2923971566fe.png,bmilddr,1,0.099839,0.797273,0.049569,0.019516,0.033803
2927665214e1.png,anodr,0,0.887471,0.045978,0.025423,0.021076,0.020052
29a13e666266.png,cmoderatedr,2,0.069629,0.387221,0.478154,0.021931,0.043065
2a4520f1f9a3.png,anodr,0,0.891666,0.042714,0.023902,0.021384,0.020335
2b4c7b5f1f1e.png,anodr,0,0.879173,0.053586,0.027365,0.019807,0.020069
2b5bb6d33959.png,anodr,0,0.893426,0.041033,0.023474,0.021742,0.020325
2bb3c492d6d3.png,anodr,0,0.890932,0.041084,0.025286,0.022479,0.020219
2c8101f14723.png,anodr,0,0.890801,0.043503,0.024231,0.021259,0.020206
2c827005b8f8.png,anodr,0,0.893215,0.041588,0.023354,0.021463,0.020380
2cacdb0dffae.png,anodr,0,0.891259,0.043277,0.023961,0.021228,0.020276
2cdcc910778d.png,anodr,0,0.893224,0.041119,0.023641,0.021695,0.020321
2d04cead4d3a.png,anodr,0,0.894991,0.039237,0.023072,0.022210,0.020490
2d07162a13b1.png,cmoderatedr,2,0.028456,0.068413,0.844710,0.028070,0.030351
2db0cd3e30da.png,anodr,0,0.894822,0.037810,0.023591,0.023271,0.020507
2dc647e00ad3.png,anodr,0,0.894908,0.038259,0.023479,0.022845,0.020509
2dd28ac497d2.png,anodr,0,0.884192,0.049329,0.025854,0.020432,0.020194
2ef10194e80d.png,anodr,0,0.892775,0.041350,0.023861,0.021684,0.020330
2ef4a04aed1b.png,anodr,0,0.891563,0.042975,0.023841,0.021319,0.020303
2ef955d6d9ff.png,anodr,0,0.891484,0.042274,0.024356,0.021674,0.020212
2f143453bb71.png,anodr,0,0.893122,0.039126,0.024425,0.022979,0.020348
2f7fbdcc9a4b.png,anodr,0,0.892953,0.040777,0.023971,0.021965,0.020334
2fefb720869a.png,anodr,0,0.892838,0.040548,0.024144,0.022178,0.020292
3286073a976e.png,anodr,0,0.884876,0.049906,0.024907,0.020013,0.020298
331121c65e88.png,anodr,0,0.893748,0.040215,0.023760,0.021985,0.020293
33b91def2035.png,anodr,0,0.893430,0.040486,0.023728,0.022041,0.020315
33b978734eab.png,anodr,0,0.893093,0.040456,0.023975,0.022119,0.020357
345b1f0abbba.png,anodr,0,0.893288,0.038564,0.024669,0.023186,0.020292
348598d01e18.png,anodr,0,0.883426,0.051296,0.025208,0.019844,0.020226
35362d43e753.png,anodr,0,0.883532,0.049512,0.026318,0.020577,0.020061
35ac70c0d08f.png,anodr,0,0.887027,0.047345,0.024931,0.020558,0.020140
35df2bc6ae95.png,anodr,0,0.888932,0.045668,0.024334,0.020804,0.020262
360832d84ce0.png,anodr,0,0.887633,0.046828,0.024394,0.020794,0.020352
37c523296d42.png,anodr,0,0.886077,0.047773,0.025395,0.020636,0.020119
387138ddf43d.png,anodr,0,0.872709,0.060228,0.027726,0.019131,0.020206
389552047476.png,anodr,0,0.853883,0.072025,0.034093,0.019199,0.020800
393fa5a023a5.png,anodr,0,0.883590,0.050195,0.025962,0.020220,0.020033
3a4cfea0a766.png,anodr,0,0.892552,0.041360,0.024090,0.021763,0.020236
3b2b91590590.png,anodr,0,0.887549,0.046655,0.024884,0.020670,0.020241
3bf2deaa5ef0.png,anodr,0,0.891607,0.043330,0.023668,0.021071,0.020323
3bf3085ac167.png,anodr,0,0.893200,0.041648,0.023252,0.021441,0.020459
3c42512c81e0.png,anodr,0,0.881137,0.051634,0.026961,0.020223,0.020046
3ce2f8a77a32.png,anodr,0,0.891634,0.041855,0.024468,0.021847,0.020195
3f0d3629d69e.png,anodr,0,0.894886,0.039051,0.023341,0.022294,0.020428
3f44d749cd0b.png,bmilddr,1,0.094402,0.803060,0.046380,0.019754,0.036404
3f6c627e2ff2.png,anodr,0,0.888257,0.046360,0.024518,0.020687,0.020178
3fd45879afe6.png,anodr,0,0.888582,0.045112,0.024974,0.021185,0.020146
401fdfd0db07.png,anodr,0,0.893249,0.041030,0.023573,0.021738,0.020411
41345cec5957.png,anodr,0,0.887214,0.045646,0.025790,0.021215,0.020135
415d5c5e785f.png,anodr,0,0.888040,0.045969,0.024983,0.020885,0.020124
41ab357d103f.png,anodr,0,0.894044,0.040346,0.023387,0.021863,0.020359
4276b82e4489.png,anodr,0,0.889432,0.044067,0.024998,0.021288,0.020215
42b9c1977681.png,anodr,0,0.889104,0.045305,0.024506,0.020869,0.020217
42c65af5ab16.png,anodr,0,0.891025,0.042418,0.024631,0.021705,0.020221
436e7a7af761.png,anodr,0,0.890514,0.042192,0.025041,0.022034,0.020219
43823561c3f0.png,anodr,0,0.892563,0.040923,0.024398,0.021870,0.020246
43bc7c066dfb.png,anodr,0,0.885302,0.048217,0.025823,0.020518,0.020140
445a8a6da55c.png,anodr,0,0.545102,0.284179,0.121592,0.018435,0.030693
44a4d04162cc.png,anodr,0,0.887044,0.046960,0.025078,0.020679,0.020239
44a86263117b.png,anodr,0,0.888971,0.045545,0.024466,0.020805,0.020214
4554062fa836.png,anodr,0,0.888737,0.045175,0.024833,0.021086,0.020169
475300735b7f.png,anodr,0,0.891347,0.043477,0.023742,0.021127,0.020308
478fc46eaa49.png,anodr,0,0.880994,0.052718,0.026281,0.019867,0.020140
4826d10030b3.png,anodr,0,0.891685,0.042150,0.024231,0.021678,0.020256
4a05f81b3aba.png,anodr,0,0.875321,0.058343,0.026980,0.019169,0.020187
4a4cb731f91a.png,anodr,0,0.891869,0.042226,0.024095,0.021619,0.020191
4a589edaea60.png,anodr,0,0.861362,0.066983,0.031947,0.019292,0.020416
4ad8d3ec8789.png,anodr,0,0.892683,0.040999,0.024093,0.021937,0.020288
4d1e7def7624.png,anodr,0,0.886916,0.045381,0.026354,0.021270,0.020079
4dd4a4bf2421.png,anodr,0,0.888821,0.045490,0.024666,0.020842,0.020181
4e1e252317b5.png,anodr,0,0.886901,0.047292,0.025086,0.020555,0.020167
4fd5ec0dca09.png,anodr,0,0.886728,0.045884,0.026118,0.021244,0.020026
500aad15b7c8.png,anodr,0,0.893942,0.039629,0.023765,0.022249,0.020417
501c319f7a9f.png,anodr,0,0.887721,0.046681,0.024768,0.020634,0.020195
504a69096fcb.png,anodr,0,0.892549,0.042278,0.023405,0.021363,0.020405
5069feccd866.png,anodr,0,0.891424,0.042853,0.024165,0.021357,0.020201
50915e2329a1.png,anodr,0,0.890955,0.042648,0.024701,0.021555,0.020141
50916d67bb51.png,anodr,0,0.885836,0.048281,0.025289,0.020470,0.020123
50d8249f7bc9.png,anodr,0,0.893335,0.040784,0.023691,0.021867,0.020323
50ddd7d976df.png,anodr,0,0.890584,0.041476,0.025350,0.022448,0.020142
521b5377a727.png,anodr,0,0.879707,0.054464,0.026127,0.019492,0.020209
5257cb536da2.png,anodr,0,0.887210,0.047337,0.024718,0.020522,0.020213
5299a532f0e0.png,anodr,0,0.883830,0.050122,0.025667,0.020245,0.020136
52edbe29d655.png,anodr,0,0.864994,0.066392,0.029282,0.018869,0.020462
5321ab64f9ea.png,anodr,0,0.890513,0.044163,0.024011,0.021004,0.020308
53c874dbc594.png,anodr,0,0.888830,0.044058,0.025449,0.021462,0.020201
54038e56131d.png,anodr,0,0.891212,0.043364,0.023901,0.021248,0.020275
54f57cf26126.png,anodr,0,0.893144,0.040261,0.024035,0.022251,0.020309
5511f114e7ee.png,anodr,0,0.895085,0.039534,0.022883,0.021975,0.020523
555d0bef3c5b.png,anodr,0,0.890412,0.043895,0.024280,0.021167,0.020247
55f7f018c61c.png,anodr,0,0.893050,0.039914,0.024280,0.022488,0.020267
568455854a11.png,anodr,0,0.892585,0.041291,0.024067,0.021870,0.020187
586f5c56081e.png,anodr,0,0.887685,0.046799,0.024828,0.020553,0.020135
58a9e0d7f7af.png,anodr,0,0.887281,0.046767,0.024962,0.020765,0.020225
58eb3809f456.png,anodr,0,0.889888,0.043416,0.025072,0.021487,0.020136
58f07741ee3b.png,anodr,0,0.894341,0.039550,0.023487,0.022237,0.020386
59928f999ae7.png,anodr,0,0.893494,0.040429,0.023822,0.021957,0.020297
5995321563b7.png,anodr,0,0.889510,0.045182,0.024255,0.020817,0.020236
59bd19c1c5bb.png,anodr,0,0.889060,0.045380,0.024397,0.020888,0.020275
5a27b9b2a9c1.png,anodr,0,0.883003,0.051022,0.025907,0.020010,0.020059
5b1c4cefeb24.png,anodr,0,0.890799,0.042036,0.024951,0.021998,0.020216
5b994ff78547.png,anodr,0,0.888743,0.045675,0.024604,0.020779,0.020199
5ba156a35ff2.png,anodr,0,0.890455,0.043391,0.024519,0.021417,0.020218
5baed382f062.png,anodr,0,0.885998,0.046676,0.026250,0.020959,0.020117
5c85d22bd0de.png,anodr,0,0.857435,0.069724,0.032988,0.019129,0.020724
5ca73d28f17f.png,anodr,0,0.892694,0.041034,0.024023,0.021980,0.020269
5cbe88914a72.png,anodr,0,0.883904,0.050313,0.025507,0.020089,0.020187
5d4e5fd34d91.png,anodr,0,0.885056,0.048718,0.025540,0.020492,0.020194
5de4615a5161.png,anodr,0,0.883892,0.050806,0.025221,0.019855,0.020226
5e505e25cd3e.png,anodr,0,0.894839,0.039168,0.023420,0.022206,0.020367
5e97cb2b0888.png,anodr,0,0.876034,0.058106,0.026583,0.019073,0.020204
5f6db235c04d.png,anodr,0,0.887162,0.046201,0.025476,0.021028,0.020133
609be3ca5ddf.png,anodr,0,0.883343,0.050728,0.025728,0.020037,0.020165
60aa4e649abf.png,anodr,0,0.894600,0.039091,0.023118,0.022549,0.020642
6180920bc224.png,anodr,0,0.873585,0.055618,0.030482,0.020226,0.020088
61a62b1dcc36.png,anodr,0,0.891452,0.042247,0.024355,0.021715,0.020231
61da799bf0aa.png,bmilddr,1,0.361565,0.373043,0.212242,0.020458,0.032692
628b581aa905.png,anodr,0,0.894633,0.039183,0.023403,0.022419,0.020363
6294b378d09f.png,anodr,0,0.892498,0.041015,0.024230,0.022061,0.020195
633fe9dbaf39.png,anodr,0,0.886613,0.045156,0.026552,0.021597,0.020082
63b71347e95d.png,anodr,0,0.887473,0.046862,0.024907,0.020608,0.020150
63e041a757eb.png,anodr,0,0.893856,0.039273,0.023996,0.022531,0.020345
6504b703c429.png,anodr,0,0.875433,0.057334,0.027610,0.019493,0.020131
65a3b13ad9a0.png,bmilddr,1,0.067195,0.550391,0.313603,0.023211,0.045600
65a7fe9482fe.png,anodr,0,0.890168,0.044071,0.024237,0.021244,0.020281
65dda202653d.png,anodr,0,0.882702,0.048178,0.027569,0.021460,0.020091
66393d8c60ba.png,anodr,0,0.886430,0.047457,0.025183,0.020685,0.020245
66b88a4bc474.png,anodr,0,0.894530,0.040029,0.023184,0.021897,0.020360
68ddb15a74de.png,anodr,0,0.888261,0.046290,0.024554,0.020707,0.020188
69b3a00927fc.png,anodr,0,0.882469,0.051674,0.025665,0.019939,0.020253
69c4cbb630de.png,anodr,0,0.893002,0.041114,0.023728,0.021881,0.020276
6a2642131e4a.png,anodr,0,0.891494,0.043146,0.023897,0.021172,0.020291
6a57a3db3eff.png,anodr,0,0.892492,0.042070,0.023749,0.021424,0.020264
6a905a7202d2.png,anodr,0,0.876777,0.054785,0.028006,0.020182,0.020251
6b30767595d8.png,anodr,0,0.892932,0.040870,0.024029,0.021815,0.020354
6b66b0e86f7e.png,anodr,0,0.892118,0.042496,0.023739,0.021332,0.020315
6bf2a81a5d91.png,anodr,0,0.893863,0.040392,0.023486,0.021945,0.020315
6c6505a0c637.png,anodr,0,0.887791,0.045659,0.025469,0.021002,0.020079
