filename,score_a_noamd,score_b_amd,pred_class,pred_index,true_class,true_index
1018113_21015_1_0.png,0.960988,0.039012,a_noamd,0,a_noamd,0
1020777_21015_1_0.png,0.961678,0.038322,a_noamd,0,a_noamd,0
1026486_21016_0_0.png,0.959988,0.040012,a_noamd,0,a_noamd,0
1036537_21016_0_0.png,0.960100,0.039900,a_noamd,0,a_noamd,0
1039702_21015_1_0.png,0.958886,0.041114,a_noamd,0,a_noamd,0
1046092_21015_0_0.png,0.961822,0.038178,a_noamd,0,a_noamd,0
1064334_21016_0_0.png,0.046206,0.953794,b_amd,1,a_noamd,0
1103313_21016_0_0.png,0.042922,0.957078,b_amd,1,a_noamd,0
1107730_21015_0_0.png,0.957557,0.042444,a_noamd,0,a_noamd,0
1134266_21015_0_0.png,0.962743,0.037257,a_noamd,0,a_noamd,0
1167873_21016_0_0.png,0.957596,0.042404,a_noamd,0,a_noamd,0
1169358_21015_1_0.png,0.957952,0.042048,a_noamd,0,a_noamd,0
1170584_21016_0_0.png,0.961316,0.038683,a_noamd,0,a_noamd,0
1175155_21016_0_0.png,0.953535,0.046465,a_noamd,0,a_noamd,0
1178859_21016_0_0.png,0.961244,0.038756,a_noamd,0,a_noamd,0
1184375_21016_1_0.png,0.045395,0.954605,b_amd,1,a_noamd,0
1186967_21016_0_0.png,0.954816,0.045184,a_noamd,0,a_noamd,0
1197089_21016_0_0.png,0.919859,0.080141,a_noamd,0,a_noamd,0
1197343_21015_0_0.png,0.955940,0.044060,a_noamd,0,a_noamd,0
1220742_21016_0_0.png,0.961642,0.038358,a_noamd,0,a_noamd,0
1223318_21016_0_0.png,0.958924,0.041076,a_noamd,0,a_noamd,0
1230171_21016_0_0.png,0.944995,0.055005,a_noamd,0,a_noamd,0
1250082_21016_0_0.png,0.962214,0.037786,a_noamd,0,a_noamd,0
1260458_21016_0_0.png,0.947186,0.052814,a_noamd,0,a_noamd,0
1261685_21016_0_0.png,0.961498,0.038502,a_noamd,0,a_noamd,0
1267094_21016_0_0.png,0.964119,0.035881,a_noamd,0,a_noamd,0
1275770_21015_0_0.png,0.955610,0.044390,a_noamd,0,a_noamd,0
1322575_21016_0_0.png,0.958148,0.041852,a_noamd,0,a_noamd,0
1330933_21015_0_0.png,0.952220,0.047780,a_noamd,0,a_noamd,0
1334474_21015_0_0.png,0.956431,0.043569,a_noamd,0,a_noamd,0
1346072_21016_0_0.png,0.067301,0.932699,b_amd,1,a_noamd,0
1350271_21016_0_0.png,0.957477,0.042523,a_noamd,0,a_noamd,0
1359631_21015_1_0.png,0.955569,0.044431,a_noamd,0,a_noamd,0
1372500_21016_0_0.png,0.056029,0.943971,b_amd,1,a_noamd,0
1407787_21015_1_0.png,0.959535,0.040465,a_noamd,0,a_noamd,0
1412963_21015_0_0.png,0.961025,0.038975,a_noamd,0,a_noamd,0
1429525_21016_0_0.png,0.955940,0.044060,a_noamd,0,a_noamd,0
1434744_21016_0_0.png,0.129238,0.870762,b_amd,1,a_noamd,0
1438121_21015_0_0.png,0.959116,0.040884,a_noamd,0,a_noamd,0
1438217_21016_0_0.png,0.961750,0.038250,a_noamd,0,a_noamd,0
1465849_21015_0_0.png,0.956553,0.043447,a_noamd,0,a_noamd,0
1486263_21015_0_0.png,0.959193,0.040807,a_noamd,0,a_noamd,0
1494464_21015_0_0.png,0.957912,0.042088,a_noamd,0,a_noamd,0
1495365_21015_1_0.png,0.956594,0.043406,a_noamd,0,a_noamd,0
1495979_21015_1_0.png,0.959421,0.040579,a_noamd,0,a_noamd,0
1499051_21015_0_0.png,0.958030,0.041970,a_noamd,0,a_noamd,0
1499671_21016_0_1.png,0.954942,0.045058,a_noamd,0,a_noamd,0
1506781_21016_0_0.png,0.960473,0.039527,a_noamd,0,a_noamd,0
