image,anormal_prob,cglaucoma_prob,prediction
RET027OD.jpg,0.6608840823173523,0.3391159474849701,anormal
RET035OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET035OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET096OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET098OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET107OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET129OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET131OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET132OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET133OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET137OD.jpg,0.6607746481895447,0.3392254114151001,anormal
RET141OS.jpg,0.6607746481895447,0.3392254114151001,anormal
RET146OS.jpg,0.6608840823173523,0.3391159474849701,anormal
RET150OS.jpg,0.6608840823173523,0.3391159474849701,anormal
RET153OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET163OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET168OS.jpg,0.6608840823173523,0.3391159474849701,anormal
RET175OD.jpg,0.6608840823173523,0.3391159474849701,anormal
RET177OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET177OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET178OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET181OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET182OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET184OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET184OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET190OS.jpg,0.6608840823173523,0.3391159474849701,anormal
RET191OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET192OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET197OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET198OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET198OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET199OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET200OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET200OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET201OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET202OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET203OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET203OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET210OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET211OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET212OD.jpg,0.6608840823173523,0.3391159474849701,anormal
RET213OS.jpg,0.6608840823173523,0.3391159474849701,anormal
RET216OD.jpg,0.6608840823173523,0.3391159474849701,anormal
RET216OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET220OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET220OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET224OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET228OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET231OD.jpg,0.6607746481895447,0.3392254114151001,anormal
RET237OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET245OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET252OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET253OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET253OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET256OD.jpg,0.6608840823173523,0.3391159474849701,anormal
RET258OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET259OD.jpg,0.6608840823173523,0.3391159474849701,anormal
RET261OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET267OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET271OS.jpg,0.6608840823173523,0.3391159474849701,anormal
RET272OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET277OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET282OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET282OS.jpg,0.6608840823173523,0.3391159474849701,anormal
RET283OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET285OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET291OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET002OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET006OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET053OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET066OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET089OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET091OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET102OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET106OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET114OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET120OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET120OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET122OD.jpg,0.6609934568405151,0.3390065133571625,anormal
RET122OS.jpg,0.6609934568405151,0.3390065133571625,anormal
RET276OS.jpg,0.6609934568405151,0.3390065133571625,anormal
