image,anodr_prob,bmilddr_prob,cmoderatedr_prob,dseveredr_prob,eproliferativedr_prob,prediction
20051020_43808_0100_PP_967.png,0.897631049156189,0.030625389888882637,0.027681250125169754,0.02058100514113903,0.023481301963329315,anodr
20051020_44261_0100_PP_1191.png,0.8072479963302612,0.04470459371805191,0.08740989118814468,0.02669433131814003,0.03394310176372528,anodr
20051020_44284_0100_PP_502.png,0.8232619762420654,0.04053006321191788,0.07873646914958954,0.025674570351839066,0.031796880066394806,anodr
20051020_44338_0100_PP_547.png,0.7310401201248169,0.0594242699444294,0.1265443116426468,0.034157827496528625,0.04883335903286934,anodr
20051020_44400_0100_PP_920.png,0.8695220351219177,0.03856021538376808,0.04499349370598793,0.020409299060702324,0.026514964178204536,anodr
20051020_44431_0100_PP_514.png,0.7707152366638184,0.05515304580330849,0.10138007998466492,0.02965131588280201,0.043100301176309586,anodr
20051020_44692_0100_PP_419.png,0.8941727876663208,0.032301004976034164,0.02942476235330105,0.02034216746687889,0.02375918999314308,anodr
20051020_44714_0100_PP_1199.png,0.8913063406944275,0.032497551292181015,0.032608818262815475,0.01990419067442417,0.02368302457034588,anodr
20051020_44982_0100_PP_486.png,0.8949733972549438,0.03159642592072487,0.029944121837615967,0.02014283649623394,0.023343291133642197,anodr
20051020_56791_0100_PP_1185.png,0.8949446678161621,0.03232888504862785,0.028796058148145676,0.02051941119134426,0.02341102808713913,anodr
20051020_57157_0100_PP_971.png,0.8951900005340576,0.03255956619977951,0.027808906510472298,0.020909424871206284,0.023532070219516754,anodr
20051020_57967_0100_PP_829.png,0.8987367153167725,0.0302024707198143,0.026381680741906166,0.0210538599640131,0.02362530305981636,anodr
20051020_58065_0100_PP_561.png,0.677553117275238,0.05553553253412247,0.17229793965816498,0.0435265377163887,0.05108683928847313,anodr
20051020_61757_0100_PP_484.png,0.8989498615264893,0.0301654152572155,0.025228770449757576,0.02176981046795845,0.023886121809482574,anodr
20051020_62461_0100_PP_76.png,0.8883300423622131,0.034477949142456055,0.03369571641087532,0.019915372133255005,0.023580901324748993,anodr
20051020_62510_0100_PP_106.png,0.87970370054245,0.03581666201353073,0.04046686738729477,0.01989607885479927,0.024116722866892815,anodr
20051020_62577_0100_PP_479.png,0.8973203301429749,0.031233860179781914,0.026754900813102722,0.02110295183956623,0.023588070645928383,anodr
20051020_62615_0100_PP_294.png,0.8973455429077148,0.030976539477705956,0.027903102338314056,0.020574459806084633,0.02320035547018051,anodr
20051020_63269_0100_PP_1183.png,0.8945031762123108,0.032582275569438934,0.02825273759663105,0.020730789750814438,0.023931000381708145,anodr
20051020_63337_0100_PP_471.png,0.8707228302955627,0.037097956985235214,0.04534253478050232,0.020517472177743912,0.026319239288568497,anodr
20051020_64249_0100_PP_1004.png,0.898571789264679,0.03037438355386257,0.02684459462761879,0.02088618278503418,0.02332298643887043,anodr
20051020_64388_0100_PP_1194.png,0.8979466557502747,0.03095191717147827,0.026000572368502617,0.021450236439704895,0.02365068346261978,anodr
20051020_64653_0100_PP_124.png,0.886715292930603,0.03128959983587265,0.037540286779403687,0.019763030111789703,0.024691753089427948,anodr
