image,anodr_prob,bmilddr_prob,cmoderatedr_prob,dseveredr_prob,eproliferativedr_prob,prediction
002c21358ce6.png,0.8947322964668274,0.032990895211696625,0.027337057515978813,0.021165741607546806,0.023774055764079094,anodr
005b95c28852.png,0.8993967771530151,0.02975606359541416,0.025789475068449974,0.021276084706187248,0.023781592026352882,anodr
00cc2b75cddd.png,0.892467200756073,0.03347459062933922,0.030182763934135437,0.02032320201396942,0.023552317172288895,anodr
0182152c50de.png,0.878390371799469,0.036647066473960876,0.04032761603593826,0.019983122125267982,0.024651775136590004,anodr
02cd34a85b24.png,0.8941119909286499,0.032823458313941956,0.02902323566377163,0.02056046761572361,0.023480789735913277,anodr
03b373718013.png,0.8810840249061584,0.03597811609506607,0.03852356597781181,0.01992729678750038,0.024487068876624107,anodr
04aef84a2cc1.png,0.8957970142364502,0.03218633681535721,0.026709482073783875,0.02129465527832508,0.024012470617890358,anodr
05b1bb2bdb81.png,0.8429751992225647,0.02662523277103901,0.07443569600582123,0.025881774723529816,0.030082080513238907,anodr
07596907347b.png,0.8949326276779175,0.03283754736185074,0.02694556675851345,0.021294893696904182,0.023989299312233925,anodr
07751b94a88a.png,0.8918676376342773,0.03396230936050415,0.02995700016617775,0.02046884037554264,0.023744268342852592,anodr
0790515cf5af.png,0.8461674451828003,0.04202547296881676,0.061776917427778244,0.02204876020550728,0.027981331571936607,anodr
08037e4490e5.png,0.8962856531143188,0.03196888417005539,0.026361169293522835,0.021452415734529495,0.023931898176670074,anodr
0851d6a69589.png,0.8927643895149231,0.03332263231277466,0.029914001002907753,0.020369717851281166,0.023629283532500267,anodr
08b6e3240858.png,0.5135906338691711,0.04158562794327736,0.27896183729171753,0.08959797024726868,0.0762639194726944,anodr
08bef347f40d.png,0.8899114727973938,0.033987242728471756,0.032178476452827454,0.02006806619465351,0.023854702711105347,anodr
08ee569d4721.png,0.8920512199401855,0.03405233100056648,0.02961408719420433,0.0205331202596426,0.023749155923724174,anodr
09237bf783a4.png,0.8948174715042114,0.03294574096798897,0.02652440033853054,0.0215852539986372,0.024127168580889702,anodr
096436d68d06.png,0.46317756175994873,0.04738592728972435,0.3158596456050873,0.0921001061797142,0.08147673308849335,anodr
099021fac3c9.png,0.8991305232048035,0.029878266155719757,0.025656258687376976,0.021373897790908813,0.023961016908288002,anodr
09c8323c612e.png,0.8942310214042664,0.03324724733829498,0.027428679168224335,0.021215951070189476,0.023877037689089775,anodr
0a38b552372d.png,0.8919234871864319,0.03394785523414612,0.03022334724664688,0.020390314981341362,0.023514991626143456,anodr
0a85a1e8f9e9.png,0.8356174230575562,0.02543136663734913,0.08047614991664886,0.02749786712229252,0.030977124348282814,anodr
0babc12807b2.png,0.031370557844638824,0.24783524870872498,0.4511885643005371,0.09317623823881149,0.1764293611049652,cmoderatedr
0cbcc7b23613.png,0.6126090288162231,0.04056409001350403,0.2237216681241989,0.061191972345113754,0.06191328912973404,anodr
0cd31078cd08.png,0.896869421005249,0.03161701560020447,0.02546708472073078,0.02191116288304329,0.02413531020283699,anodr
0ce062f26edc.png,0.9014760851860046,0.028500793501734734,0.025597894564270973,0.021118031814694405,0.02330714836716652,anodr
0cecc2864b7f.png,0.8993769884109497,0.027425352483987808,0.03094072826206684,0.01954267919063568,0.022714225575327873,anodr
0d9a9896f801.png,0.8954855799674988,0.032490894198417664,0.026570139452815056,0.021496152505278587,0.023957284167408943,anodr
0da321efbce6.png,0.900338351726532,0.028576230630278587,0.027764737606048584,0.02022404409945011,0.023096583783626556,anodr
0db1d8dcf219.png,0.884809672832489,0.03574420511722565,0.03506997227668762,0.019953018054366112,0.024423085153102875,anodr
0e3572b5884a.png,0.8922174572944641,0.033777136355638504,0.03026285022497177,0.02035723812878132,0.023385317996144295,anodr
0ef4c61dc056.png,0.893040657043457,0.03361078351736069,0.02867872454226017,0.020777901634573936,0.0238918736577034,anodr
0fbbd665431f.png,0.8227707743644714,0.0366118885576725,0.07955876737833023,0.026293408125638962,0.03476513922214508,anodr
0fc6829da85b.png,0.6558403968811035,0.043130818754434586,0.1956252157688141,0.04806894063949585,0.05733468383550644,anodr
1002b5151b8e.png,0.8938649296760559,0.033104073256254196,0.028467906638979912,0.020695777609944344,0.02386726252734661,anodr
103f97a2ab15.png,0.1162194162607193,0.0696013942360878,0.4610053300857544,0.2046448290348053,0.14852900803089142,cmoderatedr
10a5026eb8e6.png,0.5332298278808594,0.05976833403110504,0.2753557562828064,0.0579860545694828,0.07366003096103668,anodr
10de500cf0c5.png,0.895470380783081,0.03245863318443298,0.026673678308725357,0.02137020230293274,0.02402716502547264,anodr
10f10fd30718.png,0.8942764401435852,0.033216480165719986,0.027564333751797676,0.021134309470653534,0.023808397352695465,anodr
12058bbb8299.png,0.8920606970787048,0.03435330465435982,0.02878747694194317,0.020815996453166008,0.023982470855116844,anodr
12bc439d373a.png,0.8948493599891663,0.03301132842898369,0.026655180379748344,0.021543903276324272,0.02394026331603527,anodr
12ef75375322.png,0.8930640816688538,0.03392494097352028,0.027742864564061165,0.021188264712691307,0.02407989092171192,anodr
143db89c11c8.png,0.8885844945907593,0.034336596727371216,0.03328017145395279,0.01997952349483967,0.023819133639335632,anodr
15b21c80cc31.png,0.8932462930679321,0.033667802810668945,0.028420433402061462,0.02088441140949726,0.02378097176551819,anodr
15e24b73d4a7.png,0.8936508893966675,0.03275851160287857,0.029899872839450836,0.020290624350309372,0.023400023579597473,anodr
1633f8291a80.png,0.8927069902420044,0.03323924168944359,0.029912076890468597,0.020328663289546967,0.02381308004260063,anodr
165634a6167e.png,0.6909911036491394,0.030300792306661606,0.16820158064365387,0.05863489955663681,0.051871608942747116,anodr
178412895d5e.png,0.8967140913009644,0.0315961129963398,0.02684147097170353,0.021068109199404716,0.023780224844813347,anodr
186c1835eec5.png,0.892597496509552,0.0340898260474205,0.028344377875328064,0.02097138948738575,0.023996902629733086,anodr
18b7e34eab8f.png,0.8893927931785583,0.03443502262234688,0.03261834755539894,0.020036792382597923,0.023517070338129997,anodr
18b99159a14f.png,0.8946265578269958,0.032842349261045456,0.027982035651803017,0.020916681736707687,0.023632368072867393,anodr
18ce0cdc473d.png,0.22856026887893677,0.05440723896026611,0.4153876006603241,0.18487922847270966,0.11676566302776337,cmoderatedr
1a0dbc6c0cda.png,0.8450980186462402,0.041564468294382095,0.06265515834093094,0.022324027493596077,0.028358349576592445,anodr
1a1e974a7dbf.png,0.8935725688934326,0.03353241831064224,0.02837534062564373,0.020892038941383362,0.023627590388059616,anodr
1c47815f4a6b.png,0.13136114180088043,0.06874248385429382,0.4746113717556,0.19201800227165222,0.13326701521873474,cmoderatedr
1ca62b3e4fd3.png,0.8470779657363892,0.02520756796002388,0.0722140446305275,0.026058588176965714,0.029441868886351585,anodr
1d0b93317aa8.png,0.8984654545783997,0.03013443946838379,0.026168474927544594,0.021171191707253456,0.024060489609837532,anodr
1d3e9b939732.png,0.8854101896286011,0.035403572022914886,0.03533449396491051,0.019908150658011436,0.023943563923239708,anodr
1d74c4713e21.png,0.8962689638137817,0.03203079104423523,0.025549644604325294,0.02196073718369007,0.024189917370676994,anodr
1db0393cdbc1.png,0.8969532251358032,0.03157368674874306,0.0254694651812315,0.021913209930062294,0.024090468883514404,anodr
1df1530b9b8d.png,0.8952508568763733,0.03265731409192085,0.02708708867430687,0.021240146830677986,0.02376461587846279,anodr
1e742358e0b9.png,0.6471334099769592,0.03396351635456085,0.2005705088376999,0.061952076852321625,0.05638046935200691,anodr
1e7ccd4a1c87.png,0.8602153062820435,0.025723811239004135,0.06287922710180283,0.023421797901391983,0.027759801596403122,anodr
