filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,pred_index,pred_label
002c21358ce6.png,0.9506264328956604,0.014629657380282879,0.008525713346898556,0.011542877182364464,0.014675435610115528,0,anodr
005b95c28852.png,0.9444481134414673,0.028568943962454796,0.00814734399318695,0.007906464859843254,0.01092920545488596,0,anodr
00cc2b75cddd.png,0.9410803914070129,0.02640625461935997,0.0067339991219341755,0.010553520172834396,0.015225842595100403,0,anodr
0182152c50de.png,0.9472252726554871,0.021627722308039665,0.007067822385579348,0.009496723301708698,0.014582564122974873,0,anodr
02cd34a85b24.png,0.9422287344932556,0.02800561860203743,0.007817327044904232,0.008274136111140251,0.013674156740307808,0,anodr
03b373718013.png,0.947541356086731,0.021939830854535103,0.006822970230132341,0.009971199557185173,0.013724732212722301,0,anodr
04aef84a2cc1.png,0.9515940546989441,0.017322303727269173,0.008592071011662483,0.010041561909019947,0.012450008653104305,0,anodr
05b1bb2bdb81.png,0.9418219923973083,0.022030355408787727,0.010750524699687958,0.01338219828903675,0.012014861218631268,0,anodr
07596907347b.png,0.9497762322425842,0.016496578231453896,0.006928607821464539,0.011037584394216537,0.015761004760861397,0,anodr
07751b94a88a.png,0.9350800514221191,0.030116340145468712,0.00652204267680645,0.011308029294013977,0.01697356440126896,0,anodr
0790515cf5af.png,0.9446468949317932,0.023804612457752228,0.007319040130823851,0.00978885404765606,0.01444061379879713,0,anodr
08037e4490e5.png,0.952538013458252,0.017251616343855858,0.0074786171317100525,0.009793774224817753,0.012937878258526325,0,anodr
0851d6a69589.png,0.9500386118888855,0.019043197855353355,0.0076684653759002686,0.009374844841659069,0.013874897733330727,0,anodr
08b6e3240858.png,0.19168761372566223,0.7147831916809082,0.08100051432847977,0.004271365702152252,0.008257334120571613,1,bmilddr
08bef347f40d.png,0.8959704041481018,0.06658143550157547,0.012822302989661694,0.00752748129889369,0.017098357900977135,0,anodr
08ee569d4721.png,0.9426988959312439,0.024596719071269035,0.007012414280325174,0.010962313041090965,0.01472971960902214,0,anodr
09237bf783a4.png,0.947016179561615,0.018017146736383438,0.00803603045642376,0.011487174779176712,0.015443406067788601,0,anodr
096436d68d06.png,0.8759309649467468,0.07057902961969376,0.01681334339082241,0.012101988308131695,0.024574637413024902,0,anodr
099021fac3c9.png,0.9463460445404053,0.022895006462931633,0.008658936247229576,0.009175116196274757,0.012924855574965477,0,anodr
09c8323c612e.png,0.9455664753913879,0.019731462001800537,0.008053475990891457,0.010765391401946545,0.015883248299360275,0,anodr
0a38b552372d.png,0.9474188089370728,0.019239023327827454,0.007747949566692114,0.010330588556826115,0.015263602137565613,0,anodr
0a85a1e8f9e9.png,0.8030858635902405,0.056313980370759964,0.0703660324215889,0.026683494448661804,0.04355059191584587,0,anodr
0babc12807b2.png,0.010190886445343494,0.8339592814445496,0.10875142365694046,0.009113362990319729,0.03798504173755646,1,bmilddr
0cbcc7b23613.png,0.5901408791542053,0.29759982228279114,0.09836369752883911,0.005483731627464294,0.008411833085119724,0,anodr
0cd31078cd08.png,0.9509897232055664,0.019771495833992958,0.006766157224774361,0.009042645804584026,0.013429995626211166,0,anodr
0ce062f26edc.png,0.9582371115684509,0.012468107044696808,0.008248514495790005,0.009914764203131199,0.0111315306276083,0,anodr
0cecc2864b7f.png,0.9423527121543884,0.029597144573926926,0.007345894817262888,0.008261593990027905,0.012442674487829208,0,anodr
0d9a9896f801.png,0.9369410276412964,0.034139979630708694,0.009059561416506767,0.007632590364664793,0.012226833030581474,0,anodr
0da321efbce6.png,0.9458471536636353,0.029228540137410164,0.00720519432798028,0.007571736350655556,0.010147341527044773,0,anodr
0db1d8dcf219.png,0.9416089057922363,0.022994210943579674,0.009601859375834465,0.010520035400986671,0.015275038778781891,0,anodr
0e3572b5884a.png,0.9489575028419495,0.01674262061715126,0.007937195710837841,0.010484570637345314,0.015878109261393547,0,anodr
0ef4c61dc056.png,0.9272499680519104,0.036975618451833725,0.006577413063496351,0.011125190183520317,0.01807183399796486,0,anodr
0fbbd665431f.png,0.9209542870521545,0.05162357911467552,0.009177356958389282,0.008021180517971516,0.010223479941487312,0,anodr
0fc6829da85b.png,0.6858935356140137,0.22526749968528748,0.05340908467769623,0.009587952867150307,0.0258419681340456,0,anodr
1002b5151b8e.png,0.9450197815895081,0.020882979035377502,0.007607117295265198,0.010936710983514786,0.015553372912108898,0,anodr
103f97a2ab15.png,0.1330496370792389,0.7940028309822083,0.054268933832645416,0.0060864598490297794,0.012592138722538948,1,bmilddr
10a5026eb8e6.png,0.9323073625564575,0.01739206537604332,0.010938205756247044,0.016147123649716377,0.02321517840027809,0,anodr
10de500cf0c5.png,0.946631669998169,0.020174361765384674,0.008567802608013153,0.010196751914918423,0.014429323375225067,0,anodr
