filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,pred_label
002c21358ce6.png,0.38090983033180237,0.13133719563484192,0.3337222933769226,0.06399878859519958,0.09003189951181412,anodr
005b95c28852.png,0.41378557682037354,0.15469689667224884,0.22235643863677979,0.07693236321210861,0.13222871720790863,anodr
00cc2b75cddd.png,0.440660297870636,0.12887780368328094,0.26755332946777344,0.06595693528652191,0.09695165604352951,anodr
0182152c50de.png,0.4415142238140106,0.12682192027568817,0.27076172828674316,0.0666399821639061,0.09426208585500717,anodr
02cd34a85b24.png,0.4185125529766083,0.13149131834506989,0.2870786786079407,0.06443432718515396,0.09848315268754959,anodr
03b373718013.png,0.4505511522293091,0.12756036221981049,0.25873464345932007,0.06593931466341019,0.09721444547176361,anodr
04aef84a2cc1.png,0.4496418237686157,0.13046060502529144,0.24497295916080475,0.06820808351039886,0.10671655088663101,anodr
05b1bb2bdb81.png,0.35415375232696533,0.17409950494766235,0.22845309972763062,0.08774930238723755,0.15554431080818176,anodr
07596907347b.png,0.46046945452690125,0.1264325976371765,0.24791988730430603,0.06645838171243668,0.09871967881917953,anodr
07751b94a88a.png,0.44093358516693115,0.12392543256282806,0.27392178773880005,0.0662577748298645,0.09496135264635086,anodr
0790515cf5af.png,0.4026201367378235,0.12534616887569427,0.31381773948669434,0.06815620511770248,0.09005976468324661,anodr
08037e4490e5.png,0.4637545645236969,0.13203679025173187,0.23266661167144775,0.06697392463684082,0.10456807166337967,anodr
0851d6a69589.png,0.4324965476989746,0.1322166919708252,0.26987382769584656,0.06546232104301453,0.09995060414075851,anodr
08b6e3240858.png,0.37378716468811035,0.1722145974636078,0.22079230844974518,0.08445332199335098,0.1487525999546051,anodr
08bef347f40d.png,0.44693276286125183,0.13029342889785767,0.25479137897491455,0.06620460003614426,0.10177795588970184,anodr
08ee569d4721.png,0.407095342874527,0.12630107998847961,0.3091612756252289,0.06581462919712067,0.09162764251232147,anodr
09237bf783a4.png,0.4143543243408203,0.13371126353740692,0.29062730073928833,0.06390713155269623,0.0973999947309494,anodr
096436d68d06.png,0.3864082992076874,0.16603994369506836,0.21583878993988037,0.084311343729496,0.1474016308784485,anodr
099021fac3c9.png,0.4120827913284302,0.15528053045272827,0.22187206149101257,0.07749100029468536,0.13327369093894958,anodr
09c8323c612e.png,0.4226119816303253,0.12527646124362946,0.2928421199321747,0.06479014456272125,0.09447931498289108,anodr
0a38b552372d.png,0.39203429222106934,0.12643584609031677,0.3243063688278198,0.06792561709880829,0.08929789066314697,anodr
0a85a1e8f9e9.png,0.2721133232116699,0.17310477793216705,0.3327775299549103,0.08015327900648117,0.14185114204883575,cmoderatedr
0babc12807b2.png,0.418185293674469,0.15085306763648987,0.25344106554985046,0.06673907488584518,0.11078144609928131,anodr
0cbcc7b23613.png,0.3819924592971802,0.16725574433803558,0.20411349833011627,0.08975278586149216,0.15688547492027283,anodr
0cd31078cd08.png,0.4840121269226074,0.12695078551769257,0.21885761618614197,0.06758048385381699,0.10259897261857986,anodr
0ce062f26edc.png,0.38238948583602905,0.15523037314414978,0.26572510600090027,0.07198873907327652,0.12466631084680557,anodr
0cecc2864b7f.png,0.3854006826877594,0.15696164965629578,0.2536213994026184,0.07419009506702423,0.1298261284828186,anodr
0d9a9896f801.png,0.44423526525497437,0.13037461042404175,0.2574751377105713,0.06634648144245148,0.10156852006912231,anodr
0da321efbce6.png,0.38265755772590637,0.15817074477672577,0.25246429443359375,0.07484627515077591,0.1318611055612564,anodr
0db1d8dcf219.png,0.4551085829734802,0.12556110322475433,0.25551602244377136,0.06726282835006714,0.09655146300792694,anodr
0e3572b5884a.png,0.3711346387863159,0.1261606514453888,0.3486979901790619,0.06583862751722336,0.08816811442375183,anodr
0ef4c61dc056.png,0.445678174495697,0.12893889844417572,0.26014068722724915,0.06633931398391724,0.09890290349721909,anodr
0fbbd665431f.png,0.38234496116638184,0.1595635861158371,0.24732451140880585,0.07648079097270966,0.13428619503974915,anodr
0fc6829da85b.png,0.36661508679389954,0.17478427290916443,0.2135571390390396,0.08929751813411713,0.15574592351913452,anodr
1002b5151b8e.png,0.4766727387905121,0.12574206292629242,0.23048262298107147,0.06745901703834534,0.09964355081319809,anodr
103f97a2ab15.png,0.3838083744049072,0.16842298209667206,0.21765422821044922,0.08320771157741547,0.14690664410591125,anodr
10a5026eb8e6.png,0.3631986081600189,0.1721927374601364,0.20784211158752441,0.09355870634317398,0.16320785880088806,anodr
10de500cf0c5.png,0.4849710762500763,0.12730282545089722,0.21596844494342804,0.06838706135749817,0.1033705323934555,anodr
10f10fd30718.png,0.42442843317985535,0.12546351552009583,0.2920173406600952,0.06668195128440857,0.09140875935554504,anodr
12058bbb8299.png,0.40583452582359314,0.12795770168304443,0.3085988163948059,0.06799579411745071,0.0896131619811058,anodr
12bc439d373a.png,0.37543731927871704,0.12866750359535217,0.3419555425643921,0.06361601501703262,0.09032368659973145,anodr
12ef75375322.png,0.4445137679576874,0.12194743752479553,0.2731277048587799,0.06921757757663727,0.09119351208209991,anodr
143db89c11c8.png,0.4239042103290558,0.13104106485843658,0.2816276550292969,0.06486006081104279,0.09856700152158737,anodr
15b21c80cc31.png,0.4414531886577606,0.12193325906991959,0.2766987383365631,0.06874024122953415,0.09117452055215836,anodr
15e24b73d4a7.png,0.4380427896976471,0.13035371899604797,0.26616647839546204,0.06557787954807281,0.09985910356044769,anodr
1633f8291a80.png,0.4771423935890198,0.12434662133455276,0.2291390746831894,0.06789577007293701,0.10147620737552643,anodr
165634a6167e.png,0.3735576570034027,0.1656067967414856,0.2369564026594162,0.0808214545249939,0.1430576592683792,anodr
178412895d5e.png,0.47899335622787476,0.1253475844860077,0.22144143283367157,0.06983470916748047,0.10438290983438492,anodr
186c1835eec5.png,0.4165656864643097,0.12558040022850037,0.299272745847702,0.06761430948972702,0.0909668356180191,anodr
