image_path,a_noamd_score,b_amd_score,predicted_class
a_noamd/T0161.jpg,0.9197867512702942,0.08021324872970581,a_noamd
a_noamd/T0216.jpg,0.937354326248169,0.06264568865299225,a_noamd
a_noamd/T0327.jpg,0.9293442964553833,0.0706557184457779,a_noamd
a_noamd/N0232.jpg,0.9267027974128723,0.07329727709293365,a_noamd
a_noamd/N0294.jpg,0.9178565740585327,0.08214343339204788,a_noamd
a_noamd/N0132.jpg,0.9223775863647461,0.07762248069047928,a_noamd
a_noamd/N0082.jpg,0.9322377443313599,0.06776228547096252,a_noamd
a_noamd/N0126.jpg,0.9299828410148621,0.07001715898513794,a_noamd
a_noamd/V0145.jpg,0.9396369457244873,0.060363005846738815,a_noamd
a_noamd/N0181.jpg,0.9340951442718506,0.06590478867292404,a_noamd
a_noamd/N0308.jpg,0.9391365647315979,0.060863446444272995,a_noamd
a_noamd/N0093.jpg,0.9353169798851013,0.06468302011489868,a_noamd
a_noamd/N0052.jpg,0.9325762391090393,0.06742378324270248,a_noamd
a_noamd/T0088.jpg,0.9375832676887512,0.06241670623421669,a_noamd
a_noamd/T0385.jpg,0.9205400347709656,0.07945997267961502,a_noamd
a_noamd/V0254.jpg,0.9322993755340576,0.06770062446594238,a_noamd
a_noamd/V0238.jpg,0.9318667054176331,0.06813336908817291,a_noamd
a_noamd/N0124.jpg,0.9376974701881409,0.06230250746011734,a_noamd
a_noamd/T0379.jpg,0.9356999397277832,0.0643000528216362,a_noamd
a_noamd/N0115.jpg,0.9336731433868408,0.06632687151432037,a_noamd
a_noamd/N0023.jpg,0.937325656414032,0.06267436593770981,a_noamd
a_noamd/T0296.jpg,0.9358466863632202,0.06415332108736038,a_noamd
a_noamd/N0305.jpg,0.93254554271698,0.067454494535923,a_noamd
a_noamd/V0217.jpg,0.9365176558494568,0.0634823590517044,a_noamd
a_noamd/N0270.jpg,0.9315248131752014,0.06847517192363739,a_noamd
a_noamd/N0094.jpg,0.9334914684295654,0.06650853157043457,a_noamd
a_noamd/V0114.jpg,0.9322993755340576,0.06770062446594238,a_noamd
a_noamd/T0312.jpg,0.9398581385612488,0.06014182046055794,a_noamd
a_noamd/N0286.jpg,0.9202179908752441,0.07978201657533646,a_noamd
a_noamd/N0055.jpg,0.9336429238319397,0.06635712087154388,a_noamd
a_noamd/N0243.jpg,0.9329742193222046,0.06702574342489243,a_noamd
a_noamd/N0250.jpg,0.9240732789039612,0.07592666149139404,a_noamd
a_noamd/N0184.jpg,0.932268500328064,0.06773144751787186,a_noamd
a_noamd/V0230.jpg,0.9347832202911377,0.0652167871594429,a_noamd
a_noamd/V0231.jpg,0.9376689791679382,0.06233103945851326,a_noamd
a_noamd/V0221.jpg,0.9233852624893188,0.07661467790603638,a_noamd
a_noamd/T0027.jpg,0.9355528950691223,0.06444709748029709,a_noamd
a_noamd/N0101.jpg,0.9381240010261536,0.06187598407268524,a_noamd
a_noamd/T0101.jpg,0.9273632764816284,0.07263670116662979,a_noamd
a_noamd/N0016.jpg,0.920647144317627,0.07935290038585663,a_noamd
a_noamd/V0002.jpg,0.9297599792480469,0.07024005055427551,a_noamd
a_noamd/T0221.jpg,0.92637038230896,0.07362963259220123,a_noamd
a_noamd/T0044.jpg,0.9370670318603516,0.06293303519487381,a_noamd
a_noamd/N0043.jpg,0.9388849139213562,0.061115119606256485,a_noamd
a_noamd/V0205.jpg,0.9202179908752441,0.07978201657533646,a_noamd
a_noamd/N0178.jpg,0.9361100196838379,0.0638899877667427,a_noamd
a_noamd/V0289.jpg,0.9233161807060242,0.07668379694223404,a_noamd
a_noamd/T0055.jpg,0.9340651035308838,0.06593485921621323,a_noamd
a_noamd/T0162.jpg,0.933612585067749,0.06638737767934799,a_noamd
a_noamd/T0215.jpg,0.9381240010261536,0.06187598407268524,a_noamd
a_noamd/T0344.jpg,0.9303001165390015,0.06969987601041794,a_noamd
a_noamd/N0048.jpg,0.9319285750389099,0.0680713877081871,a_noamd
a_noamd/V0294.jpg,0.9318976402282715,0.06810236722230911,a_noamd
a_noamd/V0377.jpg,0.9263370037078857,0.07366294413805008,a_noamd
a_noamd/V0067.jpg,0.9371532797813416,0.06284669786691666,a_noamd
a_noamd/T0367.jpg,0.9271657466888428,0.07283429801464081,a_noamd
a_noamd/T0016.jpg,0.9310247898101807,0.06897519528865814,a_noamd
a_noamd/V0121.jpg,0.9253312349319458,0.0746687725186348,a_noamd
a_noamd/V0276.jpg,0.938856840133667,0.06114313751459122,a_noamd
a_noamd/V0310.jpg,0.9379821419715881,0.06201785430312157,a_noamd
a_noamd/V0260.jpg,0.9261369109153748,0.07386310398578644,a_noamd
a_noamd/T0371.jpg,0.941895067691803,0.05810486525297165,a_noamd
a_noamd/V0333.jpg,0.9401335716247559,0.059866417199373245,a_noamd
a_noamd/N0032.jpg,0.9246877431869507,0.0753123089671135,a_noamd
a_noamd/N0210.jpg,0.9401611089706421,0.05983894690871239,a_noamd
a_noamd/V0306.jpg,0.9329131841659546,0.0670868456363678,a_noamd
a_noamd/N0039.jpg,0.9341252446174622,0.06587474048137665,a_noamd
a_noamd/V0345.jpg,0.9345744848251343,0.06542547047138214,a_noamd
a_noamd/V0292.jpg,0.9409527778625488,0.059047263115644455,a_noamd
a_noamd/V0054.jpg,0.9233852624893188,0.07661467790603638,a_noamd
a_noamd/V0305.jpg,0.9314312934875488,0.06856867671012878,a_noamd
a_noamd/N0221.jpg,0.9322377443313599,0.06776228547096252,a_noamd
a_noamd/N0083.jpg,0.9328826069831848,0.06711740791797638,a_noamd
a_noamd/N0096.jpg,0.9347832202911377,0.0652167871594429,a_noamd
a_noamd/V0122.jpg,0.9339748620986938,0.06602513045072556,a_noamd
a_noamd/V0213.jpg,0.9157713055610657,0.0842287465929985,a_noamd
a_noamd/T0235.jpg,0.933612585067749,0.06638737767934799,a_noamd
a_noamd/V0223.jpg,0.9234198331832886,0.07658014446496964,a_noamd
a_noamd/N0173.jpg,0.9382938742637634,0.061706140637397766,a_noamd
a_noamd/N0303.jpg,0.9300463795661926,0.06995359063148499,a_noamd
a_noamd/N0103.jpg,0.9386884570121765,0.06131153553724289,a_noamd
a_noamd/T0290.jpg,0.9380673170089722,0.061932697892189026,a_noamd
a_noamd/T0033.jpg,0.9393594861030579,0.06064055114984512,a_noamd
a_noamd/N0300.jpg,0.9213575720787048,0.07864238321781158,a_noamd
a_noamd/N0293.jpg,0.9356999397277832,0.0643000528216362,a_noamd
a_noamd/V0001.jpg,0.9281812310218811,0.07181870937347412,a_noamd
a_noamd/T0151.jpg,0.9348427057266235,0.06515727937221527,a_noamd
a_noamd/N0064.jpg,0.9294724464416504,0.070527583360672,a_noamd
a_noamd/V0389.jpg,0.9120844006538391,0.0879155769944191,a_noamd
a_noamd/N0289.jpg,0.9408169388771057,0.05918306112289429,a_noamd
a_noamd/N0297.jpg,0.940298318862915,0.059701740741729736,a_noamd
a_noamd/V0396.jpg,0.9353761076927185,0.06462397426366806,a_noamd
a_noamd/V0197.jpg,0.9324840903282166,0.06751594692468643,a_noamd
a_noamd/T0062.jpg,0.9283114075660706,0.07168862968683243,a_noamd
a_noamd/T0333.jpg,0.9334611296653748,0.06653884798288345,a_noamd
a_noamd/V0139.jpg,0.9227612018585205,0.0772387832403183,a_noamd
a_noamd/V0214.jpg,0.932268500328064,0.06773144751787186,a_noamd
a_noamd/V0131.jpg,0.9317114353179932,0.06828853487968445,a_noamd
a_noamd/N0142.jpg,0.9300146102905273,0.06998537480831146,a_noamd
a_noamd/V0283.jpg,0.930742084980011,0.06925792992115021,a_noamd
a_noamd/N0020.jpg,0.9257351160049438,0.07426493614912033,a_noamd
a_noamd/T0146.jpg,0.9275604486465454,0.07243961095809937,a_noamd
a_noamd/T0217.jpg,0.9309306740760803,0.06906931847333908,a_noamd
a_noamd/T0370.jpg,0.9380673170089722,0.061932697892189026,a_noamd
a_noamd/N0307.jpg,0.9312752485275269,0.06872475892305374,a_noamd
a_noamd/V0098.jpg,0.9364595413208008,0.06354045122861862,a_noamd
a_noamd/N0171.jpg,0.9290873408317566,0.07091265171766281,a_noamd
a_noamd/T0058.jpg,0.9298873543739319,0.07011259347200394,a_noamd
a_noamd/V0272.jpg,0.9414122104644775,0.058587752282619476,a_noamd
a_noamd/V0311.jpg,0.9273961782455444,0.07260382175445557,a_noamd
a_noamd/T0365.jpg,0.9384068250656128,0.061593152582645416,a_noamd
a_noamd/N0254.jpg,0.9336731433868408,0.06632687151432037,a_noamd
a_noamd/N0285.jpg,0.9245855808258057,0.07541438192129135,a_noamd
a_noamd/T0203.jpg,0.9249932169914246,0.07500685006380081,a_noamd
a_noamd/V0300.jpg,0.9323609471321106,0.06763900816440582,a_noamd
a_noamd/V0049.jpg,0.9285708665847778,0.07142909616231918,a_noamd
a_noamd/T0029.jpg,0.9296960830688477,0.07030384242534637,a_noamd
a_noamd/V0350.jpg,0.9381806254386902,0.061819322407245636,a_noamd
a_noamd/T0267.jpg,0.9322377443313599,0.06776228547096252,a_noamd
a_noamd/V0253.jpg,0.9233161807060242,0.07668379694223404,a_noamd
a_noamd/T0320.jpg,0.9284736514091492,0.07152631133794785,a_noamd
