image,prediction,score_a_noamd,score_b_amd
N0001.jpg,a_noamd,0.8228635,0.17713648
N0002.jpg,a_noamd,0.820595,0.17940503
N0003.jpg,a_noamd,0.85495865,0.14504136
N0004.jpg,a_noamd,0.86508054,0.13491943
N0005.jpg,a_noamd,0.6646149,0.33538508
N0006.jpg,a_noamd,0.7723522,0.22764778
N0007.jpg,a_noamd,0.8695701,0.13042986
N0008.jpg,a_noamd,0.8630553,0.13694476
N0009.jpg,a_noamd,0.86981535,0.13018467
N0010.jpg,a_noamd,0.84468555,0.15531439
N0011.jpg,a_noamd,0.77313775,0.22686227
N0012.jpg,a_noamd,0.8656282,0.1343718
N0013.jpg,a_noamd,0.84967726,0.15032277
N0014.jpg,a_noamd,0.85393435,0.14606567
N0015.jpg,a_noamd,0.8485394,0.15146065
N0016.jpg,a_noamd,0.8839292,0.11607079
N0017.jpg,a_noamd,0.86236,0.13763994
N0018.jpg,a_noamd,0.85200554,0.14799446
N0019.jpg,a_noamd,0.84310347,0.15689652
N0020.jpg,a_noamd,0.8634345,0.13656549
N0021.jpg,a_noamd,0.86685777,0.1331422
N0022.jpg,a_noamd,0.8667366,0.13326344
N0023.jpg,b_amd,0.48094788,0.51905215
N0024.jpg,a_noamd,0.70592725,0.29407275
N0025.jpg,a_noamd,0.87665635,0.12334369
N0026.jpg,a_noamd,0.8685026,0.13149737
N0027.jpg,a_noamd,0.87186027,0.1281397
N0028.jpg,a_noamd,0.85231906,0.14768092
N0029.jpg,a_noamd,0.8276841,0.17231596
N0030.jpg,a_noamd,0.7147948,0.2852052
N0031.jpg,a_noamd,0.86411786,0.13588217
N0032.jpg,a_noamd,0.8503735,0.14962652
N0033.jpg,a_noamd,0.78232205,0.21767788
N0034.jpg,a_noamd,0.8296063,0.17039369
N0035.jpg,a_noamd,0.7242771,0.27572298
N0036.jpg,b_amd,0.34617808,0.6538219
N0037.jpg,a_noamd,0.8534762,0.14652382
N0038.jpg,a_noamd,0.8479831,0.15201683
N0039.jpg,b_amd,0.363714,0.636286
N0040.jpg,a_noamd,0.6129079,0.38709214
N0041.jpg,a_noamd,0.5649219,0.4350781
N0042.jpg,b_amd,0.23986618,0.7601338
N0043.jpg,a_noamd,0.6492528,0.35074723
N0044.jpg,a_noamd,0.8668399,0.13316011
N0045.jpg,a_noamd,0.7546304,0.24536958
N0046.jpg,a_noamd,0.86853,0.13147002
N0047.jpg,a_noamd,0.6343572,0.36564282
N0048.jpg,a_noamd,0.8781069,0.12189313
N0049.jpg,a_noamd,0.86642206,0.13357799
N0050.jpg,a_noamd,0.8759118,0.124088205
N0051.jpg,a_noamd,0.84703565,0.15296435
N0052.jpg,a_noamd,0.70140976,0.29859024
N0053.jpg,a_noamd,0.81459755,0.18540248
N0054.jpg,a_noamd,0.84688836,0.15311165
N0055.jpg,a_noamd,0.86155033,0.13844964
N0056.jpg,a_noamd,0.7760878,0.22391218
N0057.jpg,a_noamd,0.826621,0.17337902
N0058.jpg,a_noamd,0.8360466,0.1639534
N0059.jpg,a_noamd,0.71814364,0.28185636
N0060.jpg,a_noamd,0.8720208,0.12797916
N0061.jpg,a_noamd,0.8594056,0.14059447
N0062.jpg,a_noamd,0.8618897,0.13811028
N0063.jpg,a_noamd,0.8592132,0.14078689
N0064.jpg,a_noamd,0.88528776,0.11471228
N0065.jpg,a_noamd,0.8610257,0.13897432
N0066.jpg,b_amd,0.16520761,0.8347924
N0067.jpg,b_amd,0.20158069,0.7984193
N0068.jpg,a_noamd,0.81707036,0.1829296
N0069.jpg,a_noamd,0.85854983,0.14145018
N0070.jpg,a_noamd,0.8589311,0.14106895
N0071.jpg,a_noamd,0.85993665,0.1400634
N0072.jpg,a_noamd,0.86287266,0.13712738
N0073.jpg,a_noamd,0.8703638,0.12963615
N0074.jpg,a_noamd,0.87058944,0.12941054
N0075.jpg,a_noamd,0.84872556,0.15127446
N0076.jpg,a_noamd,0.8653586,0.1346414
N0077.jpg,a_noamd,0.840724,0.15927604
N0078.jpg,a_noamd,0.8578352,0.14216484
N0079.jpg,a_noamd,0.7923213,0.20767863
N0080.jpg,a_noamd,0.84508264,0.15491734
N0081.jpg,a_noamd,0.870556,0.129444
N0082.jpg,a_noamd,0.8628319,0.13716812
N0083.jpg,a_noamd,0.872114,0.12788604
N0084.jpg,a_noamd,0.85587394,0.14412609
N0085.jpg,a_noamd,0.8086035,0.19139649
N0086.jpg,a_noamd,0.79809004,0.20190997
N0087.jpg,a_noamd,0.8523586,0.14764145
N0088.jpg,a_noamd,0.8250272,0.17497276
N0089.jpg,a_noamd,0.8684904,0.13150959
N0090.jpg,a_noamd,0.8678505,0.13214947
N0091.jpg,a_noamd,0.86087227,0.13912778
N0092.jpg,a_noamd,0.84521425,0.15478568
N0093.jpg,a_noamd,0.87368864,0.12631139
N0094.jpg,a_noamd,0.87787056,0.122129455
N0095.jpg,a_noamd,0.87664634,0.123353615
N0096.jpg,a_noamd,0.8442723,0.1557277
N0097.jpg,a_noamd,0.6333923,0.3666077
N0098.jpg,a_noamd,0.8132034,0.18679658
N0099.jpg,a_noamd,0.7123678,0.28763223
N0100.jpg,a_noamd,0.7298021,0.27019796
N0101.jpg,b_amd,0.4341229,0.56587714
N0102.jpg,a_noamd,0.8120236,0.18797643
N0103.jpg,a_noamd,0.8325136,0.1674865
N0104.jpg,a_noamd,0.8652124,0.13478756
N0105.jpg,a_noamd,0.84046364,0.15953632
N0106.jpg,a_noamd,0.8409259,0.15907417
N0107.jpg,a_noamd,0.8583875,0.14161251
N0108.jpg,a_noamd,0.84768903,0.15231095
N0109.jpg,a_noamd,0.86072,0.13928005
N0110.jpg,a_noamd,0.74147266,0.25852728
N0111.jpg,a_noamd,0.850169,0.14983101
N0112.jpg,a_noamd,0.848999,0.15100096
N0113.jpg,a_noamd,0.85849446,0.14150551
N0114.jpg,a_noamd,0.8214131,0.17858693
N0115.jpg,a_noamd,0.8054207,0.19457929
N0116.jpg,a_noamd,0.87113434,0.12886567
N0117.jpg,a_noamd,0.86678535,0.13321462
N0118.jpg,a_noamd,0.820321,0.17967892
N0119.jpg,a_noamd,0.86626625,0.13373378
N0120.jpg,a_noamd,0.852887,0.14711307
N0121.jpg,a_noamd,0.69738066,0.30261937
N0122.jpg,a_noamd,0.73373127,0.26626873
N0123.jpg,a_noamd,0.81704074,0.18295924
N0124.jpg,a_noamd,0.7574072,0.24259281
N0125.jpg,a_noamd,0.8628772,0.13712282
N0126.jpg,a_noamd,0.8068975,0.19310255
N0127.jpg,a_noamd,0.75211865,0.2478813
N0128.jpg,a_noamd,0.6494084,0.35059157
N0129.jpg,a_noamd,0.82202464,0.17797536
N0130.jpg,a_noamd,0.7898123,0.21018767
N0131.jpg,a_noamd,0.83208764,0.1679124
N0132.jpg,a_noamd,0.77075744,0.22924256
N0133.jpg,a_noamd,0.76365066,0.23634927
N0134.jpg,a_noamd,0.810324,0.18967597
N0135.jpg,a_noamd,0.8381395,0.1618605
N0136.jpg,a_noamd,0.8613943,0.1386057
N0137.jpg,a_noamd,0.85441744,0.14558256
N0138.jpg,a_noamd,0.85808665,0.14191334
N0139.jpg,a_noamd,0.8579941,0.14200588
N0140.jpg,a_noamd,0.8248603,0.17513973
N0141.jpg,a_noamd,0.8591851,0.14081492
N0142.jpg,a_noamd,0.8679148,0.13208523
N0143.jpg,a_noamd,0.8612665,0.13873354
N0144.jpg,a_noamd,0.8611476,0.13885246
N0145.jpg,a_noamd,0.77010846,0.22989151
N0146.jpg,a_noamd,0.86595434,0.13404562
N0147.jpg,a_noamd,0.8679148,0.13208523
N0148.jpg,a_noamd,0.8612665,0.13873354
N0149.jpg,a_noamd,0.8611476,0.13885246
N0150.jpg,a_noamd,0.8635544,0.13644558
N0151.jpg,a_noamd,0.8396669,0.16033316
N0152.jpg,a_noamd,0.81675434,0.1832456
N0153.jpg,a_noamd,0.77397597,0.22602403
N0154.jpg,a_noamd,0.8502866,0.14971335
N0155.jpg,a_noamd,0.85707486,0.14292517
N0156.jpg,a_noamd,0.87360173,0.12639827
N0157.jpg,a_noamd,0.8657745,0.13422547
N0158.jpg,a_noamd,0.8520861,0.14791392
N0159.jpg,a_noamd,0.7187837,0.28121638
N0160.jpg,a_noamd,0.8452013,0.15479866
N0161.jpg,a_noamd,0.86061364,0.13938634
N0162.jpg,a_noamd,0.58965707,0.41034293
N0163.jpg,b_amd,0.42033496,0.579665
N0164.jpg,a_noamd,0.85608304,0.14391696
N0165.jpg,a_noamd,0.85104394,0.14895606
N0166.jpg,a_noamd,0.8266875,0.17331253
N0167.jpg,a_noamd,0.8127559,0.18724409
N0168.jpg,a_noamd,0.7438998,0.2561002
N0169.jpg,b_amd,0.40284094,0.5971591
N0170.jpg,a_noamd,0.8448687,0.15513127
N0171.jpg,a_noamd,0.8487051,0.15129487
N0172.jpg,a_noamd,0.8428205,0.1571795
N0173.jpg,a_noamd,0.697998,0.30200204
N0174.jpg,a_noamd,0.8632576,0.13674238
N0175.jpg,a_noamd,0.8019475,0.19805254
N0176.jpg,b_amd,0.46044773,0.5395523
N0177.jpg,a_noamd,0.7937199,0.20628014
N0178.jpg,a_noamd,0.83475614,0.16524382
N0179.jpg,b_amd,0.4920485,0.5079515
N0180.jpg,b_amd,0.15206444,0.84793556
N0181.jpg,b_amd,0.17843823,0.82156175
N0182.jpg,a_noamd,0.88223183,0.117768124
N0183.jpg,a_noamd,0.8485741,0.15142591
N0184.jpg,a_noamd,0.85977536,0.1402246
N0185.jpg,a_noamd,0.86014307,0.13985698
N0186.jpg,a_noamd,0.8721772,0.12782283
