filename,true_label,predicted_label,correct,score_a_noamd,score_b_amd
1018113_21015_1_0.png,a_noamd,a_noamd,True,0.8977174,0.10228262
1020777_21015_1_0.png,a_noamd,a_noamd,True,0.8985842,0.10141583
1026486_21016_0_0.png,a_noamd,a_noamd,True,0.9105783,0.08942171
1036537_21016_0_0.png,a_noamd,a_noamd,True,0.9186045,0.08139553
1039702_21015_1_0.png,a_noamd,a_noamd,True,0.9196687,0.08033129
1046092_21015_0_0.png,a_noamd,a_noamd,True,0.8898916,0.11010836
1064334_21016_0_0.png,a_noamd,a_noamd,True,0.7382068,0.2617932
1103313_21016_0_0.png,a_noamd,b_amd,False,0.15731952,0.8426805
1107730_21015_0_0.png,a_noamd,a_noamd,True,0.9331225,0.06687749
1134266_21015_0_0.png,a_noamd,a_noamd,True,0.87230617,0.12769386
1167873_21016_0_0.png,a_noamd,a_noamd,True,0.85177475,0.1482253
1169358_21015_1_0.png,a_noamd,a_noamd,True,0.89377993,0.106220044
1170584_21016_0_0.png,a_noamd,a_noamd,True,0.91204274,0.08795729
1175155_21016_0_0.png,a_noamd,a_noamd,True,0.9018684,0.09813164
1178859_21016_0_0.png,a_noamd,a_noamd,True,0.84361506,0.15638496
1184375_21016_1_0.png,a_noamd,a_noamd,True,0.85165435,0.14834568
1186967_21016_0_0.png,a_noamd,b_amd,False,0.38178205,0.61821795
1197089_21016_0_0.png,a_noamd,a_noamd,True,0.8983663,0.10163376
1197343_21015_0_0.png,a_noamd,a_noamd,True,0.8980737,0.10192628
1220742_21016_0_0.png,a_noamd,a_noamd,True,0.91615635,0.08384367
1223318_21016_0_0.png,a_noamd,a_noamd,True,0.92243356,0.07756641
1230171_21016_0_0.png,a_noamd,b_amd,False,0.25980166,0.7401984
1250082_21016_0_0.png,a_noamd,a_noamd,True,0.91237557,0.0876245
1260458_21016_0_0.png,a_noamd,a_noamd,True,0.8968858,0.10311418
1261685_21016_0_0.png,a_noamd,a_noamd,True,0.92152125,0.078478694
1267094_21016_0_0.png,a_noamd,a_noamd,True,0.73350793,0.26649207
1275770_21015_0_0.png,a_noamd,a_noamd,True,0.87981147,0.12018853
1322575_21016_0_0.png,a_noamd,a_noamd,True,0.89063054,0.10936943
1330933_21015_0_0.png,a_noamd,b_amd,False,0.22496955,0.77503043
1334474_21015_0_0.png,a_noamd,a_noamd,True,0.8971186,0.10288145
1346072_21016_0_0.png,a_noamd,b_amd,False,0.28636205,0.71363795
1350271_21016_0_0.png,a_noamd,a_noamd,True,0.88570595,0.114294074
1359631_21015_1_0.png,a_noamd,a_noamd,True,0.94308394,0.05691604
1372500_21016_0_0.png,a_noamd,a_noamd,True,0.54578596,0.45421404
1407787_21015_1_0.png,a_noamd,a_noamd,True,0.9531037,0.04689623
1412963_21015_0_0.png,a_noamd,a_noamd,True,0.8777493,0.12225067
1429525_21016_0_0.png,a_noamd,a_noamd,True,0.88307464,0.116925366
1434744_21016_0_0.png,a_noamd,a_noamd,True,0.9021263,0.09787372
1438121_21015_0_0.png,a_noamd,a_noamd,True,0.9122762,0.087723754
1438217_21016_0_0.png,a_noamd,a_noamd,True,0.86748147,0.13251853
1465849_21015_0_0.png,a_noamd,b_amd,False,0.3490459,0.65095407
1486263_21015_0_0.png,a_noamd,a_noamd,True,0.89482707,0.10517292
1494464_21015_0_0.png,a_noamd,a_noamd,True,0.9207056,0.079294406
1495365_21015_1_0.png,a_noamd,a_noamd,True,0.92969984,0.07030022
1495979_21015_1_0.png,a_noamd,a_noamd,True,0.88664186,0.113358185
1499051_21015_0_0.png,a_noamd,a_noamd,True,0.9071313,0.09286867
1499671_21016_0_1.png,a_noamd,a_noamd,True,0.9390497,0.060950242
1506781_21016_0_0.png,a_noamd,a_noamd,True,0.8774858,0.122514166
1514959_21015_0_0.png,a_noamd,a_noamd,True,0.8746958,0.12530427
1515498_21016_0_0.png,a_noamd,a_noamd,True,0.9641719,0.03582806
1535030_21016_0_0.png,a_noamd,a_noamd,True,0.8241393,0.17586073
1537998_21015_1_1.png,a_noamd,a_noamd,True,0.9256368,0.074363105
1552660_21016_0_0.png,a_noamd,a_noamd,True,0.9168011,0.08319895
1553749_21016_0_0.png,a_noamd,a_noamd,True,0.9081733,0.09182673
1553751_21015_0_0.png,a_noamd,a_noamd,True,0.5215139,0.4784861
1557480_21016_1_0.png,a_noamd,a_noamd,True,0.73038256,0.26961744
1560389_21015_0_0.png,a_noamd,a_noamd,True,0.9323231,0.06767689
1574898_21016_0_0.png,a_noamd,a_noamd,True,0.9067197,0.09328027
1601635_21016_0_0.png,a_noamd,a_noamd,True,0.9029256,0.09707441
1632106_21016_1_0.png,a_noamd,a_noamd,True,0.8831019,0.11689814
1652487_21016_1_0.png,a_noamd,a_noamd,True,0.92276305,0.077237
1663149_21016_0_0.png,a_noamd,a_noamd,True,0.9172773,0.082722716
1681117_21016_0_0.png,a_noamd,a_noamd,True,0.8990642,0.10093581
1697220_21015_0_0.png,a_noamd,b_amd,False,0.22095686,0.77904314
1704670_21015_0_0.png,a_noamd,a_noamd,True,0.9011971,0.09880299
1708747_21016_0_0.png,a_noamd,a_noamd,True,0.88483834,0.1151617
1730885_21016_0_0.png,a_noamd,a_noamd,True,0.91655266,0.0834473
1736297_21016_0_0.png,a_noamd,a_noamd,True,0.879951,0.12004899
1737240_21015_1_0.png,a_noamd,a_noamd,True,0.95754594,0.042454112
1782210_21016_0_0.png,a_noamd,a_noamd,True,0.90977937,0.0902206
1826552_21016_0_0.png,a_noamd,a_noamd,True,0.8876849,0.11231508
1840708_21015_1_0.png,a_noamd,a_noamd,True,0.9459894,0.054010656
1844778_21016_1_0.png,a_noamd,a_noamd,True,0.9142949,0.085705176
