filename,true_label,predicted_label,correct,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
002c21358ce6.png,anodr,anodr,True,0.9254779,0.01884031,0.017749265,0.018608745,0.01932375
005b95c28852.png,anodr,anodr,True,0.8591691,0.039098017,0.055638783,0.024563596,0.021530552
00cc2b75cddd.png,anodr,anodr,True,0.9322283,0.023636587,0.015334664,0.01255713,0.016243331
0182152c50de.png,anodr,anodr,True,0.92002535,0.028395722,0.018158535,0.015575324,0.017845044
02cd34a85b24.png,anodr,anodr,True,0.9244234,0.02393996,0.018825665,0.016311146,0.016499829
03b373718013.png,anodr,anodr,True,0.94173837,0.019012012,0.010842464,0.011813825,0.016593281
04aef84a2cc1.png,anodr,anodr,True,0.9277256,0.017074354,0.017182386,0.022891318,0.015126315
05b1bb2bdb81.png,anodr,anodr,True,0.91697586,0.027135039,0.017810104,0.017253108,0.020825906
07596907347b.png,anodr,anodr,True,0.9252197,0.018450657,0.016530411,0.017725252,0.02207401
07751b94a88a.png,anodr,anodr,True,0.89411926,0.037853144,0.033090115,0.015049224,0.019888286
0790515cf5af.png,anodr,anodr,True,0.8765811,0.054093108,0.038736552,0.009455115,0.021134105
08037e4490e5.png,anodr,anodr,True,0.9330118,0.016107917,0.016783811,0.018870912,0.015225632
0851d6a69589.png,anodr,anodr,True,0.86745733,0.064543,0.039000027,0.012599433,0.016400116
08b6e3240858.png,anodr,anodr,True,0.9080174,0.03752793,0.026171962,0.014205658,0.014077201
08bef347f40d.png,anodr,anodr,True,0.88601017,0.04968627,0.033422727,0.011616367,0.019264428
08ee569d4721.png,anodr,anodr,True,0.8542784,0.04432563,0.072051376,0.012453038,0.016891507
09237bf783a4.png,anodr,anodr,True,0.92874223,0.01699418,0.013217718,0.019742558,0.021303345
096436d68d06.png,anodr,anodr,True,0.935179,0.025619006,0.010071596,0.014209683,0.01492065
099021fac3c9.png,anodr,anodr,True,0.92116696,0.02309205,0.02283403,0.01721142,0.015695527
09c8323c612e.png,anodr,anodr,True,0.9308902,0.020115763,0.014098814,0.015093304,0.01980198
0a38b552372d.png,anodr,anodr,True,0.93577814,0.02114178,0.01879677,0.009595607,0.014687681
0a85a1e8f9e9.png,anodr,anodr,True,0.8126074,0.061252262,0.08564694,0.022357682,0.01813572
0babc12807b2.png,anodr,bmilddr,False,0.015203536,0.6011604,0.35469508,0.006058095,0.022882806
0cbcc7b23613.png,anodr,anodr,True,0.83923155,0.07144327,0.053417195,0.019687967,0.016219934
0cd31078cd08.png,anodr,anodr,True,0.9534791,0.010203819,0.008104375,0.015844362,0.012368413
0ce062f26edc.png,anodr,anodr,True,0.94355196,0.008648817,0.015871825,0.016732786,0.015194637
0cecc2864b7f.png,anodr,anodr,True,0.94136554,0.016860435,0.0134745715,0.012759226,0.0155402515
0d9a9896f801.png,anodr,anodr,True,0.9091803,0.030149668,0.028508147,0.014795916,0.017366005
0da321efbce6.png,anodr,anodr,True,0.9553512,0.013066759,0.011760695,0.007921949,0.011899388
0db1d8dcf219.png,anodr,anodr,True,0.94177854,0.02186139,0.015052828,0.008548311,0.01275886
0e3572b5884a.png,anodr,anodr,True,0.9317006,0.019429907,0.015324571,0.014907329,0.018637696
0ef4c61dc056.png,anodr,anodr,True,0.92129415,0.021954803,0.018329976,0.018286763,0.020134382
0fbbd665431f.png,anodr,anodr,True,0.9055599,0.025716089,0.018763872,0.01799268,0.031967465
0fc6829da85b.png,anodr,anodr,True,0.93299776,0.02078672,0.013054002,0.01532321,0.017838307
1002b5151b8e.png,anodr,anodr,True,0.938948,0.019768925,0.008820856,0.014926561,0.017535755
103f97a2ab15.png,anodr,anodr,True,0.87953824,0.06677121,0.019400842,0.012169413,0.022120325
10a5026eb8e6.png,anodr,anodr,True,0.92642707,0.025386207,0.01316685,0.017597297,0.017422633
10de500cf0c5.png,anodr,anodr,True,0.9197417,0.022608597,0.016167205,0.023309793,0.018172735
10f10fd30718.png,anodr,anodr,True,0.9373951,0.014314337,0.012374494,0.016829751,0.019086324
12058bbb8299.png,anodr,anodr,True,0.9427804,0.016509417,0.0133153,0.013046649,0.0143482145
12bc439d373a.png,anodr,anodr,True,0.93048275,0.020204412,0.016692527,0.01681829,0.015801929
12ef75375322.png,anodr,anodr,True,0.91205823,0.021355815,0.024081212,0.01662292,0.025881825
143db89c11c8.png,anodr,anodr,True,0.917476,0.033807382,0.017671354,0.011264261,0.019780917
15b21c80cc31.png,anodr,anodr,True,0.9343039,0.019531006,0.015200904,0.016179286,0.01478492
15e24b73d4a7.png,anodr,anodr,True,0.84051883,0.06416544,0.054501284,0.018834706,0.021979755
1633f8291a80.png,anodr,anodr,True,0.9279185,0.021784209,0.017001022,0.015974713,0.017321529
165634a6167e.png,anodr,anodr,True,0.92836976,0.020124843,0.01526183,0.019065848,0.017177729
178412895d5e.png,anodr,anodr,True,0.7627339,0.029827015,0.15741858,0.024616407,0.02540415
186c1835eec5.png,anodr,anodr,True,0.9233815,0.020277452,0.019528877,0.015822064,0.020990135
18b7e34eab8f.png,anodr,anodr,True,0.9208631,0.024068918,0.021316225,0.0142372,0.019514555
18b99159a14f.png,anodr,anodr,True,0.9141344,0.029838836,0.021749826,0.014592939,0.019683948
18ce0cdc473d.png,anodr,anodr,True,0.9213394,0.037552994,0.014468766,0.012718672,0.013920257
1a0dbc6c0cda.png,anodr,anodr,True,0.70189923,0.1154378,0.14434253,0.011957182,0.026363235
1a1e974a7dbf.png,anodr,anodr,True,0.90731144,0.020030826,0.024347445,0.024965156,0.02334517
1c47815f4a6b.png,anodr,anodr,True,0.92943007,0.024576494,0.017032482,0.015037313,0.013923764
1ca62b3e4fd3.png,anodr,anodr,True,0.92315316,0.024042776,0.014406176,0.01770111,0.020696742
1d0b93317aa8.png,anodr,anodr,True,0.94399863,0.016175516,0.010914959,0.013111611,0.015799211
1d3e9b939732.png,anodr,anodr,True,0.89556503,0.034861412,0.02932588,0.015205755,0.025041891
1d74c4713e21.png,anodr,anodr,True,0.91459775,0.018945536,0.017744781,0.026546951,0.022165008
1db0393cdbc1.png,anodr,anodr,True,0.9221258,0.021372026,0.016505282,0.019300053,0.020696849
1df1530b9b8d.png,anodr,anodr,True,0.89354897,0.038635887,0.0320608,0.015997235,0.019757105
1e742358e0b9.png,anodr,anodr,True,0.8939123,0.052723598,0.022327146,0.013855255,0.017181695
1e7ccd4a1c87.png,anodr,anodr,True,0.89822054,0.03792681,0.031943213,0.015594685,0.01631482
1ec95179cdfe.png,anodr,anodr,True,0.9321812,0.01614306,0.01077722,0.018414926,0.022483602
1f31701dd61b.png,anodr,anodr,True,0.8543882,0.05558335,0.059648726,0.0140995905,0.016280195
1f5496352859.png,anodr,anodr,True,0.897334,0.02151055,0.047651254,0.017833693,0.015670614
218c822a3dd9.png,anodr,anodr,True,0.7092234,0.13393782,0.113303594,0.019007487,0.024527717
224c14366e11.png,anodr,anodr,True,0.8955636,0.0294706,0.043998193,0.014153565,0.016814131
226c6ceb9185.png,anodr,anodr,True,0.89930457,0.028444838,0.023975503,0.023767319,0.024507655
237aa50edc34.png,anodr,anodr,True,0.918542,0.026045574,0.016022727,0.021174496,0.018215233
248dec89b3a2.png,anodr,anodr,True,0.93411326,0.016282557,0.011869674,0.02307735,0.014657215
253e96488cfb.png,anodr,bmilddr,False,0.34223607,0.53442514,0.07305537,0.0129258325,0.03735761
2682e6da9050.png,anodr,anodr,True,0.9211411,0.025141953,0.016579598,0.020772612,0.016364733
27933cdbe0cc.png,anodr,anodr,True,0.8974485,0.034499414,0.030510422,0.015172509,0.02236919
283c3aeba594.png,anodr,anodr,True,0.9056338,0.021726657,0.02064386,0.029186301,0.022809358
28503940d10b.png,anodr,anodr,True,0.93215704,0.021438807,0.016001934,0.012033456,0.018368796
28f73575e1f2.png,anodr,anodr,True,0.9425146,0.015683496,0.010685076,0.017482169,0.013634708
2923971566fe.png,anodr,anodr,True,0.50489295,0.3820664,0.05080698,0.009055059,0.053178642
2927665214e1.png,anodr,anodr,True,0.9238667,0.029435018,0.020622103,0.0113049075,0.0147713395
29a13e666266.png,anodr,anodr,True,0.8447118,0.07338762,0.047440443,0.008967028,0.02549316
2a4520f1f9a3.png,anodr,anodr,True,0.91816634,0.020532694,0.017342513,0.021889955,0.022068594
2b4c7b5f1f1e.png,anodr,anodr,True,0.8498112,0.053639337,0.06311705,0.013571126,0.019861326
2b5bb6d33959.png,anodr,anodr,True,0.93613076,0.016244182,0.015196757,0.018912949,0.013515277
2bb3c492d6d3.png,anodr,anodr,True,0.9397529,0.019209452,0.013076604,0.013692453,0.01426872
2c8101f14723.png,anodr,anodr,True,0.92844886,0.018781498,0.019371279,0.017331703,0.016066562
2c827005b8f8.png,anodr,anodr,True,0.9265043,0.021281665,0.013353626,0.018080467,0.020779993
2cacdb0dffae.png,anodr,anodr,True,0.9347965,0.017001802,0.017241424,0.017052393,0.0139078
2cdcc910778d.png,anodr,anodr,True,0.94777656,0.01328393,0.012398461,0.015709054,0.010831925
2d04cead4d3a.png,anodr,anodr,True,0.9241858,0.019757664,0.014462943,0.02011006,0.021483433
2d07162a13b1.png,anodr,cmoderatedr,False,0.16485776,0.36768064,0.4286502,0.01871709,0.020094348
2db0cd3e30da.png,anodr,anodr,True,0.9406359,0.01829174,0.015380066,0.012676999,0.013015192
2dc647e00ad3.png,anodr,anodr,True,0.9449114,0.017841807,0.012265874,0.013561486,0.011419431
2dd28ac497d2.png,anodr,anodr,True,0.92993015,0.0214579,0.019052755,0.013082557,0.01647656
2ef10194e80d.png,anodr,anodr,True,0.9432262,0.015746845,0.013007437,0.012956424,0.015063034
2ef4a04aed1b.png,anodr,anodr,True,0.93012244,0.01724205,0.02096833,0.015534961,0.016132127
2ef955d6d9ff.png,anodr,anodr,True,0.91065663,0.02361412,0.017889624,0.02569478,0.022144884
2f143453bb71.png,anodr,anodr,True,0.9265072,0.021583093,0.019257475,0.020465033,0.012187351
2f7fbdcc9a4b.png,anodr,anodr,True,0.90625566,0.023998242,0.043841623,0.0122592775,0.013645179
2fefb720869a.png,anodr,anodr,True,0.9300272,0.018220482,0.01985113,0.018142316,0.01375889
3286073a976e.png,anodr,anodr,True,0.92862445,0.017282095,0.015210306,0.01620539,0.022677809
331121c65e88.png,anodr,anodr,True,0.9406661,0.014361608,0.019121157,0.013432297,0.012418823
33b91def2035.png,anodr,anodr,True,0.8968563,0.0243554,0.023982853,0.03221993,0.022585522
33b978734eab.png,anodr,anodr,True,0.91116935,0.021817924,0.020061163,0.026022617,0.020928973
345b1f0abbba.png,anodr,anodr,True,0.93794847,0.01590069,0.013686399,0.01986026,0.01260416
