filename,true_label,predicted_label,correct,score_anormal,score_cglaucoma
image_001_170.jpg,anormal,anormal,True,0.8145083,0.18549165
image_002_202.jpg,anormal,anormal,True,0.82498467,0.17501538
image_003_50.jpg,anormal,anormal,True,0.7932784,0.2067216
image_004_65.jpg,anormal,anormal,True,0.7537549,0.24624509
image_005_13.jpg,anormal,anormal,True,0.86743677,0.13256326
image_006_4.jpg,anormal,anormal,True,0.80312043,0.19687957
image_007_5.jpg,anormal,anormal,True,0.8180144,0.18198565
image_008_116.jpg,anormal,anormal,True,0.8219762,0.17802383
image_009_125.jpg,anormal,anormal,True,0.831951,0.16804898
image_010_41.jpg,anormal,anormal,True,0.83855456,0.16144542
image_011_214.jpg,anormal,anormal,True,0.8273283,0.17267165
image_012_56.jpg,anormal,anormal,True,0.8214093,0.17859067
image_013_71.jpg,anormal,anormal,True,0.83011496,0.16988502
image_014_59.jpg,anormal,anormal,True,0.82978475,0.17021526
image_015_209.jpg,anormal,anormal,True,0.7865629,0.21343707
image_016_82.jpg,anormal,anormal,True,0.84694344,0.15305653
image_017_93.jpg,anormal,anormal,True,0.8149019,0.18509814
image_018_120.jpg,anormal,anormal,True,0.78887814,0.21112189
image_019_168.jpg,anormal,anormal,True,0.8276875,0.17231245
image_020_10.jpg,anormal,anormal,True,0.77988553,0.22011444
image_021_26.jpg,anormal,anormal,True,0.8627114,0.13728859
image_022_55.jpg,anormal,anormal,True,0.82934463,0.17065537
image_023_103.jpg,anormal,anormal,True,0.8459577,0.15404227
image_024_200.jpg,anormal,anormal,True,0.7621925,0.23780753
image_025_99.jpg,anormal,anormal,True,0.786781,0.21321902
image_026_146.jpg,anormal,anormal,True,0.8486757,0.15132424
image_027_32.jpg,anormal,anormal,True,0.8443807,0.15561935
image_028_96.jpg,anormal,anormal,True,0.84577435,0.15422563
image_029_217.jpg,anormal,anormal,True,0.82673424,0.17326576
image_030_219.jpg,anormal,anormal,True,0.8140803,0.1859197
image_031_49.jpg,anormal,anormal,True,0.7785871,0.22141294
image_032_39.jpg,anormal,anormal,True,0.7931911,0.2068089
image_033_187.jpg,anormal,anormal,True,0.83323383,0.16676615
image_034_36.jpg,anormal,anormal,True,0.8435906,0.15640934
image_035_160.jpg,anormal,anormal,True,0.85523504,0.14476492
image_036_25.jpg,anormal,anormal,True,0.82291484,0.1770852
image_037_178.jpg,anormal,anormal,True,0.81844604,0.18155397
image_038_95.jpg,anormal,anormal,True,0.7906429,0.20935711
image_039_12.jpg,anormal,anormal,True,0.82648873,0.17351125
image_040_16.jpg,anormal,anormal,True,0.78471315,0.21528687
image_041_108.jpg,anormal,anormal,True,0.8213835,0.17861648
image_042_63.jpg,anormal,anormal,True,0.77310324,0.22689673
image_043_54.jpg,anormal,anormal,True,0.7697043,0.23029572
image_044_70.jpg,anormal,anormal,True,0.84052116,0.15947884
image_045_182.jpg,anormal,anormal,True,0.7629554,0.23704454
image_046_64.jpg,anormal,anormal,True,0.8346054,0.1653946
image_047_143.jpg,anormal,anormal,True,0.8149401,0.18505993
image_048_130.jpg,anormal,anormal,True,0.85617226,0.1438278
image_049_105.jpg,anormal,anormal,True,0.77593917,0.22406079
image_050_163.jpg,anormal,anormal,True,0.7991366,0.2008634
image_051_190.jpg,anormal,anormal,True,0.8475987,0.15240128
image_052_3.jpg,anormal,anormal,True,0.81581074,0.18418927
image_053_136.jpg,anormal,anormal,True,0.8803455,0.11965453
image_054_158.jpg,anormal,anormal,True,0.8241011,0.17589894
image_055_139.jpg,anormal,anormal,True,0.8534559,0.14654411
image_056_142.jpg,anormal,anormal,True,0.7612444,0.23875563
image_057_109.jpg,anormal,anormal,True,0.7683119,0.23168807
image_058_118.jpg,anormal,anormal,True,0.7879933,0.21200672
image_059_220.jpg,anormal,anormal,True,0.79276794,0.2072321
image_060_79.jpg,anormal,anormal,True,0.794654,0.20534596
image_061_44.jpg,anormal,anormal,True,0.76226944,0.23773056
image_062_135.jpg,anormal,anormal,True,0.7913981,0.20860183
image_063_110.jpg,anormal,anormal,True,0.7648781,0.23512183
image_064_164.jpg,anormal,anormal,True,0.81055135,0.18944868
image_065_92.jpg,anormal,anormal,True,0.84348893,0.15651108
image_066_218.jpg,anormal,anormal,True,0.8387648,0.16123523
image_067_127.jpg,anormal,anormal,True,0.7900139,0.20998603
image_068_173.jpg,anormal,anormal,True,0.81089735,0.18910263
image_069_184.jpg,anormal,anormal,True,0.7720021,0.22799788
image_070_212.jpg,anormal,anormal,True,0.8226374,0.17736259
image_071_154.jpg,anormal,anormal,True,0.80163634,0.1983637
image_072_102.jpg,anormal,anormal,True,0.79912937,0.20087063
image_073_179.jpg,anormal,anormal,True,0.7991807,0.20081931
image_074_37.jpg,anormal,anormal,True,0.8039838,0.19601618
image_075_195.jpg,anormal,anormal,True,0.83539605,0.16460389
image_076_33.jpg,anormal,anormal,True,0.77043414,0.22956583
image_077_201.jpg,anormal,anormal,True,0.81180704,0.18819301
image_078_67.jpg,anormal,anormal,True,0.84933394,0.15066604
image_079_15.jpg,anormal,anormal,True,0.8150469,0.18495308
image_080_157.jpg,anormal,anormal,True,0.7941798,0.20582028
image_081_153.jpg,anormal,anormal,True,0.8454647,0.1545353
image_082_9.jpg,anormal,anormal,True,0.804694,0.19530605
image_083_30.jpg,anormal,anormal,True,0.7520858,0.24791417
image_084_34.jpg,anormal,anormal,True,0.78607523,0.21392481
image_085_61.jpg,anormal,anormal,True,0.8346723,0.16532777
image_086_24.jpg,anormal,anormal,True,0.8349326,0.16506734
image_087_210.jpg,anormal,anormal,True,0.78981847,0.21018161
image_088_175.jpg,anormal,anormal,True,0.8151035,0.18489653
image_089_38.jpg,anormal,anormal,True,0.783994,0.21600598
image_090_145.jpg,anormal,anormal,True,0.80411285,0.19588721
image_091_223.jpg,anormal,anormal,True,0.79976684,0.20023319
image_092_1.jpg,anormal,anormal,True,0.7536702,0.24632981
image_093_140.jpg,anormal,anormal,True,0.804694,0.19530605
image_094_150.jpg,anormal,anormal,True,0.82651025,0.17348973
image_095_11.jpg,anormal,anormal,True,0.78125376,0.21874629
image_096_98.jpg,anormal,anormal,True,0.80942756,0.1905724
image_097_176.jpg,anormal,anormal,True,0.83664834,0.16335161
image_098_205.jpg,anormal,anormal,True,0.7989443,0.2010557
image_099_22.jpg,anormal,anormal,True,0.7808684,0.21913159
image_100_196.jpg,anormal,anormal,True,0.79641694,0.20358302
image_101_222.jpg,anormal,anormal,True,0.7933855,0.20661446
image_102_155.jpg,anormal,anormal,True,0.7797927,0.22020727
image_103_204.jpg,anormal,anormal,True,0.8122574,0.18774264
image_104_2.jpg,anormal,anormal,True,0.7607845,0.2392155
image_105_0.jpg,anormal,anormal,True,0.7777762,0.22222382
image_106_141.jpg,anormal,anormal,True,0.7961205,0.20387946
image_107_166.jpg,anormal,anormal,True,0.75313824,0.24686179
image_108_188.jpg,anormal,anormal,True,0.76458377,0.23541625
image_109_76.jpg,anormal,anormal,True,0.7697751,0.23022489
image_110_199.jpg,anormal,anormal,True,0.75657284,0.24342714
image_111_58.jpg,anormal,anormal,True,0.76990354,0.23009647
image_112_111.jpg,anormal,anormal,True,0.82992214,0.17007788
image_113_224.jpg,anormal,anormal,True,0.7617649,0.23823512
image_114_57.jpg,anormal,anormal,True,0.7692033,0.23079674
image_115_121.jpg,anormal,anormal,True,0.82216614,0.17783384
image_116_69.jpg,anormal,anormal,True,0.75197166,0.24802832
image_117_211.jpg,anormal,anormal,True,0.74701786,0.25298214
image_118_101.jpg,anormal,anormal,True,0.77595687,0.22404313
image_119_194.jpg,anormal,anormal,True,0.786157,0.21384303
image_120_17.jpg,anormal,anormal,True,0.82190484,0.1780952
image_121_189.jpg,anormal,anormal,True,0.76590824,0.23409176
image_122_6.jpg,anormal,anormal,True,0.7834644,0.21653557
image_123_35.jpg,anormal,anormal,True,0.82588655,0.17411342
image_124_126.jpg,anormal,anormal,True,0.7466145,0.25338554
image_125_183.jpg,anormal,anormal,True,0.7529318,0.24706824
image_126_177.jpg,anormal,anormal,True,0.7472391,0.25276092
image_127_43.jpg,anormal,anormal,True,0.84174895,0.15825106
image_128_60.jpg,anormal,anormal,True,0.79198045,0.20801948
image_129_156.jpg,anormal,anormal,True,0.8537723,0.14622767
image_130_104.jpg,anormal,anormal,True,0.8048232,0.19517681
image_131_131.jpg,anormal,anormal,True,0.76054436,0.23945567
image_132_52.jpg,anormal,anormal,True,0.78788185,0.21211818
image_133_75.jpg,anormal,anormal,True,0.8166236,0.18337639
image_134_97.jpg,anormal,anormal,True,0.80587894,0.1941211
image_135_90.jpg,anormal,anormal,True,0.8294329,0.1705671
image_136_128.jpg,anormal,anormal,True,0.74308646,0.25691354
image_137_87.jpg,anormal,anormal,True,0.83820266,0.16179733
image_138_19.jpg,anormal,anormal,True,0.82599235,0.17400768
image_139_167.jpg,anormal,anormal,True,0.807865,0.19213499
image_140_27.jpg,anormal,anormal,True,0.7811768,0.2188232
image_141_18.jpg,anormal,anormal,True,0.78671116,0.21328886
image_142_159.jpg,anormal,anormal,True,0.7857668,0.21423325
image_143_107.jpg,anormal,anormal,True,0.7864774,0.2135226
image_144_180.jpg,anormal,anormal,True,0.869381,0.13061897
image_145_78.jpg,anormal,anormal,True,0.82004976,0.17995022
image_146_85.jpg,anormal,anormal,True,0.8671828,0.13281715
image_147_193.jpg,anormal,anormal,True,0.84880584,0.15119416
image_148_216.jpg,anormal,anormal,True,0.75255495,0.24744506
image_149_134.jpg,anormal,anormal,True,0.797521,0.20247905
image_150_198.jpg,anormal,anormal,True,0.82585704,0.17414303
image_151_31.jpg,anormal,anormal,True,0.77125806,0.22874193
image_152_169.jpg,anormal,anormal,True,0.74135256,0.2586474
image_153_213.jpg,anormal,anormal,True,0.84780556,0.1521944
image_154_23.jpg,anormal,anormal,True,0.83948016,0.16051978
image_155_151.jpg,anormal,anormal,True,0.7887019,0.21129806
image_156_72.jpg,anormal,anormal,True,0.7820951,0.21790487
image_157_115.jpg,anormal,anormal,True,0.85082793,0.14917201
image_158_191.jpg,anormal,anormal,True,0.84287626,0.15712379
image_159_162.jpg,anormal,anormal,True,0.86750394,0.13249603
image_160_124.jpg,anormal,anormal,True,0.8308457,0.16915432
image_161_62.jpg,anormal,anormal,True,0.7501248,0.24987517
image_162_48.jpg,anormal,anormal,True,0.7383071,0.26169285
image_163_206.jpg,anormal,anormal,True,0.77976793,0.22023208
image_164_215.jpg,anormal,anormal,True,0.75871384,0.24128614
image_165_77.jpg,anormal,anormal,True,0.8015288,0.1984712
image_166_129.jpg,anormal,anormal,True,0.8419188,0.15808119
image_167_138.jpg,anormal,anormal,True,0.77578175,0.22421826
image_168_113.jpg,anormal,anormal,True,0.7400328,0.25996718
image_169_119.jpg,anormal,anormal,True,0.7834,0.2166
image_170_133.jpg,anormal,anormal,True,0.77378684,0.22621313
image_171_203.jpg,anormal,anormal,True,0.7831998,0.2168002
image_172_137.jpg,anormal,anormal,True,0.76793164,0.23206834
image_173_83.jpg,anormal,anormal,True,0.7939342,0.20606577
image_174_123.jpg,anormal,anormal,True,0.81272024,0.18727975
image_175_91.jpg,anormal,anormal,True,0.8208749,0.1791251
image_176_161.jpg,anormal,anormal,True,0.8038642,0.19613583
image_177_112.jpg,anormal,anormal,True,0.83679223,0.16320772
image_178_46.jpg,anormal,anormal,True,0.79824126,0.20175877
image_179_84.jpg,anormal,anormal,True,0.8336749,0.16632508
image_180_53.jpg,anormal,anormal,True,0.83370674,0.16629328
image_181_207.jpg,anormal,anormal,True,0.76945674,0.2305433
image_182_171.jpg,anormal,anormal,True,0.78638583,0.21361418
image_183_40.jpg,anormal,anormal,True,0.813434,0.18656603
image_184_197.jpg,anormal,anormal,True,0.82018733,0.17981267
image_185_185.jpg,anormal,anormal,True,0.79560643,0.20439357
image_186_114.jpg,anormal,anormal,True,0.7608534,0.2391466
image_187_100.jpg,anormal,anormal,True,0.7988379,0.20116206
image_188_192.jpg,anormal,anormal,True,0.8252884,0.1747116
image_189_149.jpg,anormal,anormal,True,0.81986725,0.1801327
image_190_7.jpg,anormal,anormal,True,0.832721,0.16727903
image_191_8.jpg,anormal,anormal,True,0.8689151,0.1310849
image_192_68.jpg,anormal,anormal,True,0.76385134,0.23614869
image_193_51.jpg,anormal,anormal,True,0.82595783,0.17404217
image_194_88.jpg,anormal,anormal,True,0.8401128,0.15988721
image_195_106.jpg,anormal,anormal,True,0.7942877,0.20571232
image_196_80.jpg,anormal,anormal,True,0.8330549,0.1669451
image_197_28.jpg,anormal,anormal,True,0.8897674,0.11023259
image_198_66.jpg,anormal,anormal,True,0.8553332,0.1446668
image_199_94.jpg,anormal,anormal,True,0.8199187,0.18008132
image_200_45.jpg,anormal,anormal,True,0.7952266,0.2047734
image_201_81.jpg,anormal,anormal,True,0.77789444,0.22210556
image_202_14.jpg,anormal,anormal,True,0.80238485,0.19761512
image_203_181.jpg,anormal,anormal,True,0.8539231,0.14607692
image_204_208.jpg,anormal,anormal,True,0.8359714,0.1640286
image_205_29.jpg,anormal,anormal,True,0.8319626,0.16803738
image_206_186.jpg,anormal,anormal,True,0.79986286,0.20013715
image_207_221.jpg,anormal,anormal,True,0.81153315,0.18846689
image_208_20.jpg,anormal,anormal,True,0.8601412,0.13985874
image_209_42.jpg,anormal,anormal,True,0.82085687,0.17914312
image_210_73.jpg,anormal,anormal,True,0.83370674,0.16629328
image_211_152.jpg,anormal,anormal,True,0.76945674,0.2305433
image_212_47.jpg,anormal,anormal,True,0.78976715,0.21023287
image_213_144.jpg,anormal,anormal,True,0.81910163,0.1808984
image_214_89.jpg,anormal,anormal,True,0.7967456,0.2032544
image_215_147.jpg,anormal,anormal,True,0.7691425,0.2308575
image_216_74.jpg,anormal,anormal,True,0.80999994,0.19000007
image_217_117.jpg,anormal,anormal,True,0.77772737,0.22227266
image_218_122.jpg,anormal,anormal,True,0.79563755,0.20436247
image_219_21.jpg,anormal,anormal,True,0.79938275,0.20061727
image_220_86.jpg,anormal,anormal,True,0.8210441,0.17895593
image_221_132.jpg,anormal,anormal,True,0.8400433,0.15995666
image_222_174.jpg,anormal,anormal,True,0.7393566,0.26064342
image_223_172.jpg,anormal,anormal,True,0.74313253,0.25686747
image_224_165.jpg,anormal,anormal,True,0.7319942,0.2680058
image_225_148.jpg,anormal,anormal,True,0.82043856,0.17956144
image_001_250.jpg,cglaucoma,anormal,False,0.79190046,0.20809956
image_002_252.jpg,cglaucoma,anormal,False,0.818602,0.18139802
image_003_234.jpg,cglaucoma,anormal,False,0.77989495,0.22010505
image_004_238.jpg,cglaucoma,anormal,False,0.82477766,0.17522237
image_005_228.jpg,cglaucoma,anormal,False,0.8239417,0.17605837
image_006_225.jpg,cglaucoma,anormal,False,0.8126916,0.1873084
image_007_226.jpg,cglaucoma,anormal,False,0.8620345,0.13796546
