image_path,true_label,predicted_label,confidence,correct,prob_a_noamd,prob_b_amd
../../../data/data_UKBB/test/a_noamd/2438151_21015_0_0.png,a_noamd,a_noamd,0.9727634,True,0.9727634,0.027236506
../../../data/data_UKBB/test/a_noamd/2873232_21015_0_0.png,a_noamd,a_noamd,0.99423826,True,0.99423826,0.0057616937
../../../data/data_UKBB/test/a_noamd/2456355_21015_1_0.png,a_noamd,a_noamd,0.97516406,True,0.97516406,0.024835953
../../../data/data_UKBB/test/a_noamd/3837166_21015_1_0.png,a_noamd,a_noamd,0.9954503,True,0.9954503,0.0045497213
../../../data/data_UKBB/test/a_noamd/2551919_21015_1_0.png,a_noamd,a_noamd,0.9990582,True,0.9990582,0.0009418085
../../../data/data_UKBB/test/a_noamd/5556812_21016_0_0.png,a_noamd,a_noamd,0.9967528,True,0.9967528,0.0032471516
../../../data/data_UKBB/test/a_noamd/3004980_21015_0_0.png,a_noamd,a_noamd,0.9700421,True,0.9700421,0.02995789
../../../data/data_UKBB/test/a_noamd/3214719_21015_1_0.png,a_noamd,a_noamd,0.977599,True,0.977599,0.02240094
../../../data/data_UKBB/test/a_noamd/3291607_21015_0_0.png,a_noamd,a_noamd,0.93734103,True,0.93734103,0.062658936
../../../data/data_UKBB/test/a_noamd/1973049_21015_1_0.png,a_noamd,a_noamd,0.962624,True,0.962624,0.037376
../../../data/data_UKBB/test/a_noamd/4367958_21016_0_0.png,a_noamd,a_noamd,0.95568347,True,0.95568347,0.044316497
../../../data/data_UKBB/test/a_noamd/2285374_21016_0_0.png,a_noamd,a_noamd,0.9751702,True,0.9751702,0.02482983
../../../data/data_UKBB/test/a_noamd/5262483_21016_0_0.png,a_noamd,a_noamd,0.8609433,True,0.8609433,0.13905674
../../../data/data_UKBB/test/a_noamd/3935681_21016_0_0.png,a_noamd,a_noamd,0.98039204,True,0.98039204,0.019607965
../../../data/data_UKBB/test/a_noamd/3960725_21016_0_0.png,a_noamd,a_noamd,0.98724186,True,0.98724186,0.012758142
../../../data/data_UKBB/test/a_noamd/4314661_21015_0_0.png,a_noamd,a_noamd,0.649074,True,0.649074,0.350926
../../../data/data_UKBB/test/a_noamd/2949081_21016_1_0.png,a_noamd,a_noamd,0.804053,True,0.804053,0.19594698
