filename,score_a_noamd,score_b_amd,prediction,prediction_index
2438151_21015_0_0.png,0.8421455,0.1578545,a_noamd,0
2873232_21015_0_0.png,0.94212323,0.057876702,a_noamd,0
2456355_21015_1_0.png,0.89974046,0.10025957,a_noamd,0
3837166_21015_1_0.png,0.9197181,0.08028196,a_noamd,0
2551919_21015_1_0.png,0.9424587,0.057541333,a_noamd,0
5556812_21016_0_0.png,0.79029477,0.20970523,a_noamd,0
3004980_21015_0_0.png,0.81747913,0.18252088,a_noamd,0
3214719_21015_1_0.png,0.80534154,0.19465852,a_noamd,0
3291607_21015_0_0.png,0.76738936,0.23261058,a_noamd,0
1973049_21015_1_0.png,0.8834308,0.1165692,a_noamd,0
4367958_21016_0_0.png,0.87778115,0.122218825,a_noamd,0
2285374_21016_0_0.png,0.8822733,0.117726676,a_noamd,0
5262483_21016_0_0.png,0.80098265,0.19901738,a_noamd,0
3935681_21016_0_0.png,0.8806709,0.11932911,a_noamd,0
3960725_21016_0_0.png,0.91019094,0.08980906,a_noamd,0
4314661_21015_0_0.png,0.85781103,0.14218894,a_noamd,0
2949081_21016_1_0.png,0.7818247,0.21817526,a_noamd,0
4587312_21016_0_0.png,0.9509827,0.049017258,a_noamd,0
1465849_21015_0_0.png,0.81008077,0.18991928,a_noamd,0
3989606_21016_0_0.png,0.89098436,0.10901566,a_noamd,0
5294080_21015_0_0.png,0.89884436,0.10115559,a_noamd,0
4274657_21015_0_0.png,0.801962,0.198038,a_noamd,0
1736297_21016_0_0.png,0.871998,0.12800194,a_noamd,0
5754655_21016_0_0.png,0.8705084,0.12949163,a_noamd,0
2071319_21016_0_0.png,0.8945048,0.10549516,a_noamd,0
2183408_21016_0_0.png,0.8590686,0.14093138,a_noamd,0
5441934_21015_1_0.png,0.8675675,0.13243249,a_noamd,0
1330933_21015_0_0.png,0.69976646,0.30023354,a_noamd,0
4248477_21016_0_0.png,0.88921696,0.11078307,a_noamd,0
3675573_21015_0_0.png,0.8396091,0.16039097,a_noamd,0
4969707_21016_0_0.png,0.06701773,0.93298227,b_amd,1
1514959_21015_0_0.png,0.89832246,0.10167752,a_noamd,0
3393701_21016_0_0.png,0.8987075,0.101292506,a_noamd,0
2782516_21015_1_0.png,0.8797039,0.12029614,a_noamd,0
5327176_21016_0_0.png,0.8748318,0.12516826,a_noamd,0
3500747_21015_0_0.png,0.8830044,0.11699559,a_noamd,0
5522537_21016_1_0.png,0.8514057,0.14859436,a_noamd,0
2016718_21015_0_0.png,0.11051989,0.8894801,b_amd,1
2120628_21016_0_0.png,0.9066162,0.09338381,a_noamd,0
5544560_21015_0_0.png,0.889551,0.11044903,a_noamd,0
2815362_21016_0_0.png,0.92591995,0.07408006,a_noamd,0
2232012_21015_1_0.png,0.8840742,0.115925804,a_noamd,0
