filename,score_anormal,score_cglaucoma,prediction,prediction_index
image_164_215.jpg,0.90203285,0.097967096,anormal,0
image_139_167.jpg,0.52196074,0.47803932,anormal,0
image_015_209.jpg,0.9129489,0.08705114,anormal,0
image_117_211.jpg,0.57227015,0.42772982,anormal,0
image_089_38.jpg,0.90347517,0.096524835,anormal,0
image_095_11.jpg,0.9282548,0.07174516,anormal,0
image_029_217.jpg,0.62064236,0.3793577,anormal,0
image_135_90.jpg,0.68066853,0.3193315,anormal,0
image_159_162.jpg,0.6742406,0.3257594,anormal,0
image_202_14.jpg,0.78785545,0.21214454,anormal,0
image_223_172.jpg,0.5981896,0.4018104,anormal,0
image_128_60.jpg,0.8038066,0.19619335,anormal,0
image_062_135.jpg,0.86336106,0.1366389,anormal,0
image_157_115.jpg,0.57705545,0.42294458,anormal,0
image_076_33.jpg,0.58747554,0.4125245,anormal,0
image_102_155.jpg,0.5376383,0.4623617,anormal,0
image_090_145.jpg,0.76367795,0.23632209,anormal,0
image_067_127.jpg,0.5136126,0.48638734,anormal,0
image_039_12.jpg,0.61461145,0.38538858,anormal,0
image_066_218.jpg,0.61329496,0.38670504,anormal,0
image_151_31.jpg,0.48697633,0.5130237,cglaucoma,1
image_188_192.jpg,0.88699377,0.11300624,anormal,0
image_142_159.jpg,0.87731886,0.12268111,anormal,0
image_069_184.jpg,0.57046145,0.42953852,anormal,0
image_182_171.jpg,0.69316465,0.30683532,anormal,0
image_132_52.jpg,0.7617801,0.23821992,anormal,0
image_120_17.jpg,0.6115448,0.3884552,anormal,0
image_216_74.jpg,0.7220152,0.27798483,anormal,0
image_021_26.jpg,0.7353788,0.26462123,anormal,0
image_136_128.jpg,0.5939699,0.4060301,anormal,0
image_008_116.jpg,0.7578115,0.24218854,anormal,0
image_073_179.jpg,0.587191,0.412809,anormal,0
image_109_76.jpg,0.5131825,0.48681742,anormal,0
image_057_109.jpg,0.44879758,0.5512025,cglaucoma,1
image_108_188.jpg,0.8016872,0.19831279,anormal,0
image_002_202.jpg,0.6340397,0.36596033,anormal,0
image_163_206.jpg,0.9122688,0.087731235,anormal,0
image_218_122.jpg,0.847672,0.15232797,anormal,0
image_130_104.jpg,0.71994215,0.28005788,anormal,0
image_183_40.jpg,0.6102091,0.38979092,anormal,0
image_064_164.jpg,0.8885585,0.11144154,anormal,0
image_189_149.jpg,0.7088509,0.29114905,anormal,0
image_126_177.jpg,0.8571846,0.14281544,anormal,0
image_212_47.jpg,0.60970134,0.39029866,anormal,0
image_168_113.jpg,0.8736164,0.12638365,anormal,0
image_123_35.jpg,0.55957985,0.44042018,anormal,0
image_011_214.jpg,0.8550483,0.14495166,anormal,0
image_206_186.jpg,0.39426306,0.605737,cglaucoma,1
image_030_219.jpg,0.7195458,0.2804542,anormal,0
image_137_87.jpg,0.6370237,0.36297628,anormal,0
image_111_58.jpg,0.8516762,0.14832374,anormal,0
image_207_221.jpg,0.39668667,0.6033133,cglaucoma,1
image_127_43.jpg,0.47763482,0.52236515,cglaucoma,1
image_222_174.jpg,0.88625836,0.11374165,anormal,0
image_166_129.jpg,0.7990332,0.20096679,anormal,0
image_100_196.jpg,0.8584842,0.14151582,anormal,0
image_097_176.jpg,0.84157807,0.15842189,anormal,0
image_042_63.jpg,0.4801902,0.5198098,cglaucoma,1
image_063_110.jpg,0.9143719,0.08562812,anormal,0
image_065_92.jpg,0.6038514,0.39614865,anormal,0
image_110_199.jpg,0.629444,0.37055603,anormal,0
image_198_66.jpg,0.6844826,0.31551737,anormal,0
image_055_139.jpg,0.55377156,0.4462284,anormal,0
image_208_20.jpg,0.9422892,0.057710785,anormal,0
image_161_62.jpg,0.73608553,0.2639145,anormal,0
image_172_137.jpg,0.7060398,0.2939602,anormal,0
image_087_210.jpg,0.8597087,0.14029127,anormal,0
image_104_2.jpg,0.73606426,0.26393574,anormal,0
image_181_207.jpg,0.8220146,0.17798541,anormal,0
image_036_25.jpg,0.7141414,0.28585854,anormal,0
image_158_191.jpg,0.6347358,0.36526412,anormal,0
image_173_83.jpg,0.7100096,0.28999043,anormal,0
image_165_77.jpg,0.7180208,0.28197917,anormal,0
image_005_13.jpg,0.7510092,0.2489908,anormal,0
image_075_195.jpg,0.49873638,0.5012636,cglaucoma,1
image_119_194.jpg,0.80446196,0.19553806,anormal,0
image_145_78.jpg,0.660487,0.33951303,anormal,0
