image_path,predicted_class,true_class,prob_a_noamd,prob_b_amd
test/a_noamd/1018113_21015_1_0.png,a_noamd,a_noamd,0.912402,0.08759804
test/a_noamd/1020777_21015_1_0.png,a_noamd,a_noamd,0.9164587,0.0835413
test/a_noamd/1026486_21016_0_0.png,a_noamd,a_noamd,0.9173211,0.08267888
test/a_noamd/1036537_21016_0_0.png,a_noamd,a_noamd,0.92424893,0.07575111
test/a_noamd/1039702_21015_1_0.png,a_noamd,a_noamd,0.89533675,0.10466326
test/a_noamd/1046092_21015_0_0.png,a_noamd,a_noamd,0.8846516,0.115348384
test/a_noamd/1064334_21016_0_0.png,b_amd,a_noamd,0.37966734,0.6203326
test/a_noamd/1103313_21016_0_0.png,b_amd,a_noamd,0.0899224,0.91007763
test/a_noamd/1107730_21015_0_0.png,a_noamd,a_noamd,0.9125854,0.08741465
test/a_noamd/1134266_21015_0_0.png,a_noamd,a_noamd,0.90056413,0.09943592
test/a_noamd/1167873_21016_0_0.png,a_noamd,a_noamd,0.8414659,0.15853408
test/a_noamd/1169358_21015_1_0.png,a_noamd,a_noamd,0.8993951,0.100604855
test/a_noamd/1170584_21016_0_0.png,a_noamd,a_noamd,0.926047,0.073953025
test/a_noamd/1175155_21016_0_0.png,a_noamd,a_noamd,0.92569387,0.074306145
test/a_noamd/1178859_21016_0_0.png,a_noamd,a_noamd,0.92756855,0.07243147
test/a_noamd/1184375_21016_1_0.png,a_noamd,a_noamd,0.596671,0.403329
test/a_noamd/1186967_21016_0_0.png,b_amd,a_noamd,0.32460257,0.6753974
test/a_noamd/1197089_21016_0_0.png,a_noamd,a_noamd,0.83323663,0.16676342
test/a_noamd/1197343_21015_0_0.png,a_noamd,a_noamd,0.9099138,0.09008623
test/a_noamd/1220742_21016_0_0.png,a_noamd,a_noamd,0.91538996,0.08461009
test/a_noamd/1223318_21016_0_0.png,a_noamd,a_noamd,0.97256327,0.027436735
test/a_noamd/1230171_21016_0_0.png,a_noamd,a_noamd,0.6013734,0.39862666
test/a_noamd/1250082_21016_0_0.png,a_noamd,a_noamd,0.9055295,0.09447055
test/a_noamd/1260458_21016_0_0.png,b_amd,a_noamd,0.33961156,0.66038847
test/a_noamd/1261685_21016_0_0.png,a_noamd,a_noamd,0.9547887,0.045211308
test/a_noamd/1267094_21016_0_0.png,a_noamd,a_noamd,0.9032028,0.09679723
test/a_noamd/1275770_21015_0_0.png,a_noamd,a_noamd,0.93643206,0.06356795
test/a_noamd/1322575_21016_0_0.png,a_noamd,a_noamd,0.9037924,0.0962076
test/a_noamd/1330933_21015_0_0.png,b_amd,a_noamd,0.25423598,0.745764
test/a_noamd/1334474_21015_0_0.png,a_noamd,a_noamd,0.788496,0.21150401
test/a_noamd/1346072_21016_0_0.png,a_noamd,a_noamd,0.85114986,0.14885008
test/a_noamd/1350271_21016_0_0.png,a_noamd,a_noamd,0.8595723,0.14042774
test/a_noamd/1359631_21015_1_0.png,a_noamd,a_noamd,0.9520212,0.047978833
test/a_noamd/1372500_21016_0_0.png,b_amd,a_noamd,0.1317164,0.8682836
test/a_noamd/1407787_21015_1_0.png,a_noamd,a_noamd,0.9504768,0.049523234
test/a_noamd/1412963_21015_0_0.png,a_noamd,a_noamd,0.9048507,0.09514922
test/a_noamd/1429525_21016_0_0.png,a_noamd,a_noamd,0.92749375,0.072506264
test/a_noamd/1434744_21016_0_0.png,a_noamd,a_noamd,0.877195,0.12280499
test/a_noamd/1438121_21015_0_0.png,a_noamd,a_noamd,0.9212949,0.07870502
test/a_noamd/1438217_21016_0_0.png,a_noamd,a_noamd,0.8190602,0.18093981
test/a_noamd/1465849_21015_0_0.png,a_noamd,a_noamd,0.9079313,0.09206869
test/a_noamd/1486263_21015_0_0.png,a_noamd,a_noamd,0.9121781,0.087821916
test/a_noamd/1494464_21015_0_0.png,a_noamd,a_noamd,0.9602275,0.03977251
test/a_noamd/1495365_21015_1_0.png,a_noamd,a_noamd,0.94374377,0.056256216
test/a_noamd/1495979_21015_1_0.png,a_noamd,a_noamd,0.87673604,0.12326391
test/a_noamd/1499051_21015_0_0.png,a_noamd,a_noamd,0.91737366,0.08262637
test/a_noamd/1499671_21016_0_1.png,a_noamd,a_noamd,0.9428019,0.05719811
test/a_noamd/1506781_21016_0_0.png,a_noamd,a_noamd,0.8960306,0.10396937
test/a_noamd/1514959_21015_0_0.png,a_noamd,a_noamd,0.9066833,0.093316674
test/a_noamd/1515498_21016_0_0.png,a_noamd,a_noamd,0.9411851,0.0588149
test/a_noamd/1535030_21016_0_0.png,a_noamd,a_noamd,0.9106196,0.089380406
test/a_noamd/1537998_21015_1_1.png,a_noamd,a_noamd,0.9668286,0.033171467
test/a_noamd/1552660_21016_0_0.png,a_noamd,a_noamd,0.9277885,0.07221153
test/a_noamd/1553749_21016_0_0.png,a_noamd,a_noamd,0.9262038,0.07379625
test/a_noamd/1553751_21015_0_0.png,a_noamd,a_noamd,0.88545567,0.114544265
test/a_noamd/1557480_21016_1_0.png,a_noamd,a_noamd,0.7096819,0.29031807
test/a_noamd/1560389_21015_0_0.png,a_noamd,a_noamd,0.97070843,0.02929156
test/a_noamd/1574898_21016_0_0.png,a_noamd,a_noamd,0.9319339,0.068066075
test/a_noamd/1601635_21016_0_0.png,a_noamd,a_noamd,0.91671896,0.083281115
test/a_noamd/1632106_21016_1_0.png,a_noamd,a_noamd,0.8678819,0.13211815
test/a_noamd/1652487_21016_1_0.png,a_noamd,a_noamd,0.9129459,0.08705411
test/a_noamd/1663149_21016_0_0.png,a_noamd,a_noamd,0.9340201,0.06597998
test/a_noamd/1681117_21016_0_0.png,a_noamd,a_noamd,0.9401212,0.05987886
test/a_noamd/1697220_21015_0_0.png,a_noamd,a_noamd,0.6900921,0.30990794
test/a_noamd/1704670_21015_0_0.png,a_noamd,a_noamd,0.92265147,0.07734849
test/a_noamd/1708747_21016_0_0.png,a_noamd,a_noamd,0.8927001,0.10729992
test/a_noamd/1730885_21016_0_0.png,a_noamd,a_noamd,0.9176603,0.082339734
test/a_noamd/1736297_21016_0_0.png,a_noamd,a_noamd,0.9259728,0.07402716
test/a_noamd/1737240_21015_1_0.png,a_noamd,a_noamd,0.96370524,0.036294714
test/a_noamd/1782210_21016_0_0.png,a_noamd,a_noamd,0.93192685,0.068073146
test/a_noamd/1826552_21016_0_0.png,a_noamd,a_noamd,0.91515815,0.08484186
test/a_noamd/1840708_21015_1_0.png,a_noamd,a_noamd,0.91662437,0.08337559
test/a_noamd/1844778_21016_1_0.png,a_noamd,a_noamd,0.92560434,0.074395575
test/a_noamd/1855075_21015_0_0.png,a_noamd,a_noamd,0.8909017,0.10909837
test/a_noamd/1862962_21015_0_0.png,a_noamd,a_noamd,0.909879,0.090120904
test/a_noamd/1897613_21016_0_0.png,a_noamd,a_noamd,0.9149724,0.08502753
test/a_noamd/1897754_21016_0_0.png,b_amd,a_noamd,0.19655347,0.8034465
test/a_noamd/1902295_21016_0_0.png,a_noamd,a_noamd,0.92678326,0.07321674
test/a_noamd/1912841_21016_0_0.png,a_noamd,a_noamd,0.86899847,0.13100152
test/a_noamd/1926601_21015_1_0.png,a_noamd,a_noamd,0.6743465,0.3256535
test/a_noamd/1937126_21015_0_0.png,a_noamd,a_noamd,0.9194969,0.08050309
test/a_noamd/1951687_21015_0_0.png,a_noamd,a_noamd,0.7743557,0.22564429
test/a_noamd/1959318_21015_0_0.png,a_noamd,a_noamd,0.91569644,0.08430352
test/a_noamd/1965435_21015_1_0.png,a_noamd,a_noamd,0.85678273,0.14321728
test/a_noamd/1970295_21016_0_0.png,a_noamd,a_noamd,0.9159626,0.0840374
test/a_noamd/1973049_21015_1_0.png,a_noamd,a_noamd,0.91084814,0.08915184
test/a_noamd/1984835_21016_0_0.png,a_noamd,a_noamd,0.91528577,0.084714174
test/a_noamd/1986875_21016_0_0.png,a_noamd,a_noamd,0.91660786,0.08339216
test/a_noamd/2003584_21016_0_0.png,a_noamd,a_noamd,0.92688954,0.07311048
test/a_noamd/2016718_21015_0_0.png,b_amd,a_noamd,0.13518357,0.8648164
test/a_noamd/2020618_21016_1_0.png,a_noamd,a_noamd,0.9421715,0.057828467
test/a_noamd/2021853_21015_1_0.png,a_noamd,a_noamd,0.88681424,0.113185756
test/a_noamd/2039753_21016_1_0.png,a_noamd,a_noamd,0.93556064,0.064439364
test/a_noamd/2071319_21016_0_0.png,a_noamd,a_noamd,0.8676896,0.13231044
test/a_noamd/2088201_21015_0_0.png,a_noamd,a_noamd,0.8993286,0.10067139
test/a_noamd/2102048_21015_0_0.png,a_noamd,a_noamd,0.947711,0.052289028
test/a_noamd/2102787_21015_0_0.png,a_noamd,a_noamd,0.90262455,0.09737541
test/a_noamd/2109806_21016_0_0.png,a_noamd,a_noamd,0.92382276,0.07617721
test/a_noamd/2120628_21016_0_0.png,a_noamd,a_noamd,0.86470795,0.135292
test/a_noamd/2128348_21015_0_0.png,a_noamd,a_noamd,0.92617023,0.07382979
test/a_noamd/2133699_21016_1_0.png,a_noamd,a_noamd,0.9564656,0.043534376
test/a_noamd/2140974_21015_1_0.png,a_noamd,a_noamd,0.8350959,0.16490419
test/a_noamd/2154562_21016_0_0.png,a_noamd,a_noamd,0.92256564,0.0774344
test/a_noamd/2156701_21015_0_0.png,a_noamd,a_noamd,0.85988736,0.14011265
test/a_noamd/2163214_21015_0_0.png,a_noamd,a_noamd,0.8585194,0.1414807
test/a_noamd/2165184_21015_0_0.png,a_noamd,a_noamd,0.8997669,0.1002331
test/a_noamd/2173281_21015_0_0.png,a_noamd,a_noamd,0.9245021,0.07549794
test/a_noamd/2183408_21016_0_0.png,a_noamd,a_noamd,0.9152831,0.08471695
test/a_noamd/2192806_21015_0_0.png,a_noamd,a_noamd,0.951673,0.04832708
test/a_noamd/2202486_21016_0_0.png,a_noamd,a_noamd,0.92748004,0.07252001
test/a_noamd/2215678_21015_1_0.png,a_noamd,a_noamd,0.87247944,0.12752058
test/a_noamd/2232012_21015_1_0.png,a_noamd,a_noamd,0.9210178,0.07898222
test/a_noamd/2247731_21015_0_0.png,b_amd,a_noamd,0.40878153,0.5912184
test/a_noamd/2270075_21016_0_0.png,a_noamd,a_noamd,0.96652055,0.03347944
test/a_noamd/2275268_21015_0_0.png,a_noamd,a_noamd,0.90553546,0.094464526
test/a_noamd/2284218_21016_0_0.png,a_noamd,a_noamd,0.9295522,0.07044779
test/a_noamd/2285374_21016_0_0.png,a_noamd,a_noamd,0.9056683,0.09433163
test/a_noamd/2291289_21016_0_0.png,a_noamd,a_noamd,0.8424645,0.15753552
test/a_noamd/2312624_21015_0_0.png,a_noamd,a_noamd,0.9368661,0.06313394
test/a_noamd/2320996_21015_0_0.png,a_noamd,a_noamd,0.9067943,0.09320569
test/a_noamd/2341253_21015_0_0.png,a_noamd,a_noamd,0.7903884,0.20961161
test/a_noamd/2343066_21015_0_0.png,a_noamd,a_noamd,0.92538095,0.07461909
test/a_noamd/2357888_21015_0_0.png,a_noamd,a_noamd,0.85962224,0.14037776
test/a_noamd/2359730_21015_0_0.png,a_noamd,a_noamd,0.77789664,0.22210337
test/a_noamd/2368772_21015_0_0.png,a_noamd,a_noamd,0.9237281,0.076271884
test/a_noamd/2372532_21016_1_0.png,a_noamd,a_noamd,0.9121773,0.0878227
test/a_noamd/2408221_21015_0_0.png,a_noamd,a_noamd,0.9529409,0.047059152
test/a_noamd/2413269_21016_0_0.png,a_noamd,a_noamd,0.8799224,0.12007758
test/a_noamd/2427764_21015_0_0.png,a_noamd,a_noamd,0.9086398,0.091360204
test/a_noamd/2438151_21015_0_0.png,a_noamd,a_noamd,0.9151427,0.08485724
test/a_noamd/2449350_21016_0_0.png,a_noamd,a_noamd,0.89911056,0.10088944
test/a_noamd/2456355_21015_1_0.png,a_noamd,a_noamd,0.92192644,0.078073494
test/a_noamd/2461672_21015_0_0.png,a_noamd,a_noamd,0.9097468,0.09025324
test/a_noamd/2472799_21016_0_0.png,a_noamd,a_noamd,0.9080778,0.09192223
test/a_noamd/2477187_21015_1_0.png,a_noamd,a_noamd,0.92312384,0.07687614
test/a_noamd/2483720_21016_0_0.png,a_noamd,a_noamd,0.58279127,0.4172087
test/a_noamd/2489830_21016_1_0.png,a_noamd,a_noamd,0.95781195,0.042188004
test/a_noamd/2499510_21015_0_0.png,a_noamd,a_noamd,0.921525,0.078475006
test/a_noamd/2507657_21016_0_0.png,a_noamd,a_noamd,0.916019,0.08398103
test/a_noamd/2526740_21016_0_0.png,a_noamd,a_noamd,0.82438296,0.17561707
test/a_noamd/2528591_21016_0_0.png,a_noamd,a_noamd,0.8906879,0.109312154
test/a_noamd/2537297_21015_0_0.png,a_noamd,a_noamd,0.94737846,0.052621547
test/a_noamd/2551919_21015_1_0.png,a_noamd,a_noamd,0.9542341,0.04576586
test/a_noamd/2563517_21015_0_0.png,a_noamd,a_noamd,0.9298305,0.07016956
test/a_noamd/2576580_21016_1_0.png,a_noamd,a_noamd,0.8595919,0.14040811
test/a_noamd/2585277_21015_0_0.png,a_noamd,a_noamd,0.8968099,0.10319014
test/a_noamd/2585605_21016_0_0.png,a_noamd,a_noamd,0.8049985,0.19500148
test/a_noamd/2588926_21015_0_0.png,a_noamd,a_noamd,0.92288405,0.077115916
test/a_noamd/2600105_21016_0_1.png,a_noamd,a_noamd,0.9026193,0.09738072
test/a_noamd/2633176_21016_0_0.png,a_noamd,a_noamd,0.8900902,0.10990979
test/a_noamd/2679483_21016_1_0.png,a_noamd,a_noamd,0.9627305,0.037269514
test/a_noamd/2685632_21015_0_0.png,a_noamd,a_noamd,0.92259294,0.07740701
test/a_noamd/2719722_21016_0_0.png,a_noamd,a_noamd,0.8629066,0.13709341
test/a_noamd/2721922_21015_0_0.png,a_noamd,a_noamd,0.91861284,0.081387185
test/a_noamd/2745458_21015_0_0.png,a_noamd,a_noamd,0.92032754,0.0796724
test/a_noamd/2757636_21015_0_0.png,b_amd,a_noamd,0.3204556,0.6795444
test/a_noamd/2782516_21015_1_0.png,a_noamd,a_noamd,0.62984264,0.37015736
test/a_noamd/2805725_21016_0_0.png,a_noamd,a_noamd,0.92264783,0.07735221
test/a_noamd/2815362_21016_0_0.png,b_amd,a_noamd,0.07942627,0.9205737
test/a_noamd/2822071_21015_0_0.png,a_noamd,a_noamd,0.87864214,0.12135791
test/a_noamd/2836894_21015_0_0.png,a_noamd,a_noamd,0.8786331,0.12136695
test/a_noamd/2846579_21016_1_0.png,b_amd,a_noamd,0.35804695,0.641953
test/a_noamd/2853144_21016_0_0.png,a_noamd,a_noamd,0.9223736,0.07762644
test/a_noamd/2868164_21015_0_0.png,b_amd,a_noamd,0.3354346,0.66456544
test/a_noamd/2871034_21015_0_0.png,b_amd,a_noamd,0.35560217,0.64439785
test/a_noamd/2873232_21015_0_0.png,a_noamd,a_noamd,0.95762473,0.042375278
test/a_noamd/2881320_21016_1_0.png,a_noamd,a_noamd,0.9527333,0.047266684
test/a_noamd/2884620_21016_0_0.png,a_noamd,a_noamd,0.9194544,0.080545634
test/a_noamd/2888262_21016_0_0.png,a_noamd,a_noamd,0.89238197,0.10761804
test/a_noamd/2890162_21016_0_0.png,a_noamd,a_noamd,0.55175954,0.44824043
test/a_noamd/2917663_21015_0_0.png,a_noamd,a_noamd,0.9021941,0.09780584
test/a_noamd/2949081_21016_1_0.png,a_noamd,a_noamd,0.93331444,0.06668555
test/a_noamd/2968059_21016_1_0.png,a_noamd,a_noamd,0.95161015,0.04838988
test/a_noamd/2972541_21016_0_0.png,a_noamd,a_noamd,0.8983552,0.101644866
test/a_noamd/2973762_21015_0_0.png,a_noamd,a_noamd,0.829047,0.17095296
test/a_noamd/2974159_21016_0_0.png,a_noamd,a_noamd,0.82377857,0.17622142
test/a_noamd/2975492_21016_1_0.png,a_noamd,a_noamd,0.8950743,0.10492569
test/a_noamd/3004980_21015_0_0.png,a_noamd,a_noamd,0.94376785,0.056232087
test/a_noamd/3036382_21016_0_0.png,a_noamd,a_noamd,0.88757885,0.11242111
test/a_noamd/3036937_21016_0_0.png,a_noamd,a_noamd,0.9037547,0.096245244
test/a_noamd/3042285_21015_0_0.png,a_noamd,a_noamd,0.82369864,0.17630132
test/a_noamd/3059488_21016_0_0.png,a_noamd,a_noamd,0.63575137,0.36424863
test/a_noamd/3067577_21015_0_0.png,a_noamd,a_noamd,0.91827685,0.0817231
test/a_noamd/3081358_21016_0_0.png,a_noamd,a_noamd,0.77057606,0.22942393
test/a_noamd/3083279_21016_0_0.png,a_noamd,a_noamd,0.9154445,0.08455548
test/a_noamd/3092906_21015_0_0.png,a_noamd,a_noamd,0.6483195,0.35168058
test/a_noamd/3097730_21015_0_0.png,a_noamd,a_noamd,0.91866946,0.08133048
test/a_noamd/3112861_21016_1_0.png,a_noamd,a_noamd,0.95516926,0.044830684
test/a_noamd/3115038_21016_1_0.png,a_noamd,a_noamd,0.9495666,0.05043346
test/a_noamd/3126241_21016_1_0.png,a_noamd,a_noamd,0.95378655,0.046213463
test/a_noamd/3132958_21015_0_0.png,a_noamd,a_noamd,0.9233559,0.076644145
test/a_noamd/3135604_21015_0_0.png,a_noamd,a_noamd,0.93251204,0.06748798
test/a_noamd/3143757_21016_0_0.png,a_noamd,a_noamd,0.9216138,0.07838615
test/a_noamd/3152013_21015_0_0.png,a_noamd,a_noamd,0.9307113,0.06928871
