filename,true_label,predicted_class,prob_anormal,prob_cglaucoma
image_001_170.jpg,anormal,anormal,0.9113709330558777,0.08862912654876709
image_002_202.jpg,anormal,anormal,0.8272278904914856,0.1727721095085144
image_003_50.jpg,anormal,cglaucoma,0.4819508194923401,0.5180491805076599
image_004_65.jpg,anormal,anormal,0.6307676434516907,0.3692323565483093
image_005_13.jpg,anormal,anormal,0.9660696387290955,0.03393029421567917
image_006_4.jpg,anormal,anormal,0.5840928554534912,0.4159071445465088
image_007_5.jpg,anormal,anormal,0.8264315128326416,0.1735684871673584
image_008_116.jpg,anormal,anormal,0.8056411743164062,0.19435881078243256
image_009_125.jpg,anormal,anormal,0.9332150220870972,0.06678502261638641
image_010_41.jpg,anormal,cglaucoma,0.2912883758544922,0.7087116241455078
image_011_214.jpg,anormal,anormal,0.9855164885520935,0.014483501203358173
image_012_56.jpg,anormal,anormal,0.6121935844421387,0.3878064453601837
image_013_71.jpg,anormal,anormal,0.8722681403160095,0.12773185968399048
image_014_59.jpg,anormal,anormal,0.8661653399467468,0.13383467495441437
image_015_209.jpg,anormal,anormal,0.9217832088470459,0.0782167837023735
image_016_82.jpg,anormal,anormal,0.7706779837608337,0.22932203114032745
image_017_93.jpg,anormal,anormal,0.9774916768074036,0.022508352994918823
image_018_120.jpg,anormal,cglaucoma,0.4316549003124237,0.5683451294898987
image_019_168.jpg,anormal,cglaucoma,0.46847426891326904,0.531525731086731
image_020_10.jpg,anormal,anormal,0.6854503750801086,0.31454965472221375
image_021_26.jpg,anormal,anormal,0.6736361384391785,0.3263638913631439
image_022_55.jpg,anormal,anormal,0.9238077998161316,0.07619216293096542
image_023_103.jpg,anormal,cglaucoma,0.41942933201789856,0.5805706977844238
image_024_200.jpg,anormal,anormal,0.8709324598312378,0.1290675848722458
image_025_99.jpg,anormal,anormal,0.6195057034492493,0.3804943263530731
image_026_146.jpg,anormal,anormal,0.8092244863510132,0.190775528550148
image_027_32.jpg,anormal,anormal,0.8073424696922302,0.19265756011009216
image_028_96.jpg,anormal,anormal,0.9588115811347961,0.04118846729397774
image_029_217.jpg,anormal,anormal,0.6784343123435974,0.32156574726104736
image_030_219.jpg,anormal,anormal,0.8657079339027405,0.13429200649261475
image_031_49.jpg,anormal,cglaucoma,0.4668176770210266,0.5331822633743286
image_032_39.jpg,anormal,anormal,0.560633659362793,0.4393663704395294
image_033_187.jpg,anormal,cglaucoma,0.1521882563829422,0.847811758518219
image_034_36.jpg,anormal,cglaucoma,0.4749401807785034,0.5250598192214966
image_035_160.jpg,anormal,cglaucoma,0.45826348662376404,0.5417365431785583
image_036_25.jpg,anormal,anormal,0.6247920989990234,0.37520790100097656
image_037_178.jpg,anormal,anormal,0.856468677520752,0.14353130757808685
image_038_95.jpg,anormal,anormal,0.8408589959144592,0.159140944480896
image_039_12.jpg,anormal,anormal,0.8224397301673889,0.17756029963493347
image_040_16.jpg,anormal,cglaucoma,0.4217647910118103,0.5782352685928345
image_041_108.jpg,anormal,cglaucoma,0.12108978629112244,0.8789101839065552
image_042_63.jpg,anormal,anormal,0.6710125207901001,0.3289874494075775
image_043_54.jpg,anormal,anormal,0.6872124075889587,0.31278756260871887
image_044_70.jpg,anormal,anormal,0.7752476930618286,0.2247522622346878
image_045_182.jpg,anormal,anormal,0.5459572672843933,0.4540427625179291
image_046_64.jpg,anormal,cglaucoma,0.4535670280456543,0.5464329719543457
image_047_143.jpg,anormal,cglaucoma,0.2823296785354614,0.7176703214645386
image_048_130.jpg,anormal,anormal,0.7361036539077759,0.2638963758945465
image_049_105.jpg,anormal,anormal,0.9431208372116089,0.0568791963160038
image_050_163.jpg,anormal,anormal,0.70354825258255,0.29645174741744995
image_051_190.jpg,anormal,cglaucoma,0.4182184040546417,0.5817816257476807
image_052_3.jpg,anormal,anormal,0.9268474578857422,0.07315260171890259
image_053_136.jpg,anormal,anormal,0.9432057738304138,0.05679427087306976
image_054_158.jpg,anormal,anormal,0.9677882790565491,0.03221169859170914
image_055_139.jpg,anormal,anormal,0.5092800855636597,0.49071991443634033
image_056_142.jpg,anormal,anormal,0.9458198547363281,0.054180119186639786
image_057_109.jpg,anormal,anormal,0.8284916281700134,0.17150835692882538
image_058_118.jpg,anormal,anormal,0.5461930632591248,0.45380693674087524
image_059_220.jpg,anormal,anormal,0.8923325538635254,0.1076674535870552
image_060_79.jpg,anormal,anormal,0.7838124632835388,0.2161875069141388
image_061_44.jpg,anormal,anormal,0.9292043447494507,0.07079565525054932
image_062_135.jpg,anormal,anormal,0.8689000606536865,0.13109993934631348
image_063_110.jpg,anormal,anormal,0.9734251499176025,0.026574833318591118
image_064_164.jpg,anormal,anormal,0.9676367044448853,0.032363299280405045
image_065_92.jpg,anormal,anormal,0.9757323265075684,0.02426767349243164
image_066_218.jpg,anormal,anormal,0.8454811573028564,0.15451879799365997
image_067_127.jpg,anormal,anormal,0.886870265007019,0.11312970519065857
image_068_173.jpg,anormal,anormal,0.591589629650116,0.40841037034988403
image_069_184.jpg,anormal,anormal,0.9636539816856384,0.036345984786748886
image_070_212.jpg,anormal,anormal,0.9419978857040405,0.05800208821892738
