filename,true_label,predicted_class,prob_anormal,prob_cglaucoma
RET027OD.jpg,anormal,anormal,0.9741876125335693,0.025812344625592232
RET035OD.jpg,anormal,anormal,0.860557496547699,0.13944242894649506
RET035OS.jpg,anormal,anormal,0.9269870519638062,0.07301294803619385
RET096OD.jpg,anormal,anormal,0.8807971477508545,0.1192028746008873
RET098OD.jpg,anormal,cglaucoma,0.20670367777347565,0.7932963371276855
RET107OD.jpg,anormal,anormal,0.9294067621231079,0.0705932155251503
RET129OS.jpg,anormal,cglaucoma,0.36698412895202637,0.6330158710479736
RET131OD.jpg,anormal,anormal,0.9688268899917603,0.031173117458820343
RET132OD.jpg,anormal,anormal,0.7972515821456909,0.20274841785430908
RET133OD.jpg,anormal,anormal,0.6688780784606934,0.33112195134162903
RET137OD.jpg,anormal,cglaucoma,0.49507594108581543,0.5049240589141846
RET141OS.jpg,anormal,anormal,0.7868272662162781,0.21317267417907715
RET146OS.jpg,anormal,anormal,0.9298027753829956,0.07019723951816559
RET150OS.jpg,anormal,anormal,0.8758405447006226,0.12415951490402222
RET153OS.jpg,anormal,anormal,0.9615864157676697,0.03841351717710495
RET163OS.jpg,anormal,anormal,0.6647345423698425,0.33526548743247986
RET168OS.jpg,anormal,anormal,0.9859317541122437,0.014068256132304668
RET175OD.jpg,anormal,anormal,0.9781671762466431,0.021832814440131187
RET177OD.jpg,anormal,anormal,0.937432587146759,0.06256739050149918
RET177OS.jpg,anormal,anormal,0.9842944145202637,0.015705522149801254
RET178OD.jpg,anormal,anormal,0.9391858577728271,0.060814160853624344
RET181OS.jpg,anormal,anormal,0.9730502963066101,0.026949679479002953
RET182OD.jpg,anormal,anormal,0.984188973903656,0.015810992568731308
RET184OD.jpg,anormal,anormal,0.9757605791091919,0.02423943020403385
RET184OS.jpg,anormal,anormal,0.5120052099227905,0.4879947900772095
RET190OS.jpg,anormal,cglaucoma,0.4712155759334564,0.528784453868866
RET191OS.jpg,anormal,anormal,0.9853925108909607,0.014607478864490986
RET192OS.jpg,anormal,anormal,0.7534688115119934,0.24653121829032898
RET197OD.jpg,anormal,anormal,0.8973121643066406,0.10268787294626236
RET198OD.jpg,anormal,anormal,0.893919050693512,0.10608094930648804
RET198OS.jpg,anormal,anormal,0.7656568288803101,0.23434321582317352
RET199OD.jpg,anormal,anormal,0.9840720295906067,0.01592796854674816
RET200OD.jpg,anormal,anormal,0.9653577208518982,0.034642256796360016
RET200OS.jpg,anormal,anormal,0.8976696729660034,0.10233032703399658
RET201OD.jpg,anormal,anormal,0.9827930927276611,0.01720684953033924
RET202OD.jpg,anormal,anormal,0.9917215704917908,0.008278442546725273
RET203OD.jpg,anormal,anormal,0.9823481440544128,0.017651787027716637
RET203OS.jpg,anormal,anormal,0.9829879999160767,0.017012018710374832
RET210OD.jpg,anormal,anormal,0.9876694083213806,0.012330565601587296
RET211OS.jpg,anormal,anormal,0.9625363349914551,0.0374637246131897
RET212OD.jpg,anormal,anormal,0.9821527600288391,0.017847182229161263
RET213OS.jpg,anormal,anormal,0.9752202033996582,0.024779850617051125
RET216OD.jpg,anormal,anormal,0.8649057149887085,0.1350942999124527
RET216OS.jpg,anormal,anormal,0.9812667369842529,0.018733296543359756
RET220OD.jpg,anormal,anormal,0.9759151935577393,0.02408478781580925
RET220OS.jpg,anormal,anormal,0.9854723811149597,0.014527617953717709
RET224OD.jpg,anormal,anormal,0.985539972782135,0.01446003932505846
RET228OS.jpg,anormal,anormal,0.9688476920127869,0.031152261421084404
RET231OD.jpg,anormal,anormal,0.916675329208374,0.08332470059394836
RET237OD.jpg,anormal,anormal,0.9842839241027832,0.015716049820184708
RET245OS.jpg,anormal,anormal,0.9266267418861389,0.07337326556444168
RET252OS.jpg,anormal,anormal,0.7322500944137573,0.2677499055862427
RET253OD.jpg,anormal,anormal,0.9554417729377747,0.04455817490816116
RET253OS.jpg,anormal,anormal,0.9390215277671814,0.0609784834086895
RET256OD.jpg,anormal,anormal,0.9662744402885437,0.033725589513778687
RET258OD.jpg,anormal,anormal,0.8083469271659851,0.19165310263633728
RET259OD.jpg,anormal,cglaucoma,0.2537621259689331,0.7462378740310669
RET261OS.jpg,anormal,anormal,0.9887853860855103,0.011214572004973888
RET267OD.jpg,anormal,anormal,0.9562936425209045,0.04370638728141785
RET271OS.jpg,anormal,anormal,0.9228816032409668,0.07711835950613022
RET272OD.jpg,anormal,anormal,0.9816239476203918,0.018376002088189125
RET277OS.jpg,anormal,anormal,0.8336276412010193,0.1663723886013031
RET282OD.jpg,anormal,anormal,0.9830900430679321,0.016909942030906677
RET282OS.jpg,anormal,anormal,0.9744278788566589,0.02557208016514778
RET283OS.jpg,anormal,anormal,0.8533192873001099,0.1466807723045349
RET285OS.jpg,anormal,anormal,0.9848169684410095,0.015183037146925926
RET291OD.jpg,anormal,anormal,0.9712375402450562,0.028762398287653923
RET002OD.jpg,cglaucoma,cglaucoma,0.23942041397094727,0.7605795860290527
RET006OS.jpg,cglaucoma,cglaucoma,0.3592197000980377,0.6407803297042847
RET053OD.jpg,cglaucoma,cglaucoma,0.11304058134555817,0.886959433555603
RET066OS.jpg,cglaucoma,anormal,0.6164185404777527,0.3835815191268921
RET089OD.jpg,cglaucoma,anormal,0.9343259334564209,0.06567402929067612
RET091OD.jpg,cglaucoma,anormal,0.9423496127128601,0.05765035003423691
RET102OD.jpg,cglaucoma,anormal,0.8557531237602234,0.1442469358444214
RET106OD.jpg,cglaucoma,cglaucoma,0.2591452896595001,0.7408546805381775
RET114OS.jpg,cglaucoma,anormal,0.8614412546157837,0.1385587900876999
RET120OD.jpg,cglaucoma,anormal,0.9195371270179749,0.08046285063028336
RET120OS.jpg,cglaucoma,anormal,0.8576051592826843,0.14239487051963806
RET122OD.jpg,cglaucoma,anormal,0.9758967161178589,0.024103259667754173
RET122OS.jpg,cglaucoma,anormal,0.978598952293396,0.02140102908015251
RET276OS.jpg,cglaucoma,anormal,0.5492708683013916,0.4507291316986084
