image_path,predicted_label,prob_a_noamd,prob_b_amd
../../../data/data_ADAM/test/a_noamd/N0001.jpg,a_noamd,0.8526968955993652,0.14730308949947357
../../../data/data_ADAM/test/a_noamd/N0002.jpg,a_noamd,0.8497989177703857,0.15020114183425903
../../../data/data_ADAM/test/a_noamd/N0003.jpg,a_noamd,0.8428573608398438,0.15714263916015625
../../../data/data_ADAM/test/a_noamd/N0004.jpg,a_noamd,0.8450077176094055,0.1549922376871109
../../../data/data_ADAM/test/a_noamd/N0005.jpg,a_noamd,0.8555722832679749,0.14442777633666992
../../../data/data_ADAM/test/a_noamd/N0006.jpg,a_noamd,0.8511905670166016,0.14880943298339844
../../../data/data_ADAM/test/a_noamd/N0007.jpg,a_noamd,0.8544590473175049,0.1455409973859787
../../../data/data_ADAM/test/a_noamd/N0008.jpg,a_noamd,0.8530730605125427,0.14692693948745728
../../../data/data_ADAM/test/a_noamd/N0009.jpg,a_noamd,0.8533889055252075,0.14661109447479248
../../../data/data_ADAM/test/a_noamd/N0010.jpg,a_noamd,0.8413124084472656,0.158687561750412
../../../data/data_ADAM/test/a_noamd/N0011.jpg,a_noamd,0.8552743792533875,0.14472565054893494
../../../data/data_ADAM/test/a_noamd/N0012.jpg,a_noamd,0.8550039529800415,0.14499609172344208
../../../data/data_ADAM/test/a_noamd/N0013.jpg,a_noamd,0.8560969233512878,0.14390309154987335
../../../data/data_ADAM/test/a_noamd/N0014.jpg,a_noamd,0.8542908430099487,0.14570912718772888
../../../data/data_ADAM/test/a_noamd/N0015.jpg,a_noamd,0.8468221426010132,0.1531779170036316
../../../data/data_ADAM/test/a_noamd/N0016.jpg,a_noamd,0.8489530086517334,0.15104703605175018
../../../data/data_ADAM/test/a_noamd/N0017.jpg,a_noamd,0.8577885031700134,0.14221151173114777
../../../data/data_ADAM/test/a_noamd/N0018.jpg,a_noamd,0.8584338426589966,0.1415661722421646
../../../data/data_ADAM/test/a_noamd/N0019.jpg,a_noamd,0.8574466705322266,0.14255334436893463
../../../data/data_ADAM/test/a_noamd/N0020.jpg,a_noamd,0.851579487323761,0.1484205722808838
../../../data/data_ADAM/test/a_noamd/N0021.jpg,a_noamd,0.8526279330253601,0.1473720371723175
../../../data/data_ADAM/test/a_noamd/N0022.jpg,a_noamd,0.8363229632377625,0.16367705166339874
../../../data/data_ADAM/test/a_noamd/N0023.jpg,a_noamd,0.8557552099227905,0.14424480497837067
