image_path,predicted_label,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_APTOS/test/anodr/002c21358ce6.png,anodr,0.9971518516540527,0.0024445196613669395,0.000375881209038198,6.458262305386597e-06,2.1230280253803357e-05
../../../data/data_APTOS/test/anodr/005b95c28852.png,anodr,0.995413601398468,0.0033133854158222675,0.0011418513022363186,3.426619150559418e-05,9.677901107352227e-05
../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,anodr,0.9975215792655945,0.0022081492934376,0.00024336815113201737,5.359036094887415e-06,2.1474061213666573e-05
../../../data/data_APTOS/test/anodr/0182152c50de.png,anodr,0.9962586164474487,0.003270500572398305,0.0004299467254895717,7.1822946665633935e-06,3.3897442335728556e-05
../../../data/data_APTOS/test/anodr/02cd34a85b24.png,anodr,0.9960547685623169,0.003492518328130245,0.00041635657544247806,7.107800684025278e-06,2.931144626927562e-05
../../../data/data_APTOS/test/anodr/03b373718013.png,anodr,0.9972260594367981,0.0023740129545331,0.0003547208907548338,7.717227163084317e-06,3.741352338693105e-05
../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,anodr,0.9987853169441223,0.0011404157849028707,6.69686050969176e-05,1.609867240404128e-06,5.726334165956359e-06
../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,anodr,0.9991662502288818,0.0006296994397416711,0.00018114416161552072,6.348424449242884e-06,1.652281207498163e-05
../../../data/data_APTOS/test/anodr/07596907347b.png,anodr,0.9986624717712402,0.0012045392068102956,0.00011594212264753878,3.2266311791318003e-06,1.3808567928208504e-05
../../../data/data_APTOS/test/anodr/07751b94a88a.png,anodr,0.9966074228286743,0.0031035670544952154,0.0002668827655725181,4.687772161560133e-06,1.748512477206532e-05
../../../data/data_APTOS/test/anodr/0790515cf5af.png,anodr,0.9946742057800293,0.004588468000292778,0.0006760797114111483,1.1059367352572735e-05,5.012049950892106e-05
../../../data/data_APTOS/test/anodr/08037e4490e5.png,anodr,0.9991084933280945,0.000848664902150631,3.788684989558533e-05,1.0452366723257e-06,3.942429430026095e-06
../../../data/data_APTOS/test/anodr/0851d6a69589.png,anodr,0.9934737086296082,0.005169692914932966,0.0012351940385997295,2.5339870262541808e-05,9.599186159903184e-05
../../../data/data_APTOS/test/anodr/08b6e3240858.png,anodr,0.9916440844535828,0.006896699778735638,0.001397649641148746,1.6913349099922925e-05,4.469791747396812e-05
../../../data/data_APTOS/test/anodr/08bef347f40d.png,anodr,0.9887922406196594,0.008022074587643147,0.0028857167344540358,6.05429922870826e-05,0.00023945537395775318
../../../data/data_APTOS/test/anodr/08ee569d4721.png,anodr,0.9975160360336304,0.002184536075219512,0.00027141525060869753,5.628093731502304e-06,2.2439988242695108e-05
../../../data/data_APTOS/test/anodr/09237bf783a4.png,anodr,0.9987866282463074,0.0011369255371391773,6.828067125752568e-05,1.688772272245842e-06,6.5584426920395344e-06
../../../data/data_APTOS/test/anodr/096436d68d06.png,anodr,0.9993823766708374,0.0005156508414074779,8.843142131809145e-05,3.4058591609209543e-06,1.0100548024638556e-05
../../../data/data_APTOS/test/anodr/099021fac3c9.png,anodr,0.9987810254096985,0.001041770912706852,0.00015379836258944124,5.110980964673217e-06,1.8217797332908958e-05
../../../data/data_APTOS/test/anodr/09c8323c612e.png,anodr,0.9981491565704346,0.00168667605612427,0.000148110615555197,3.1652359666622942e-06,1.284214886254631e-05
../../../data/data_APTOS/test/anodr/0a38b552372d.png,anodr,0.9975435137748718,0.002046700334176421,0.000369875633623451,7.5782168096338864e-06,3.2345062209060416e-05
../../../data/data_APTOS/test/anodr/0a85a1e8f9e9.png,anodr,0.9977748990058899,0.001221038750372827,0.0009358328534290195,2.5266750526498072e-05,4.295224789530039e-05
../../../data/data_APTOS/test/anodr/0babc12807b2.png,bmilddr,0.007594081573188305,0.6176960468292236,0.3532160818576813,0.004413960501551628,0.017079820856451988
../../../data/data_APTOS/test/anodr/0cbcc7b23613.png,anodr,0.9899812340736389,0.00891484972089529,0.0010700925486162305,9.542312000121456e-06,2.435769056319259e-05
../../../data/data_APTOS/test/anodr/0cd31078cd08.png,anodr,0.9989884495735168,0.0009283474646508694,7.216712401714176e-05,2.212894742115168e-06,8.785678801359609e-06
../../../data/data_APTOS/test/anodr/0ce062f26edc.png,anodr,0.9992245435714722,0.0007302412996068597,3.893858956871554e-05,1.4883728454151424e-06,4.771859039465198e-06
../../../data/data_APTOS/test/anodr/0cecc2864b7f.png,anodr,0.9979058504104614,0.002043676795437932,4.620449180947617e-05,9.019669278131914e-07,3.4754941680148477e-06
../../../data/data_APTOS/test/anodr/0d9a9896f801.png,anodr,0.9978739023208618,0.001846439205110073,0.0002501826093066484,5.7876309256243985e-06,2.369875437580049e-05
