image_path,predicted_label,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,0.7262319326400757,0.27376800775527954
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,0.7268878221511841,0.2731122076511383
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,0.7265546321868896,0.27344539761543274
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,0.7283878326416016,0.27161216735839844
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,0.7282886505126953,0.2717113494873047
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,0.7274898886680603,0.2725100815296173
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,0.7267832159996033,0.27321678400039673
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,0.7274676561355591,0.27253231406211853
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,0.7271942496299744,0.272805780172348
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,0.728384792804718,0.271615207195282
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,0.7287231087684631,0.2712768614292145
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,0.7283431887626648,0.2716568410396576
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,0.7285799980163574,0.2714199721813202
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,0.7285272479057312,0.2714728116989136
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,anormal,0.7274011373519897,0.27259892225265503
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,anormal,0.7283812165260315,0.2716188132762909
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,anormal,0.7289034128189087,0.2710966169834137
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,anormal,0.7289950251579285,0.27100497484207153
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,anormal,0.7281461954116821,0.2718537747859955
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,anormal,0.7285295724868774,0.27147039771080017
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,anormal,0.7271460294723511,0.2728540003299713
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,anormal,0.7282445430755615,0.2717554569244385
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,anormal,0.7280092239379883,0.27199074625968933
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,anormal,0.7275210022926331,0.2724790573120117
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,anormal,0.7287748456001282,0.2712251543998718
../../../data/data_PAPILA/test/anormal/RET190OS.jpg,anormal,0.7262280583381653,0.27377191185951233
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,anormal,0.7284525036811829,0.27154749631881714
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,anormal,0.7279237508773804,0.27207624912261963
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,anormal,0.7278731465339661,0.27212682366371155
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,anormal,0.7282159924507141,0.2717840075492859
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,anormal,0.7283468246459961,0.2716531455516815
../../../data/data_PAPILA/test/anormal/RET199OD.jpg,anormal,0.7278720736503601,0.2721278667449951
../../../data/data_PAPILA/test/anormal/RET200OD.jpg,anormal,0.7277631759643555,0.2722368538379669
../../../data/data_PAPILA/test/anormal/RET200OS.jpg,anormal,0.7263416051864624,0.27365842461586
../../../data/data_PAPILA/test/anormal/RET201OD.jpg,anormal,0.7269321084022522,0.2730679214000702
../../../data/data_PAPILA/test/anormal/RET202OD.jpg,anormal,0.7277695536613464,0.2722304165363312
../../../data/data_PAPILA/test/anormal/RET203OD.jpg,anormal,0.727190375328064,0.2728096544742584
../../../data/data_PAPILA/test/anormal/RET203OS.jpg,anormal,0.7268473505973816,0.2731526792049408
../../../data/data_PAPILA/test/anormal/RET210OD.jpg,anormal,0.7275014519691467,0.27249854803085327
../../../data/data_PAPILA/test/anormal/RET211OS.jpg,anormal,0.7275364398956299,0.2724635601043701
../../../data/data_PAPILA/test/anormal/RET212OD.jpg,anormal,0.7287139296531677,0.2712860405445099
../../../data/data_PAPILA/test/anormal/RET213OS.jpg,anormal,0.7288785576820374,0.27112138271331787
../../../data/data_PAPILA/test/anormal/RET216OD.jpg,anormal,0.7265231609344482,0.273476779460907
../../../data/data_PAPILA/test/anormal/RET216OS.jpg,anormal,0.7280557155609131,0.2719442844390869
../../../data/data_PAPILA/test/anormal/RET220OD.jpg,anormal,0.7287587523460388,0.2712411880493164
../../../data/data_PAPILA/test/anormal/RET220OS.jpg,anormal,0.727378785610199,0.272621214389801
../../../data/data_PAPILA/test/anormal/RET224OD.jpg,anormal,0.7288912534713745,0.2711087763309479
../../../data/data_PAPILA/test/anormal/RET228OS.jpg,anormal,0.7274274826049805,0.27257245779037476
../../../data/data_PAPILA/test/anormal/RET231OD.jpg,anormal,0.7252376675605774,0.27476227283477783
../../../data/data_PAPILA/test/anormal/RET237OD.jpg,anormal,0.7266961336135864,0.2733038663864136
../../../data/data_PAPILA/test/anormal/RET245OS.jpg,anormal,0.7276241183280945,0.2723759114742279
../../../data/data_PAPILA/test/anormal/RET252OS.jpg,anormal,0.7279370427131653,0.27206292748451233
../../../data/data_PAPILA/test/anormal/RET253OD.jpg,anormal,0.7270155549049377,0.2729843854904175
../../../data/data_PAPILA/test/anormal/RET253OS.jpg,anormal,0.7276113629341125,0.27238860726356506
../../../data/data_PAPILA/test/anormal/RET256OD.jpg,anormal,0.7287201285362244,0.27127981185913086
../../../data/data_PAPILA/test/anormal/RET258OD.jpg,anormal,0.7283456325531006,0.2716543972492218
