filename,predicted_class,prob_anormal,prob_cglaucoma
image_001_170.jpg,anormal,0.5004289,0.49957108
image_002_202.jpg,anormal,0.5004351,0.49956486
image_003_50.jpg,anormal,0.50041133,0.49958867
image_004_65.jpg,anormal,0.50042725,0.49957275
image_005_13.jpg,anormal,0.50044274,0.49955726
image_006_4.jpg,anormal,0.5003566,0.49964333
image_007_5.jpg,anormal,0.50041544,0.49958453
image_008_116.jpg,anormal,0.50042945,0.49957055
image_009_125.jpg,anormal,0.500455,0.49954495
image_010_41.jpg,anormal,0.5004164,0.49958357
image_011_214.jpg,anormal,0.5004586,0.4995414
image_012_56.jpg,anormal,0.50038415,0.49961582
image_013_71.jpg,anormal,0.5003997,0.49960026
image_014_59.jpg,anormal,0.5004634,0.4995366
image_015_209.jpg,anormal,0.5004143,0.49958566
image_016_82.jpg,anormal,0.5004485,0.49955148
image_017_93.jpg,anormal,0.5003873,0.4996127
image_018_120.jpg,anormal,0.500404,0.499596
image_019_168.jpg,anormal,0.500484,0.49951598
image_020_10.jpg,anormal,0.50044566,0.49955434
image_021_26.jpg,anormal,0.50043476,0.49956518
image_022_55.jpg,anormal,0.50040704,0.49959296
image_023_103.jpg,anormal,0.5004427,0.49955735
image_024_200.jpg,anormal,0.500383,0.49961695
image_025_99.jpg,anormal,0.5003915,0.4996085
image_026_146.jpg,anormal,0.5003871,0.49961293
image_027_32.jpg,anormal,0.5004371,0.4995629
image_028_96.jpg,anormal,0.5003845,0.4996155
image_029_217.jpg,anormal,0.5004118,0.4995882
image_030_219.jpg,anormal,0.50045145,0.49954852
image_031_49.jpg,anormal,0.5003945,0.49960545
image_032_39.jpg,anormal,0.50047284,0.49952716
image_033_187.jpg,anormal,0.50035757,0.49964243
image_034_36.jpg,anormal,0.50044096,0.49955907
image_035_160.jpg,anormal,0.50050366,0.49949634
image_036_25.jpg,anormal,0.50046736,0.4995326
image_037_178.jpg,anormal,0.5003669,0.49963307
image_038_95.jpg,anormal,0.5004248,0.49957523
image_039_12.jpg,anormal,0.50042146,0.49957854
image_040_16.jpg,anormal,0.5004248,0.4995752
image_041_108.jpg,anormal,0.5004515,0.49954847
image_042_63.jpg,anormal,0.5004153,0.49958467
image_043_54.jpg,anormal,0.50039124,0.49960878
image_044_70.jpg,anormal,0.5004131,0.49958688
image_045_182.jpg,anormal,0.50042677,0.49957326
image_046_64.jpg,anormal,0.5004852,0.49951482
image_047_143.jpg,anormal,0.50039995,0.49960005
image_048_130.jpg,anormal,0.50042045,0.49957955
image_049_105.jpg,anormal,0.500386,0.499614
image_050_163.jpg,anormal,0.5004181,0.49958187
image_051_190.jpg,anormal,0.5004476,0.49955243
image_052_3.jpg,anormal,0.50041026,0.49958974
image_053_136.jpg,anormal,0.5004309,0.49956915
image_054_158.jpg,anormal,0.50044113,0.4995589
image_055_139.jpg,anormal,0.50050104,0.49949893
image_056_142.jpg,anormal,0.5003874,0.49961266
image_057_109.jpg,anormal,0.5004089,0.4995911
image_058_118.jpg,anormal,0.50042933,0.49957064
image_059_220.jpg,anormal,0.50042546,0.4995745
image_060_79.jpg,anormal,0.50044256,0.49955747
image_061_44.jpg,anormal,0.5004389,0.49956107
image_062_135.jpg,anormal,0.5003894,0.4996106
image_063_110.jpg,anormal,0.5004081,0.49959195
image_064_164.jpg,anormal,0.50042844,0.4995716
image_065_92.jpg,anormal,0.50048584,0.49951416
image_066_218.jpg,anormal,0.5004295,0.4995705
image_067_127.jpg,anormal,0.5004107,0.49958932
image_068_173.jpg,anormal,0.50043845,0.49956155
image_069_184.jpg,anormal,0.5004366,0.4995634
image_070_212.jpg,anormal,0.5004316,0.4995684
image_071_154.jpg,anormal,0.50040466,0.4995953
image_072_102.jpg,anormal,0.5004181,0.49958187
image_073_179.jpg,anormal,0.5004563,0.49954376
image_074_37.jpg,anormal,0.5004312,0.49956882
image_075_195.jpg,anormal,0.5003818,0.49961814
image_076_33.jpg,anormal,0.5004091,0.49959093
image_077_201.jpg,anormal,0.5004082,0.49959183
image_078_67.jpg,anormal,0.50038564,0.49961433
image_079_15.jpg,anormal,0.5003868,0.49961326
image_080_157.jpg,anormal,0.50029695,0.49970302
image_081_153.jpg,anormal,0.5004409,0.4995591
image_082_9.jpg,anormal,0.5004119,0.49958807
image_083_30.jpg,anormal,0.50038767,0.49961233
image_084_34.jpg,anormal,0.50037783,0.49962214
image_085_61.jpg,anormal,0.5003881,0.49961188
image_086_24.jpg,anormal,0.5004581,0.4995419
image_087_210.jpg,anormal,0.50042886,0.49957114
image_088_175.jpg,anormal,0.5003868,0.49961326
image_089_38.jpg,anormal,0.50037897,0.49962103
image_090_145.jpg,anormal,0.50042945,0.49957058
image_091_223.jpg,anormal,0.50041234,0.4995877
image_092_1.jpg,anormal,0.50042504,0.49957493
image_093_140.jpg,anormal,0.5004119,0.49958807
image_094_150.jpg,anormal,0.5004607,0.49953932
image_095_11.jpg,anormal,0.5004341,0.4995659
image_096_98.jpg,anormal,0.500379,0.49962094
image_097_176.jpg,anormal,0.5003753,0.4996248
image_098_205.jpg,anormal,0.500417,0.49958298
image_099_22.jpg,anormal,0.5004076,0.49959248
image_100_196.jpg,anormal,0.5004017,0.4995983
image_101_222.jpg,anormal,0.50036246,0.49963754
image_102_155.jpg,anormal,0.500395,0.49960503
image_103_204.jpg,anormal,0.5003967,0.49960327
image_104_2.jpg,anormal,0.50042105,0.49957892
image_105_0.jpg,anormal,0.50042355,0.49957642
image_106_141.jpg,anormal,0.5004499,0.4995501
image_107_166.jpg,anormal,0.5003922,0.49960783
image_108_188.jpg,anormal,0.50038606,0.49961394
image_109_76.jpg,anormal,0.50039035,0.49960962
image_110_199.jpg,anormal,0.50044906,0.49955094
image_111_58.jpg,anormal,0.5004285,0.4995715
image_112_111.jpg,anormal,0.500396,0.499604
image_113_224.jpg,anormal,0.5004067,0.49959332
image_114_57.jpg,anormal,0.50044817,0.49955183
image_115_121.jpg,anormal,0.5004452,0.4995548
image_116_69.jpg,anormal,0.5003987,0.4996013
image_117_211.jpg,anormal,0.5004352,0.4995648
image_118_101.jpg,anormal,0.5003823,0.49961773
image_119_194.jpg,anormal,0.5004117,0.49958837
image_120_17.jpg,anormal,0.50046396,0.49953607
image_121_189.jpg,anormal,0.5004098,0.49959022
image_122_6.jpg,anormal,0.50037444,0.49962562
image_123_35.jpg,anormal,0.50045127,0.4995487
image_124_126.jpg,anormal,0.500393,0.499607
image_125_183.jpg,anormal,0.50041044,0.4995896
image_126_177.jpg,anormal,0.50043446,0.49956554
image_127_43.jpg,anormal,0.5004131,0.4995869
