filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,pred_label
20051020_43808_0100_PP_967.png,0.863376,0.065305,0.042215,0.013793,0.015312,anodr
20051020_44261_0100_PP_1191.png,0.918409,0.024095,0.020771,0.019437,0.017288,anodr
20051020_44284_0100_PP_502.png,0.919253,0.023148,0.020289,0.019955,0.017354,anodr
20051020_44338_0100_PP_547.png,0.892812,0.045705,0.030506,0.015035,0.015942,anodr
20051020_44400_0100_PP_920.png,0.629427,0.272836,0.068263,0.011372,0.018101,anodr
20051020_44431_0100_PP_514.png,0.836860,0.093939,0.042094,0.012510,0.014597,anodr
20051020_44692_0100_PP_419.png,0.917350,0.022194,0.022302,0.018891,0.019263,anodr
20051020_44714_0100_PP_1199.png,0.907091,0.042560,0.019923,0.014849,0.015577,anodr
20051020_44982_0100_PP_486.png,0.901670,0.040974,0.025256,0.016677,0.015423,anodr
20051020_56791_0100_PP_1185.png,0.911242,0.032312,0.021662,0.018528,0.016256,anodr
20051020_57157_0100_PP_971.png,0.912628,0.029322,0.023162,0.018923,0.015965,anodr
20051020_57967_0100_PP_829.png,0.909819,0.041537,0.017345,0.015337,0.015963,anodr
20051020_58065_0100_PP_561.png,0.754338,0.183420,0.022338,0.016264,0.023640,anodr
20051020_61757_0100_PP_484.png,0.913148,0.023887,0.026069,0.020056,0.016840,anodr
20051020_62461_0100_PP_76.png,0.906620,0.034965,0.024469,0.017694,0.016252,anodr
20051020_62510_0100_PP_106.png,0.896204,0.041045,0.029063,0.017337,0.016351,anodr
20051020_62577_0100_PP_479.png,0.916317,0.024017,0.021846,0.020145,0.017674,anodr
20051020_62615_0100_PP_294.png,0.917033,0.022890,0.021970,0.020280,0.017827,anodr
20051020_63269_0100_PP_1183.png,0.914007,0.031505,0.022091,0.016578,0.015819,anodr
20051020_63337_0100_PP_471.png,0.916040,0.026075,0.021501,0.018938,0.017446,anodr
20051020_64249_0100_PP_1004.png,0.911183,0.023882,0.025823,0.021450,0.017661,anodr
20051020_64388_0100_PP_1194.png,0.918374,0.021619,0.021367,0.020629,0.018011,anodr
20051020_64653_0100_PP_124.png,0.914043,0.031707,0.019573,0.017821,0.016856,anodr
20051020_64775_0100_PP_480.png,0.914928,0.027682,0.020957,0.018768,0.017665,anodr
20051020_64836_0100_PP_1270.png,0.914066,0.023564,0.024075,0.020835,0.017460,anodr
20051021_36380_0100_PP_135.png,0.892759,0.051422,0.024403,0.014888,0.016528,anodr
20051021_36476_0100_PP_1243.png,0.915356,0.025539,0.021654,0.019429,0.018022,anodr
20051021_39845_0100_PP_315.png,0.910697,0.032309,0.023546,0.017076,0.016373,anodr
20051021_39914_0100_PP_1352.png,0.905242,0.031203,0.028957,0.018496,0.016101,anodr
20051021_51418_0100_PP_18.png,0.910721,0.032310,0.022380,0.017430,0.017160,anodr
20051021_51476_0100_PP_150.png,0.877171,0.070595,0.021789,0.014095,0.016351,anodr
20051021_51936_0100_PP_1379.png,0.781643,0.147225,0.038182,0.014513,0.018436,anodr
20051021_51994_0100_PP_1283.png,0.898508,0.046391,0.022937,0.015642,0.016521,anodr
20051021_57798_0100_PP_1322.png,0.706955,0.217088,0.042084,0.013973,0.019899,anodr
20051021_57862_0100_PP_372.png,0.290558,0.627856,0.051538,0.012099,0.017951,bmilddr
20051021_57975_0100_PP_517.png,0.915755,0.027291,0.021876,0.018403,0.016675,anodr
20051021_58035_0100_PP_1138.png,0.920989,0.021055,0.019934,0.020012,0.018009,anodr
20051021_58388_0100_PP_1300.png,0.914743,0.021809,0.024640,0.020568,0.018240,anodr
20051021_58522_0100_PP_50.png,0.915290,0.021192,0.024297,0.020520,0.018702,anodr
20051109_57843_0400_PP_1109.png,0.902624,0.044134,0.021311,0.016760,0.015171,anodr
20051109_59969_0400_PP_1079.png,0.902220,0.036235,0.027351,0.017798,0.016396,anodr
20051109_60031_0400_PP_528.png,0.891213,0.042609,0.033103,0.017667,0.015409,anodr
20051109_60136_0400_PP_905.png,0.899713,0.041125,0.026256,0.017135,0.015770,anodr
20051110_33960_0400_PP_35.png,0.901675,0.039694,0.026676,0.016726,0.015229,anodr
20051110_34013_0400_PP_151.png,0.909597,0.032175,0.023425,0.017596,0.017205,anodr
20051110_35239_0400_PP_836.png,0.916724,0.025565,0.021019,0.019250,0.017442,anodr
20051110_35279_0400_PP_1033.png,0.915586,0.026550,0.022390,0.018818,0.016655,anodr
20051110_35332_0400_PP_497.png,0.910993,0.033443,0.021508,0.018165,0.015890,anodr
20051110_37992_0400_PP_1043.png,0.912176,0.029856,0.022970,0.018565,0.016432,anodr
20051110_38111_0400_PP_429.png,0.910013,0.031940,0.023299,0.018813,0.015935,anodr
20051110_38156_0400_PP_477.png,0.895525,0.051018,0.022861,0.015835,0.014760,anodr
20051110_38280_0400_PP_83.png,0.870665,0.068312,0.034375,0.013909,0.012739,anodr
20051110_38313_0400_PP_1041.png,0.912191,0.024120,0.025302,0.020410,0.017977,anodr
20051110_38352_0400_PP_934.png,0.914815,0.021789,0.023583,0.021285,0.018528,anodr
20051110_38472_0400_PP_1127.png,0.904622,0.042735,0.021442,0.015996,0.015204,anodr
20051110_38507_0400_PP_1190.png,0.562706,0.356631,0.053190,0.013468,0.014005,anodr
20051116_43388_0400_PP_344.png,0.911419,0.033919,0.021040,0.017614,0.016007,anodr
20051116_43585_0400_PP_950.png,0.917207,0.028037,0.020244,0.018450,0.016061,anodr
20051116_43710_0400_PP_95.png,0.836408,0.060990,0.069857,0.016149,0.016597,anodr
20051116_43721_0400_PP_363.png,0.905127,0.029931,0.030987,0.017855,0.016099,anodr
20051116_43785_0400_PP_445.png,0.751251,0.151660,0.067151,0.014633,0.015305,anodr
20051116_43801_0400_PP_325.png,0.903023,0.037712,0.025517,0.017936,0.015813,anodr
20051116_44648_0400_PP_1036.png,0.899806,0.042622,0.025751,0.017305,0.014516,anodr
20051117_37042_0400_PP_1119.png,0.268156,0.636399,0.046056,0.015397,0.033992,bmilddr
20051117_37051_0400_PP_1136.png,0.831422,0.113903,0.023678,0.013624,0.017374,anodr
20051117_37078_0400_PP_559.png,0.902619,0.028177,0.031189,0.019537,0.018479,anodr
20051117_37100_0400_PP_1083.png,0.905956,0.026003,0.029494,0.020430,0.018118,anodr
20051117_37130_0400_PP_938.png,0.881264,0.061648,0.028592,0.015074,0.013421,anodr
20051117_37155_0400_PP_84.png,0.807360,0.124784,0.040059,0.015467,0.012331,anodr
20051117_37185_0400_PP_404.png,0.649171,0.244958,0.079177,0.014037,0.012657,anodr
20051117_37321_0400_PP_947.png,0.912334,0.029270,0.022596,0.019009,0.016792,anodr
20051130_53586_0400_PP_1121.png,0.885569,0.057616,0.026690,0.015614,0.014511,anodr
20051130_53623_0400_PP_894.png,0.911522,0.026214,0.026757,0.019405,0.016103,anodr
20051130_53663_0400_PP_510.png,0.914639,0.024114,0.023903,0.020128,0.017217,anodr
20051130_53991_0400_PP_277.png,0.908837,0.035154,0.022664,0.017754,0.015592,anodr
20051130_54030_0400_PP_946.png,0.916935,0.025372,0.021712,0.019236,0.016745,anodr
20051130_54077_0400_PP_1117.png,0.914660,0.030187,0.020426,0.017990,0.016736,anodr
20051130_54121_0400_PP_1281.png,0.916529,0.028920,0.019935,0.017992,0.016624,anodr
20051130_54257_0400_PP_506.png,0.880980,0.058634,0.031608,0.014909,0.013869,anodr
20051130_54301_0400_PP_93.png,0.907839,0.035201,0.023610,0.017821,0.015529,anodr
20051130_54323_0400_PP_978.png,0.815629,0.120907,0.034497,0.013911,0.015056,anodr
20051130_54476_0400_PP_394.png,0.912345,0.029557,0.023820,0.018733,0.015545,anodr
20051130_54498_0400_PP_1217.png,0.914112,0.028093,0.023726,0.018659,0.015409,anodr
20051130_54595_0400_PP_940.png,0.233930,0.620550,0.078913,0.014766,0.051841,bmilddr
20051130_54802_0400_PP_550.png,0.910467,0.030852,0.023152,0.018804,0.016725,anodr
20051130_54846_0400_PP_289.png,0.912060,0.026734,0.024568,0.019587,0.017051,anodr
20051130_54943_0400_PP_1044.png,0.918184,0.023303,0.020909,0.019738,0.017867,anodr
20051130_54956_0400_PP_875.png,0.917525,0.023560,0.021181,0.019879,0.017854,anodr
20051130_55004_0400_PP_1259.png,0.896631,0.039549,0.030442,0.017584,0.015793,anodr
20051130_55012_0400_PP_865.png,0.901138,0.038207,0.027654,0.017587,0.015414,anodr
20051130_55037_0400_PP_443.png,0.915709,0.024403,0.022613,0.019801,0.017474,anodr
20051130_55048_0400_PP_921.png,0.916722,0.024145,0.021899,0.019707,0.017528,anodr
20051130_55074_0400_PP_986.png,0.912045,0.029375,0.023147,0.019003,0.016430,anodr
20051130_55086_0400_PP_1152.png,0.913701,0.029500,0.022105,0.018615,0.016078,anodr
20051130_55107_0400_PP_316.png,0.916335,0.026481,0.021424,0.018307,0.017452,anodr
20051130_55160_0400_PP_1182.png,0.900567,0.044727,0.023080,0.016869,0.014757,anodr
20051130_55269_0400_PP_820.png,0.908173,0.037284,0.022231,0.016929,0.015384,anodr
20051130_55311_0400_PP_896.png,0.798491,0.144849,0.030720,0.012894,0.013046,anodr
20051130_55323_0400_PP_883.png,0.877104,0.073216,0.020607,0.014026,0.015047,anodr
20051130_55381_0400_PP_504.png,0.914389,0.025388,0.021715,0.020540,0.017968,anodr
20051130_55393_0400_PP_1251.png,0.913041,0.025825,0.023308,0.020093,0.017732,anodr
20051130_58716_0400_PP_355.png,0.888847,0.032329,0.040470,0.020280,0.018073,anodr
20051130_58824_0400_PP_1181.png,0.899111,0.026264,0.034845,0.021228,0.018551,anodr
20051130_58874_0400_PP_1359.png,0.903785,0.030595,0.028953,0.019505,0.017162,anodr
20051130_58888_0400_PP_284.png,0.898172,0.044240,0.024671,0.015728,0.017190,anodr
20051130_58962_0400_PP_973.png,0.912298,0.030212,0.022007,0.018209,0.017273,anodr
20051130_58998_0400_PP_543.png,0.917003,0.021025,0.022250,0.020801,0.018921,anodr
20051130_59029_0400_PP_270.png,0.913886,0.021304,0.024617,0.021077,0.019116,anodr
20051130_59186_0400_PP_350.png,0.904015,0.038913,0.024091,0.017471,0.015509,anodr
20051130_59284_0400_PP_853.png,0.910589,0.035118,0.021166,0.017581,0.015546,anodr
20051130_59374_0400_PP_410.png,0.913443,0.026077,0.023228,0.019407,0.017844,anodr
20051130_59404_0400_PP_392.png,0.910978,0.030629,0.024182,0.018023,0.016188,anodr
20051130_59457_0400_PP_1053.png,0.905498,0.039882,0.020540,0.017689,0.016392,anodr
20051130_59464_0400_PP_1141.png,0.912540,0.029233,0.023137,0.018555,0.016535,anodr
20051130_59749_0400_PP_965.png,0.905436,0.037868,0.024318,0.017278,0.015100,anodr
20051130_59775_0400_PP_1224.png,0.892189,0.049747,0.028056,0.016341,0.013667,anodr
20051130_59793_0400_PP_926.png,0.912141,0.031227,0.022089,0.017836,0.016706,anodr
20051130_59802_0400_PP_430.png,0.909834,0.034310,0.022733,0.016861,0.016262,anodr
20051130_59850_0400_PP_36.png,0.912401,0.027795,0.022642,0.019768,0.017394,anodr
20051130_59869_0400_PP_520.png,0.913980,0.025978,0.023332,0.019438,0.017272,anodr
