filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,pred_label
002c21358ce6.png,0.919517,0.023727,0.018917,0.020137,0.017702,anodr
005b95c28852.png,0.917124,0.019429,0.024109,0.019967,0.019372,anodr
00cc2b75cddd.png,0.913269,0.030781,0.022073,0.017633,0.016244,anodr
0182152c50de.png,0.918300,0.025459,0.020052,0.018563,0.017626,anodr
02cd34a85b24.png,0.910909,0.032922,0.022429,0.017570,0.016171,anodr
03b373718013.png,0.919317,0.023931,0.020133,0.019229,0.017389,anodr
04aef84a2cc1.png,0.923028,0.019901,0.018495,0.020135,0.018441,anodr
05b1bb2bdb81.png,0.917637,0.018049,0.021729,0.022528,0.020057,anodr
07596907347b.png,0.919634,0.024591,0.018608,0.019255,0.017912,anodr
07751b94a88a.png,0.920074,0.024495,0.019114,0.019133,0.017184,anodr
0790515cf5af.png,0.916268,0.028339,0.020703,0.017760,0.016930,anodr
08037e4490e5.png,0.922947,0.019996,0.018385,0.020232,0.018439,anodr
0851d6a69589.png,0.909541,0.033325,0.023631,0.017087,0.016417,anodr
08b6e3240858.png,0.909305,0.024470,0.024807,0.022193,0.019225,anodr
08bef347f40d.png,0.914453,0.025266,0.025464,0.017604,0.017213,anodr
08ee569d4721.png,0.916535,0.028528,0.019378,0.018491,0.017068,anodr
09237bf783a4.png,0.921108,0.023676,0.018313,0.019361,0.017543,anodr
096436d68d06.png,0.911256,0.029522,0.024189,0.018456,0.016577,anodr
099021fac3c9.png,0.923231,0.020962,0.018699,0.019142,0.017965,anodr
09c8323c612e.png,0.919773,0.024873,0.018394,0.019201,0.017758,anodr
0a38b552372d.png,0.919366,0.026311,0.018458,0.018712,0.017154,anodr
0a85a1e8f9e9.png,0.918989,0.019354,0.022103,0.020442,0.019110,anodr
0babc12807b2.png,0.076588,0.771341,0.077837,0.015290,0.058945,bmilddr
0cbcc7b23613.png,0.140485,0.108251,0.675369,0.029936,0.045959,cmoderatedr
0cd31078cd08.png,0.922231,0.020919,0.018679,0.019961,0.018210,anodr
0ce062f26edc.png,0.917562,0.029366,0.018476,0.018840,0.015757,anodr
0cecc2864b7f.png,0.914267,0.033286,0.018535,0.018088,0.015823,anodr
0d9a9896f801.png,0.897605,0.042789,0.027775,0.016296,0.015535,anodr
0da321efbce6.png,0.912541,0.034920,0.018792,0.017861,0.015886,anodr
0db1d8dcf219.png,0.923670,0.020129,0.017991,0.019953,0.018257,anodr
0e3572b5884a.png,0.921039,0.023559,0.018187,0.019588,0.017627,anodr
0ef4c61dc056.png,0.917569,0.026895,0.021038,0.018225,0.016273,anodr
0fbbd665431f.png,0.904395,0.041827,0.019922,0.017754,0.016102,anodr
0fc6829da85b.png,0.918956,0.019316,0.021070,0.021152,0.019506,anodr
1002b5151b8e.png,0.923005,0.020612,0.017821,0.020194,0.018369,anodr
103f97a2ab15.png,0.165685,0.639337,0.151264,0.014817,0.028897,bmilddr
10a5026eb8e6.png,0.919381,0.021580,0.019706,0.020511,0.018822,anodr
10de500cf0c5.png,0.924424,0.020928,0.017469,0.019261,0.017918,anodr
10f10fd30718.png,0.921178,0.023039,0.018172,0.019687,0.017925,anodr
12058bbb8299.png,0.918612,0.027510,0.018335,0.018569,0.016973,anodr
12bc439d373a.png,0.920168,0.024594,0.018728,0.019172,0.017338,anodr
12ef75375322.png,0.918003,0.025701,0.019071,0.019240,0.017986,anodr
143db89c11c8.png,0.917424,0.025798,0.021138,0.018151,0.017490,anodr
15b21c80cc31.png,0.918926,0.026491,0.018503,0.018850,0.017230,anodr
15e24b73d4a7.png,0.907072,0.032671,0.026967,0.017141,0.016150,anodr
1633f8291a80.png,0.921909,0.020932,0.017922,0.020729,0.018509,anodr
165634a6167e.png,0.915606,0.019973,0.022347,0.023511,0.018563,anodr
178412895d5e.png,0.921603,0.018198,0.019315,0.022145,0.018739,anodr
186c1835eec5.png,0.918811,0.023825,0.019636,0.019655,0.018072,anodr
18b7e34eab8f.png,0.917320,0.028068,0.018983,0.018762,0.016867,anodr
18b99159a14f.png,0.920002,0.024879,0.018982,0.018853,0.017284,anodr
18ce0cdc473d.png,0.915418,0.024491,0.023097,0.020887,0.016108,anodr
1a0dbc6c0cda.png,0.904856,0.033642,0.028959,0.016589,0.015954,anodr
1a1e974a7dbf.png,0.921388,0.024578,0.018444,0.018845,0.016744,anodr
1c47815f4a6b.png,0.046683,0.155022,0.644750,0.084821,0.068724,cmoderatedr
1ca62b3e4fd3.png,0.916797,0.021435,0.020939,0.020614,0.020215,anodr
1d0b93317aa8.png,0.921414,0.021946,0.019292,0.019330,0.018017,anodr
1d3e9b939732.png,0.919796,0.025265,0.019183,0.018794,0.016962,anodr
1d74c4713e21.png,0.923018,0.020372,0.018279,0.019998,0.018333,anodr
1db0393cdbc1.png,0.923471,0.019891,0.017434,0.020683,0.018522,anodr
1df1530b9b8d.png,0.915962,0.030186,0.019178,0.018157,0.016516,anodr
1e742358e0b9.png,0.912777,0.032796,0.020867,0.017435,0.016125,anodr
1e7ccd4a1c87.png,0.920021,0.017833,0.020951,0.022064,0.019132,anodr
1ec95179cdfe.png,0.909986,0.037158,0.019315,0.017899,0.015642,anodr
1f31701dd61b.png,0.920429,0.022685,0.020000,0.019010,0.017876,anodr
1f5496352859.png,0.922615,0.019718,0.018523,0.020603,0.018541,anodr
218c822a3dd9.png,0.812153,0.069780,0.073486,0.018804,0.025777,anodr
224c14366e11.png,0.919275,0.024944,0.018492,0.019172,0.018117,anodr
226c6ceb9185.png,0.920636,0.022891,0.018922,0.019408,0.018143,anodr
237aa50edc34.png,0.915634,0.025597,0.020668,0.020388,0.017713,anodr
248dec89b3a2.png,0.923359,0.020201,0.017500,0.020600,0.018340,anodr
253e96488cfb.png,0.149440,0.750078,0.061360,0.015476,0.023645,bmilddr
2682e6da9050.png,0.921159,0.019325,0.019137,0.020732,0.019648,anodr
27933cdbe0cc.png,0.920451,0.023914,0.018425,0.019141,0.018069,anodr
283c3aeba594.png,0.922771,0.020327,0.017764,0.020809,0.018328,anodr
28503940d10b.png,0.917533,0.026529,0.020651,0.018367,0.016920,anodr
28f73575e1f2.png,0.923349,0.020024,0.017449,0.020640,0.018538,anodr
2923971566fe.png,0.171188,0.754950,0.038478,0.011862,0.023521,bmilddr
2927665214e1.png,0.918193,0.026124,0.020405,0.018113,0.017166,anodr
29a13e666266.png,0.900743,0.038943,0.028729,0.015438,0.016147,anodr
2a4520f1f9a3.png,0.919162,0.025137,0.019170,0.019077,0.017454,anodr
2b4c7b5f1f1e.png,0.918559,0.025981,0.019999,0.018406,0.017056,anodr
2b5bb6d33959.png,0.923642,0.020386,0.017437,0.020386,0.018149,anodr
2bb3c492d6d3.png,0.912149,0.023838,0.025202,0.020191,0.018619,anodr
2c8101f14723.png,0.922087,0.020471,0.018440,0.020471,0.018530,anodr
2c827005b8f8.png,0.922023,0.023699,0.017424,0.019173,0.017681,anodr
2cacdb0dffae.png,0.920921,0.022898,0.018670,0.019816,0.017694,anodr
2cdcc910778d.png,0.922454,0.020044,0.018484,0.020660,0.018358,anodr
2d04cead4d3a.png,0.923925,0.021246,0.017734,0.019515,0.017579,anodr
2d07162a13b1.png,0.043807,0.496714,0.417052,0.018128,0.024299,bmilddr
2db0cd3e30da.png,0.917483,0.017645,0.021938,0.023036,0.019897,anodr
2dc647e00ad3.png,0.915478,0.018908,0.022497,0.022127,0.020990,anodr
2dd28ac497d2.png,0.914476,0.033522,0.018522,0.017230,0.016250,anodr
2ef10194e80d.png,0.921587,0.020681,0.020123,0.020006,0.017603,anodr
2ef4a04aed1b.png,0.919766,0.024873,0.018738,0.019276,0.017347,anodr
2ef955d6d9ff.png,0.923327,0.020801,0.018020,0.019656,0.018196,anodr
2f143453bb71.png,0.913702,0.023325,0.022497,0.021678,0.018797,anodr
2f7fbdcc9a4b.png,0.922279,0.019141,0.019405,0.020839,0.018336,anodr
2fefb720869a.png,0.921931,0.020428,0.018985,0.020309,0.018347,anodr
3286073a976e.png,0.907896,0.038026,0.020898,0.017980,0.015200,anodr
331121c65e88.png,0.923084,0.020513,0.018587,0.019941,0.017875,anodr
33b91def2035.png,0.922483,0.019619,0.018038,0.021048,0.018812,anodr
33b978734eab.png,0.922992,0.019842,0.019194,0.019783,0.018190,anodr
345b1f0abbba.png,0.919012,0.018559,0.020785,0.022061,0.019583,anodr
