filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,pred_class
../../../data/data_APTOS/test/anodr/002c21358ce6.png,0.9415929317474365,0.02049068920314312,0.015546560287475586,0.010086019523441792,0.012283720076084137,anodr
../../../data/data_APTOS/test/anodr/005b95c28852.png,0.9595224857330322,0.013293374329805374,0.009223444387316704,0.009747958742082119,0.008212792687118053,anodr
../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,0.9045023322105408,0.030742907896637917,0.030601931735873222,0.01544330082833767,0.018709443509578705,anodr
../../../data/data_APTOS/test/anodr/0182152c50de.png,0.893150806427002,0.03321665897965431,0.03784521669149399,0.0156266912817955,0.02016068808734417,anodr
../../../data/data_APTOS/test/anodr/02cd34a85b24.png,0.9130530953407288,0.02873523160815239,0.026559308171272278,0.014670670963823795,0.01698165200650692,anodr
../../../data/data_APTOS/test/anodr/03b373718013.png,0.9012200236320496,0.03101446107029915,0.03295464441180229,0.015148984268307686,0.019661910831928253,anodr
../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,0.9387255311012268,0.019967496395111084,0.015962647274136543,0.012097492814064026,0.013246871531009674,anodr
../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,0.8437276482582092,0.02158386819064617,0.08502659946680069,0.02907383441925049,0.020588083192706108,anodr
../../../data/data_APTOS/test/anodr/07596907347b.png,0.9410152435302734,0.019283879548311234,0.015364391729235649,0.011160720139741898,0.013175743632018566,anodr
../../../data/data_APTOS/test/anodr/07751b94a88a.png,0.9146772027015686,0.02882245182991028,0.02585575357079506,0.013896125368773937,0.01674848608672619,anodr
../../../data/data_APTOS/test/anodr/0790515cf5af.png,0.8682196736335754,0.03994821384549141,0.053919922560453415,0.016232110559940338,0.02168009988963604,anodr
../../../data/data_APTOS/test/anodr/08037e4490e5.png,0.9386090636253357,0.019422652199864388,0.016507359221577644,0.012230985797941685,0.013229940086603165,anodr
../../../data/data_APTOS/test/anodr/0851d6a69589.png,0.9126954078674316,0.02789227105677128,0.027247538790106773,0.014771055430173874,0.017393706366419792,anodr
../../../data/data_APTOS/test/anodr/08b6e3240858.png,0.698625922203064,0.02780148945748806,0.17748956382274628,0.059631310403347015,0.036451663821935654,anodr
../../../data/data_APTOS/test/anodr/08bef347f40d.png,0.9050971865653992,0.028508862480521202,0.03193901851773262,0.0154165243729949,0.01903831958770752,anodr
../../../data/data_APTOS/test/anodr/08ee569d4721.png,0.9179905652999878,0.028345873579382896,0.025202078744769096,0.012756582349538803,0.015704818069934845,anodr
../../../data/data_APTOS/test/anodr/09237bf783a4.png,0.9357235431671143,0.021212315186858177,0.017407186329364777,0.011744181625545025,0.013912685215473175,anodr
../../../data/data_APTOS/test/anodr/096436d68d06.png,0.6524425745010376,0.0285151619464159,0.1987566202878952,0.07340855896472931,0.04687710478901863,anodr
../../../data/data_APTOS/test/anodr/099021fac3c9.png,0.9583278894424438,0.014362188056111336,0.009983081370592117,0.00894808117300272,0.008378732018172741,anodr
../../../data/data_APTOS/test/anodr/09c8323c612e.png,0.9256458282470703,0.025214748457074165,0.021656924858689308,0.012512561865150928,0.014969956129789352,anodr
