filename,score_anormal,score_cglaucoma,predicted_class
RET027OD.jpg,0.9519275426864624,0.048072490841150284,anormal
RET035OD.jpg,0.9213072061538696,0.07869283854961395,anormal
RET035OS.jpg,0.9527643322944641,0.047235678881406784,anormal
RET096OD.jpg,0.7446557283401489,0.2553442716598511,anormal
RET098OD.jpg,0.9392078518867493,0.06079212576150894,anormal
RET107OD.jpg,0.9388412833213806,0.061158690601587296,anormal
RET129OS.jpg,0.9233420491218567,0.07665790617465973,anormal
RET131OD.jpg,0.9522043466567993,0.047795604914426804,anormal
RET132OD.jpg,0.9544742703437805,0.04552573338150978,anormal
RET133OD.jpg,0.8994686007499695,0.1005314290523529,anormal
RET137OD.jpg,0.80942302942276,0.1905769556760788,anormal
RET141OS.jpg,0.896694540977478,0.10330545902252197,anormal
RET146OS.jpg,0.9558558464050293,0.044144172221422195,anormal
RET150OS.jpg,0.18017934262752533,0.8198206424713135,cglaucoma
RET153OS.jpg,0.9394814968109131,0.06051848828792572,anormal
RET163OS.jpg,0.9420503377914429,0.057949673384428024,anormal
RET168OS.jpg,0.9560592174530029,0.04394082352519035,anormal
RET175OD.jpg,0.9607371091842651,0.039262887090444565,anormal
RET177OD.jpg,0.9431173205375671,0.05688269063830376,anormal
RET177OS.jpg,0.9496121406555176,0.050387777388095856,anormal
RET178OD.jpg,0.9581379294395447,0.041862085461616516,anormal
RET181OS.jpg,0.950310230255127,0.04968970641493797,anormal
RET182OD.jpg,0.9452055096626282,0.054794520139694214,anormal
RET184OD.jpg,0.954566478729248,0.04543347284197807,anormal
RET184OS.jpg,0.9315422773361206,0.06845775246620178,anormal
RET190OS.jpg,0.9509016275405884,0.049098365008831024,anormal
RET191OS.jpg,0.9552719593048096,0.04472802206873894,anormal
RET192OS.jpg,0.9458373785018921,0.05416266247630119,anormal
RET197OD.jpg,0.9483758211135864,0.051624223589897156,anormal
RET198OD.jpg,0.2871488630771637,0.7128511667251587,cglaucoma
RET198OS.jpg,0.8949040770530701,0.10509590059518814,anormal
RET199OD.jpg,0.9400745630264282,0.05992541089653969,anormal
RET200OD.jpg,0.945896327495575,0.05410361289978027,anormal
RET200OS.jpg,0.9430425763130188,0.05695738643407822,anormal
RET201OD.jpg,0.9513240456581116,0.04867596551775932,anormal
RET202OD.jpg,0.9580526947975159,0.04194726422429085,anormal
RET203OD.jpg,0.9482173919677734,0.05178256332874298,anormal
RET203OS.jpg,0.9459453225135803,0.05405467003583908,anormal
RET210OD.jpg,0.9540987610816956,0.045901231467723846,anormal
RET211OS.jpg,0.9468901753425598,0.053109873086214066,anormal
RET212OD.jpg,0.9592204093933105,0.04077954962849617,anormal
RET213OS.jpg,0.9540008902549744,0.04599909111857414,anormal
RET216OD.jpg,0.6277820467948914,0.3722180128097534,anormal
RET216OS.jpg,0.9636034965515137,0.03639645874500275,anormal
RET220OD.jpg,0.9508476257324219,0.04915233328938484,anormal
RET220OS.jpg,0.951032280921936,0.048967741429805756,anormal
RET224OD.jpg,0.9302308559417725,0.06976917386054993,anormal
RET228OS.jpg,0.941569983959198,0.05842998996376991,anormal
RET231OD.jpg,0.9450819492340088,0.054918088018894196,anormal
RET237OD.jpg,0.9218248724937439,0.07817510515451431,anormal
RET245OS.jpg,0.9532417058944702,0.046758249402046204,anormal
RET252OS.jpg,0.9399152398109436,0.06008479371666908,anormal
RET253OD.jpg,0.9420961737632751,0.057903826236724854,anormal
RET253OS.jpg,0.9493658542633057,0.05063415318727493,anormal
RET256OD.jpg,0.8701388239860535,0.12986119091510773,anormal
RET258OD.jpg,0.8558686971664429,0.14413130283355713,anormal
RET259OD.jpg,0.9235389828681946,0.07646099478006363,anormal
RET261OS.jpg,0.9591459631919861,0.040854066610336304,anormal
RET267OD.jpg,0.9674031138420105,0.03259686008095741,anormal
RET271OS.jpg,0.9522706270217896,0.047729380428791046,anormal
RET272OD.jpg,0.9473729729652405,0.05262705311179161,anormal
RET277OS.jpg,0.9400112628936768,0.05998874455690384,anormal
RET282OD.jpg,0.957471489906311,0.042528484016656876,anormal
RET282OS.jpg,0.962352454662323,0.037647537887096405,anormal
RET283OS.jpg,0.9368845224380493,0.06311548501253128,anormal
RET285OS.jpg,0.9522354602813721,0.04776449128985405,anormal
RET291OD.jpg,0.9391021728515625,0.06089779734611511,anormal
RET002OD.jpg,0.044221896678209305,0.9557780623435974,cglaucoma
RET006OS.jpg,0.9030288457870483,0.09697113931179047,anormal
RET053OD.jpg,0.04046282917261124,0.9595372080802917,cglaucoma
RET066OS.jpg,0.9220629930496216,0.07793700695037842,anormal
RET089OD.jpg,0.9518439173698425,0.04815613478422165,anormal
RET091OD.jpg,0.9206644892692566,0.07933549582958221,anormal
RET102OD.jpg,0.8623543381690979,0.1376456320285797,anormal
RET106OD.jpg,0.01966722309589386,0.9803328514099121,cglaucoma
RET114OS.jpg,0.9264523386955261,0.07354764640331268,anormal
RET120OD.jpg,0.9040893316268921,0.09591073542833328,anormal
RET120OS.jpg,0.9449578523635864,0.055042218416929245,anormal
RET122OD.jpg,0.05933288112282753,0.9406671524047852,cglaucoma
RET122OS.jpg,0.9542270302772522,0.045772984623909,anormal
RET276OS.jpg,0.9038834571838379,0.09611649811267853,anormal
