filename,score_anormal,score_cglaucoma,pred_index,pred_class
RET027OD.jpg,0.984669,0.015331,0,anormal
RET035OD.jpg,0.957772,0.042228,0,anormal
RET035OS.jpg,0.968272,0.031728,0,anormal
RET096OD.jpg,0.925470,0.074530,0,anormal
RET098OD.jpg,0.484312,0.515688,1,cglaucoma
RET107OD.jpg,0.963211,0.036789,0,anormal
RET129OS.jpg,0.738653,0.261347,0,anormal
RET131OD.jpg,0.975383,0.024617,0,anormal
RET132OD.jpg,0.980365,0.019635,0,anormal
RET133OD.jpg,0.853819,0.146181,0,anormal
RET137OD.jpg,0.900222,0.099778,0,anormal
RET141OS.jpg,0.830653,0.169347,0,anormal
RET146OS.jpg,0.552393,0.447607,0,anormal
RET150OS.jpg,0.863679,0.136321,0,anormal
RET153OS.jpg,0.977254,0.022746,0,anormal
RET163OS.jpg,0.925639,0.074361,0,anormal
RET168OS.jpg,0.961738,0.038262,0,anormal
RET175OD.jpg,0.938617,0.061383,0,anormal
RET177OD.jpg,0.975250,0.024750,0,anormal
RET177OS.jpg,0.980850,0.019150,0,anormal
RET178OD.jpg,0.978745,0.021255,0,anormal
RET181OS.jpg,0.977096,0.022904,0,anormal
RET182OD.jpg,0.978999,0.021001,0,anormal
RET184OD.jpg,0.984583,0.015417,0,anormal
RET184OS.jpg,0.972341,0.027659,0,anormal
RET190OS.jpg,0.607578,0.392422,0,anormal
RET191OS.jpg,0.983876,0.016124,0,anormal
RET192OS.jpg,0.893570,0.106430,0,anormal
RET197OD.jpg,0.950162,0.049838,0,anormal
RET198OD.jpg,0.977451,0.022549,0,anormal
RET198OS.jpg,0.945955,0.054045,0,anormal
RET199OD.jpg,0.981645,0.018355,0,anormal
RET200OD.jpg,0.980539,0.019461,0,anormal
RET200OS.jpg,0.968309,0.031691,0,anormal
RET201OD.jpg,0.982378,0.017622,0,anormal
RET202OD.jpg,0.976981,0.023019,0,anormal
RET203OD.jpg,0.984083,0.015917,0,anormal
RET203OS.jpg,0.984696,0.015304,0,anormal
RET210OD.jpg,0.985556,0.014444,0,anormal
RET211OS.jpg,0.966156,0.033844,0,anormal
RET212OD.jpg,0.922785,0.077215,0,anormal
RET213OS.jpg,0.903202,0.096798,0,anormal
RET216OD.jpg,0.917338,0.082662,0,anormal
RET216OS.jpg,0.982639,0.017361,0,anormal
RET220OD.jpg,0.958977,0.041023,0,anormal
RET220OS.jpg,0.985403,0.014597,0,anormal
RET224OD.jpg,0.969838,0.030162,0,anormal
RET228OS.jpg,0.936896,0.063104,0,anormal
RET231OD.jpg,0.978136,0.021864,0,anormal
RET237OD.jpg,0.975201,0.024799,0,anormal
RET245OS.jpg,0.972024,0.027976,0,anormal
RET252OS.jpg,0.957919,0.042081,0,anormal
RET253OD.jpg,0.981644,0.018356,0,anormal
RET253OS.jpg,0.982875,0.017125,0,anormal
RET256OD.jpg,0.917635,0.082365,0,anormal
RET258OD.jpg,0.912465,0.087535,0,anormal
RET259OD.jpg,0.523500,0.476500,0,anormal
RET261OS.jpg,0.983603,0.016397,0,anormal
RET267OD.jpg,0.762273,0.237727,0,anormal
RET271OS.jpg,0.919955,0.080045,0,anormal
RET272OD.jpg,0.968648,0.031352,0,anormal
RET277OS.jpg,0.971022,0.028978,0,anormal
RET282OD.jpg,0.982417,0.017583,0,anormal
RET282OS.jpg,0.984932,0.015068,0,anormal
RET283OS.jpg,0.881240,0.118760,0,anormal
RET285OS.jpg,0.979393,0.020607,0,anormal
RET291OD.jpg,0.975721,0.024279,0,anormal
RET002OD.jpg,0.293367,0.706633,1,cglaucoma
RET006OS.jpg,0.434638,0.565362,1,cglaucoma
RET053OD.jpg,0.623270,0.376730,0,anormal
RET066OS.jpg,0.671333,0.328667,0,anormal
RET089OD.jpg,0.857913,0.142087,0,anormal
RET091OD.jpg,0.971280,0.028720,0,anormal
RET102OD.jpg,0.963764,0.036236,0,anormal
RET106OD.jpg,0.651347,0.348653,0,anormal
RET114OS.jpg,0.910461,0.089539,0,anormal
RET120OD.jpg,0.924145,0.075855,0,anormal
RET120OS.jpg,0.968277,0.031723,0,anormal
RET122OD.jpg,0.969429,0.030571,0,anormal
RET122OS.jpg,0.966157,0.033843,0,anormal
RET276OS.jpg,0.961910,0.038090,0,anormal
