filename,anodr,bmilddr,cmoderatedr,dseveredr,eproliferativedr,prediction
20051020_43808_0100_PP_967.png,0.945213,0.015336,0.013344,0.014171,0.011935,anodr
20051020_44261_0100_PP_1191.png,0.942245,0.015903,0.013969,0.014938,0.012944,anodr
20051020_44284_0100_PP_502.png,0.942624,0.014883,0.014403,0.014982,0.013107,anodr
20051020_44338_0100_PP_547.png,0.936794,0.017761,0.021446,0.015271,0.008728,anodr
20051020_44400_0100_PP_920.png,0.932292,0.027076,0.011900,0.017368,0.011365,anodr
20051020_44431_0100_PP_514.png,0.917125,0.027057,0.026630,0.018777,0.010411,anodr
20051020_44692_0100_PP_419.png,0.942794,0.018439,0.012321,0.013354,0.013091,anodr
20051020_44714_0100_PP_1199.png,0.945311,0.016164,0.013879,0.013624,0.011022,anodr
20051020_44982_0100_PP_486.png,0.936931,0.020763,0.012881,0.020898,0.008526,anodr
20051020_56791_0100_PP_1185.png,0.939721,0.018272,0.014074,0.014932,0.013000,anodr
20051020_57157_0100_PP_971.png,0.071494,0.891818,0.010371,0.015746,0.010571,bmilddr
20051020_57967_0100_PP_829.png,0.944607,0.017602,0.012248,0.014110,0.011433,anodr
20051020_58065_0100_PP_561.png,0.944365,0.017689,0.011563,0.013946,0.012437,anodr
20051020_61757_0100_PP_484.png,0.943447,0.013965,0.013469,0.015150,0.013969,anodr
20051020_62461_0100_PP_76.png,0.896713,0.019834,0.060578,0.012203,0.010671,anodr
20051020_62510_0100_PP_106.png,0.535451,0.026244,0.206506,0.016018,0.215782,anodr
20051020_62577_0100_PP_479.png,0.943465,0.014877,0.013283,0.015151,0.013225,anodr
20051020_62615_0100_PP_294.png,0.943125,0.014806,0.013478,0.015074,0.013516,anodr
20051020_63269_0100_PP_1183.png,0.943512,0.016991,0.014001,0.014917,0.010579,anodr
20051020_63337_0100_PP_471.png,0.943662,0.017976,0.012747,0.014118,0.011498,anodr
20051020_64249_0100_PP_1004.png,0.945048,0.013962,0.012627,0.014973,0.013389,anodr
20051020_64388_0100_PP_1194.png,0.944632,0.012904,0.013917,0.015787,0.012760,anodr
20051020_64653_0100_PP_124.png,0.944456,0.018049,0.012236,0.013176,0.012083,anodr
20051020_64775_0100_PP_480.png,0.936498,0.019797,0.014365,0.016590,0.012750,anodr
20051020_64836_0100_PP_1270.png,0.943889,0.015866,0.013487,0.014167,0.012591,anodr
20051021_36380_0100_PP_135.png,0.942032,0.018551,0.013811,0.013648,0.011959,anodr
20051021_36476_0100_PP_1243.png,0.944782,0.013652,0.014072,0.013970,0.013524,anodr
20051021_39845_0100_PP_315.png,0.943961,0.016288,0.013074,0.015212,0.011465,anodr
20051021_39914_0100_PP_1352.png,0.943740,0.016660,0.013003,0.015087,0.011510,anodr
20051021_51418_0100_PP_18.png,0.940579,0.020650,0.013031,0.013556,0.012184,anodr
20051021_51476_0100_PP_150.png,0.940110,0.021609,0.012167,0.016115,0.009999,anodr
20051021_51936_0100_PP_1379.png,0.939328,0.023757,0.012606,0.013840,0.010468,anodr
20051021_51994_0100_PP_1283.png,0.942041,0.020231,0.011880,0.014565,0.011284,anodr
20051021_57798_0100_PP_1322.png,0.942049,0.017569,0.013705,0.015991,0.010687,anodr
20051021_57862_0100_PP_372.png,0.936265,0.024135,0.013843,0.015368,0.010389,anodr
20051021_57975_0100_PP_517.png,0.939476,0.014667,0.015602,0.015373,0.014882,anodr
20051021_58035_0100_PP_1138.png,0.943276,0.015514,0.014773,0.012967,0.013470,anodr
20051021_58388_0100_PP_1300.png,0.942094,0.014665,0.014602,0.015868,0.012771,anodr
20051021_58522_0100_PP_50.png,0.945816,0.012775,0.013498,0.015372,0.012539,anodr
20051109_57843_0400_PP_1109.png,0.941691,0.014955,0.013595,0.016115,0.013643,anodr
20051109_59969_0400_PP_1079.png,0.940667,0.017192,0.013381,0.014623,0.014137,anodr
20051109_60031_0400_PP_528.png,0.940822,0.017994,0.014120,0.014941,0.012123,anodr
20051109_60136_0400_PP_905.png,0.941810,0.018874,0.015222,0.012422,0.011671,anodr
20051110_33960_0400_PP_35.png,0.941226,0.019235,0.013427,0.016004,0.010109,anodr
20051110_34013_0400_PP_151.png,0.928518,0.026112,0.019111,0.010313,0.015946,anodr
20051110_35239_0400_PP_836.png,0.943260,0.014911,0.014741,0.014950,0.012138,anodr
20051110_35279_0400_PP_1033.png,0.942064,0.014763,0.014184,0.016296,0.012692,anodr
20051110_35332_0400_PP_497.png,0.947185,0.017241,0.013141,0.012777,0.009657,anodr
20051110_37992_0400_PP_1043.png,0.943816,0.016481,0.017009,0.012494,0.010200,anodr
20051110_38111_0400_PP_429.png,0.942818,0.015133,0.013717,0.015646,0.012686,anodr
20051110_38156_0400_PP_477.png,0.942441,0.017264,0.012974,0.014813,0.012507,anodr
20051110_38280_0400_PP_83.png,0.943635,0.014711,0.014305,0.013753,0.013596,anodr
20051110_38313_0400_PP_1041.png,0.940515,0.011992,0.017247,0.016728,0.013519,anodr
20051110_38352_0400_PP_934.png,0.943195,0.012070,0.013445,0.016378,0.014912,anodr
20051110_38472_0400_PP_1127.png,0.923255,0.038777,0.014002,0.013217,0.010748,anodr
20051110_38507_0400_PP_1190.png,0.893611,0.026799,0.053906,0.018041,0.007642,anodr
20051116_43388_0400_PP_344.png,0.940502,0.016363,0.013845,0.015119,0.014170,anodr
20051116_43585_0400_PP_950.png,0.941694,0.019393,0.012974,0.013515,0.012424,anodr
20051116_43710_0400_PP_95.png,0.931445,0.012381,0.023077,0.019040,0.014058,anodr
20051116_43721_0400_PP_363.png,0.939193,0.015786,0.014336,0.016302,0.014383,anodr
20051116_43785_0400_PP_445.png,0.935811,0.023585,0.014868,0.015020,0.010715,anodr
20051116_43801_0400_PP_325.png,0.943814,0.016132,0.013567,0.014597,0.011890,anodr
20051116_44648_0400_PP_1036.png,0.940078,0.013370,0.015402,0.014209,0.016941,anodr
20051117_37042_0400_PP_1119.png,0.925508,0.027516,0.013924,0.017116,0.015936,anodr
20051117_37051_0400_PP_1136.png,0.937934,0.019228,0.015653,0.015549,0.011636,anodr
20051117_37078_0400_PP_559.png,0.940511,0.013840,0.014566,0.016287,0.014796,anodr
20051117_37100_0400_PP_1083.png,0.942874,0.013289,0.014075,0.015626,0.014136,anodr
20051117_37130_0400_PP_938.png,0.939633,0.015138,0.014230,0.016684,0.014316,anodr
20051117_37155_0400_PP_84.png,0.938340,0.012578,0.017627,0.016648,0.014807,anodr
20051117_37185_0400_PP_404.png,0.940893,0.018543,0.013026,0.014561,0.012977,anodr
20051117_37321_0400_PP_947.png,0.938902,0.013952,0.015436,0.017806,0.013903,anodr
20051130_53586_0400_PP_1121.png,0.941218,0.019839,0.012894,0.014525,0.011524,anodr
20051130_53623_0400_PP_894.png,0.946095,0.013010,0.014306,0.013673,0.012916,anodr
20051130_53663_0400_PP_510.png,0.940067,0.012891,0.017469,0.014862,0.014711,anodr
20051130_53991_0400_PP_277.png,0.943566,0.015390,0.013254,0.015344,0.012446,anodr
20051130_54030_0400_PP_946.png,0.941393,0.016813,0.013486,0.016768,0.011539,anodr
20051130_54077_0400_PP_1117.png,0.941771,0.015756,0.014916,0.014874,0.012682,anodr
20051130_54121_0400_PP_1281.png,0.939633,0.017083,0.015720,0.014270,0.013294,anodr
20051130_54257_0400_PP_506.png,0.937503,0.018165,0.015130,0.013470,0.015733,anodr
20051130_54301_0400_PP_93.png,0.938644,0.020167,0.013632,0.012967,0.014590,anodr
20051130_54323_0400_PP_978.png,0.940673,0.021701,0.011673,0.015155,0.010798,anodr
20051130_54476_0400_PP_394.png,0.943868,0.014084,0.015313,0.014159,0.012577,anodr
20051130_54498_0400_PP_1217.png,0.944999,0.014381,0.013999,0.014322,0.012300,anodr
20051130_54595_0400_PP_940.png,0.214123,0.751842,0.008542,0.012837,0.012656,bmilddr
20051130_54802_0400_PP_550.png,0.942984,0.015693,0.012774,0.015634,0.012915,anodr
20051130_54846_0400_PP_289.png,0.943558,0.015185,0.013100,0.014751,0.013406,anodr
20051130_54943_0400_PP_1044.png,0.942533,0.014158,0.013765,0.014334,0.015211,anodr
20051130_54956_0400_PP_875.png,0.941441,0.015071,0.015039,0.014828,0.013621,anodr
20051130_55004_0400_PP_1259.png,0.940691,0.017959,0.014196,0.014241,0.012913,anodr
