filename,anodr_score,bmilddr_score,cmoderatedr_score,dseveredr_score,eproliferativedr_score,predicted_class
002c21358ce6.png,0.91130054,0.033413652,0.017889405,0.017204072,0.020192323,anodr
005b95c28852.png,0.9134198,0.030412443,0.019050214,0.0181601,0.018957423,anodr
00cc2b75cddd.png,0.8970711,0.04447756,0.021724313,0.016869416,0.019857628,anodr
0182152c50de.png,0.8977667,0.044408925,0.021362329,0.01668581,0.019776227,anodr
02cd34a85b24.png,0.89563453,0.041401356,0.023417639,0.018317996,0.021228505,anodr
03b373718013.png,0.9032277,0.041589584,0.019115623,0.016286714,0.019780282,anodr
04aef84a2cc1.png,0.9174975,0.030488605,0.015694188,0.017388856,0.018930806,anodr
05b1bb2bdb81.png,0.92373717,0.027894447,0.01524018,0.015909307,0.017218867,anodr
07596907347b.png,0.9117518,0.031566188,0.01624888,0.018885883,0.021547303,anodr
07751b94a88a.png,0.8945875,0.04608753,0.023095192,0.016368948,0.019860752,anodr
0790515cf5af.png,0.8785787,0.055086043,0.029771153,0.015780488,0.020783613,anodr
08037e4490e5.png,0.91610426,0.03147774,0.015700992,0.017498625,0.019218482,anodr
0851d6a69589.png,0.903238,0.035905425,0.021534536,0.018276125,0.021045962,anodr
08b6e3240858.png,0.90506846,0.04682713,0.01945622,0.013715924,0.014932176,anodr
08bef347f40d.png,0.8943852,0.04159672,0.024796125,0.018635023,0.020586845,anodr
08ee569d4721.png,0.905205,0.037344035,0.020573046,0.01674211,0.020135762,anodr
09237bf783a4.png,0.9104984,0.03518339,0.017105203,0.01679075,0.02042233,anodr
096436d68d06.png,0.9232815,0.03187185,0.016551055,0.014996502,0.013299146,anodr
099021fac3c9.png,0.90930796,0.03278365,0.021796009,0.017166456,0.018945947,anodr
09c8323c612e.png,0.9082675,0.03692549,0.018649079,0.016765974,0.019391974,anodr
0a38b552372d.png,0.90290093,0.041523818,0.02027171,0.015779914,0.019523688,anodr
0a85a1e8f9e9.png,0.9089505,0.040838677,0.021969046,0.013721053,0.014520653,anodr
0babc12807b2.png,0.02983516,0.572372,0.30044296,0.02332659,0.07402324,bmilddr
0cbcc7b23613.png,0.91287947,0.03243381,0.0223459,0.014385393,0.017955435,anodr
0cd31078cd08.png,0.9174094,0.029808572,0.015555362,0.017886637,0.019340064,anodr
0ce062f26edc.png,0.9203845,0.030952616,0.015289025,0.01690689,0.016466929,anodr
0cecc2864b7f.png,0.9150415,0.035898235,0.01449004,0.017023494,0.017546734,anodr
0d9a9896f801.png,0.90113634,0.03572581,0.022636747,0.019089995,0.021411123,anodr
0da321efbce6.png,0.90969855,0.04095219,0.015836732,0.015914248,0.017598273,anodr
0db1d8dcf219.png,0.90958,0.032729473,0.019668112,0.017289378,0.020733131,anodr
0e3572b5884a.png,0.9115615,0.033701815,0.017686052,0.016614506,0.020436196,anodr
0ef4c61dc056.png,0.90126437,0.04122652,0.01989209,0.017744297,0.019872671,anodr
0fbbd665431f.png,0.8999851,0.047095757,0.018678594,0.01625997,0.017980581,anodr
0fc6829da85b.png,0.92285633,0.031539883,0.01641469,0.014345138,0.014843926,anodr
1002b5151b8e.png,0.9153728,0.034049913,0.016393263,0.016249813,0.017934283,anodr
