filename,anormal_score,cglaucoma_score,predicted_class
image_001_170.jpg,0.74302816,0.2569718,anormal
image_002_202.jpg,0.7278304,0.27216962,anormal
image_003_50.jpg,0.82125926,0.17874077,anormal
image_004_65.jpg,0.73053026,0.26946977,anormal
image_005_13.jpg,0.74609274,0.25390726,anormal
image_006_4.jpg,0.77076685,0.22923312,anormal
image_007_5.jpg,0.7324005,0.26759952,anormal
image_008_116.jpg,0.7418144,0.25818568,anormal
image_009_125.jpg,0.73871624,0.26128381,anormal
image_010_41.jpg,0.81530607,0.18469398,anormal
image_011_214.jpg,0.7439129,0.2560871,anormal
image_012_56.jpg,0.7132818,0.28671816,anormal
image_013_71.jpg,0.74433124,0.25566876,anormal
image_014_59.jpg,0.7222333,0.27776676,anormal
image_015_209.jpg,0.71745753,0.2825425,anormal
image_016_82.jpg,0.73053026,0.26946977,anormal
image_017_93.jpg,0.7445171,0.25548297,anormal
image_018_120.jpg,0.7097741,0.2902259,anormal
image_019_168.jpg,0.7382447,0.26175532,anormal
image_020_10.jpg,0.7241881,0.2758119,anormal
image_021_26.jpg,0.74516666,0.25483337,anormal
image_022_55.jpg,0.7690369,0.23096311,anormal
image_023_103.jpg,0.81545305,0.18454696,anormal
image_024_200.jpg,0.73244834,0.2675517,anormal
image_025_99.jpg,0.7570767,0.24292329,anormal
image_026_146.jpg,0.7324005,0.26759952,anormal
image_027_32.jpg,0.7498665,0.2501335,anormal
image_028_96.jpg,0.7353567,0.26464334,anormal
image_029_217.jpg,0.7344053,0.26559466,anormal
image_030_219.jpg,0.73426247,0.26573756,anormal
image_031_49.jpg,0.7066967,0.29330325,anormal
image_032_39.jpg,0.7210071,0.27899283,anormal
image_033_187.jpg,0.76352787,0.23647216,anormal
image_034_36.jpg,0.7251623,0.2748377,anormal
image_035_160.jpg,0.7201715,0.27982852,anormal
image_036_25.jpg,0.71721,0.28279,anormal
image_037_178.jpg,0.7416272,0.25837275,anormal
image_038_95.jpg,0.73805594,0.26194406,anormal
image_039_12.jpg,0.75287664,0.24712338,anormal
image_040_16.jpg,0.7492249,0.25077516,anormal
image_041_108.jpg,0.7343101,0.2656899,anormal
image_042_63.jpg,0.7285552,0.2714448,anormal
image_043_54.jpg,0.732544,0.267456,anormal
image_044_70.jpg,0.7981081,0.20189188,anormal
image_045_182.jpg,0.72433436,0.27566564,anormal
image_046_64.jpg,0.6994084,0.30059156,anormal
image_047_143.jpg,0.7113306,0.28866935,anormal
image_048_130.jpg,0.7221843,0.27781576,anormal
image_049_105.jpg,0.72623146,0.2737685,anormal
image_050_163.jpg,0.7366848,0.26331514,anormal
image_051_190.jpg,0.71849567,0.28150436,anormal
image_052_3.jpg,0.71497643,0.28502354,anormal
image_053_136.jpg,0.7048209,0.29517913,anormal
image_054_158.jpg,0.7473855,0.25261447,anormal
image_055_139.jpg,0.7246267,0.27537322,anormal
image_056_142.jpg,0.7361161,0.26388386,anormal
image_057_109.jpg,0.74363375,0.25636628,anormal
image_058_118.jpg,0.72316283,0.27683714,anormal
image_059_220.jpg,0.7222333,0.27776676,anormal
image_060_79.jpg,0.7438664,0.25613365,anormal
image_061_44.jpg,0.765111,0.23488894,anormal
image_062_135.jpg,0.73895174,0.26104823,anormal
image_063_110.jpg,0.75346667,0.24653335,anormal
image_064_164.jpg,0.74460995,0.25539008,anormal
image_065_92.jpg,0.78145576,0.21854426,anormal
image_066_218.jpg,0.7340242,0.2659758,anormal
image_067_127.jpg,0.7329743,0.26702574,anormal
image_068_173.jpg,0.8095773,0.19042274,anormal
image_069_184.jpg,0.7491331,0.2508669,anormal
image_070_212.jpg,0.76964337,0.23035657,anormal
image_071_154.jpg,0.7465088,0.25349125,anormal
image_072_102.jpg,0.7366848,0.26331514,anormal
image_073_179.jpg,0.73445296,0.26554704,anormal
image_074_37.jpg,0.7923036,0.20769641,anormal
image_075_195.jpg,0.7305783,0.2694217,anormal
image_076_33.jpg,0.71408004,0.28591996,anormal
image_077_201.jpg,0.7849791,0.2150209,anormal
image_078_67.jpg,0.8130158,0.1869842,anormal
