image_path,true_class,predicted_class,prob_a_noamd,prob_b_amd,confidence,correct
a_noamd/N0001.jpg,a_noamd,a_noamd,0.58251953125,0.417724609375,0.58251953125,1
a_noamd/N0002.jpg,a_noamd,a_noamd,0.716796875,0.283203125,0.716796875,1
a_noamd/N0003.jpg,a_noamd,a_noamd,0.62158203125,0.378173828125,0.62158203125,1
a_noamd/N0004.jpg,a_noamd,a_noamd,0.66357421875,0.33642578125,0.66357421875,1
a_noamd/N0005.jpg,a_noamd,a_noamd,0.7509765625,0.2491455078125,0.7509765625,1
a_noamd/N0006.jpg,a_noamd,a_noamd,0.71337890625,0.28662109375,0.71337890625,1
a_noamd/N0007.jpg,a_noamd,a_noamd,0.75341796875,0.2464599609375,0.75341796875,1
a_noamd/N0008.jpg,a_noamd,a_noamd,0.71044921875,0.289794921875,0.71044921875,1
a_noamd/N0009.jpg,a_noamd,a_noamd,0.6845703125,0.315185546875,0.6845703125,1
a_noamd/N0010.jpg,a_noamd,a_noamd,0.6005859375,0.3994140625,0.6005859375,1
a_noamd/N0011.jpg,a_noamd,a_noamd,0.6982421875,0.301513671875,0.6982421875,1
a_noamd/N0012.jpg,a_noamd,a_noamd,0.70849609375,0.291259765625,0.70849609375,1
a_noamd/N0013.jpg,a_noamd,a_noamd,0.76416015625,0.2357177734375,0.76416015625,1
a_noamd/N0014.jpg,a_noamd,a_noamd,0.7822265625,0.2178955078125,0.7822265625,1
a_noamd/N0015.jpg,a_noamd,a_noamd,0.6220703125,0.378173828125,0.6220703125,1
a_noamd/N0016.jpg,a_noamd,a_noamd,0.673828125,0.326171875,0.673828125,1
a_noamd/N0017.jpg,a_noamd,a_noamd,0.74658203125,0.25341796875,0.74658203125,1
a_noamd/N0018.jpg,a_noamd,a_noamd,0.72900390625,0.27099609375,0.72900390625,1
a_noamd/N0019.jpg,a_noamd,a_noamd,0.75,0.25,0.75,1
a_noamd/N0020.jpg,a_noamd,a_noamd,0.6318359375,0.368408203125,0.6318359375,1
a_noamd/N0021.jpg,a_noamd,a_noamd,0.74609375,0.253662109375,0.74609375,1
a_noamd/N0022.jpg,a_noamd,a_noamd,0.6494140625,0.3505859375,0.6494140625,1
a_noamd/N0023.jpg,a_noamd,b_amd,0.375,0.625,0.625,0
a_noamd/N0024.jpg,a_noamd,b_amd,0.41943359375,0.58056640625,0.58056640625,0
a_noamd/N0025.jpg,a_noamd,a_noamd,0.7568359375,0.2431640625,0.7568359375,1
a_noamd/N0026.jpg,a_noamd,a_noamd,0.755859375,0.244140625,0.755859375,1
a_noamd/N0027.jpg,a_noamd,a_noamd,0.6875,0.312744140625,0.6875,1
a_noamd/N0028.jpg,a_noamd,a_noamd,0.70068359375,0.29931640625,0.70068359375,1
