image_path,true_class,predicted_class,prob_a_noamd,prob_b_amd,confidence,correct
a_noamd/1018113_21015_1_0.png,a_noamd,a_noamd,0.78564453125,0.2144775390625,0.78564453125,1
a_noamd/1020777_21015_1_0.png,a_noamd,a_noamd,0.6845703125,0.3154296875,0.6845703125,1
a_noamd/1026486_21016_0_0.png,a_noamd,a_noamd,0.74658203125,0.253173828125,0.74658203125,1
a_noamd/1036537_21016_0_0.png,a_noamd,a_noamd,0.8193359375,0.1807861328125,0.8193359375,1
a_noamd/1039702_21015_1_0.png,a_noamd,a_noamd,0.85595703125,0.143798828125,0.85595703125,1
a_noamd/1046092_21015_0_0.png,a_noamd,a_noamd,0.6884765625,0.3115234375,0.6884765625,1
a_noamd/1064334_21016_0_0.png,a_noamd,a_noamd,0.57470703125,0.42529296875,0.57470703125,1
a_noamd/1103313_21016_0_0.png,a_noamd,a_noamd,0.6552734375,0.344970703125,0.6552734375,1
a_noamd/1107730_21015_0_0.png,a_noamd,a_noamd,0.85205078125,0.1480712890625,0.85205078125,1
a_noamd/1134266_21015_0_0.png,a_noamd,a_noamd,0.72607421875,0.273681640625,0.72607421875,1
a_noamd/1167873_21016_0_0.png,a_noamd,a_noamd,0.68212890625,0.31787109375,0.68212890625,1
a_noamd/1169358_21015_1_0.png,a_noamd,a_noamd,0.72021484375,0.27978515625,0.72021484375,1
a_noamd/1170584_21016_0_0.png,a_noamd,a_noamd,0.74755859375,0.25244140625,0.74755859375,1
a_noamd/1175155_21016_0_0.png,a_noamd,a_noamd,0.77734375,0.22265625,0.77734375,1
a_noamd/1178859_21016_0_0.png,a_noamd,a_noamd,0.52099609375,0.47900390625,0.52099609375,1
a_noamd/1184375_21016_1_0.png,a_noamd,a_noamd,0.67724609375,0.322998046875,0.67724609375,1
a_noamd/1186967_21016_0_0.png,a_noamd,a_noamd,0.69189453125,0.307861328125,0.69189453125,1
a_noamd/1197089_21016_0_0.png,a_noamd,a_noamd,0.88427734375,0.1158447265625,0.88427734375,1
a_noamd/1197343_21015_0_0.png,a_noamd,a_noamd,0.8037109375,0.1962890625,0.8037109375,1
a_noamd/1220742_21016_0_0.png,a_noamd,a_noamd,0.7099609375,0.289794921875,0.7099609375,1
a_noamd/1223318_21016_0_0.png,a_noamd,a_noamd,0.796875,0.202880859375,0.796875,1
a_noamd/1230171_21016_0_0.png,a_noamd,a_noamd,0.55712890625,0.443115234375,0.55712890625,1
a_noamd/1250082_21016_0_0.png,a_noamd,a_noamd,0.79296875,0.2069091796875,0.79296875,1
a_noamd/1260458_21016_0_0.png,a_noamd,a_noamd,0.74560546875,0.25439453125,0.74560546875,1
a_noamd/1261685_21016_0_0.png,a_noamd,a_noamd,0.79443359375,0.20556640625,0.79443359375,1
a_noamd/1267094_21016_0_0.png,a_noamd,a_noamd,0.6259765625,0.3740234375,0.6259765625,1
a_noamd/1275770_21015_0_0.png,a_noamd,a_noamd,0.70751953125,0.292724609375,0.70751953125,1
a_noamd/1322575_21016_0_0.png,a_noamd,a_noamd,0.779296875,0.220703125,0.779296875,1
a_noamd/1330933_21015_0_0.png,a_noamd,a_noamd,0.69091796875,0.30908203125,0.69091796875,1
a_noamd/1334474_21015_0_0.png,a_noamd,a_noamd,0.70166015625,0.29833984375,0.70166015625,1
a_noamd/1346072_21016_0_0.png,a_noamd,a_noamd,0.671875,0.328369140625,0.671875,1
a_noamd/1350271_21016_0_0.png,a_noamd,a_noamd,0.72607421875,0.27392578125,0.72607421875,1
a_noamd/1359631_21015_1_0.png,a_noamd,a_noamd,0.919921875,0.08001708984375,0.919921875,1
a_noamd/1372500_21016_0_0.png,a_noamd,a_noamd,0.74365234375,0.25634765625,0.74365234375,1
a_noamd/1407787_21015_1_0.png,a_noamd,a_noamd,0.73828125,0.26171875,0.73828125,1
a_noamd/1412963_21015_0_0.png,a_noamd,a_noamd,0.69921875,0.30078125,0.69921875,1
a_noamd/1429525_21016_0_0.png,a_noamd,a_noamd,0.6533203125,0.346435546875,0.6533203125,1
a_noamd/1434744_21016_0_0.png,a_noamd,a_noamd,0.677734375,0.322509765625,0.677734375,1
a_noamd/1438121_21015_0_0.png,a_noamd,a_noamd,0.8330078125,0.167236328125,0.8330078125,1
a_noamd/1438217_21016_0_0.png,a_noamd,a_noamd,0.73388671875,0.265869140625,0.73388671875,1
a_noamd/1465849_21015_0_0.png,a_noamd,a_noamd,0.6142578125,0.385986328125,0.6142578125,1
a_noamd/1486263_21015_0_0.png,a_noamd,a_noamd,0.677734375,0.322265625,0.677734375,1
a_noamd/1494464_21015_0_0.png,a_noamd,a_noamd,0.85595703125,0.1439208984375,0.85595703125,1
a_noamd/1495365_21015_1_0.png,a_noamd,a_noamd,0.81982421875,0.1802978515625,0.81982421875,1
a_noamd/1495979_21015_1_0.png,a_noamd,a_noamd,0.568359375,0.431396484375,0.568359375,1
a_noamd/1499051_21015_0_0.png,a_noamd,a_noamd,0.654296875,0.345703125,0.654296875,1
a_noamd/1499671_21016_0_1.png,a_noamd,a_noamd,0.9140625,0.08587646484375,0.9140625,1
a_noamd/1506781_21016_0_0.png,a_noamd,a_noamd,0.73193359375,0.26806640625,0.73193359375,1
a_noamd/1514959_21015_0_0.png,a_noamd,a_noamd,0.63671875,0.36328125,0.63671875,1
a_noamd/1515498_21016_0_0.png,a_noamd,a_noamd,0.88916015625,0.11083984375,0.88916015625,1
a_noamd/1535030_21016_0_0.png,a_noamd,a_noamd,0.67236328125,0.32763671875,0.67236328125,1
a_noamd/1537998_21015_1_1.png,a_noamd,a_noamd,0.748046875,0.251953125,0.748046875,1
a_noamd/1552660_21016_0_0.png,a_noamd,a_noamd,0.71533203125,0.28466796875,0.71533203125,1
a_noamd/1553749_21016_0_0.png,a_noamd,a_noamd,0.6787109375,0.3212890625,0.6787109375,1
a_noamd/1553751_21015_0_0.png,a_noamd,a_noamd,0.6162109375,0.3837890625,0.6162109375,1
a_noamd/1557480_21016_1_0.png,a_noamd,a_noamd,0.681640625,0.318603515625,0.681640625,1
a_noamd/1560389_21015_0_0.png,a_noamd,a_noamd,0.7109375,0.2890625,0.7109375,1
a_noamd/1574898_21016_0_0.png,a_noamd,a_noamd,0.79248046875,0.207275390625,0.79248046875,1
a_noamd/1601635_21016_0_0.png,a_noamd,a_noamd,0.71875,0.281494140625,0.71875,1
a_noamd/1632106_21016_1_0.png,a_noamd,a_noamd,0.69873046875,0.301513671875,0.69873046875,1
a_noamd/1652487_21016_1_0.png,a_noamd,a_noamd,0.6728515625,0.3271484375,0.6728515625,1
a_noamd/1663149_21016_0_0.png,a_noamd,a_noamd,0.826171875,0.1739501953125,0.826171875,1
a_noamd/1681117_21016_0_0.png,a_noamd,a_noamd,0.73681640625,0.263427734375,0.73681640625,1
a_noamd/1697220_21015_0_0.png,a_noamd,a_noamd,0.61376953125,0.385986328125,0.61376953125,1
a_noamd/1704670_21015_0_0.png,a_noamd,a_noamd,0.814453125,0.1856689453125,0.814453125,1
a_noamd/1708747_21016_0_0.png,a_noamd,a_noamd,0.64208984375,0.357666015625,0.64208984375,1
a_noamd/1730885_21016_0_0.png,a_noamd,a_noamd,0.74267578125,0.25732421875,0.74267578125,1
