image_names,predicted_class,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_APTOS/test/anodr/002c21358ce6.png,anodr,0.998046875,0.0017271041870117188,0.0002715587615966797,9.59634780883789e-06,4.2378902435302734e-05
../../../data/data_APTOS/test/anodr/005b95c28852.png,anodr,0.99755859375,0.001277923583984375,0.0006923675537109375,4.953145980834961e-05,0.00018918514251708984
../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,anodr,0.98583984375,0.00946807861328125,0.0037899017333984375,0.00011932849884033203,0.0005955696105957031
../../../data/data_APTOS/test/anodr/0182152c50de.png,anodr,0.99365234375,0.005008697509765625,0.0012922286987304688,4.303455352783203e-05,0.00023043155670166016
../../../data/data_APTOS/test/anodr/02cd34a85b24.png,anodr,0.984375,0.00951385498046875,0.005458831787109375,0.00017130374908447266,0.0006880760192871094
../../../data/data_APTOS/test/anodr/03b373718013.png,anodr,0.994140625,0.00435638427734375,0.0011320114135742188,4.3392181396484375e-05,0.0002269744873046875
../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,anodr,0.9990234375,0.0006313323974609375,9.435415267944336e-05,6.318092346191406e-06,3.039836883544922e-05
../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,anodr,0.998046875,0.0013437271118164062,0.00035119056701660156,1.9311904907226562e-05,6.306171417236328e-05
../../../data/data_APTOS/test/anodr/07596907347b.png,anodr,0.99755859375,0.001842498779296875,0.0002906322479248047,1.1861324310302734e-05,6.03795051574707e-05
../../../data/data_APTOS/test/anodr/07751b94a88a.png,anodr,0.99365234375,0.0047454833984375,0.0013523101806640625,4.762411117553711e-05,0.0002281665802001953
../../../data/data_APTOS/test/anodr/0790515cf5af.png,anodr,0.98291015625,0.0114898681640625,0.004791259765625,0.00013017654418945312,0.0006403923034667969
../../../data/data_APTOS/test/anodr/08037e4490e5.png,anodr,0.9990234375,0.0008420944213867188,0.00011402368545532227,6.318092346191406e-06,3.135204315185547e-05
../../../data/data_APTOS/test/anodr/0851d6a69589.png,anodr,0.97998046875,0.0117340087890625,0.00726318359375,0.00023448467254638672,0.0009737014770507812
../../../data/data_APTOS/test/anodr/08b6e3240858.png,anodr,0.99755859375,0.002124786376953125,0.00037288665771484375,1.537799835205078e-05,5.0008296966552734e-05
../../../data/data_APTOS/test/anodr/08bef347f40d.png,anodr,0.88427734375,0.037841796875,0.06573486328125,0.002613067626953125,0.009552001953125
../../../data/data_APTOS/test/anodr/08ee569d4721.png,anodr,0.9951171875,0.0038471221923828125,0.0010232925415039062,3.88026237487793e-05,0.00018835067749023438
../../../data/data_APTOS/test/anodr/09237bf783a4.png,anodr,0.998046875,0.0018329620361328125,0.0002491474151611328,9.47713851928711e-06,4.8100948333740234e-05
../../../data/data_APTOS/test/anodr/096436d68d06.png,anodr,0.99853515625,0.0013561248779296875,0.00022745132446289062,1.0788440704345703e-05,4.0531158447265625e-05
../../../data/data_APTOS/test/anodr/099021fac3c9.png,anodr,0.9990234375,0.0007829666137695312,0.00017201900482177734,1.2040138244628906e-05,4.845857620239258e-05
../../../data/data_APTOS/test/anodr/09c8323c612e.png,anodr,0.99658203125,0.0026721954345703125,0.0004818439483642578,1.6868114471435547e-05,8.553266525268555e-05
../../../data/data_APTOS/test/anodr/0a38b552372d.png,anodr,0.9970703125,0.0025234222412109375,0.0004203319549560547,1.5854835510253906e-05,8.07046890258789e-05
../../../data/data_APTOS/test/anodr/0a85a1e8f9e9.png,anodr,0.97607421875,0.00984954833984375,0.0125274658203125,0.0003681182861328125,0.001056671142578125
../../../data/data_APTOS/test/anodr/0babc12807b2.png,bmilddr,0.023284912109375,0.5966796875,0.349853515625,0.005626678466796875,0.0243682861328125
../../../data/data_APTOS/test/anodr/0cbcc7b23613.png,anodr,0.994140625,0.0037078857421875,0.0020427703857421875,6.878376007080078e-05,0.0002605915069580078
../../../data/data_APTOS/test/anodr/0cd31078cd08.png,anodr,0.9990234375,0.0006642341613769531,7.808208465576172e-05,5.662441253662109e-06,2.7179718017578125e-05
../../../data/data_APTOS/test/anodr/0ce062f26edc.png,anodr,0.99853515625,0.0014867782592773438,0.00013875961303710938,5.364418029785156e-06,2.2590160369873047e-05
../../../data/data_APTOS/test/anodr/0cecc2864b7f.png,anodr,0.99755859375,0.0022220611572265625,0.00017511844635009766,5.7220458984375e-06,2.562999725341797e-05
../../../data/data_APTOS/test/anodr/0d9a9896f801.png,anodr,0.9873046875,0.00788116455078125,0.003936767578125,0.00014352798461914062,0.0006284713745117188
../../../data/data_APTOS/test/anodr/0da321efbce6.png,anodr,0.99658203125,0.002910614013671875,0.000240325927734375,6.794929504394531e-06,2.753734588623047e-05
../../../data/data_APTOS/test/anodr/0db1d8dcf219.png,anodr,0.9990234375,0.0008330345153808594,9.47117805480957e-05,5.841255187988281e-06,2.866983413696289e-05
../../../data/data_APTOS/test/anodr/0e3572b5884a.png,anodr,0.998046875,0.0014944076538085938,0.00021660327911376953,7.867813110351562e-06,3.343820571899414e-05
../../../data/data_APTOS/test/anodr/0ef4c61dc056.png,anodr,0.9912109375,0.00649261474609375,0.001865386962890625,6.151199340820312e-05,0.00031065940856933594
../../../data/data_APTOS/test/anodr/0fbbd665431f.png,anodr,0.98583984375,0.0111083984375,0.0027332305908203125,6.139278411865234e-05,0.00023496150970458984
../../../data/data_APTOS/test/anodr/0fc6829da85b.png,anodr,0.99853515625,0.0012073516845703125,0.0001901388168334961,9.953975677490234e-06,3.62396240234375e-05
../../../data/data_APTOS/test/anodr/1002b5151b8e.png,anodr,0.9990234375,0.0008645057678222656,7.349252700805664e-05,4.5299530029296875e-06,2.4318695068359375e-05
../../../data/data_APTOS/test/anodr/103f97a2ab15.png,anodr,0.81884765625,0.12420654296875,0.05352783203125,0.0007295608520507812,0.0026988983154296875
../../../data/data_APTOS/test/anodr/10a5026eb8e6.png,anodr,0.9990234375,0.0008749961853027344,0.00013649463653564453,7.748603820800781e-06,2.9861927032470703e-05
../../../data/data_APTOS/test/anodr/10de500cf0c5.png,anodr,0.9990234375,0.0006513595581054688,6.866455078125e-05,5.125999450683594e-06,2.4199485778808594e-05
../../../data/data_APTOS/test/anodr/10f10fd30718.png,anodr,0.99755859375,0.0019235610961914062,0.0002880096435546875,1.2099742889404297e-05,6.097555160522461e-05
../../../data/data_APTOS/test/anodr/12058bbb8299.png,anodr,0.9970703125,0.0025482177734375,0.0003466606140136719,1.239776611328125e-05,6.270408630371094e-05
../../../data/data_APTOS/test/anodr/12bc439d373a.png,anodr,0.99755859375,0.00206756591796875,0.00032067298889160156,1.1801719665527344e-05,5.316734313964844e-05
../../../data/data_APTOS/test/anodr/12ef75375322.png,anodr,0.9970703125,0.002288818359375,0.000370025634765625,1.2993812561035156e-05,6.663799285888672e-05
../../../data/data_APTOS/test/anodr/143db89c11c8.png,anodr,0.98388671875,0.010406494140625,0.004886627197265625,0.00017118453979492188,0.0008378028869628906
../../../data/data_APTOS/test/anodr/15b21c80cc31.png,anodr,0.9970703125,0.002323150634765625,0.00036525726318359375,1.2278556823730469e-05,6.324052810668945e-05
../../../data/data_APTOS/test/anodr/15e24b73d4a7.png,anodr,0.97265625,0.01459503173828125,0.01096343994140625,0.0003647804260253906,0.0015268325805664062
../../../data/data_APTOS/test/anodr/1633f8291a80.png,anodr,0.99853515625,0.0013971328735351562,0.0001773834228515625,7.331371307373047e-06,3.8564205169677734e-05
../../../data/data_APTOS/test/anodr/165634a6167e.png,anodr,0.998046875,0.0016155242919921875,0.00042819976806640625,1.9729137420654297e-05,6.276369094848633e-05
../../../data/data_APTOS/test/anodr/178412895d5e.png,anodr,0.99755859375,0.0013780593872070312,0.0007252693176269531,4.172325134277344e-05,0.0001442432403564453
../../../data/data_APTOS/test/anodr/186c1835eec5.png,anodr,0.9970703125,0.00229644775390625,0.00038170814514160156,1.3053417205810547e-05,6.914138793945312e-05
../../../data/data_APTOS/test/anodr/18b7e34eab8f.png,anodr,0.99560546875,0.0034656524658203125,0.0006284713745117188,2.1755695343017578e-05,0.00011277198791503906
../../../data/data_APTOS/test/anodr/18b99159a14f.png,anodr,0.99609375,0.0031528472900390625,0.0007033348083496094,2.2411346435546875e-05,0.00010824203491210938
../../../data/data_APTOS/test/anodr/18ce0cdc473d.png,anodr,0.9951171875,0.003997802734375,0.0007882118225097656,2.3424625396728516e-05,8.690357208251953e-05
../../../data/data_APTOS/test/anodr/1a0dbc6c0cda.png,anodr,0.94189453125,0.029388427734375,0.0247650146484375,0.0007987022399902344,0.00334930419921875
../../../data/data_APTOS/test/anodr/1a1e974a7dbf.png,anodr,0.9970703125,0.002445220947265625,0.0003864765167236328,1.3649463653564453e-05,6.35981559753418e-05
../../../data/data_APTOS/test/anodr/1c47815f4a6b.png,cmoderatedr,0.030181884765625,0.347412109375,0.59912109375,0.006732940673828125,0.016571044921875
../../../data/data_APTOS/test/anodr/1ca62b3e4fd3.png,anodr,0.998046875,0.0015287399291992188,0.0002582073211669922,1.1086463928222656e-05,4.0471553802490234e-05
