image_names,predicted_class,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET027OD.jpg,anormal,0.9365234375,0.0635986328125
../../../data/data_PAPILA/test/anormal/RET035OD.jpg,anormal,0.90234375,0.09747314453125
../../../data/data_PAPILA/test/anormal/RET035OS.jpg,anormal,0.912109375,0.088134765625
../../../data/data_PAPILA/test/anormal/RET096OD.jpg,anormal,0.8642578125,0.135986328125
../../../data/data_PAPILA/test/anormal/RET098OD.jpg,anormal,0.8369140625,0.163330078125
../../../data/data_PAPILA/test/anormal/RET107OD.jpg,anormal,0.826171875,0.1737060546875
../../../data/data_PAPILA/test/anormal/RET129OS.jpg,anormal,0.896484375,0.103759765625
../../../data/data_PAPILA/test/anormal/RET131OD.jpg,anormal,0.90283203125,0.097412109375
../../../data/data_PAPILA/test/anormal/RET132OD.jpg,anormal,0.9287109375,0.07147216796875
../../../data/data_PAPILA/test/anormal/RET133OD.jpg,anormal,0.791015625,0.2088623046875
../../../data/data_PAPILA/test/anormal/RET137OD.jpg,anormal,0.7900390625,0.2099609375
../../../data/data_PAPILA/test/anormal/RET141OS.jpg,anormal,0.75341796875,0.24658203125
../../../data/data_PAPILA/test/anormal/RET146OS.jpg,anormal,0.8037109375,0.1961669921875
../../../data/data_PAPILA/test/anormal/RET150OS.jpg,anormal,0.79248046875,0.20751953125
../../../data/data_PAPILA/test/anormal/RET153OS.jpg,anormal,0.90625,0.093505859375
../../../data/data_PAPILA/test/anormal/RET163OS.jpg,anormal,0.921875,0.07830810546875
../../../data/data_PAPILA/test/anormal/RET168OS.jpg,anormal,0.8369140625,0.163330078125
../../../data/data_PAPILA/test/anormal/RET175OD.jpg,anormal,0.80029296875,0.1998291015625
../../../data/data_PAPILA/test/anormal/RET177OD.jpg,anormal,0.90234375,0.09747314453125
../../../data/data_PAPILA/test/anormal/RET177OS.jpg,anormal,0.92236328125,0.07745361328125
../../../data/data_PAPILA/test/anormal/RET178OD.jpg,anormal,0.93408203125,0.06585693359375
../../../data/data_PAPILA/test/anormal/RET181OS.jpg,anormal,0.89501953125,0.10491943359375
../../../data/data_PAPILA/test/anormal/RET182OD.jpg,anormal,0.91015625,0.09002685546875
../../../data/data_PAPILA/test/anormal/RET184OD.jpg,anormal,0.9296875,0.0704345703125
../../../data/data_PAPILA/test/anormal/RET184OS.jpg,anormal,0.89404296875,0.10577392578125
