image_names,predicted_class,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,anormal,0.8603515625,0.1397705078125
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,anormal,0.84765625,0.152099609375
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,anormal,0.87646484375,0.123291015625
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,anormal,0.8720703125,0.1279296875
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,anormal,0.86279296875,0.137451171875
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,anormal,0.84423828125,0.156005859375
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,anormal,0.8564453125,0.1435546875
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,anormal,0.83349609375,0.1666259765625
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,anormal,0.89111328125,0.1087646484375
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,anormal,0.87451171875,0.125732421875
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,anormal,0.86083984375,0.1392822265625
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,anormal,0.892578125,0.10760498046875
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,anormal,0.85791015625,0.141845703125
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,anormal,0.85888671875,0.140869140625
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,anormal,0.8896484375,0.11016845703125
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,anormal,0.869140625,0.131103515625
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,anormal,0.8779296875,0.12225341796875
../../../data/data_VEIRC/test/anormal/image_018_120.jpg,anormal,0.8623046875,0.137939453125
../../../data/data_VEIRC/test/anormal/image_019_168.jpg,anormal,0.84423828125,0.155517578125
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,anormal,0.85400390625,0.1461181640625
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,anormal,0.865234375,0.1348876953125
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,anormal,0.86083984375,0.13916015625
../../../data/data_VEIRC/test/anormal/image_023_103.jpg,anormal,0.85693359375,0.1429443359375
../../../data/data_VEIRC/test/anormal/image_024_200.jpg,anormal,0.84619140625,0.1539306640625
../../../data/data_VEIRC/test/anormal/image_025_99.jpg,anormal,0.8505859375,0.149658203125
../../../data/data_VEIRC/test/anormal/image_026_146.jpg,anormal,0.85693359375,0.1429443359375
../../../data/data_VEIRC/test/anormal/image_027_32.jpg,anormal,0.853515625,0.146484375
../../../data/data_VEIRC/test/anormal/image_028_96.jpg,anormal,0.86279296875,0.1370849609375
../../../data/data_VEIRC/test/anormal/image_029_217.jpg,anormal,0.875,0.1251220703125
../../../data/data_VEIRC/test/anormal/image_030_219.jpg,anormal,0.87646484375,0.12353515625
../../../data/data_VEIRC/test/anormal/image_031_49.jpg,anormal,0.818359375,0.181884765625
../../../data/data_VEIRC/test/anormal/image_032_39.jpg,anormal,0.85107421875,0.1488037109375
../../../data/data_VEIRC/test/anormal/image_033_187.jpg,anormal,0.8671875,0.132568359375
../../../data/data_VEIRC/test/anormal/image_034_36.jpg,anormal,0.8515625,0.1483154296875
../../../data/data_VEIRC/test/anormal/image_035_160.jpg,anormal,0.8544921875,0.1453857421875
../../../data/data_VEIRC/test/anormal/image_036_25.jpg,anormal,0.8828125,0.116943359375
../../../data/data_VEIRC/test/anormal/image_037_178.jpg,anormal,0.828125,0.1719970703125
../../../data/data_VEIRC/test/anormal/image_038_95.jpg,anormal,0.83056640625,0.16943359375
../../../data/data_VEIRC/test/anormal/image_039_12.jpg,anormal,0.85595703125,0.1441650390625
../../../data/data_VEIRC/test/anormal/image_040_16.jpg,anormal,0.86669921875,0.13330078125
../../../data/data_VEIRC/test/anormal/image_041_108.jpg,anormal,0.87548828125,0.124755859375
../../../data/data_VEIRC/test/anormal/image_042_63.jpg,anormal,0.845703125,0.154052734375
../../../data/data_VEIRC/test/anormal/image_043_54.jpg,anormal,0.85986328125,0.14013671875
../../../data/data_VEIRC/test/anormal/image_044_70.jpg,anormal,0.8779296875,0.1220703125
../../../data/data_VEIRC/test/anormal/image_045_182.jpg,anormal,0.861328125,0.138671875
../../../data/data_VEIRC/test/anormal/image_046_64.jpg,anormal,0.8828125,0.11724853515625
../../../data/data_VEIRC/test/anormal/image_047_143.jpg,anormal,0.87744140625,0.1226806640625
../../../data/data_VEIRC/test/anormal/image_048_130.jpg,anormal,0.87548828125,0.12432861328125
../../../data/data_VEIRC/test/anormal/image_049_105.jpg,anormal,0.84619140625,0.15380859375
../../../data/data_VEIRC/test/anormal/image_050_163.jpg,anormal,0.8251953125,0.1746826171875
../../../data/data_VEIRC/test/anormal/image_051_190.jpg,anormal,0.89990234375,0.09991455078125
