filename,anormal_score,cglaucoma_score,prediction
RET027OD.jpg,0.9524970054626465,0.047502968460321426,anormal
RET035OD.jpg,0.9530466794967651,0.046953387558460236,anormal
RET035OS.jpg,0.9585396647453308,0.04146040230989456,anormal
RET096OD.jpg,0.9419499635696411,0.05805003270506859,anormal
RET098OD.jpg,0.9566186666488647,0.04338141158223152,anormal
RET107OD.jpg,0.959976077079773,0.04002388194203377,anormal
RET129OS.jpg,0.9244790077209473,0.07552094757556915,anormal
RET131OD.jpg,0.9556320905685425,0.0443679504096508,anormal
RET132OD.jpg,0.9412131905555725,0.05878683179616928,anormal
RET133OD.jpg,0.9670245051383972,0.03297550976276398,anormal
RET137OD.jpg,0.8629460334777832,0.13705392181873322,anormal
RET141OS.jpg,0.8393824100494385,0.16061758995056152,anormal
RET146OS.jpg,0.9496535658836365,0.05034647881984711,anormal
RET150OS.jpg,0.9381396174430847,0.06186043843626976,anormal
RET153OS.jpg,0.9234519600868225,0.0765480175614357,anormal
RET163OS.jpg,0.903669536113739,0.0963304415345192,anormal
RET168OS.jpg,0.953478991985321,0.04652097448706627,anormal
RET175OD.jpg,0.9564158916473389,0.04358416050672531,anormal
RET177OD.jpg,0.9509301781654358,0.049069844186306,anormal
RET177OS.jpg,0.9502013325691223,0.04979873448610306,anormal
RET178OD.jpg,0.9504450559616089,0.049554966390132904,anormal
RET181OS.jpg,0.9552904367446899,0.044709548354148865,anormal
RET182OD.jpg,0.9525992274284363,0.04740074276924133,anormal
RET184OD.jpg,0.9321373701095581,0.06786265224218369,anormal
RET184OS.jpg,0.9224458336830139,0.07755415141582489,anormal
RET190OS.jpg,0.5711495876312256,0.428850382566452,anormal
RET191OS.jpg,0.961576521396637,0.038423508405685425,anormal
RET192OS.jpg,0.9430620670318604,0.056937891989946365,anormal
RET197OD.jpg,0.94821697473526,0.051783040165901184,anormal
RET198OD.jpg,0.945002555847168,0.054997485131025314,anormal
RET198OS.jpg,0.916833758354187,0.0831662118434906,anormal
RET199OD.jpg,0.9526457786560059,0.04735429212450981,anormal
RET200OD.jpg,0.2597842216491699,0.7402157783508301,cglaucoma
RET200OS.jpg,0.9545254111289978,0.0454745851457119,anormal
RET201OD.jpg,0.845028817653656,0.15497112274169922,anormal
RET202OD.jpg,0.9638565182685852,0.0361434631049633,anormal
RET203OD.jpg,0.9476742744445801,0.05232571065425873,anormal
RET203OS.jpg,0.950962245464325,0.04903772473335266,anormal
RET210OD.jpg,0.9160687923431396,0.08393118530511856,anormal
RET211OS.jpg,0.9499273300170898,0.05007269233465195,anormal
RET212OD.jpg,0.9691798090934753,0.030820155516266823,anormal
RET213OS.jpg,0.9683825373649597,0.03161746636033058,anormal
RET216OD.jpg,0.9435346722602844,0.05646536499261856,anormal
RET216OS.jpg,0.9342160224914551,0.06578394025564194,anormal
RET220OD.jpg,0.887759268283844,0.112240731716156,anormal
RET220OS.jpg,0.9482486844062805,0.05175131931900978,anormal
RET224OD.jpg,0.9457271099090576,0.0542728528380394,anormal
RET228OS.jpg,0.9462131261825562,0.053786903619766235,anormal
RET231OD.jpg,0.9500112533569336,0.0499887689948082,anormal
RET237OD.jpg,0.9503310322761536,0.04966893047094345,anormal
RET245OS.jpg,0.9529454112052917,0.04705456271767616,anormal
RET252OS.jpg,0.9428381323814392,0.057161834090948105,anormal
RET253OD.jpg,0.9329906702041626,0.06700925529003143,anormal
RET253OS.jpg,0.9450449347496033,0.05495503917336464,anormal
RET256OD.jpg,0.9480015635490417,0.05199841409921646,anormal
RET258OD.jpg,0.956669807434082,0.04333019629120827,anormal
RET259OD.jpg,0.9638571739196777,0.036142781376838684,anormal
RET261OS.jpg,0.9543986916542053,0.04560130834579468,anormal
RET267OD.jpg,0.9512643814086914,0.048735640943050385,anormal
RET271OS.jpg,0.9617607593536377,0.038239262998104095,anormal
RET272OD.jpg,0.9227034449577332,0.07729651033878326,anormal
RET277OS.jpg,0.9406481385231018,0.0593518503010273,anormal
RET282OD.jpg,0.9495303630828857,0.05046963691711426,anormal
RET282OS.jpg,0.9359164834022522,0.06408350169658661,anormal
RET283OS.jpg,0.9447966814041138,0.05520334094762802,anormal
RET285OS.jpg,0.9595584869384766,0.04044147580862045,anormal
RET291OD.jpg,0.9517331123352051,0.04826684668660164,anormal
RET002OD.jpg,0.753159761428833,0.24684028327465057,anormal
RET006OS.jpg,0.9462911486625671,0.05370883271098137,anormal
RET053OD.jpg,0.04037714749574661,0.9596228003501892,cglaucoma
RET066OS.jpg,0.13002069294452667,0.8699792623519897,cglaucoma
RET089OD.jpg,0.9018580317497253,0.09814193844795227,anormal
RET091OD.jpg,0.8402390480041504,0.1597609519958496,anormal
RET102OD.jpg,0.9615418314933777,0.03845823183655739,anormal
RET106OD.jpg,0.8841394186019897,0.11586060374975204,anormal
RET114OS.jpg,0.9575627446174622,0.042437221854925156,anormal
RET120OD.jpg,0.050161901861429214,0.9498381018638611,cglaucoma
RET120OS.jpg,0.6989834308624268,0.30101653933525085,anormal
RET122OD.jpg,0.9421283602714539,0.05787166208028793,anormal
RET122OS.jpg,0.9476041793823242,0.05239582806825638,anormal
RET276OS.jpg,0.9472588300704956,0.052741099148988724,anormal
