image,pred_label,true_label,conf_anodr,conf_bmilddr,conf_cmoderatedr,conf_dseveredr,conf_eproliferativedr
002c21358ce6.png,anodr,anodr,0.9975141286849976,0.0013283416628837585,0.0009309747256338596,0.00011034210183424875,0.0001162325861514546
005b95c28852.png,anodr,anodr,0.997765302658081,0.0015284620458260179,0.00052445795154199,0.00011944464495172724,6.231873703654855e-05
00cc2b75cddd.png,anodr,anodr,0.9652259349822998,0.01796838827431202,0.01433534175157547,0.0005416887579485774,0.001928549143485725
0182152c50de.png,anodr,anodr,0.9252257943153381,0.03153103590011597,0.03843618929386139,0.0006211810978129506,0.004185727331787348
02cd34a85b24.png,anodr,anodr,0.9756065011024475,0.012230576016008854,0.009871394373476505,0.0004999142838642001,0.0017916549695655704
03b373718013.png,anodr,anodr,0.9524624347686768,0.025319186970591545,0.0182222668081522,0.0003370583290234208,0.003659044159576297
04aef84a2cc1.png,anodr,anodr,0.9989506006240845,0.0006404838059097528,0.00031822026357986033,2.248602504550945e-05,6.81946548866108e-05
05b1bb2bdb81.png,cmoderatedr,anodr,0.22669820487499237,0.037990521639585495,0.4447382688522339,0.042386528104543686,0.24818646907806396
07596907347b.png,anodr,anodr,0.9859212040901184,0.006091556511819363,0.006357073783874512,0.0005047956947237253,0.0011254552518948913
07751b94a88a.png,anodr,anodr,0.9840898513793945,0.008814415894448757,0.005893809720873833,0.00031907655647955835,0.000882939959410578
0790515cf5af.png,anodr,anodr,0.8426374793052673,0.04856610298156738,0.0957154780626297,0.0019440007163211703,0.011136883869767189
08037e4490e5.png,anodr,anodr,0.9991349577903748,0.0006439823191612959,0.00017465732526034117,1.232323393196566e-05,3.418200867599808e-05
0851d6a69589.png,anodr,anodr,0.924956202507019,0.03871713578701019,0.030017755925655365,0.0016092023579403758,0.004699748009443283
08b6e3240858.png,anodr,anodr,0.7838422060012817,0.057546403259038925,0.11559627950191498,0.012123088352382183,0.030891992151737213
08bef347f40d.png,anodr,anodr,0.9620864987373352,0.01914079114794731,0.015578681603074074,0.000385801715310663,0.0028082625940442085
08ee569d4721.png,anodr,anodr,0.9850608706474304,0.005450075957924128,0.007643825374543667,0.0007000562618486583,0.0011452438775449991
09237bf783a4.png,anodr,anodr,0.9990324974060059,0.0006069353548809886,0.00029176336829550564,2.7734402465284802e-05,4.108937719138339e-05
096436d68d06.png,anodr,anodr,0.9949310421943665,0.0019184189150109887,0.0020739275496453047,0.0004384953936096281,0.0006381482817232609
099021fac3c9.png,anodr,anodr,0.9988908171653748,0.0008277810411527753,0.00020055880304425955,3.339406248414889e-05,4.754856490762904e-05
09c8323c612e.png,anodr,anodr,0.997880220413208,0.0012852478539571166,0.0006917913560755551,5.63398098165635e-05,8.650142990518361e-05
0a38b552372d.png,anodr,anodr,0.9961360096931458,0.002838494721800089,0.0008816396584734321,4.842298949370161e-05,9.542670886730775e-05
0a85a1e8f9e9.png,anodr,anodr,0.9807220697402954,0.002429097890853882,0.013203325681388378,0.0008274806314148009,0.002818003064021468
0babc12807b2.png,bmilddr,anodr,0.05529429763555527,0.6588280200958252,0.16883468627929688,0.017861541360616684,0.09918148815631866
0cbcc7b23613.png,anodr,anodr,0.4797230064868927,0.061336178332567215,0.36923232674598694,0.029249854385852814,0.06045866012573242
0cd31078cd08.png,anodr,anodr,0.9996546506881714,0.00025656839716248214,6.996412412263453e-05,5.9983785831718706e-06,1.2924965631100349e-05
0ce062f26edc.png,anodr,anodr,0.9443272352218628,0.003836168674752116,0.01223618071526289,0.023947127163410187,0.015653373673558235
0cecc2864b7f.png,anodr,anodr,0.9972360730171204,0.0013164218980818987,0.0009383727447129786,0.0003963128838222474,0.00011292891576886177
0d9a9896f801.png,anodr,anodr,0.9836028814315796,0.007731148041784763,0.00699326116591692,0.0005387064884416759,0.0011340000201016665
0da321efbce6.png,anodr,anodr,0.9480600357055664,0.021231498569250107,0.017866350710392,0.00610522273927927,0.0067368303425610065
0db1d8dcf219.png,anodr,anodr,0.9609834551811218,0.018033146858215332,0.016336757689714432,0.0009494520490989089,0.0036971240770071745
0e3572b5884a.png,anodr,anodr,0.9952250719070435,0.002726397942751646,0.00171049649361521,0.00020642377785407007,0.0001315881236223504
0ef4c61dc056.png,anodr,anodr,0.9626290798187256,0.016185520216822624,0.01823933981359005,0.0006388438632711768,0.0023071235045790672
0fbbd665431f.png,anodr,anodr,0.8420428037643433,0.03909175097942352,0.08463308215141296,0.015174920670688152,0.019057372584939003
0fc6829da85b.png,anodr,anodr,0.9427934288978577,0.014848016202449799,0.03434193506836891,0.001967178424820304,0.006049442104995251
1002b5151b8e.png,anodr,anodr,0.9884015917778015,0.005046882200986147,0.004944975953549147,0.0003375540836714208,0.0012689348077401519
103f97a2ab15.png,cmoderatedr,anodr,0.07345106452703476,0.2509863078594208,0.5178492069244385,0.04007714241743088,0.1176363006234169
10a5026eb8e6.png,anodr,anodr,0.9903498888015747,0.0024636948946863413,0.005319206044077873,0.00016381994646508247,0.001703307731077075
10de500cf0c5.png,anodr,anodr,0.9994286894798279,0.0004195398068986833,0.00011782662477344275,6.2694830376130994e-06,2.7633728677756153e-05
10f10fd30718.png,anodr,anodr,0.9979596138000488,0.0013241294072940946,0.0006056611309759319,4.997147698304616e-05,6.065753041184507e-05
12058bbb8299.png,anodr,anodr,0.9892893433570862,0.00576466228812933,0.004277811385691166,0.0003027926723007113,0.00036541291046887636
12bc439d373a.png,anodr,anodr,0.9982182383537292,0.000943559396546334,0.0006701144156977534,7.483191438950598e-05,9.326252620667219e-05
12ef75375322.png,anodr,anodr,0.9918780326843262,0.004362910520285368,0.003204223932698369,0.0002341249492019415,0.00032061111414805055
143db89c11c8.png,anodr,anodr,0.9699337482452393,0.01813056506216526,0.00905630923807621,0.0002511496713850647,0.002628170885145664
15b21c80cc31.png,anodr,anodr,0.992374837398529,0.004468150902539492,0.0027482742443680763,0.00018379832908976823,0.00022501689090859145
15e24b73d4a7.png,anodr,anodr,0.8989220261573792,0.03975642845034599,0.04471912980079651,0.004991444293409586,0.01161098014563322
1633f8291a80.png,anodr,anodr,0.9805163741111755,0.009930217638611794,0.007551414426416159,0.00043938012095168233,0.0015625919913873076
165634a6167e.png,anodr,anodr,0.9347365498542786,0.018065061420202255,0.03075551800429821,0.007480074185878038,0.008962825872004032
178412895d5e.png,anodr,anodr,0.8054267168045044,0.01344656478613615,0.12329252809286118,0.03463386744260788,0.02320033684372902
186c1835eec5.png,anodr,anodr,0.9965997338294983,0.0014046845026314259,0.0017178601119667292,0.00011663191253319383,0.00016104799578897655
18b7e34eab8f.png,anodr,anodr,0.9934093952178955,0.004119126591831446,0.002141735516488552,0.00011863195686601102,0.00021118303993716836
18b99159a14f.png,anodr,anodr,0.9894033670425415,0.006394797470420599,0.003496795892715454,0.0001995065395021811,0.0005056723020970821
18ce0cdc473d.png,anodr,anodr,0.8646491169929504,0.038421425968408585,0.05309412628412247,0.011395704932510853,0.03243962302803993
1a0dbc6c0cda.png,anodr,anodr,0.9177596569061279,0.036744844168424606,0.03915316238999367,0.0008034819038584828,0.005538914818316698
1a1e974a7dbf.png,anodr,anodr,0.9969327449798584,0.0016068913973867893,0.0011727373348549008,0.00013905789819546044,0.0001485541433794424
1c47815f4a6b.png,anodr,anodr,0.7824900150299072,0.03908853605389595,0.13849224150180817,0.015999967232346535,0.02392919361591339
1ca62b3e4fd3.png,anodr,anodr,0.9608333110809326,0.011047127656638622,0.020524177700281143,0.0028540913481265306,0.004741370212286711
1d0b93317aa8.png,anodr,anodr,0.9987894892692566,0.0008744649239815772,0.00025574566097930074,4.5920063712401316e-05,3.4455406421329826e-05
1d3e9b939732.png,anodr,anodr,0.9760773777961731,0.012927649542689323,0.00954527873545885,0.0002654485288076103,0.0011843233369290829
1d74c4713e21.png,anodr,anodr,0.9993213415145874,0.0005191131494939327,0.0001226328022312373,9.976733053917997e-06,2.7034151571569964e-05
1db0393cdbc1.png,anodr,anodr,0.9997968077659607,0.00014522850688081235,3.5639022826217115e-05,9.535073331790045e-06,1.2717340723611414e-05
1df1530b9b8d.png,anodr,anodr,0.9885743856430054,0.006869634613394737,0.0038069651927798986,0.0002783288655336946,0.00047085119877010584
1e742358e0b9.png,anodr,anodr,0.9929938912391663,0.001298664603382349,0.0031846107449382544,0.0002692064445000142,0.002253580139949918
1e7ccd4a1c87.png,anodr,anodr,0.9965527057647705,0.001332067302428186,0.0015749689191579819,0.00019934425654355437,0.0003409560304135084
1ec95179cdfe.png,anodr,anodr,0.9915615916252136,0.004705729894340038,0.0023032661993056536,0.0010796283604577184,0.000349784386344254
1f31701dd61b.png,anodr,anodr,0.9332193732261658,0.03298180177807808,0.028264833614230156,0.000510096549987793,0.005023885052651167
1f5496352859.png,anodr,anodr,0.9906794428825378,0.0022291976492851973,0.004256973974406719,0.0010937125189229846,0.0017407081322744489
