image,pred_label,true_label,conf_a_noamd,conf_b_amd
1018113_21015_1_0.png,a_noamd,a_noamd,0.6442537903785706,0.35574617981910706
1020777_21015_1_0.png,a_noamd,a_noamd,0.5881010293960571,0.41189897060394287
1026486_21016_0_0.png,a_noamd,a_noamd,0.6001558899879456,0.39984408020973206
1036537_21016_0_0.png,a_noamd,a_noamd,0.5770336985588074,0.422966331243515
1039702_21015_1_0.png,a_noamd,a_noamd,0.8621804714202881,0.1378195434808731
1046092_21015_0_0.png,a_noamd,a_noamd,0.7463780641555786,0.2536219656467438
1064334_21016_0_0.png,a_noamd,a_noamd,0.6175978183746338,0.38240212202072144
1103313_21016_0_0.png,a_noamd,a_noamd,0.6670426726341248,0.33295732736587524
1107730_21015_0_0.png,a_noamd,a_noamd,0.9422459006309509,0.05775408074259758
1134266_21015_0_0.png,a_noamd,a_noamd,0.6254026293754578,0.37459734082221985
1167873_21016_0_0.png,a_noamd,a_noamd,0.6923947930335999,0.30760523676872253
1169358_21015_1_0.png,a_noamd,a_noamd,0.6598355174064636,0.3401644229888916
1170584_21016_0_0.png,a_noamd,a_noamd,0.5820508003234863,0.41794922947883606
1175155_21016_0_0.png,a_noamd,a_noamd,0.5862627029418945,0.41373732686042786
1178859_21016_0_0.png,a_noamd,a_noamd,0.5745885372161865,0.4254114329814911
1184375_21016_1_0.png,a_noamd,a_noamd,0.5886660218238831,0.41133397817611694
1186967_21016_0_0.png,a_noamd,a_noamd,0.6136419177055359,0.38635802268981934
1197089_21016_0_0.png,a_noamd,a_noamd,0.9121752381324768,0.08782477676868439
1197343_21015_0_0.png,a_noamd,a_noamd,0.5956681966781616,0.404331773519516
1220742_21016_0_0.png,a_noamd,a_noamd,0.6300839781761169,0.36991605162620544
1223318_21016_0_0.png,a_noamd,a_noamd,0.8921296000480652,0.10787037014961243
1230171_21016_0_0.png,a_noamd,a_noamd,0.9372730851173401,0.06272689998149872
1250082_21016_0_0.png,a_noamd,a_noamd,0.6203867793083191,0.3796132802963257
1260458_21016_0_0.png,a_noamd,a_noamd,0.7075027227401733,0.29249730706214905
1261685_21016_0_0.png,a_noamd,a_noamd,0.7136716842651367,0.28632834553718567
1267094_21016_0_0.png,a_noamd,a_noamd,0.6004202961921692,0.3995797336101532
1275770_21015_0_0.png,a_noamd,a_noamd,0.6816627383232117,0.31833723187446594
1322575_21016_0_0.png,a_noamd,a_noamd,0.6016063094139099,0.3983937203884125
1330933_21015_0_0.png,a_noamd,a_noamd,0.6187057495117188,0.38129422068595886
1334474_21015_0_0.png,a_noamd,a_noamd,0.5773000717163086,0.42269986867904663
1346072_21016_0_0.png,a_noamd,a_noamd,0.5756077170372009,0.4243922829627991
1350271_21016_0_0.png,a_noamd,a_noamd,0.603529691696167,0.39647024869918823
1359631_21015_1_0.png,a_noamd,a_noamd,0.9536232352256775,0.04637677222490311
1372500_21016_0_0.png,a_noamd,a_noamd,0.5893271565437317,0.41067278385162354
1407787_21015_1_0.png,a_noamd,a_noamd,0.9944396018981934,0.005560438148677349
1412963_21015_0_0.png,a_noamd,a_noamd,0.6086981296539307,0.39130184054374695
1429525_21016_0_0.png,a_noamd,a_noamd,0.5740583539009094,0.4259416162967682
1434744_21016_0_0.png,a_noamd,a_noamd,0.5987774729728699,0.40122246742248535
1438121_21015_0_0.png,a_noamd,a_noamd,0.7362368702888489,0.2637631595134735
1438217_21016_0_0.png,a_noamd,a_noamd,0.6038358211517334,0.396164208650589
1465849_21015_0_0.png,a_noamd,a_noamd,0.5631438493728638,0.43685612082481384
1486263_21015_0_0.png,a_noamd,a_noamd,0.5895357728004456,0.4104642868041992
1494464_21015_0_0.png,a_noamd,a_noamd,0.882915735244751,0.11708429455757141
