image_path,true_label,pred_label,confidence,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_APTOS/test/anodr/002c21358ce6.png,anodr,anodr,0.9324041604995728,0.9324041604995728,0.016530945897102356,0.01760793663561344,0.014854522421956062,0.018602443858981133
../../../data/data_APTOS/test/anodr/005b95c28852.png,anodr,anodr,0.9310678243637085,0.9310678243637085,0.015309819020330906,0.019285403192043304,0.01527951005846262,0.01905740797519684
../../../data/data_APTOS/test/anodr/00cc2b75cddd.png,anodr,anodr,0.9224962592124939,0.9224962592124939,0.022858602926135063,0.019283955916762352,0.016124455258250237,0.019236771389842033
../../../data/data_APTOS/test/anodr/0182152c50de.png,anodr,anodr,0.9278708696365356,0.9278708696365356,0.018373196944594383,0.018776236101984978,0.015634708106517792,0.019345035776495934
../../../data/data_APTOS/test/anodr/02cd34a85b24.png,anodr,anodr,0.9261042475700378,0.9261042475700378,0.02096954919397831,0.01824278011918068,0.015660451725125313,0.019022950902581215
../../../data/data_APTOS/test/anodr/03b373718013.png,anodr,anodr,0.9227040410041809,0.9227040410041809,0.02227681502699852,0.019328929483890533,0.01617262326180935,0.019517524167895317
../../../data/data_APTOS/test/anodr/04aef84a2cc1.png,anodr,anodr,0.931593656539917,0.931593656539917,0.015847010537981987,0.018904583528637886,0.015253565274178982,0.018401123583316803
../../../data/data_APTOS/test/anodr/05b1bb2bdb81.png,anodr,anodr,0.9154567718505859,0.9154567718505859,0.023516936227679253,0.023638777434825897,0.016675712540745735,0.020711859688162804
../../../data/data_APTOS/test/anodr/07596907347b.png,anodr,anodr,0.9322261214256287,0.9322261214256287,0.01608249358832836,0.01759861595928669,0.015077080577611923,0.01901569776237011
../../../data/data_APTOS/test/anodr/07751b94a88a.png,anodr,anodr,0.9257880449295044,0.9257880449295044,0.021067386493086815,0.018503809347748756,0.015588004142045975,0.01905280537903309
../../../data/data_APTOS/test/anodr/0790515cf5af.png,anodr,anodr,0.926819384098053,0.926819384098053,0.019939612597227097,0.019182749092578888,0.015175089240074158,0.018883218988776207
../../../data/data_APTOS/test/anodr/08037e4490e5.png,anodr,anodr,0.9296866059303284,0.9296866059303284,0.016728758811950684,0.019552990794181824,0.0153691740706563,0.0186624638736248
../../../data/data_APTOS/test/anodr/0851d6a69589.png,anodr,anodr,0.9185486435890198,0.9185486435890198,0.022695129737257957,0.020679159089922905,0.015798015519976616,0.022278958931565285
../../../data/data_APTOS/test/anodr/08b6e3240858.png,anodr,anodr,0.8598295450210571,0.8598295450210571,0.06207403168082237,0.034990645945072174,0.01973584294319153,0.0233699269592762
../../../data/data_APTOS/test/anodr/08bef347f40d.png,anodr,anodr,0.9230799078941345,0.9230799078941345,0.02002527005970478,0.020539185032248497,0.01602344773709774,0.02033216692507267
../../../data/data_APTOS/test/anodr/08ee569d4721.png,anodr,anodr,0.9311530590057373,0.9311530590057373,0.01711396500468254,0.018069753423333168,0.014981306158006191,0.018681997433304787
../../../data/data_APTOS/test/anodr/09237bf783a4.png,anodr,anodr,0.9335107803344727,0.9335107803344727,0.01613200269639492,0.016964828595519066,0.014828142710030079,0.018564244732260704
../../../data/data_APTOS/test/anodr/096436d68d06.png,anodr,anodr,0.9113336801528931,0.9113336801528931,0.025127118453383446,0.02489507384598255,0.017205657437443733,0.021438494324684143
../../../data/data_APTOS/test/anodr/099021fac3c9.png,anodr,anodr,0.9311744570732117,0.9311744570732117,0.015320937149226665,0.019202545285224915,0.015280022285878658,0.019022008404135704
../../../data/data_APTOS/test/anodr/09c8323c612e.png,anodr,anodr,0.933386504650116,0.933386504650116,0.016272572800517082,0.016727931797504425,0.014860347844660282,0.018752576783299446
