image_path,true_label,pred_label,confidence,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
../../../data/data_MESSIDOR2/test/anodr/20051020_43808_0100_PP_967.png,anodr,anodr,0.9134316444396973,0.9134316444396973,0.03136751055717468,0.02049724943935871,0.0158400721848011,0.018863573670387268
../../../data/data_MESSIDOR2/test/anodr/20051020_44261_0100_PP_1191.png,anodr,anodr,0.9286549687385559,0.9286549687385559,0.021551676094532013,0.01818697527050972,0.01510666310787201,0.016499824821949005
../../../data/data_MESSIDOR2/test/anodr/20051020_44284_0100_PP_502.png,anodr,anodr,0.9306978583335876,0.9306978583335876,0.019758988171815872,0.018716907128691673,0.01444279495626688,0.016383429989218712
../../../data/data_MESSIDOR2/test/anodr/20051020_44338_0100_PP_547.png,anodr,anodr,0.9184583425521851,0.9184583425521851,0.02756052277982235,0.01967127062380314,0.015746459364891052,0.018563350662589073
../../../data/data_MESSIDOR2/test/anodr/20051020_44400_0100_PP_920.png,anodr,anodr,0.9174426198005676,0.9174426198005676,0.030459586530923843,0.01853640191257,0.015617969445884228,0.017943397164344788
../../../data/data_MESSIDOR2/test/anodr/20051020_44431_0100_PP_514.png,anodr,anodr,0.9216150045394897,0.9216150045394897,0.02650473266839981,0.01868017017841339,0.015246660448610783,0.0179535411298275
../../../data/data_MESSIDOR2/test/anodr/20051020_44692_0100_PP_419.png,anodr,anodr,0.9260370135307312,0.9260370135307312,0.020151350647211075,0.01925886981189251,0.014905239455401897,0.01964750699698925
../../../data/data_MESSIDOR2/test/anodr/20051020_44714_0100_PP_1199.png,anodr,anodr,0.9329176545143127,0.9329176545143127,0.018832314759492874,0.01623368449509144,0.014665471389889717,0.01735091209411621
../../../data/data_MESSIDOR2/test/anodr/20051020_44982_0100_PP_486.png,anodr,anodr,0.8874000906944275,0.8874000906944275,0.052628058940172195,0.024167124181985855,0.016381487250328064,0.01942327991127968
../../../data/data_MESSIDOR2/test/anodr/20051020_56791_0100_PP_1185.png,anodr,anodr,0.9316612482070923,0.9316612482070923,0.019623834639787674,0.017078200355172157,0.01456952653825283,0.01706722564995289
../../../data/data_MESSIDOR2/test/anodr/20051020_57157_0100_PP_971.png,anodr,anodr,0.7999616861343384,0.7999616861343384,0.11920081824064255,0.04157440364360809,0.017560822889208794,0.02170228585600853
../../../data/data_MESSIDOR2/test/anodr/20051020_57967_0100_PP_829.png,anodr,anodr,0.9305533170700073,0.9305533170700073,0.019562145695090294,0.016835154965519905,0.015300980769097805,0.017748352140188217
../../../data/data_MESSIDOR2/test/anodr/20051020_58065_0100_PP_561.png,anodr,anodr,0.9156794548034668,0.9156794548034668,0.030680686235427856,0.018818849697709084,0.015864383429288864,0.018956618383526802
../../../data/data_MESSIDOR2/test/anodr/20051020_61757_0100_PP_484.png,anodr,anodr,0.9333998560905457,0.9333998560905457,0.017929682508111,0.017451554536819458,0.014175975695252419,0.017042826861143112
../../../data/data_MESSIDOR2/test/anodr/20051020_62461_0100_PP_76.png,anodr,anodr,0.9003947973251343,0.9003947973251343,0.04168293625116348,0.022970056161284447,0.016594013199210167,0.018358226865530014
